N,E [H]
1,-14.615123201525563
2,-14.62887169455533
3,-14.63072279925868
4,-14.633079599374014
5,-14.634152756191124
6,-14.634217952626642
7,-14.634225683951023
8,-14.634445514531361
9,-14.63444660179605
10,-14.634449291679317
11,-14.634496990293824
12,-14.634924250628316
13,-14.635268249026982
14,-14.638030768707909
15,-14.63811191273134
16,-14.638127356361421
17,-14.638365651683213
18,-14.638560429854849
19,-14.638637956308466
20,-14.638683834503118
21,-14.638896963898578
