t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B00_A_0020,B00_A_0021,B00_A_0022,B00_A_0023,B00_A_0024,B00_A_0025,B00_A_0026,B00_A_0027,B00_A_0028,B00_A_0029,B00_A_0030,B00_A_0031,B00_A_0032,B00_A_0033,B00_A_0034,B00_A_0035,B00_A_0036,B00_A_0037,B00_A_0038,B00_A_0039,B00_A_0040,B00_A_0041,B00_A_0042,B00_A_0043,B00_A_0044,B00_A_0045,B00_A_0046,B00_A_0047,B00_A_0048,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000
0.0,(0.03125000000012328-4.418151063499489e-13j),(2.3913771219768538e-17-2.041889541147934e-17j),(1.613786173134051e-16+8.373699037937621e-17j),(-1.370156066968207e-13+6.44228476332348e-14j),(4.054929229343596e-14+5.098993971305313e-15j),(-9.965494201231016e-18-2.15248742370527e-17j),(6.150489099087686e-16-6.700072789007049e-16j),(9.253681042632397e-15+3.8767728505545136e-15j),(5.3100137725782246e-14-9.489313463083249e-14j),(-6.670956325561694e-15+4.1115706473639035e-15j),(1.5174405027148982e-16-3.60512211047255e-16j),(9.924851512759601e-17+7.670664712998509e-17j),(2.2212626331042533e-15-4.196616857922202e-15j),(2.1293528674160025e-15+7.393923402977538e-15j),(-9.480103437560556e-15+1.4604104880946373e-14j),(3.0752693086727412e-15+7.93739508736709e-15j),(4.961713445924964e-17-5.584695684377588e-17j),(9.549662313684995e-15-7.243861108382198e-15j),(8.566622065665637e-18+7.630147867443097e-17j),(5.3479570235873615e-15+3.372982078432491e-16j),(6.50055094898222e-16-7.250571794312513e-16j),(-1.2089155107613668e-16-2.670863650534773e-16j),(-2.705498535883074e-16-5.658400657816718e-17j),(-6.892334085247858e-15+2.070168723473044e-16j),(4.507445416416983e-17-3.635527914595876e-17j),(-4.35568134589656e-16+7.580130310826472e-16j),(-1.7536788616248957e-17+1.3778742948099309e-16j),(-3.3979378894640177e-15+9.03898536993526e-16j),(1.9969683218392466e-15+3.855676902911849e-15j),(2.277224086389652e-17+9.435254162356219e-19j),(-8.741115944873597e-14-3.4592140818909716e-14j),(1.74679914059e-15+3.6507475529760144e-16j),(2.4656019380088062e-17+1.451001932295915e-17j),(3.8891353324662707e-16+1.1469818624534397e-16j),(2.48815340421052e-16+1.1940309840882543e-15j),(4.9426468766136347e-20+8.81243134012315e-20j),(2.1864533441273456e-16-1.7901762809019253e-16j),(1.1554620089302458e-19-2.22924218381732e-19j),(1.466915056483344e-17-7.59796658667372e-18j),(-9.594505307583983e-20+2.47502580783141e-19j),(2.474914722167917e-18-1.583394261510565e-17j),(1.9323915601789245e-18-1.2597831379278356e-18j),(2.2293889719906317e-18-1.2194138381159976e-18j),(1.516992555243764e-17-3.945921898459665e-18j),(1.0517808174468845e-17+1.0992876273494332e-17j),(-2.3077381808320762e-17-2.510171240115893e-17j),(1.0615847695468644e-16-5.1549032402790115e-17j),(5.851596477032441e-16-2.272542450516267e-16j),(-4.587092411534665e-18+1.1859190408639717e-17j),(0.03125+4.336808689942017e-18j),(1.5087774372967221e-21-2.646977960169688e-23j),(2.39882377640378e-22-6.220398206398767e-22j),(-1.2671612890924331e-18-1.4043806265476296e-18j),(4.2351647362715008e-22-1.9852334701272658e-23j),(8.271806125530275e-24-1.9645539548134404e-24j),(6.776263578034401e-21-2.4394548880923845e-19j),(-1.3891340334970523e-19+6.143106449961812e-19j),(-2.2168440416421137e-22-3.374896899216352e-22j),(-1.0842021724855042e-19+1.0842021724855042e-19j),(0.03125+0j)
0.01,(0.000899292442589813-0.00010077105842707558j),(3.612216982716814e-11+1.92098184938977e-11j),(1.3961264166220457e-10-1.986613899115017e-10j),(-3.474901134361016e-07+1.124047271842066e-06j),(-1.203788054709313e-09+2.5678206930180867e-09j),(1.9715831176655737e-09-7.297346619739303e-10j),(-4.737019793397055e-09+4.5730950362106026e-09j),(5.229089364515813e-09-9.578837071602099e-09j),(-4.362551991817794e-09+4.799067229098243e-08j),(-8.648663117486364e-08+1.1926753236321797e-07j),(4.123290643674048e-09+1.40305224385982e-09j),(5.832001655442628e-11+1.38374281613549e-10j),(-5.7465277645901636e-08-6.786951563902231e-08j),(5.034358207713379e-08+2.537333715062437e-07j),(-1.2085018827263565e-07+9.334626712923975e-08j),(3.3291446578306305e-08-1.1971774915982865e-08j),(-3.0728169993659353e-10-9.898099354107698e-10j),(2.791143539116026e-08+5.78003260024677e-08j),(1.0029124953638714e-09-2.7346204408531145e-10j),(-4.1354303942293325e-08-1.6104885743039963e-08j),(-1.4668155293092652e-08-3.269235626693663e-08j),(-1.5893363636432119e-09+6.402021569117778e-09j),(-4.2365625827040897e-10+7.066424342675431e-10j),(-2.8791060642065707e-08-4.107409917853362e-08j),(2.0817313944308167e-09-3.090520864650719e-10j),(-5.549370887597784e-09+4.4153891324687804e-11j),(1.8577425047072067e-09-2.9071762775511383e-09j),(-1.437072287145541e-07+6.947889377965781e-08j),(-3.8974901131601426e-08-9.117238335835545e-08j),(1.261641165284632e-09+1.594940724394311e-10j),(-1.9236180993847546e-08-1.0642287679573775e-08j),(7.327977540940405e-07+2.0151594379244537e-07j),(-5.268814638686712e-10+1.7962935188010548e-09j),(2.0453782527317922e-08+5.6324636536250414e-09j),(3.076344796596924e-08+1.0151591157672994e-08j),(1.8448776878398866e-11+3.5176727009774995e-12j),(-3.966861854270126e-09-1.5691808565979088e-08j),(-9.971420104376275e-12-1.3725864289839966e-11j),(1.8272028990549654e-10-3.23231567399737e-10j),(-1.6697612564886554e-12+1.9807667802386385e-11j),(7.712012544263461e-10-1.510412038296385e-09j),(-8.714106538989808e-11+1.3603976307522899e-12j),(3.3185666860004276e-10-1.3331266068124322e-10j),(1.1778032331691323e-09+1.0288824585814302e-09j),(3.2865662231769444e-10+1.4184383436303743e-09j),(2.636797592493562e-09-1.999211015228785e-09j),(-1.2985810202610498e-09+3.3243569625907123e-09j),(-1.5871155121948279e-09-3.1804702878795886e-08j),(2.756781479950967e-09+2.0531652930834234e-09j),(0.0008996416448752666-9.390519544931987e-05j),(1.5299665543837654e-10-2.75182975796295e-11j),(7.823381868767409e-11-5.90755503738787e-11j),(-7.992671135164439e-08+2.410220668996886e-07j),(-1.8962531321771983e-10-7.403218972207829e-11j),(5.569898770684458e-12+1.0473539293647892e-12j),(5.6788723272640835e-08-1.9995604959816088e-08j),(-4.119277434101789e-08-2.0565175971549152e-08j),(-6.256125148041635e-11-7.513578924295233e-12j),(-2.876560824929494e-08-2.53695562351289e-08j),(0.0008996723334756579-9.396792495406881e-05j)
0.02,(0.0008147534753035809-0.0001864718892887625j),(8.97218080851631e-11+1.5746960005253993e-12j),(3.504966822345452e-10-2.911615228027362e-10j),(-2.66696429402846e-07+2.1294855494410057e-06j),(-1.7867197119910804e-09+5.805964678839711e-09j),(3.3561163089886295e-09-2.5661019475272836e-09j),(-8.425745730210342e-09+1.0394722115095398e-08j),(1.299903636792849e-08-1.787632851474298e-08j),(-7.183090490273101e-09+8.661872953040623e-08j),(-1.4404777097148282e-07+2.5944955332693585e-07j),(7.0320093847875995e-09+3.1450722149754156e-09j),(9.500257313507791e-11+2.521929170637615e-10j),(-9.388787107941532e-08-1.0148235949899688e-07j),(1.8928044165978638e-07+4.806815773231921e-07j),(-2.3759122635804758e-07+2.274526302679068e-07j),(6.080306004613158e-08-3.7672766152658724e-08j),(-7.536146688219026e-10-1.4446527267436686e-09j),(5.279625559822035e-08+1.174708902817398e-07j),(1.6759651975740497e-09-1.9392561759653905e-10j),(-8.411328806707948e-08-1.0555061118011668e-08j),(-2.0523876780124547e-08-5.601801051913606e-08j),(-1.2613487472546519e-09+1.0244245899021794e-08j),(-7.830490489087732e-10+1.2636930570777185e-09j),(-7.890633676148907e-08-8.990370257414192e-08j),(3.4644953128189428e-09-1.0206825509003137e-09j),(-1.1945655793045258e-08-1.9327677823710938e-10j),(2.5643938166170548e-09-4.333904853297082e-09j),(-2.7012304852027255e-07+1.635883899787312e-07j),(-1.1752926077515935e-07-1.6031406733151045e-07j),(2.0355577439186885e-09-3.793430102865019e-11j),(-4.050288716838948e-08+7.65751486846838e-09j),(1.370855029938136e-06+1.9712204916460818e-07j),(-2.260971412112246e-10+2.6684592033840776e-09j),(4.9370110105537486e-08+4.454683665249483e-09j),(5.6285820446349095e-08+2.0719127061278267e-08j),(3.5049746201222534e-11-8.032061117433369e-13j),(-7.470182587655776e-09-3.064950174200579e-08j),(-2.9911235387847637e-11-2.982254229547013e-11j),(1.7255491347101047e-10-4.782902697332529e-10j),(5.852697982721365e-12+2.8270502298355855e-11j),(7.732331272108637e-10-2.6602681198078834e-09j),(-1.228005077649772e-10+2.4480333401207177e-11j),(9.070940670984727e-10-2.962531641202708e-10j),(2.366327529565435e-09+1.9166660632812154e-09j),(1.528133906625142e-09+3.2576614768205784e-09j),(4.93080642603393e-09-3.864740297219924e-09j),(-9.188277090853373e-10+5.6367257603238945e-09j),(-5.25806039869979e-09-6.936191899377386e-08j),(6.0750825638544676e-09+5.754183754564925e-09j),(0.0008169037507694652-0.00017398313648195508j),(1.9922410599600205e-10-9.416567302118877e-11j),(7.927443537975656e-11-1.2569289137893545e-10j),(-1.3901476191932754e-07+4.1754655642550386e-07j),(-3.3621291274782974e-10-1.6399799526033224e-10j),(1.1642378146710297e-11+1.0319864380547206e-12j),(1.0706214693116314e-07-6.038721052130684e-08j),(-7.743984538455098e-08-2.2242337370475902e-08j),(-1.2840894779609994e-10-1.922617846432318e-11j),(-7.296780675773335e-08-4.4148761396744204e-08j),(0.0008169378630238092-0.00017410797644354682j)
0.03,(0.0007254956419610519-0.000256738017180959j),(1.3550549647231733e-10-6.433609933591907e-11j),(5.848787136956653e-10-2.646051185498185e-10j),(1.5412832078669176e-07+2.922790808226788e-06j),(-1.5986827770830626e-09+9.76332721068696e-09j),(3.687386035768665e-09-5.201280451896098e-09j),(-1.0732284895213377e-08+1.725036007773865e-08j),(2.2925862358731214e-08-2.44178938018045e-08j),(-9.073178951859794e-09+1.1684203758133209e-07j),(-1.6794957949511972e-07+4.1357368142794013e-07j),(8.844479236762764e-09+4.98561362186937e-09j),(1.1587797452124274e-10+3.426879662700654e-10j),(-1.1336141157441224e-07-1.1241318561791147e-07j),(4.0639126963227804e-07+6.561073107747853e-07j),(-3.409198111069943e-07+4.0550969610649e-07j),(7.819637693113173e-08-7.515547549065145e-08j),(-1.1793987936129198e-09-1.4984590230744663e-09j),(7.5598551240212e-08+1.7817589655588397e-07j),(2.0383897063287646e-09+9.50028963313579e-11j),(-1.209634403607176e-07+1.4996562170001185e-08j),(-2.0281238630414327e-08-7.104827570301156e-08j),(8.097155472645838e-11+1.1993370462255232e-08j),(-1.0936302557080758e-09+1.7011841225266226e-09j),(-1.5495677671867483e-07-1.427792657382528e-07j),(4.208129735967809e-09-1.9146344979346816e-09j),(-1.8970395334482704e-08-5.320557986991245e-10j),(2.634295864854679e-09-4.867206735782575e-09j),(-3.7405845575939596e-07+2.7895606617031924e-07j),(-2.2697302952281478e-07-1.952182060950873e-07j),(2.4033460789607368e-09-4.104876811095937e-10j),(-5.914683082190238e-08+4.999547673258145e-08j),(1.889006047369516e-06+2.485248221442985e-08j),(3.6058360278314504e-10+2.814424718780171e-09j),(8.626155254758861e-08-7.336549066094768e-09j),(7.697232619170134e-08+3.214207466423946e-08j),(4.7550969470423305e-11-1.2110941300087547e-11j),(-1.053845681544838e-08-4.4639604440845266e-08j),(-6.286312750530087e-11-4.634314489765585e-11j),(8.425630173052319e-11-5.047009172212582e-10j),(1.5172014490188023e-11+2.7350907201363176e-11j),(2.760342690865212e-10-3.3752540770022022e-09j),(-1.231538849781066e-10+5.111770506980139e-11j),(1.8215939822135747e-09-4.836732509231477e-10j),(3.5707862166974383e-09+2.6659550833258763e-09j),(4.003578911731681e-09+5.302638757868424e-09j),(6.951144924855684e-09-5.563923749756667e-09j),(4.095532406795248e-10+6.797144692715181e-09j),(-1.122343526729661e-08-1.1286642103344002e-07j),(9.851701390898332e-09+1.1609261028009337e-08j),(0.0007305292151562199-0.0002400143753388937j),(1.74016196915907e-10-1.5282056472758464e-10j),(3.053172131387999e-11-1.6580979521380296e-10j),(-1.819252038525805e-07+5.392144625786914e-07j),(-4.3919002880726024e-10-2.625488800327934e-10j),(1.81456407408761e-11-3.0651228700294057e-13j),(1.448516408711797e-07-1.1917411208695872e-07j),(-1.049346225668387e-07-9.889817173237523e-09j),(-1.9824432073694856e-10-3.4654525107653944e-11j),(-1.3225404809982432e-07-5.057716075877926e-08j),(0.0007305429719316487-0.00024019437896073207j)
0.04,(0.0006340076570702958-0.00031166927938969875j),(1.4198226593310842e-10-1.759947616066724e-10j),(7.955015664905629e-10-1.230520440857331e-10j),(8.129543982612021e-07+3.4428772502179386e-06j),(-3.976376592627569e-10+1.4503902388458647e-08j),(2.636386813500375e-09-8.149780590668863e-09j),(-1.13739509386723e-08+2.483983777312382e-08j),(3.4547955397566086e-08-2.883708534385366e-08j),(-1.0484064330377284e-08+1.3963144067981781e-07j),(-1.5517174494556906e-07+5.736607476047633e-07j),(9.712332541553117e-09+6.734573936862043e-09j),(1.2567434663921825e-10+4.118954546923433e-10j),(-1.1993825937223918e-07-1.0933036767900851e-07j),(6.847807583816374e-07+7.590331045691772e-07j),(-4.20136379555271e-07+6.288786640351103e-07j),(8.169214387227435e-08-1.2120264839197818e-07j),(-1.49107147674013e-09-1.2857131952393228e-09j),(9.727830576908171e-08+2.3905471920295484e-07j),(2.128638480266363e-09+4.754127786826323e-10j),(-1.4564019055518295e-07+5.69402878659935e-08j),(-1.6194580387537282e-08-7.902786517617625e-08j),(1.7710534762674606e-09+1.2139176466528747e-08j),(-1.368522192337332e-09+2.041815598498124e-09j),(-2.608353805811986e-07-1.9455310549279016e-07j),(4.407485272431713e-09-2.8181302828167544e-09j),(-2.6388768582757233e-08-7.856705394453658e-10j),(2.361620911762519e-09-4.892529200464834e-09j),(-4.511269733656952e-07+4.1117750057328534e-07j),(-3.554067085974789e-07-1.866492238342467e-07j),(2.453597369712214e-09-8.292878496365878e-10j),(-7.161560745852206e-08+1.1137857198801103e-07j),(2.2700427200834525e-06-2.749533197978848e-07j),(9.088195317158476e-10+2.4776102615187197e-09j),(1.295506622756546e-07-3.3883913352391325e-08j),(9.302997213139792e-08+4.462725510389541e-08j),(5.3874377357827674e-11-2.8782322990529166e-11j),(-1.3210787585368336e-08-5.7449849618181754e-08j),(-1.1177335989427364e-10-6.050050605445002e-11j),(-1.3327609924323389e-11-4.48140963503456e-10j),(2.1987463216451158e-11+2.0374234918896833e-11j),(-4.83671889392801e-10-3.6422743292272823e-09j),(-1.0240503689835469e-10+7.117160953372828e-11j),(3.192614219103442e-09-6.896851870914975e-10j),(4.794838816818324e-09+3.2775636166340606e-09j),(8.17338084033783e-09+7.153568797511699e-09j),(8.76143750847632e-09-7.073214787405424e-09j),(2.0746846656369288e-09+6.867105337116909e-09j),(-1.9675621442436594e-08-1.6241618088479996e-07j),(1.3934963131770279e-08+2.018809691149656e-08j),(0.0006426331179483854-0.0002921606173957025j),(1.1263449038398212e-10-1.8196415721542839e-10j),(-3.682713301340998e-11-1.6593383966200856e-10j),(-2.123576373344363e-07+6.152359411149429e-07j),(-4.999848866932828e-10-3.624283558619986e-10j),(2.4937512915261455e-11-3.2500439917975935e-12j),(1.6486298355347224e-07-1.9268110001350342e-07j),(-1.2164742378927245e-07+1.1467067542944404e-08j),(-2.7301141596940865e-10-5.3216908990448265e-11j),(-2.044513035829931e-07-3.853802649215285e-08j),(0.0006426073265545677-0.00029238378372122383j)
0.05,(0.0005426281061651205-0.0003517950288176788j),(7.805396860774197e-11-3.1407834908852524e-10j),(9.409581054503049e-10+1.1405951794723562e-10j),(1.60418374663225e-06+3.6613023628735805e-06j),(2.163702179299234e-09+2.006803238763551e-08j),(7.243353797786102e-11-1.0805694564094796e-08j),(-1.0138544909933798e-08+3.278010553546162e-08j),(4.736350413491194e-08-3.090136333164885e-08j),(-1.1693528106550025e-08+1.559151167705117e-07j),(-1.0467694437695172e-07+7.312169285403766e-07j),(9.809957133858484e-09+8.252333511643582e-09j),(1.2847131075055915e-10+4.624245023837539e-10j),(-1.1732261460008943e-07-9.846454603685006e-08j),(1.0023831935296334e-06+7.739209497845572e-07j),(-4.634083426596637e-07+8.968844674797e-07j),(6.850389343601945e-08-1.7149075995159714e-07j),(-1.6488150153115817e-09-9.277934379477602e-10j),(1.1878883913005502e-07+2.993580634824761e-07j),(1.9988149389173282e-09+8.563027237468518e-10j),(-1.5338626193389137e-07+1.1011598575288673e-07j),(-1.0064629314360293e-08-8.128431553707689e-08j),(3.3576285981648953e-09+1.1157013709202652e-08j),(-1.6171518798949045e-09+2.302438174117362e-09j),(-3.995242962006023e-07-2.3849973145394735e-07j),(4.178397744349061e-09-3.6068981986191323e-09j),(-3.398054637384214e-08-7.551400715209499e-10j),(1.9150070133106635e-09-4.645004090834213e-09j),(-4.980580582876813e-07+5.549176765493736e-07j),(-4.886423521132384e-07-1.2910702502648246e-07j),(2.273273462234007e-09-1.2096621268591538e-09j),(-7.535051607081916e-08+1.8695853549274234e-07j),(2.5051280608351894e-06-6.613702638858172e-07j),(1.2627196073933273e-09+1.890041309862374e-09j),(1.763887349970211e-07-7.946497361414293e-08j),(1.045757051806769e-07+5.8111135606406825e-08j),(5.242003214491104e-11-4.847847604500789e-11j),(-1.552867373123953e-08-6.892096892995071e-08j),(-1.793091542495715e-10-6.867854770199291e-11j),(-8.615644810850025e-11-3.502266656173232e-10j),(2.4556429177706304e-11+1.0821491532981983e-11j),(-1.3094716185487908e-09-3.4981888704087575e-09j),(-7.212685104506117e-11+8.04867664300357e-11j),(5.162481622277493e-09-9.12390457527973e-10j),(6.0423803216646635e-09+3.7506642883018e-09j),(1.4417219947915808e-08+8.18681584463293e-09j),(1.0423123731309272e-08-8.378268744731789e-09j),(3.614431603578857e-09+6.049808519847525e-09j),(-3.095810895569793e-08-2.180011349947017e-07j),(1.8131657616653227e-08+3.213580447945111e-08j),(0.0005551958472109979-0.00033093367612121397j),(4.3659988173964594e-11-1.7823922942461687e-10j),(-9.600733330155698e-11-1.2913413434142802e-10j),(-2.3318637116600967e-07+6.541758136487233e-07j),(-5.218328079843275e-10-4.5692938072216096e-10j),(3.179122457616736e-11-8.091203521866088e-12j),(1.6294657249253575e-07-2.758034980000179e-07j),(-1.2711884541345699e-07+3.710823867860024e-08j),(-3.538944619400744e-10-7.419412048433815e-11j),(-2.8535288375390477e-07-2.1127004492161257e-09j),(0.0005551166240498796-0.00033118440896098014j)
0.06,(0.00045346869645002076-0.00037802129674745574j),(-7.935188283571213e-11-4.423248830038286e-10j),(9.901955103569268e-10+4.1511298589592003e-10j),(2.427870309676108e-06+3.579416995912462e-06j),(6.526763262938168e-09+2.6446466451757555e-08j),(-3.900580798992809e-09-1.2516915580693163e-08j),(-6.902742311066927e-09+4.06058629945379e-08j),(6.088709633694092e-08-3.0528441463166707e-08j),(-1.2781095165635067e-08+1.6653796492645368e-07j),(-1.755778265285637e-08+8.778291466781553e-07j),(9.324034356123355e-09+9.450071137490532e-09j),(1.2801489766035597e-10+4.975649669743155e-10j),(-1.0868881224905084e-07-8.40818002359921e-08j),(1.3336919282902055e-06+6.919253692368721e-07j),(-4.579514200478931e-07+1.2068227021463178e-06j),(3.723550520181303e-08-2.2095394626354858e-07j),(-1.6529539560835744e-09-5.235907758445414e-10j),(1.410535755379687e-07+3.586384409266455e-07j),(1.7088617934853004e-09+1.1737814197825038e-09j),(-1.4129062033054922e-07+1.683215743531659e-07j),(-3.2587457528972105e-09-7.914874594680532e-08j),(4.573768129006278e-09+9.477366749733128e-09j),(-1.8442174386513584e-09+2.4961932123523762e-09j),(-5.730984661078238e-07-2.6593462039750343e-07j),(3.644762723629442e-09-4.203391067598733e-09j),(-4.1583804259799266e-08-2.18486411493765e-10j),(1.395098827169356e-09-4.259413029250928e-09j),(-5.130509692309174e-07+7.040664910551087e-07j),(-6.112696197832614e-07-2.1345797747913512e-08j),(1.941725785950186e-09-1.5022575142555446e-09j),(-6.862922049660942e-08+2.722429289648305e-07j),(2.593819577925274e-06-1.0947415855265892e-06j),(1.3841158610842249e-09+1.2387991203071368e-09j),(2.2247918758406387e-07-1.4831775352650165e-07j),(1.1177143226104807e-07+7.226478534825582e-08j),(4.23380425832332e-11-6.832053759674118e-11j),(-1.7525548298883343e-08-7.898469596702526e-08j),(-2.6773373082220707e-10-6.641294785916627e-11j),(-1.2384845619634608e-10-2.4302517614332485e-10j),(2.296921381558203e-11+1.5426376372326072e-12j),(-2.0503583674806915e-09-3.0170190291764375e-09j),(-4.0917774140536274e-11+7.900427258270397e-11j),(7.907921912285742e-09-1.163419557690078e-09j),(7.320259189661647e-09+4.08273712821445e-09j),(2.3012608308398293e-08+7.515790473806914e-09j),(1.2001690171883763e-08-9.475632877130071e-09j),(4.727966091737751e-09+4.628548715643042e-09j),(-4.589722753279226e-08-2.795293458122234e-07j),(2.22151114567131e-08+4.8211745985871405e-08j),(0.0004700040247536179-0.0003571509712081643j),(-1.3963238252956608e-11-1.490250276685098e-10j),(-1.2954745219614968e-10-6.907578747279903e-11j),(-2.4660162830492633e-07+6.638034691308396e-07j),(-5.09468563916763e-10-5.402841302028485e-10j),(3.838186403755667e-11-1.511758563366707e-11j),(1.3647506627143468e-07-3.623850637181052e-07j),(-1.2215544037241842e-07+6.297196898427863e-08j),(-4.42305514174441e-10-9.667949488493986e-11j),(-3.686781417643513e-07+6.377471997042848e-08j),(0.00046986311876543666-0.000357411610976639j)
0.07,(0.0003683602060237496-0.00039155882372334715j),(-3.370706533325464e-10-5.109902370753315e-10j),(9.249263834659325e-10+7.408977736133828e-10j),(3.194258559636958e-06+3.225058807239666e-06j),(1.3343547142031439e-08+3.345998754243379e-08j),(-8.901854565774738e-09-1.2686082686154393e-08j),(-1.6750251612489523e-09+4.7887318973782983e-08j),(7.458114658448743e-08-2.765582924922044e-08j),(-1.3947233607053191e-08+1.7244121492179444e-07j),(1.0347386177673831e-07+1.0052843116912004e-06j),(8.410092903055824e-09+1.0284798500452947e-08j),(1.247322788160396e-10+5.195633595392362e-10j),(-9.660926356219267e-08-6.896375217461582e-08j),(1.6519336909374114e-06+5.11239269003321e-07j),(-3.9139895529734593e-07+1.5517425955773e-06j),(-1.2365086337014305e-08-2.6396178565203835e-07j),(-1.5269699837516118e-09-1.43677005022883e-10j),(1.6482725979193246e-07+4.156692671972938e-07j),(1.317582271475365e-09+1.389670549630289e-09j),(-1.0834452277565493e-07+2.2495899626128863e-07j),(3.2828154621917276e-09-7.38200767845301e-08j),(5.299985139759379e-09+7.468018241572918e-09j),(-2.058525440038545e-09+2.63257148582263e-09j),(-7.801724498468865e-07-2.68845122109347e-07j),(2.91935542842597e-09-4.56921807329511e-09j),(-4.889223937570954e-08+9.04589435115106e-10j),(8.584730242185127e-10-3.794770824377985e-09j),(-4.950854319748023e-07+8.527220227764717e-07j),(-7.081971737992629e-07+1.3356247390453607e-07j),(1.5279267618843482e-09-1.685091899222904e-09j),(-5.071536469247111e-08+3.6281626559263525e-07j),(2.541954735882511e-06-1.538497775072723e-06j),(1.3055097365538016e-09+6.508284237246858e-10j),(2.6203451618588143e-07-2.4366167561935207e-07j),(1.1464154478058094e-07+8.683651587282985e-08j),(2.3722862265137624e-11-8.502836334349467e-11j),(-1.9255407344854764e-08-8.747373072641956e-08j),(-3.7839425240648433e-10-4.8951478163131064e-11j),(-1.2986281187849404e-10-1.4733437451725253e-10j),(1.832377028145197e-11-5.613052195867682e-12j),(-2.6017596852611435e-09-2.2930503559393782e-09j),(-1.4131011270246119e-11+6.895993686613481e-11j),(1.1616715926165435e-08-1.4553999507836839e-09j),(8.622898403544465e-09+4.270045833755829e-09j),(3.397384292566482e-08+4.032377656661032e-09j),(1.353260564246007e-08-1.0355021837814187e-08j),(5.2673552989126885e-09+2.908017757387024e-09j),(-6.431661620541932e-08-3.467096694309831e-07j),(2.5936647197624757e-08+6.91598095647118e-08j),(0.00038860452320226604-0.00037188080878072327j),(-5.103803560069803e-11-1.0611701912801024e-10j),(-1.310048547070261e-10-3.5834293920784122e-12j),(-2.542174664410799e-07+6.509728891138423e-07j),(-4.687199364988329e-10-6.079756572027864e-10j),(4.4285680723822744e-11-2.459057829796574e-11j),(8.458539569030695e-08-4.456183942027965e-07j),(-1.0845402840002679e-07+8.586811070478194e-08j),(-5.397903929248468e-10-1.198723888603171e-10j),(-4.4599183992319856e-07+1.6267362784596713e-07j),(0.0003883990481309192-0.0003721331507737314j)
