t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B00_z_0020_00,B00_z_0020_01,B00_z_0021_00,B00_z_0021_01,B00_z_0022_00,B00_z_0022_01,B00_z_0023_00,B00_z_0023_01,B00_z_0024_00,B00_z_0024_01,B00_z_0025_00,B00_z_0025_01,B00_z_0026_00,B00_z_0026_01,B00_z_0027_00,B00_z_0027_01,B00_z_0028_00,B00_z_0028_01,B00_z_0029_00,B00_z_0029_01,B00_z_0030_00,B00_z_0030_01,B00_z_0031_00,B00_z_0031_01,B00_z_0032_00,B00_z_0032_01,B00_z_0033_00,B00_z_0033_01,B00_z_0034_00,B00_z_0034_01,B00_z_0035_00,B00_z_0035_01,B00_z_0036_00,B00_z_0036_01,B00_z_0037_00,B00_z_0037_01,B00_z_0038_00,B00_z_0038_01,B00_z_0039_00,B00_z_0039_01,B00_z_0040_00,B00_z_0040_01,B00_z_0041_00,B00_z_0041_01,B00_z_0042_00,B00_z_0042_01,B00_z_0043_00,B00_z_0043_01,B00_z_0044_00,B00_z_0044_01,B00_z_0045_00,B00_z_0045_01,B00_z_0046_00,B00_z_0046_01,B00_z_0047_00,B00_z_0047_01,B00_z_0048_00,B00_z_0048_01,B01_z_0000_00,B01_z_0000_01,B01_z_0001_00,B01_z_0001_01,B01_z_0002_00,B01_z_0002_01,B01_z_0003_00,B01_z_0003_01,B01_z_0004_00,B01_z_0004_01,B01_z_0005_00,B01_z_0005_01,B01_z_0006_00,B01_z_0006_01,B01_z_0007_00,B01_z_0007_01,B01_z_0008_00,B01_z_0008_01,B01_z_0009_00,B01_z_0009_01,B02_z_0000_00,B02_z_0000_01
0.0,(0.5+0.5j),(0.5-0.5j),(-0.02357637521971656+0.4190000465939958j),(3.3645759483169386+0.5258492203770533j),(2.219378269469748+0.11745214824176303j),(-1.830627080367079-0.47556055247716694j),(0.6925534870821748+0.11659525874912546j),(0.8292919330964342-0.5346162476390961j),(-0.6692946931769623-0.21788422428386345j),(1.4356686206973828+0.5129278848628802j),(1.1031868771635054+2.1119510322095056j),(1.590812920966788-0.12504723477122143j),(1.295617564984036+1.8165077217891221j),(0.5463793903037077+0.19606519550534995j),(0.6819825821739613+1.252918349132297j),(-1.0640347080294734-0.1310560220288236j),(-0.014552211461067666-0.8879086426113731j),(-0.3825107189061303-0.5039491470983938j),(1.5979659697548625+0.23577798117073212j),(0.7123620998164949+0.10357911765720151j),(1.2756499255285028+1.4661606079993783j),(-0.8157245247064948-0.9426615568873864j),(0.6632165222697514+2.4943566343306918j),(-0.8014353522770081-0.813407276946623j),(0.9405912719043898+0.1351484732793372j),(0.11884148563552083-1.480075251432745j),(1.1453168810580994+0.1105222726546996j),(1.0143511472715432-0.04422676735599412j),(-0.361773741716905+1.231855708628368j),(0.4295373443007105+0.24179741369064756j),(1.0950639046818251+0.23252540494560608j),(1.2960920017527098-0.1322140866306783j),(1.113764338082553-1.2628962124324719j),(1.2124530344265845-1.6187593282022785j),(0.3117540449271772+1.4732684924239368j),(-0.17233474379607905-0.14861192972046633j),(1.536878108925288-1.261026860087915j),(-1.0410737574747777-1.3530914508191656j),(-0.4130929901048692+0.19617212666738276j),(1.531446133127539-0.31194159985346426j),(1.4342825015559315+0.5175172003186637j),(-0.5587654553822194-1.1973983996653383j),(1.5609260564590262+1.5521581351824665j),(0.6429369879348265-1.452352097753412j),(-1.145226811992829+0.9545915341590843j),(-0.7178422300948288-0.7252528075442095j),(0.7642540639075591+0.5308154137410641j),(0.1984642746770674+0.6165123832241737j),(1.5759996225303403-1.3125805729221673j),(0.9583214048290669-0.9721811571113896j),(1.2861199489924133+1.5348114425190567j),(-0.12957477070600543-0.07492975298485288j),(0.8769356910409136+1.095628006056581j),(0.9141432803041948-1.7419467069707861j),(1.492559281693843+0.7937650414943334j),(0.514948700168448+0.010896049733712165j),(-0.021394617258540083-0.006804529310289742j),(1.4201252331946295+0.07669184042596533j),(-1.1098289287553338+0.871487390603818j),(0.7799595148237544-1.4620013430038281j),(-0.47173351669087904+0.20301607351114315j),(0.021048170675226074-0.4566478701567047j),(0.0795250999533697+1.0595648601449992j),(0.6907562289942774-0.6163732060457575j),(1.312356379813472+0.5576027041568672j),(1.154292409199236-2.086178602191721j),(-0.7525555878353043+0.006745199677273106j),(0.8571928399914726+0.8665941502100396j),(0.2862720340480196+0.17651551357493306j),(-0.8980485239162634-0.6617738260167281j),(1.0132817710555675+3.951671432107509j),(1.454618788652963-0.668796357095416j),(1.9233161738414537+0.07964033631037576j),(0.021798517640941928-0.12894511086860572j),(1.7305060146894107-2.324086778584064j),(1.1026862023460202+1.4781262157661048j),(0.8548598004034658+1.3454288692369416j),(0.9762660912549699-2.5587752378376916j),(0.5468861749175896-2.1922875617860096j),(1.8973017144796676-2.147216051159341j),(0.06678171948026668+2.0649094896272806j),(1.2348299348267058-1.3533701933864637j),(2.645443047540905+0.6199869677621439j),(1.290233812597378-2.049529868025619j),(1.1880159641094803+0.06389385021181032j),(-0.5551228181713912+1.8123667628988653j),(-1.89122922799671+0.431928164993478j),(0.1873842338901459-0.16503529903192604j),(-0.4965145044817554+1.9218320635545025j),(1.066165922533334+1.1550504853006904j),(-1.3501436572645658-0.553456022879877j),(0.2684187545136769-0.00024686676014762376j),(1.3501279668703854+1.606572230795333j),(1.1803763666134253-1.4678217386482313j),(-0.5031969430555698-0.12869750355297427j),(-0.4496658402216812+0.32153870225882086j),(0.005406305144831147+0.1546867781053649j),(-0.6758559636301926+1.320943797013047j),(0.5+0.5j),(0.5-0.5j),(1.2826797710169262-0.463541212081372j),(1.6753534645292096-2.2518943969111764j),(1.857370735075481+0.7276609752678564j),(2.1921726471012297-1.8298382983846577j),(0.6203246293046052-0.5883993735627808j),(-0.2105264509455278-0.8194021336058788j),(2.351383833243724-1.3623586327266377j),(-0.28867409997781357-0.42465007899515905j),(-1.7848429932759644+3.567380965424991j),(0.8367183313043591+0.06502599643788576j),(1.1125636321684471+0.3900575460126942j),(1.0633616171838733+0.1759736686217377j),(0.3486105416988525-0.18965556449585586j),(1.1365953777672113-0.8827351876311806j),(-0.8301190737610828+2.745703213705833j),(0.32433360688242624+0.18783660784885536j),(0.5146978926568996+0.7527964877634408j),(0.8644739326307236+0.8630226321484566j),(0.5+0.5j),(0.5-0.5j)
0.01,(0.49119630261181135+0.5011046988329988j),(0.516387069973632-0.5213767450446525j),(-0.03433517708266316+0.36397564291169276j),(3.3160455068666446+0.6483701955510315j),(2.231104037788333+0.07601246453736402j),(-1.8565202867061614-0.4718058590747275j),(0.6883600164445847+0.11492914715387617j),(0.8446967602666143-0.5538945168506332j),(-0.6510092210274557-0.25228564571900003j),(1.4114880086573922+0.5297558719407591j),(1.0619066490778641+2.1129337127933083j),(1.6282222760129308-0.12018756080317981j),(1.2898865018722803+1.8067380855652992j),(0.5703434546615199+0.16638901056590286j),(0.7041122873909094+1.2587575040051906j),(-1.0495279282052714-0.1396663308501242j),(-0.026851198969663082-0.8887617610662516j),(-0.40063137571986-0.5212098495338064j),(1.595480042687808+0.23625157026101384j),(0.7139214280186613+0.07289991022290114j),(1.3036938422105389+1.4787143339692967j),(-0.8179854594468022-0.9801684501307487j),(0.7034527722025534+2.5252863441717097j),(-0.7836805328680932-0.8392153300651941j),(0.9389464506585286+0.13833611258933454j),(0.12214720237768156-1.5435446295324682j),(1.1438331783335023+0.11182405248437956j),(1.0176174390825423-0.06104565830263499j),(-0.3625074417453418+1.2192642318551423j),(0.444230934425155+0.23526768348515398j),(1.0908350776164122+0.23419698333835898j),(1.3046924725825375-0.14061922841729893j),(1.1377394352374148-1.294482224128485j),(1.2481026558764943-1.6729208032590037j),(0.3187885994366334+1.4773480345077834j),(-0.15057098990134551-0.1687375111111274j),(1.5228974149680634-1.3010841431371936j),(-1.1077563224488576-1.399668438687852j),(-0.42401913286564386+0.16342629002330286j),(1.547004016742798-0.2920133539769506j),(1.447991323512539+0.5199112636865447j),(-0.5735105647500739-1.2508561185466869j),(1.5641653775330155+1.5862862757668268j),(0.6936228114365353-1.51830756901152j),(-1.1555169526448057+0.9913717130743929j),(-0.7189149249626613-0.7230601770808641j),(0.7645074793457611+0.5257628312256942j),(0.20135294524720107+0.5857093003654378j),(1.5983818083551484-1.3302612101094775j),(0.9660049800970084-1.0129576913619562j),(1.2974900220308725+1.5294530728586382j),(-0.10676359710029265-0.1094231960243065j),(0.8591264001891651+1.122154776708999j),(0.9740694729809521-1.8074883293982593j),(1.489609879034854+0.7916392463403673j),(0.5269285538663817-0.021564352013810392j),(-0.01970701420637651-0.02855331657741569j),(1.4166111247792776+0.08776720536037001j),(-1.1661099149475833+0.8668189318938408j),(0.824322814864429-1.4850794056266947j),(-0.4829418350379567+0.20177268517602365j),(0.026617767288851034-0.4675666468132701j),(0.060024463149453616+1.059605513197762j),(0.7200481379642937-0.630546242394751j),(1.312749363913086+0.5799462804636566j),(1.2282854662772082-2.173453386161801j),(-0.7299301778374553-0.016299880904410837j),(0.8363768564049463+0.8611027797749756j),(0.2809648759030787+0.18903045480969338j),(-0.9141406697567706-0.6744914870421892j),(0.9516408765888045+3.9841721888325865j),(1.543672331316625-0.6727807442971939j),(1.9257693646311287+0.07020913109169995j),(0.023304741374257497-0.17309560349132735j),(1.7391345982770432-2.27163388111648j),(1.0244033796916883+1.420881308881468j),(0.8294265360137272+1.3956883766832455j),(1.062567144405245-2.6790434926525077j),(0.5918609031820767-2.278915247099191j),(1.9799012828791438-2.1937495951703467j),(0.014535710452889157+2.0889126301937058j),(1.3146284204317922-1.3757917712967034j),(2.687454016324193+0.6627242180392429j),(1.376952297046969-2.148009577708242j),(1.1836177303769546+0.06000407640081146j),(-0.5189557206095159+1.7386735968188807j),(-1.897094746652957+0.43443736108924863j),(0.19506302947259785-0.15111844503713442j),(-0.4943200400775406+1.8671072400599462j),(1.0600113459228855+1.1427436134742237j),(-1.3495943874101868-0.5584469481707853j),(0.26004696075222833+0.006737977823407724j),(1.3336050925321252+1.6446079248343894j),(1.2552361300451442-1.5173542322364528j),(-0.49636581092919535-0.12011200157200151j),(-0.448524326471625+0.31375048114965715j),(0.02579324992678087+0.16137288929732824j),(-0.6434515112821368+1.2888369406212161j),(0.49119630261181135+0.5011046988329988j),(0.516387069973632-0.5213767450446525j),(1.3044669203761532-0.4729707013771416j),(1.7732799740402008-2.330441668219957j),(1.8571537526180522+0.7735759138549623j),(2.31878863938093-1.8587038914685838j),(0.6141761225267681-0.5939632489636547j),(-0.224073761856017-0.8536405866873522j),(2.3451461540862364-1.3932937510396681j),(-0.3130682773338164-0.4767694050832222j),(-1.8005518160000813+3.540854255392077j),(0.8880287876190465+0.08807012705049884j),(1.1064480360354394+0.38974177774340923j),(1.0639116610951+0.16044839838206637j),(0.3437112220213898-0.20274067849378286j),(1.1616194139189993-0.8985369039473272j),(-0.8201567452206905+2.734316439903573j),(0.3633387488049227+0.1867430621691754j),(0.5109415614744353+0.7372637023757884j),(0.8547831990428043+0.8394600311227964j),(0.49119630261181135+0.5011046988329988j),(0.516387069973632-0.5213767450446525j)
0.02,(0.4820344043170365+0.5021612290369152j),(0.5332966117429667-0.5427384064534517j),(-0.04012681789717757+0.30932481669081213j),(3.2568988746999845+0.7635890144960998j),(2.2415160575829125+0.03351119096107357j),(-1.883142333129403-0.46653189226748093j),(0.6840454337192537+0.11314518569975233j),(0.8607077166855379-0.5731511943791152j),(-0.6318268658449924-0.2853126163899791j),(1.3865528840291037+0.5451645968491011j),(1.0192099106327766+2.11302548998198j),(1.665429674927095-0.11310983824051352j),(1.2836179091949445+1.797929332513849j),(0.5945482231715008+0.137410447005787j),(0.7261629519715033+1.2642454291740506j),(-1.035173392926567-0.14915466733347432j),(-0.03976353376028713-0.8895002180482062j),(-0.41927964628976944-0.5382825741347572j),(1.5932611995839405+0.23683793454478533j),(0.7161683840106774+0.04241115760428067j),(1.3326233606646583+1.4917532224355696j),(-0.8211835823668303-1.0190342399832297j),(0.7440777305438989+2.556734870719884j),(-0.7656727045955024-0.8666818041829709j),(0.9371918897301266+0.1417192830265271j),(0.12524666820443148-1.6099392225287348j),(1.1423603883776605+0.11314970566776232j),(1.0214135222301632-0.07776877648220387j),(-0.3636693575795829+1.2065198965617256j),(0.45871527730719713+0.22902885162250214j),(1.0865467868128722+0.2358526915904741j),(1.31364522827157-0.14872408755394137j),(1.1636109640078935-1.3274658361638632j),(1.2867359699865477-1.7290416053524995j),(0.3252126785970095+1.4816092118005588j),(-0.12870437646313213-0.189080723204877j),(1.5069024059027045-1.3429826130499798j),(-1.1798036590379197-1.445185690817377j),(-0.4337457436350399+0.12995544733671682j),(1.5612895561895865-0.27122904852153407j),(1.46245335626266+0.5225281252043273j),(-0.590061118965727-1.3060776576831432j),(1.5664668831472053+1.623312194487915j),(0.7481231158415501-1.5864072452818045j),(-1.1651726397043956+1.02879693852814j),(-0.7193930837661404-0.7206589218935283j),(0.7646302678135422+0.5210133044326102j),(0.2042642891479548+0.5555406827793059j),(1.6217622077418954-1.348756083553365j),(0.974716618035889-1.0551389892732679j),(1.3084829726299967+1.5248915901378086j),(-0.08403347281753451-0.14418453956951105j),(0.8392443620144387+1.1501405598956742j),(1.0389391077630936-1.8749206944595331j),(1.486744550699314+0.7900111316439704j),(0.5394329525233921-0.053762747832970616j),(-0.017333983382482362-0.0501320300417406j),(1.4123535792555304+0.09863708860598683j),(-1.2247601987516799+0.8603725898359136j),(0.870925436041381-1.5073556717422152j),(-0.49444363568582766+0.2004335268167132j),(0.03224154394276271-0.47842600101774857j),(0.03968167447786343+1.0592410448801175j),(0.7500469627885357-0.6441491124565715j),(1.3124521990229523+0.604202422817198j),(1.309893312083484-2.2642213106722697j),(-0.707464237812812-0.03827488962552933j),(0.8158367206431875+0.8550221606785585j),(0.27566787813194393+0.2019044885887809j),(-0.9308123241959739-0.6867577176873894j),(0.883281037493484+4.015981623734938j),(1.6348916265519462-0.6719066387370616j),(1.9287928872490534+0.060824721636901495j),(0.024781717436114875-0.21745552383155436j),(1.744968754345258-2.2231532301993884j),(0.9516104044788806+1.3639959293076842j),(0.7998959665113804+1.4499227611780425j),(1.1595482570713838-2.806460872223315j),(0.6431418307027289-2.3691615793254237j),(2.0691310541687575-2.239300790896802j),(-0.04209018704575161+2.111927491829149j),(1.3985817260100117-1.3954502784276415j),(2.731578804732671+0.7110729562030259j),(1.4734762818641793-2.2502307242260127j),(1.179472066024304+0.056390975866858484j),(-0.4865096593832667+1.6681037400715495j),(-1.9023904627396706+0.43658797642327607j),(0.20269449948682478-0.13701549454102124j),(-0.491845080710504+1.8138207925323273j),(1.0536489271563358+1.1306345900705554j),(-1.3488775249193075-0.5630551348064687j),(0.2515437167289415+0.013619103017750576j),(1.3143142360450748+1.6848928893413997j),(1.335500166560574-1.5663514368886935j),(-0.48971606844711996-0.11168184464693719j),(-0.44736550894445765+0.30589945695603904j),(0.04525230201099714+0.1674147483733758j),(-0.6132194658880633+1.256860226212968j),(0.4820344043170365+0.5021612290369152j),(0.5332966117429667-0.5427384064534517j),(1.3283389314119363-0.4822202125301482j),(1.8814446503944826-2.410172315258929j),(1.8540885648482281+0.8227750449772215j),(2.4545233930234542-1.8809114828256939j),(0.6076051205176166-0.5998162515631034j),(-0.2384664761128205-0.8884824667085033j),(2.3390781162797416-1.4258813114546556j),(-0.33875338299426755-0.5292330145949664j),(-1.8178896343077253+3.510851087279794j),(0.9380859654142587+0.11257635005857487j),(1.1003682313505352+0.38945920499376646j),(1.0649368989597243+0.14513999879954823j),(0.3389266746842126-0.21640330170085098j),(1.1874497342778532-0.9140429393698861j),(-0.8119432609443499+2.721921669245434j),(0.40191262516852666+0.18596550715979898j),(0.5073096418167308+0.7222648356323783j),(0.8455803691105002+0.8164425262286571j),(0.4820344043170365+0.5021612290369152j),(0.5332966117429667-0.5427384064534517j)
0.03,(0.4725143884377802+0.5031571353137699j),(0.550722958346413-0.5640550119537385j),(-0.041194269613041117+0.25574099795860933j),(3.188597097904677+0.8702889040192254j),(2.2505007476235117-0.00997693730324644j),(-1.9103814858095485-0.4596384548084492j),(0.6796139578716234+0.11123865224904392j),(0.8773188953386151-0.592354734216704j),(-0.6118826038618314-0.31690686146075253j),(1.3610057072452164+0.5591347784609162j),(0.975200622250165+2.1120708157417982j),(1.7022510314571675-0.10379255179689442j),(1.2768213974365856+1.7900482658315942j),(0.6190021215891849+0.10916274408397206j),(0.7481066199882762+1.2693997271670832j),(-1.0210135952125385-0.15949362459368632j),(-0.053284299713815104-0.8901009640735119j),(-0.43845786167380946-0.5551199850483544j),(1.5913047952712935+0.2375381334937254j),(0.7190980372793844+0.012131572018482088j),(1.362487010701557+1.5052818403168786j),(-0.8253861224645277-1.0592724673017127j),(0.7850675776626033+2.5887593730227505j),(-0.7474357916700312-0.8958278325184391j),(0.9353210642941613+0.14531046266355466j),(0.12809989780255185-1.6794338290974593j),(1.1408981494060246+0.11449807012051048j),(1.0257330459629472-0.09437113180829818j),(-0.36523509228608597+1.1936351056566132j),(0.47297180694016794+0.2230938391810643j),(1.0822020927466054+0.23748719889791578j),(1.322929564076137-0.15650995293645653j),(1.1915516447183678-1.3618614262301545j),(1.328603765376907-1.7871252461101885j),(0.3310211083859685+1.486058360224961j),(-0.10673557396972946-0.2096041569091013j),(1.4886104202215968-1.3866993050941816j),(-1.2575336874718093-1.4891690231880002j),(-0.44220320810293046+0.09587742924517353j),(1.5742186289824198-0.2496930870722752j),(1.4777165299944948+0.5253547384744607j),(-0.608574466420652-1.363100279208012j),(1.5676551786031072+1.6633955422003288j),(0.8068088180426745-1.65663276486945j),(-1.174156400231241+1.0667939314649693j),(-0.719250523139605-0.7180732383172397j),(0.7646253580418944+0.516559932558733j),(0.20721109567282237+0.5260085553941274j),(1.646192027066306-1.368083408513892j),(0.9845100928577829-1.0987502832592353j),(1.3191146004950791+1.5211357379735282j),(-0.061356885551528906-0.1791829143231481j),(0.8170571851176529+1.179586817837397j),(1.1092247760432836-1.9441239879221952j),(1.4839574198098353+0.7888739244857644j),(0.5524682937015162-0.08567969397348107j),(-0.014294114964339641-0.07147922004537474j),(1.4073776385276822+0.10924782738939043j),(-1.2857544224370574+0.8519403803292499j),(0.9198095390830109-1.528634964784024j),(-0.5062273735974148+0.19899592065844723j),(0.037914449615842165-0.4892100930780415j),(0.018513419358160955+1.0584222567508093j),(0.7807227712718479-0.6571170361323806j),(1.3112888698864076+0.6305136552376972j),(1.4000461205830723-2.358387764212542j),(-0.6852168292872116-0.059191739670710064j),(0.7956104950800821+0.8483974034612876j),(0.27040446898462883+0.2151362346275327j),(-0.948047664863083-0.6985236537468065j),(0.8080935869515647+4.046428783668933j),(1.7279269724984216-0.6656789992312989j),(1.9323900783822237+0.0514755747597724j),(0.026227547307622792-0.2620344973590869j),(1.7483866247398647-2.178503565887597j),(0.8838690842120775+1.307744250266357j),(0.7655435526131825+1.508377508862439j),(1.268914222464107-2.941278893425332j),(0.7014771289927588-2.4628123461575444j),(2.165400054296058-2.283278409920654j),(-0.10324574498367683+2.1335369673342575j),(1.486690185111642-1.4118145203852512j),(2.777682449197489+0.7657458263419065j),(1.5810839111578499-2.355975518656835j),(1.1755689335773196+0.0530252332615097j),(-0.4573962138151042+1.6005442077645242j),(-1.9070996725149438+0.4383844495821564j),(0.2102558557738611-0.12275789421672412j),(-0.48909697348326997+1.761997491774549j),(1.0471062629121033+1.1187183812993886j),(-1.3480026928866222-0.56726846095975j),(0.24293091411731677+0.020385574778614694j),(1.2919210822563572+1.7273826587695074j),(1.4215115004359904-1.6143904788215668j),(-0.4832565024338895-0.10341505244431315j),(-0.4461938428780187+0.2979954589447109j),(0.06379422869129046+0.1728821144366848j),(-0.5850456792739381+1.2251178141597259j),(0.4725143884377802+0.5031571353137699j),(0.550722958346413-0.5640550119537385j),(1.3544901752730838-0.4911120636289668j),(2.0009467723100354-2.4904235744199976j),(1.847584096969715+0.8752054287003393j),(2.5993860065795253-1.8949195917448036j),(0.6005952612789179-0.6059549138247491j),(-0.253763367428234-0.9239050575964307j),(2.333106132751908-1.4601796037798462j),(-0.36583071016578245-0.582021550992716j),(-1.836589683940048+3.4774071580281127j),(0.9866711120152574+0.1385370621948646j),(1.0943260015992988+0.3892083545266254j),(1.0664269978937169+0.13006952535072597j),(0.33428860240013514-0.23064404656222232j),(1.214069692750092-0.9291986441386032j),(-0.8054194116035539+2.708556846603818j),(0.43999182382213253+0.18556369302938527j),(0.5037921320835866+0.70779348577989j),(0.8368526354923563+0.7939776589489119j),(0.4725143884377802+0.5031571353137699j),(0.550722958346413-0.5640550119537385j)
0.04,(0.46263796171962285+0.5040794130606036j),(0.5686581421592632-0.5852960728121048j),(-0.03789257015725426+0.2038308179892915j),(3.112737575552285+0.9675949287682917j),(2.2579479498825745-0.054362482895964924j),(-1.9381111748752644-0.4510354466096984j),(0.6750706073528732+0.10920504596692665j),(0.8945215914250522-0.611473222419453j),(-0.5913118280441275-0.34702707646895736j),(1.3349871068353492+0.5716634631831092j),(0.9300031600255283+2.109920550186261j),(1.7384952418669144-0.09223722903402122j),(1.269506768633645+1.7830585452704852j),(0.6437098191346081+0.08167816716927356j),(0.7699181499223566+1.2742387854701234j),(-1.0070881194919492-0.1706518729173726j),(-0.06740540722911009-0.890539910564046j),(-0.4581655768761825-0.5716736227309166j),(1.5896054104038924+0.2383527207284754j),(0.7227036455596032-0.017920180278520728j),(1.3933358041024535+1.5193014315034399j),(-0.830663141469917-1.1008941829937533j),(0.8264020969476931+2.6214188764885593j),(-0.7289919809998965-0.9266710981594504j),(0.9333271027577177+0.14912299525542366j),(0.13066195756785423-1.7522161997643635j),(1.1394460348963253+0.11586782211955696j),(1.0305673319688016-0.11082815926215758j),(-0.36717876557821866+1.1806228331855924j),(0.48698247853237286+0.2174735232851781j),(1.077804480413344+0.23909517523938467j),(1.3325226165334707-0.16395997959054487j),(1.2217486019546717-1.3976732079412597j),(1.3739765007204683-1.8471603387402595j),(0.33621099180359637+1.4906998081115863j),(-0.08466541316331276-0.2302698289141851j),(1.4677147777376278-1.4321774924618713j),(-1.3412436588066468-1.5310668331907538j),(-0.44933486649815113+0.06131880029563387j),(1.5857205180174785-0.2275202934201709j),(1.4938309633805436+0.5283743557969106j),(-0.6292208158357024-1.4219564980658126j),(1.5675269679476358+1.706697396805447j),(0.8700846076084267-1.7289399075055119j),(-1.1824355655537306+1.1052852014806225j),(-0.718465086189301-0.7153294353900056j),(0.7644958141554025+0.5123953104659944j),(0.21020473347521626+0.4971144908852397j),(1.671724313599867-1.3882592168524865j),(0.9954407537956321-1.1438156204878018j),(1.329400011914703+1.5181910075523166j),(-0.03870661402944172-0.2143877480411201j),(0.7923088558814696+1.2104759605375326j),(1.185437815595285-2.014929379477289j),(1.4812420300698368+0.788219531570549j),(0.5660389104607576-0.11729534133563843j),(-0.010611479768163318-0.09253622032971034j),(1.4017144424793282+0.11954915026416348j),(-1.3490431346615481+0.8413046905581332j),(0.9710013204009914-1.5487069946182956j),(-0.5182799380782112+0.19745767264900238j),(0.043631172377665284-0.4999032125741666j),(-0.003457361151447385+1.0570993208897113j),(0.8120393585796086-0.669385893458457j),(1.3090478325756199+0.6590257146709992j),(1.4997874114864955-2.4557677157063607j),(-0.6632423954620597-0.0790676106335216j),(0.7757319963552919+0.8412751147682905j),(0.26519923329857303+0.22872208156508514j),(-0.9658265665273331-0.7097407705721619j),(0.726056217742415+4.0747764730021965j),(1.822339518668608-0.6536250588934986j),(1.9365630634804663+0.04215003793578075j),(0.027639191647982845-0.3068417568841826j),(1.7497182662603081-2.1375282227151224j),(0.8207661727492447+1.2523444459949562j),(0.7255038744797188+1.5712749880311545j),(1.3926722761137627-3.083644985875645j),(0.7676644468734053-2.5595451339272524j),(2.2690906328451446-2.3249851436088425j),(-0.16903963282871576+2.1532717501440155j),(1.578890030272294-1.4243126954818186j),(2.8255401366028727+0.8275439483791145j),(1.701214918751902-2.464873978328538j),(1.1718978866712422+0.04988075330026106j),(-0.4312696079595901+1.5358775185020364j),(-1.9112094423334083+0.4398343248882914j),(0.21772482375374486-0.10837832043391428j),(-0.4860864567003876+1.7116567700919871j),(1.0404108956762512+1.1069908268509543j),(-1.3469802162841054-0.5710774279582191j),(0.23423096383141576+0.027027368914622936j),(1.2660641280271954+1.7719923124572563j),(1.5136017592899442-1.6609741847835289j),(-0.47699498068490276-0.09531899343680396j),(-0.4450136862675036+0.29004852644066487j),(0.08143428594944087+0.17783929234159426j),(-0.5588169579625965+1.19370011519153j),(0.46263796171962285+0.5040794130606036j),(0.5686581421592632-0.5852960728121048j),(1.3831206536201543-0.49942277195339446j),(2.132958402089474-2.5703212457247964j),(1.8369932334320096+0.930715080177811j),(2.753144793173994-1.8990206067177262j),(0.5931302126544328-0.6123739759864755j),(-0.27002495039765195-0.9598816090390018j),(2.3271485391502353-1.4962445574378327j),(-0.39440560988962053-0.6351088713736638j),(-1.8563644038386962+3.440587766853426j),(1.0335718722207754+0.1659188024438864j),(1.0883231520451322+0.3889875209249271j),(1.0683696488951229+0.1152569914469166j),(0.3298301023763195-0.245460335352211j),(1.2414572524310763-0.9439490754307496j),(-0.8005149501339299+2.694259694148836j),(0.4775138969717523+0.18559147021341352j),(0.5003795790418805+0.6938422443281018j),(0.828586516251303+0.772071720159488j),(0.46263796171962285+0.5040794130606036j),(0.5686581421592632-0.5852960728121048j)
