N,E [H]
1,-15.503836058368734
2,-15.50756220860223
3,-15.512926157674618
4,-15.51500736625056
5,-15.5187657620958
6,-15.519648644144302
7,-15.520639900306412
8,-15.52141158522963
9,-15.522533088532875
10,-15.525535725244662
11,-15.525919589810908
12,-15.527201587733217
13,-15.52777872938117
14,-15.529076473737355
15,-15.53039361479511
16,-15.530771739037924
17,-15.531349125257526
18,-15.531651762503403
19,-15.532914191551214
20,-15.533311970416479
21,-15.533883421909525
22,-15.534267151950726
23,-15.534276716161152
24,-15.534576198411102
25,-15.534648879599787
26,-15.534915194607011
27,-15.536164144482518
28,-15.536588921471147
29,-15.536791920700514
30,-15.53705799702213
31,-15.53767652009386
32,-15.53780098023362
33,-15.538226172069116
34,-15.538651689135772
35,-15.53879882186005
36,-15.538869618158373
37,-15.538950495337202
38,-15.539255924397168
39,-15.539481390515157
40,-15.539803509753018
41,-15.539918352962445
42,-15.540006513642291
43,-15.540291758324924
44,-15.540488771578916
45,-15.540669963990043
46,-15.540854839255607
47,-15.540956116467095
48,-15.541193432618538
49,-15.541299366565461
50,-15.541439966507848
51,-15.541549291269364
