t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000
1.77,(0.6378235853758414-0.3646893810694306j),(-0.020914367806405848+0.010503380221932162j),(5.941126037358219e-05+1.707040689353437e-05j),(7.999318544487686e-17-3.6412493157350006e-17j),(0.0006455464245212423+0.0013445169412198922j),(-2.668304878598098e-05+0.0002941723527115149j),(1.730389624010618e-05-9.86677774879206e-06j),(-0.008390438889819184-0.021132036849133923j),(2.3100790250139597e-05-7.296283962969072e-06j),(0.00013427209885578183-0.00012048501037248321j),(-9.134130177790741e-10+8.817851721378851e-09j),(-0.0034418828600530143+0.0004884615372515275j),(3.253120505940009e-14-4.126494212266126e-14j),(0.00013807947891278466-9.90557738624221e-05j),(-5.794944416317824e-09-1.6932258892573875e-09j),(-5.844591749038356e-22+2.979533922162912e-21j),(3.629360525891226e-05-2.2847528674017927e-05j),(-1.9894569997562628e-05+7.397629440489894e-08j),(0.013363575563075446-0.008209173516860548j),(-2.541624423881461e-07+7.316517837920395e-08j),(0.6594187503932152-0.37016717512706626j)
1.78,(0.08101210147721923-0.7011205499378892j),(-0.007436064718955293+0.02401471223830566j),(5.097856575275997e-05-1.0573432209560292e-05j),(3.0491863780363873e-17-3.621880093137344e-17j),(0.00143602619738302+0.00037697627967722333j),(0.00017312212468431355+0.000302636243851603j),(7.912371274079255e-06-1.3241274236642039e-05j),(-0.02095289579275518-0.008337372281425589j),(2.4786754396987644e-05-1.5167326956468758e-05j),(0.0001037343669819709-0.00020331686731180946j),(-1.6394740857183805e-09+5.328024758980885e-09j),(-0.0021871024336069197+0.003431509027495573j),(1.753476989697619e-14-9.603987019958081e-15j),(1.7837149459343887e-05-0.00016525733911295124j),(-1.0342931916583621e-08+2.1123885287638806e-09j),(1.3170317792150314e-21+2.883482542177296e-21j),(2.7652813712038233e-05-3.330870297202357e-05j),(-2.053178156254308e-05+8.103581692412513e-06j),(0.001321828382897081-0.016626240997218926j),(-3.0924684093906807e-07+1.6418780883159565e-07j),(0.08914238124925492-0.7215591479100137j)
1.79,(-0.49639379118915905-0.458712069487519j),(0.013026650095664678+0.023510723935429072j),(3.356513907558561e-05-2.7233185225349945e-05j),(6.283199087539013e-18-2.715427733999681e-17j),(0.0012106716494125918-0.0008600393827342407j),(0.0003721544519401176+0.00017126799859278204j),(5.090944990411069e-07-1.1815686216767372e-05j),(-0.020177960022968715+0.009472391715892335j),(2.3774257335861e-05-2.512422501071975e-05j),(2.1088313848409133e-05-0.0002855175904548854j),(-1.8873030883925596e-09+2.956663618742767e-09j),(0.001389569999707177+0.004563640781250059j),(9.063699688685664e-15-1.20673838171327e-15j),(-0.00010942366089947722-0.00012110750314349032j),(-1.3675591197083263e-08+1.1420149186982295e-08j),(2.843765223873384e-21+1.6673500685075136e-21j),(1.6297389848824402e-05-4.0476015357010846e-05j),(-1.790338199084159e-05+1.649507502751254e-05j),(-0.013524568316864504-0.011525520350296371j),(-3.458645734631356e-07+2.94228196513472e-07j),(-0.5080683926953494-0.4770207098251193j)
1.8,(-0.6329586934649157+0.126650195714719j),(0.027689089745805397+0.007238407425793521j),(1.4402887215418005e-05-3.227708149139474e-05j),(-4.6619360615252696e-18-1.693138220418197e-17j),(0.00010544415044110127-0.0014888141624144825j),(0.00047007162839223264-9.425516407359389e-05j),(-3.7701021102306004e-06-8.148525910096978e-06j),(-0.00670543795268524+0.020927972650829203j),(1.8604402280299902e-05-3.637108555751383e-05j),(-0.00012308617445180135-0.00033406995385061643j),(-1.7748012371569536e-09+1.3587564284089599e-09j),(0.005137232947056822+0.002240743536622715j),(4.826363696749766e-15+9.240778400795117e-16j),(-0.00016093500502676453+1.2586452719801295e-06j),(-1.0637008846670563e-08+2.7030768937791907e-08j),(3.3992604534491884e-21-2.5254161119512332e-22j),(3.4243470372597145e-06-4.380450670059488e-05j),(-1.1874892711662522e-05+2.3906402733628535e-05j),(-0.018406850993102238+0.004557188606894011j),(-3.4506849966206934e-07+4.6274879908776523e-07j),(-0.6543612705178461+0.12549607342581237j)
1.81,(-0.2543173248197231+0.5600339743761754j),(0.02575512992749748-0.01607190895484123j),(-1.1741765496750083e-06-2.842250850063488e-05j),(-8.250271212229974e-18-8.257266563484176e-18j),(-0.0011018141508553569-0.001028564481817712j),(0.0003747978588009908-0.0004148401306547463j),(-5.243607478243437e-06-4.250962196562889e-06j),(0.01068047472106917+0.018801871543998355j),(7.93255694592779e-06-4.72023579320544e-05j),(-0.00031703803938184675-0.00030374575622635434j),(-1.4294312189106345e-09+3.2131801345815853e-10j),(0.005932097135158662-0.0028948846374249933j),(2.7011182065504015e-15+1.3456689841080105e-15j),(-0.00010477252267642378+0.00012010593458101963j),(5.8783112318015e-09+4.543424741877098e-08j),(2.737416291452311e-21-2.1825236371591632e-21j),(-9.747752356984462e-06-4.315111718295493e-05j),(-2.868133527864252e-06+2.8965744246038765e-05j),(-0.00742766207779023+0.018854042110741136j),(-2.854330684003139e-07+6.605740006105279e-07j),(-0.2674864393007584+0.5765929569908713j)
1.82,(0.2928585233386975+0.506390123096126j),(0.006173074684114408-0.03148377962484406j),(-1.065040644880731e-05-1.98415017703438e-05j),(-7.84449931941981e-18-2.0194166800507692e-18j),(-0.0015129035410924516+0.0002242944840138714j),(5.694817073300485e-05-0.0006474270051730872j),(-4.87529360379564e-06-1.2270580886600105e-06j),(0.020725414443780035+0.004683002783586159j),(-8.91358932851918e-06-5.488536832639903e-05j),(-0.0005155347467710317-0.0001508477459799701j),(-9.635379097973597e-10-2.917299961769353e-10j),(0.0019247257419119379-0.007550363430595855j),(1.591667161664806e-15+1.3170639534235593e-15j),(2.0597354915007915e-05+0.00015721040245726586j),(4.146308457832839e-08+5.641779717088576e-08j),(1.0647787059316515e-21-3.407738133822749e-21j),(-2.209335895977987e-05-3.871739437231616e-05j),(8.144542996126787e-06+3.050304899811538e-05j),(0.011917810710104233+0.018110972806942387j),(-1.4709646111600192e-07+8.676654847551677e-07j),(0.2987295841878915+0.5264348772404691j)
1.83,(0.5531726019361196+0.05126383710839896j),(-0.01995907485689069-0.02724918734817941j),(-1.4076805023683242e-05-1.0437513647311013e-05j),(-5.5694835542011975e-18+1.7068647153209952e-18j),(-0.0007722569270611215+0.001354714969837142j),(-0.0004053720614632667-0.0006350931887072386j),(-3.660121138742921e-06+6.085151319294972e-07j),(0.017033919748864288-0.012040783356908998j),(-3.1207302768480854e-05-5.5901387861108864e-05j),(-0.0006366081270206426+0.00014155301778987883j),(-4.684502988887076e-10-5.739895848076129e-10j),(-0.005353428385961948-0.007499261546400489j),(9.817018903154882e-16+1.194746601315386e-15j),(0.00013159351638547016+8.8288887485523e-05j),(9.435176437839908e-08+4.347395255485004e-08j),(-1.0301979956137098e-21-3.4650127658385486e-21j),(-3.265821820403203e-05-3.096926402281593e-05j),(1.9742088407123292e-05+2.7769074301783487e-05j),(0.023207033012211976+0.0006263233035265457j),(8.27155728803283e-08+1.0529893512118378e-06j),(0.5727199990229495+0.0578442563774998j)
1.84,(0.34187395734376347-0.4011249789445378j),(-0.03522094791874858-0.003742250283440323j),(-1.3102204636814456e-05-2.805559613338847e-06j),(-2.815332046603562e-18+3.273104375209443e-18j),(0.0006133438248472622+0.0014749243210946709j),(-0.0008219319037219132-0.00028877490607702493j),(-2.313855155029232e-06+1.4203628729392166e-06j),(0.0022939366137047753-0.02033932265121026j),(-5.6163816962864286e-05-4.669713606251646e-05j),(-0.0005777742616338923+0.0005329620864160828j),(-1.6459322086102907e-11-5.965351778798876e-10j),(-0.010872110509776602-0.0008547458754763785j),(6.269951528284954e-16+1.0783489742922816e-15j),(0.00015376580337928954-4.099998509523801e-05j),(1.4953624232460097e-07-1.086819824917259e-08j),(-2.799032895884253e-21-2.3202341098771546e-21j),(-4.0696310125904196e-05-2.0548455245983218e-05j),(3.024261416932473e-05+2.060224643664793e-05j),(0.014684109330896155-0.020075744964020505j),(4.03890158307678e-07+1.1773647055427483e-06j),(0.3582034918390655-0.4133107459129357j)
1.85,(-0.12591374932732383-0.4835852372805395j),(-0.027465808674624295+0.02477525282629505j),(-9.860361424813703e-06+2.0077258961763766e-06j),(-4.424116586983494e-19+3.2546145937088195e-18j),(0.0015891962454029776+0.0004202366750349404j),(-0.0009485418168888039+0.0003315513594991298j),(-1.212456037558893e-06+1.5539948684027293e-06j),(-0.013484348781341925-0.014877790447128704j),(-7.871714049030159e-05-2.4941050502407666e-05j),(-0.00025802796638594997+0.0009048182747178818j),(3.3463254069466003e-10-4.189303142735949e-10j),(-0.009018914881799253+0.009231073699703845j),(4.076376599493882e-16+9.928634881923285e-16j),(7.0846055423625e-05-0.00014411705252623028j),(1.7692176243930145e-07-1.1471190187122446e-07j),(-3.615589322283545e-21-3.766702624399233e-22j),(-4.567038759272375e-05-8.19211738810687e-06j),(3.795067311106663e-05+9.510157196052765e-06j),(-0.008866174837211905-0.025136594253474302j),(7.991195120661115e-07+1.1994231197020309e-06j),(-0.12673966140107434-0.5037077975251205j)
1.86,(-0.44455628626758253-0.16357518891880984j),(0.00037470284218966456+0.03846179441812141j),(-6.1454112086340165e-06+4.158546427371228e-06j),(1.1140120485690586e-18+2.3016264893637132e-18j),(0.0013371000216737257-0.0010484018981258795j),(-0.0006049666078236979+0.0009850536543641766j),(-4.6837210722666403e-07+1.3413894769377975e-06j),(-0.01969320495830907+0.00037890024722213485j),(-9.208613365848166e-05+8.998349637291624e-06j),(0.00032061140004990986+0.001071790688461703j),(5.358252310563886e-10-9.557871651856896e-11j),(0.001596901020961262+0.015166784673001936j),(2.6149199957311415e-16+9.424100865646477e-16j),(-6.311776781748568e-05-0.00015011714974753947j),(1.3752124433256315e-07-2.547308443838387e-07j),(-3.202071161889387e-21+1.6832268030346551e-21j),(-4.721925218597167e-05+5.3218723852611935e-06j),(4.1423714914993375e-05-4.355328940804528e-06j),(-0.027622806147565338-0.0072572121424056505j),(1.2325323621790858e-06+1.083510070112166e-06j),(-0.4614979374780202-0.1740553505850992j)
1.87,(-0.3671856844115886+0.2586383526373942j),(0.030241775445969427+0.02589470296319224j),(-3.0441795682735383e-06+4.426153232193247e-06j),(1.7585958602295525e-18+1.0181661266394044e-18j),(-3.9010807211397735e-05-0.0017633433590897602j),(0.00018898805883786293+0.0013124885648080583j),(-4.458764189951217e-08+1.0170821438223158e-06j),(-0.012347246316426906+0.014864280855657573j),(-8.929416761646422e-05+5.080104063031149e-05j),(0.0010168445223818737+0.0008432666596999864j),(5.394193776209362e-10+3.188437032307178e-10j),(0.014987600691958659+0.00991319144072205j),(1.5373938614382075e-16+9.267324994329014e-16j),(-0.00015769088304128036-5.166124976406794e-05j),(-1.0153164087427046e-09-3.8864651189911126e-07j),(-1.7183428937675657e-21+3.148006942881065e-21j),(-4.5135545374057676e-05+1.9179322765165246e-05j),(3.9704998852118406e-05-1.9330787378231476e-05j),(-0.0229627571607096+0.020210467805936244j),(1.651060888660224e-06+8.086145971975183e-07j),(-0.38513462787119246+0.2668046674858088j)
1.8800000000000001,(0.004942395794777427+0.4260741867012406j),(0.04054548922737372-0.006152131969296629j),(-9.551005222371402e-07+3.696952674238693e-06j),(1.6389657820912012e-18-1.285731068695282e-19j),(-0.0014995194099552528-0.0010636965540301j),(0.001135794035562134+0.0010037789493891002j),(1.5143335586255612e-07+7.101340256173303e-07j),(0.0031961568179590975+0.018689736203758543j),(-6.569961394204521e-05+9.197839831232929e-05j),(0.0015428588932341059+0.00013388906792101407j),(2.8960398423605366e-10+7.60075685103516e-10j),(0.02014162239214601-0.006219100680971036j),(6.219922627261072e-17+9.465436311532385e-16j),(-0.00014567279593303385+8.742060759779297e-05j),(-2.434842886563841e-07-4.493343262033506e-07j),(3.078568168217175e-22+3.532999035596149e-21j),(-3.93587427368771e-05+3.256605929062656e-05j),(3.24974003895882e-05-3.344141215709124e-05j),(0.004345077018837736+0.032451424612768405j),(1.9921760043042483e-06+3.7682576090691764e-07j),(0.0018768397942016512+0.4453645371344846j)
1.8900000000000001,(0.336651880527813+0.22453152603952758j),(0.022192904685483746-0.03569060779383201j),(1.856345711476765e-07+2.658297443203662e-06j),(1.0438499589555263e-18-8.584490499748462e-19j),(-0.0018274861082490594+0.0006011145958989j),(0.0017256244442413523+1.629968998179425e-05j),(2.1153563221228534e-07+4.710897241713855e-07j),(0.016006937809620887+0.009492676291211812j),(-2.152405948497404e-05+0.0001213564760574828j),(0.0015492721465491831-0.0009200419308133594j),(-2.8846998306192877e-10+1.1376833727801001e-09j),(0.009253861745467176-0.02278050402661233j),(-3.079618648253757e-17+1.0055485480186066e-15j),(-3.0025398012110803e-05+0.00017213500231643255j),(-5.498315777419612e-07-3.6383300782945537e-07j),(2.1828282504663585e-21+2.7382755097828515e-21j),(-2.9927699319630558e-05+4.466350493479453e-05j),(2.0259012072753086e-05-4.465976867290077e-05j),(0.03148929899149128+0.015303243617232072j),(2.1948314022035678e-06-1.8350220502620738e-07j),(0.3509865581066918+0.23754323128789373j)
1.9000000000000001,(0.35667761429419437-0.14445680851812528j),(-0.013164697608422534-0.0407759210213103j),(6.459254622853155e-07+1.7080887525463433e-06j),(2.9691270433324194e-19-1.0874406118399582e-18j),(-0.0006275282178695167+0.0019207016927663579j),(0.0014767457067688659-0.001282338230739324j),(2.0374272505185817e-07+3.053705924111547e-07j),(0.017261331616266907-0.005988650170502376j),(3.664776914239762e-05+0.00012807161087019847j),(0.0008045467742963694-0.001918103720111494j),(-1.3034268621577875e-09+1.3072806769635622e-09j),(-0.013666829769482552-0.02499215260164336j),(-1.4440593054820876e-16+1.1118765652118678e-15j),(0.00011419109094197887+0.00013977899333268484j),(-8.317246571100539e-07-8.332402260852018e-08j),(3.2905417232951756e-21+1.0611392680371914e-21j),(-1.6982067927069915e-05+5.4613803543973805e-05j),(4.197396376706855e-06-5.119334927443369e-05j),(0.032157558165742686-0.019090877443736894j),(2.2109623588438686e-06-8.194485003808781e-07j),(0.375236509195866-0.14937679660243852j)
1.9100000000000001,(0.07683832461387125-0.3584402128865646j),(-0.04026312720239822-0.01634837728159444j),(7.128760624149992e-07+1.0012848185948128e-06j),(-3.3096760060038715e-19-8.93240687366962e-19j),(0.0012433530653793274+0.0017291191822858113j),(0.0002669859384258406-0.002189231765777779j),(1.696831332986415e-07+1.9918285843840774e-07j),(0.006404998185993064-0.016760615949934922j),(9.631938599496478e-05+0.00010535070699071281j),(-0.0005995634201767195-0.0023046776137587016j),(-2.9231956518613895e-09+1.0236503670663178e-09j),(-0.032186969294271124-0.005993489915574378j),(-3.0621369385125027e-16+1.2797780921970662e-15j),(0.0001871165583377132+5.331876841799629e-06j),(-9.692018636719212e-07+3.8640832357148533e-07j),(3.290305009158558e-21-9.248600013365801e-22j),(-7.975670127322473e-07+6.148837573312263e-05j),(-1.3844339112549254e-05-5.176035846842088e-05j),(0.0017750708140119864-0.03985891841192655j),(2.015453208053778e-06-1.4602888903319464e-06j),(0.08266821098742612-0.37658019860787506j)
1.92,(-0.2423900195496109-0.25238057745823755j),(-0.038662406599242485+0.020666371044585224j),(6.036954408288089e-07+5.444412420771757e-07j),(-6.771468667806445e-19-4.530480027821815e-19j),(0.0022519497206128685+1.5140576732016386e-05j),(-0.001442329849172168-0.00200952057445041j),(1.30794277286097e-07+1.3470910597874393e-07j),(-0.008588432646515457-0.015391748884996389j),(0.00014183977886174154+5.375441975080486e-05j),(-0.002148607144947915-0.0016403961396641532j),(-5.427028659674045e-09-1.3734754877487602e-10j),(-0.02849569790481725+0.024069850947252586j),(-5.638009968454097e-16+1.5318037720468397e-15j),(0.00013178137069932354-0.0001435331624772563j),(-8.455393870417574e-07+9.673732037317506e-07j),(2.2088487373703844e-21-2.5689354574616127e-21j),(1.8147293484046206e-05+6.427516212834659e-05j),(-3.160238694298572e-05-4.581362192104971e-05j),(-0.034531436041132804-0.024794958078956236j),(1.6124150702754668e-06-2.028156797242563e-06j),(-0.2544892791479937-0.2669267692619115j)
1.93,(-0.32986410880034683+0.05735794907310182j),(-0.008736729827048734+0.043118730963658564j),(4.482096922935899e-07+2.804977785916389e-07j),(-7.040395325221646e-19+2.9015883810401496e-20j),(0.0014182710433442974-0.0019218394908227221j),(-0.0027060091488150194-0.0005355456462934477j),(9.59919004749067e-08+9.680631761596767e-08j),(-0.017019588168658416-0.003205229198292774j),(0.00015890502989075194-1.756067675037014e-05j),(-0.0030408248910515252+7.1161742307957e-05j),(-9.319673711220454e-09-2.901330385916068e-09j),(0.0006174310995171444+0.04208563233615269j),(-1.007923649210055e-15+1.9005643753474276e-15j),(-2.287188463956125e-05-0.00020221063556413168j),(-3.898349858784366e-07+1.5143572840977744e-06j),(4.1124026117817804e-22-3.347711515556811e-21j),(3.9082384252131805e-05+6.189031801218826e-05j),(-4.668661066486639e-05-3.367925585919869e-05j),(-0.04214872855902001+0.016419696981177515j),(1.036065134651633e-06-2.4508533797813253e-06j),(-0.34850263198676895+0.05982111791790258j)
1.94,(-0.130880715791171+0.29332095213889803j),(0.02772918535908209+0.03406777641052274j),(3.0729082378252574e-07+1.4215980798993565e-07j),(-4.807606869022233e-19+3.853503948345415e-19j),(-0.000767074614844251-0.00242173970370416j),(-0.002582014403216523+0.0016398270581819525j),(6.765595955606079e-08+7.472626235645124e-08j),(-0.013117464971269362+0.010846577970441562j),(0.00013926076618396075-9.242226061648238e-05j),(-0.0025744585071344+0.0022085315834243875j),(-1.558066402005458e-08-8.45810062418308e-09j),(0.03672683955393766+0.029341313283960564j),(-1.8228642902519166e-15+2.4252656928068867e-15j),(-0.00017540593275195803-0.0001211147661438675j),(3.885837497505659e-07+1.846602468111204e-06j),(-1.5233101707844781e-21-3.015192244382703e-21j),(6.077145742042209e-05+5.3216328688843246e-05j),(-5.692713646250429e-05-1.6570530886754603e-05j),(-0.009730881261374918+0.047075691127734055j),(3.434967837361246e-07-2.6738183587468e-06j),(-0.13864299559595683+0.3103291509284426j)
1.95,(0.1642213378468176+0.261770691039942j),(0.04364221416652739+7.349937440912554e-05j),(2.0001298822849856e-07+7.570698414231633e-08j),(-1.3903511976033058e-19+5.2649322285381865e-19j),(-0.0025702152739992177-0.0008549833278476867j),(-0.0007891430263956582+0.003278810558105994j),(4.5326213019978215e-08+6.159186368157462e-08j),(-2.981572998003376e-05+0.016731558468022323j),(8.401968101661811e-05-0.0001515753006294248j),(-0.0006225319616403005+0.0036964130284962743j),(-2.6195114536313056e-08-1.8623574471124144e-08j),(0.050837834119628375-0.010600378297075646j),(-3.4020810612161656e-15+3.124503146034129e-15j),(-0.00021702251524569695+5.48934230627098e-05j),(1.3878105889799315e-06+1.7904730868883498e-06j),(-2.975475138803745e-21-1.6648343076112764e-21j),(8.13960150134246e-05+3.734349656713041e-05j),(-6.070415863938512e-05+3.540900319133783e-06j),(0.03633873859070838+0.03582582838897984j),(-3.923101889156796e-07-2.665539272085786e-06j),(0.17450046461928337+0.27728161109122995j)
