N,E [H]
1,-195.61980136142972
2,-195.62932889708708
3,-195.63312000659485
4,-195.6366107343364
5,-195.63785372795846
6,-195.63785971521776
7,-195.6388143325437
8,-195.6388864006847
9,-195.63904805745418
10,-195.6395342271718
11,-195.64057555976552
12,-195.64064954806287
13,-195.6407012773324
14,-195.64070177991505
15,-195.64071267986162
16,-195.64071697404944
17,-195.64076450662455
18,-195.64096163390025
19,-195.64105081678878
20,-195.6411173876829
21,-195.64111992260837
22,-195.6411756078391
23,-195.64127630393708
24,-195.64148240071935
25,-195.64158188959559
26,-195.64168717433606
27,-195.6417005502604
28,-195.6417680136529
29,-195.64184707964617
30,-195.64195682910616
31,-195.64200562991599
32,-195.6420567891696
33,-195.64218149917798
34,-195.64223107923715
35,-195.64223658513748
36,-195.64226357865425
37,-195.64228459893243
38,-195.64230045074387
39,-195.64230435234958
40,-195.64233370113155
41,-195.64233382768813
42,-195.6423384099442
43,-195.64234486216938
44,-195.64234765300662
45,-195.64235007647665
46,-195.64235189441595
47,-195.6423523737167
48,-195.64235287498403
49,-195.64235690879664
50,-195.64236631070764
51,-195.64236911135143
