N,E [H]
1,-14.638493931125945
2,-14.647165464789758
3,-14.653514663486078
4,-14.653805614329404
5,-14.654032976879169
6,-14.65406602662139
7,-14.654073662840846
8,-14.65407884491137
9,-14.654087510915986
10,-14.654089558582035
11,-14.654092543186428
12,-14.654094530282299
13,-14.654095692290197
14,-14.654096182986867
15,-14.654096425607344
16,-14.65409646351777
17,-14.654096568974548
18,-14.654098705290336
19,-14.654099441230672
20,-14.654100436693499
21,-14.654101485799046
