N,E [H]
1,-14.638642834180839
2,-14.646141507248812
3,-14.651355462529857
4,-14.656232267254634
5,-14.657980447928095
6,-14.66004162215156
7,-14.661631704217164
8,-14.662772382104112
9,-14.663653219427047
10,-14.663860117010405
11,-14.664084705377848
12,-14.664353817741702
13,-14.664544595733041
14,-14.664590574019172
15,-14.665022739080115
16,-14.66518035759548
17,-14.665208859780952
18,-14.665294756061568
19,-14.665318453655251
20,-14.665495228970052
21,-14.665577831547727
22,-14.665911971859098
23,-14.666021967542372
24,-14.666081586513043
25,-14.66611704106248
26,-14.666199597670802
27,-14.666248116171738
28,-14.666262867932796
29,-14.666275623796682
30,-14.666283365294221
31,-14.666300126014912
32,-14.666313485355639
33,-14.666324309613833
34,-14.66634660322565
35,-14.666374402865074
36,-14.666411349433375
37,-14.666421976036082
38,-14.666438555797013
39,-14.666467970200461
40,-14.666475725755648
41,-14.666489417049004
42,-14.666497735492777
43,-14.66650325881456
44,-14.666505355562208
45,-14.666507407075564
46,-14.66651010283607
47,-14.666519692374914
48,-14.666532755263932
49,-14.666536770736592
50,-14.66654334740851
51,-14.666543347416159
