N,E [H]
1,-107.4994785821064
2,-107.52567802280845
3,-107.52572150556867
4,-107.52588370330108
5,-107.5349461539555
6,-107.53499551880509
7,-107.53524792336971
8,-107.53615593948244
9,-107.53704171997504
10,-107.54011992750719
11,-107.54126011000088
12,-107.54141845345436
13,-107.5423644121058
14,-107.54242979830316
15,-107.54258260907746
16,-107.54472602715404
17,-107.54476387406632
18,-107.54686833578492
19,-107.54687501330397
20,-107.54845837803036
21,-107.54850836601203
22,-107.55017985572161
23,-107.55067058708197
24,-107.55139886133455
25,-107.55140071339068
26,-107.55346291530755
27,-107.55352877488633
28,-107.55353200629413
29,-107.5541606021123
30,-107.55416093656437
31,-107.55423599312199
32,-107.55442186197234
33,-107.55527825865184
34,-107.5560235262034
35,-107.55691913246395
36,-107.56036881231611
37,-107.56235941753907
38,-107.56312240744022
39,-107.56320017295944
40,-107.56320436493256
41,-107.56359997108353
42,-107.56369399721056
43,-107.56673162366661
44,-107.56677589532279
45,-107.56684473076126
46,-107.56684666174827
47,-107.56792127164154
48,-107.56875032948471
49,-107.56885941981925
50,-107.56886194934692
51,-107.56888923965934
52,-107.56890444471321
53,-107.56893155001683
54,-107.56897169379613
55,-107.56940952997807
56,-107.56946412851477
57,-107.57128513787494
58,-107.57129650431692
59,-107.57140602461882
60,-107.57158135467573
61,-107.57158173206574
62,-107.57170982472132
63,-107.57221853019823
64,-107.57230747687144
65,-107.57650809732827
66,-107.57656026181608
67,-107.57759600821026
68,-107.57771339673052
69,-107.57792131485878
70,-107.58095481235205
71,-107.58124323244789
72,-107.58125828689745
73,-107.58135957972834
74,-107.58137490260222
75,-107.58137490312434
76,-107.58137815632682
77,-107.58145397582219
78,-107.58148698102113
79,-107.58149381663266
80,-107.58152679314193
81,-107.58205950399224
82,-107.58223333788892
83,-107.58311780631024
84,-107.5833353749358
85,-107.58343938733145
86,-107.58344827346173
87,-107.58346422298206
88,-107.58346438217761
89,-107.58346510784291
90,-107.58347879849046
91,-107.58347925953956
92,-107.58352325853237
93,-107.58354880672067
94,-107.58361536283267
95,-107.58361716035834
96,-107.5837960173416
97,-107.58444653198649
98,-107.58447738909206
99,-107.5844930588932
100,-107.58500666937276
101,-107.58505965176579
