N,E [H]
1,-147.50414541439804
2,-147.51195877479248
3,-147.63535438945064
4,-147.63549502491006
5,-147.63659194095683
6,-147.65378568088303
7,-147.65431197250027
8,-147.65438308648334
9,-147.66002944091508
10,-147.6611258874234
11,-147.6627520623112
12,-147.663541408755
13,-147.6639581228632
14,-147.66718350002813
15,-147.66737991312493
16,-147.66902580966186
17,-147.67202455582154
18,-147.67218394741843
19,-147.67226554493624
20,-147.6727815178463
21,-147.67317948163353
22,-147.6744062684948
23,-147.67479907053178
24,-147.67515064047427
25,-147.6756820915971
26,-147.676016075067
27,-147.67702020108663
28,-147.6773303414896
29,-147.67815344846858
30,-147.67974122250476
31,-147.6804235448068
32,-147.6809642809945
33,-147.68116958313996
34,-147.6814313287861
35,-147.6823081732767
36,-147.68246405196092
37,-147.6845609383606
38,-147.6852069344263
39,-147.6852868639471
40,-147.68534309500012
41,-147.68544527374465
42,-147.68583093845152
43,-147.68703758237066
44,-147.6877010026719
45,-147.68847010611412
46,-147.68861500334003
47,-147.68993997995136
48,-147.69031381649683
49,-147.69100916818147
50,-147.69135037176616
51,-147.69225511768366
52,-147.69280373704402
53,-147.6928780415342
54,-147.69329454807573
55,-147.69411377935214
56,-147.69417206076668
57,-147.69491223861962
58,-147.695200999855
59,-147.6953582578487
60,-147.69541485716428
61,-147.69585567682893
62,-147.69586332394655
63,-147.69614537729944
64,-147.69632202832022
65,-147.69670867399395
66,-147.69695749624054
67,-147.69716824496177
68,-147.69724043493355
69,-147.6973884057714
70,-147.69774673828059
71,-147.69789727314824
72,-147.69820955367794
73,-147.69861283023565
74,-147.6986884034237
75,-147.69919889755056
76,-147.69950140926466
77,-147.69999207521226
78,-147.70020750285798
79,-147.70044448622045
80,-147.7007821497718
81,-147.70091623163475
82,-147.70095303086416
83,-147.70127110259742
84,-147.7014981592232
85,-147.70165889600315
86,-147.70188469786615
87,-147.7019890156999
88,-147.70203666230373
89,-147.7023210502284
90,-147.70239575246515
91,-147.70273017998622
92,-147.70293553180127
93,-147.7031433952834
94,-147.7032887007639
95,-147.7036255542631
96,-147.70385333613714
97,-147.70387609717983
98,-147.7040281250369
99,-147.70410983633815
100,-147.70411515934873
101,-147.70421055748332
