N,E [H]
1,-14.562399207450518
2,-14.56653167172094
3,-14.606301363880073
4,-14.608859186665164
5,-14.609680913975408
6,-14.609775909593502
7,-14.6131765621126
8,-14.61535407841837
9,-14.615372946140983
10,-14.61615582984579
11,-14.616163050964849
12,-14.619743629786779
13,-14.620180406755296
14,-14.62342162530542
15,-14.627140970578536
16,-14.627534382278645
17,-14.627951704701628
18,-14.629246677977436
19,-14.62924669042298
20,-14.629440653539113
21,-14.629820202201177
22,-14.629954368257367
23,-14.629984260772044
24,-14.629997400241567
25,-14.630194281697603
26,-14.630295380056578
27,-14.630328323293599
28,-14.63034063718463
29,-14.630498688760047
30,-14.63054687792072
31,-14.630690467348325
32,-14.630771004177445
33,-14.631808833886527
34,-14.63182176147644
35,-14.631914515017886
36,-14.631925384783713
37,-14.63200790868089
38,-14.632011885998812
39,-14.632064527159411
40,-14.63207393055972
41,-14.632077261165026
42,-14.632078848701239
43,-14.632106936381659
44,-14.632115864120843
45,-14.632250815169789
46,-14.63225146324273
47,-14.632373402689947
48,-14.632395277079636
49,-14.632401013892737
50,-14.632511905928572
51,-14.632519583852089
