N,E [H]
1,-147.39798979612277
2,-147.42238189638203
3,-147.5754695985781
4,-147.57710306556993
5,-147.58160804160843
6,-147.58205808796816
7,-147.6040931337214
8,-147.60464811730458
9,-147.6052331966031
10,-147.6053120827937
11,-147.6074117444185
12,-147.60751166662587
13,-147.60789050715152
14,-147.62359356404104
15,-147.6278444283025
16,-147.62787164252154
17,-147.62804792768608
18,-147.63117930545627
19,-147.6312971159988
20,-147.63168976975962
21,-147.63472588600592
22,-147.63716712484342
23,-147.63739423515494
24,-147.63935851040407
25,-147.6396476212169
26,-147.64008469662022
27,-147.6400910517032
28,-147.64044958213302
29,-147.64045913936013
30,-147.64046355183604
31,-147.64077716892615
32,-147.64086250177314
33,-147.64088580076566
34,-147.64113384794118
35,-147.64188887442785
36,-147.64192311749304
37,-147.6425033939475
38,-147.64251086401373
39,-147.64257693675498
40,-147.6431790771732
41,-147.64326710706047
42,-147.64328252116104
43,-147.64342469474343
44,-147.64417665149273
45,-147.6443749949694
46,-147.64448882439447
47,-147.6445575385712
48,-147.64456471216704
49,-147.64632906068596
50,-147.64649074345823
51,-147.64692871917765
52,-147.6475329081774
53,-147.6489008199654
54,-147.64961000486903
55,-147.64961124334133
56,-147.64986658895472
57,-147.6500299760684
58,-147.6501831686869
59,-147.65033093998653
60,-147.6504212879971
61,-147.65059488946605
62,-147.65061586392665
63,-147.65075498935062
64,-147.65088302815727
65,-147.65127979066895
66,-147.65129043570613
67,-147.65138091604038
68,-147.65145995581958
69,-147.6514978544508
70,-147.65175599365728
71,-147.65246080970243
72,-147.65352204340084
73,-147.65392675947152
74,-147.65395109736843
75,-147.65395997042847
76,-147.654100049963
77,-147.6541163576559
78,-147.65425119771152
79,-147.65462529348713
80,-147.65486172681398
81,-147.65487561554536
82,-147.65489176878327
83,-147.65491410714048
84,-147.65517463641584
85,-147.65525689332955
86,-147.65526929956417
87,-147.6553745588141
88,-147.65572921191668
89,-147.65572946315825
90,-147.65609806101097
91,-147.6562420153283
92,-147.65628903727804
93,-147.6565599428502
94,-147.65686179927192
95,-147.65698805892296
96,-147.6573135076426
97,-147.65791378381843
98,-147.6580920509397
99,-147.65844748815582
100,-147.65851511046603
101,-147.65857111331135
