N,E [H]
1,-15.247902072192796
2,-15.250024886771868
3,-15.250076559092019
4,-15.250485347598152
5,-15.2574978970485
6,-15.266936599487108
7,-15.268249085542358
8,-15.268846549094022
9,-15.268901405188982
10,-15.269716469591424
11,-15.282681318485036
12,-15.28369631720131
13,-15.283737757728824
14,-15.285062877718287
15,-15.285149687207996
16,-15.286058110121326
17,-15.288277653447567
18,-15.28917911109337
19,-15.289403246957086
20,-15.289503845924346
21,-15.29042467546044
22,-15.291479125286674
23,-15.291524625571151
24,-15.294350206974222
25,-15.294392564870263
26,-15.29859717481397
27,-15.298669152516679
28,-15.298779602508555
29,-15.299564189694452
30,-15.300575898742306
31,-15.30064852100884
32,-15.300985005275656
33,-15.301118463651365
34,-15.303201214970917
35,-15.303580314379484
36,-15.303642118945783
37,-15.30425606449049
38,-15.304390954613242
39,-15.308122978031452
40,-15.308881021903135
41,-15.309443194719151
42,-15.309500159238905
43,-15.309828725135517
44,-15.31051381125817
45,-15.311249194246178
46,-15.311345654935248
47,-15.311644623399191
48,-15.311730703216694
49,-15.31195728647713
50,-15.314488599646001
51,-15.319502211138618
