N,E [H]
1,-147.39798979612277
2,-147.4137040415544
3,-147.41544626953308
4,-147.43791304943085
5,-147.51137010811004
6,-147.514344824205
7,-147.51435448213508
8,-147.51749702224964
9,-147.51896320161566
10,-147.51981493570136
11,-147.52615881392487
12,-147.52783835419822
13,-147.54234823501832
14,-147.54268085023648
15,-147.54625653629094
16,-147.54994867689092
17,-147.54998228980097
18,-147.55220427174228
19,-147.56928513942898
20,-147.56931381649622
21,-147.5694783688793
22,-147.56961407457885
23,-147.57039813968962
24,-147.57788924544957
25,-147.58296610784015
26,-147.58414628390383
27,-147.58546976527873
28,-147.5859141972782
29,-147.58719818262614
30,-147.5872848894642
31,-147.58737482414026
32,-147.59203490295724
33,-147.59813357638745
34,-147.59822241311699
35,-147.5982663790092
36,-147.6004767628652
37,-147.60220611749028
38,-147.60243237079658
39,-147.60257441665314
40,-147.6026712312709
41,-147.60451236152093
42,-147.60509133051423
43,-147.60522076597283
44,-147.60523198396774
45,-147.61177354411626
46,-147.62670659189826
47,-147.63299372725817
48,-147.6331693482901
49,-147.63627677625766
50,-147.63646070254842
51,-147.63712362040226
52,-147.6376416432951
53,-147.64098612944187
54,-147.64098964010117
55,-147.64173129206335
56,-147.64189227934236
57,-147.641897360272
58,-147.6419907969068
59,-147.6447957452617
60,-147.64485560693885
61,-147.64496302940162
62,-147.64575477161662
63,-147.64579938120974
64,-147.64689094842183
65,-147.64694518271605
66,-147.64695020339278
67,-147.64699481543545
68,-147.64730760592704
69,-147.64752798453762
70,-147.64839426006216
71,-147.6486958094223
72,-147.64879770382544
73,-147.6490737382807
74,-147.6503396741174
75,-147.6503687634655
76,-147.6513416219548
77,-147.65196402893412
78,-147.6524034692096
79,-147.652518388772
80,-147.6528216797084
81,-147.65465520914765
82,-147.65489997000626
83,-147.65517462890375
84,-147.6552385546583
85,-147.65573993960385
86,-147.65577249201723
87,-147.655789986881
88,-147.656213835268
89,-147.6563704566287
90,-147.6564677338773
91,-147.65734132266653
92,-147.6584456349181
93,-147.6592098819413
94,-147.65940131436759
95,-147.6594014377146
96,-147.65942106615543
97,-147.65951399798055
98,-147.6595477565559
99,-147.65956685683292
100,-147.6598916137904
101,-147.66003131744884
