N,E [H]
1,-14.562399207450513
2,-14.566854318279935
3,-14.568104170761838
4,-14.574574030294992
5,-14.57975622543339
6,-14.592459848969542
7,-14.613446165682037
8,-14.61461734367862
9,-14.616321784523011
10,-14.616593060403842
11,-14.61706394331857
12,-14.621022053657889
13,-14.622452287001323
14,-14.623806970667918
15,-14.624006894176524
16,-14.62469623397054
17,-14.625887197817509
18,-14.627029720998376
19,-14.627519386882954
20,-14.627867046110095
21,-14.628930098984954
22,-14.62898875067667
23,-14.629265163866004
24,-14.630113800776307
25,-14.63011656118718
26,-14.630281021587226
27,-14.630305010133755
28,-14.630815470710342
29,-14.630946496878549
30,-14.631065475886471
31,-14.631159026564806
32,-14.631159311665531
33,-14.63119142848959
34,-14.63141489184157
35,-14.631418229243065
36,-14.631756195509851
37,-14.631763540071137
38,-14.63194598046304
39,-14.631950573743318
40,-14.632020299341438
41,-14.632069927625674
42,-14.632170669370337
43,-14.632177992432817
44,-14.63218028294794
45,-14.632232556957751
46,-14.632279902442862
47,-14.632281098207224
48,-14.63228675651896
49,-14.632366550286251
50,-14.632374839657363
51,-14.632382350446962
52,-14.632382679474324
53,-14.632387090043062
54,-14.632396299783904
55,-14.632406406631489
56,-14.632436995199951
57,-14.63244146652617
58,-14.632489795287613
59,-14.632496794367079
60,-14.632500611414013
61,-14.632515199823423
62,-14.632518481528676
63,-14.632531925892533
64,-14.632568905647519
65,-14.632578048034325
66,-14.63259905040463
67,-14.632600169217143
68,-14.63260201950874
69,-14.63261649976438
70,-14.632619203701925
71,-14.632630096158369
72,-14.632636116347612
73,-14.63264783236532
74,-14.632667082169537
75,-14.632672123559217
76,-14.632673098265915
77,-14.632682263870851
78,-14.63268397969658
79,-14.632684170842024
80,-14.632697666678064
81,-14.632700772463236
82,-14.632703647212528
83,-14.63270490812727
84,-14.632715468565687
85,-14.632722780068136
86,-14.632725711627222
87,-14.632735270970931
88,-14.63274015067536
89,-14.6327549540258
90,-14.63276209252752
91,-14.632770459255285
92,-14.632776725557186
93,-14.63277687584032
94,-14.632785954167435
95,-14.632792069051147
96,-14.632797766317745
97,-14.632800377473183
98,-14.632806312394585
99,-14.63282877808267
100,-14.632828778836153
101,-14.632834774261008
