N,E [H]
1,-195.78888353011595
2,-195.7932115743175
3,-195.79615772959397
4,-195.79636254851502
5,-195.79864233519808
6,-195.799257330663
7,-195.9760712147477
8,-195.97650929244537
9,-195.98101020874344
10,-195.98110198274267
11,-195.9812997514673
12,-195.98138765750454
13,-195.9818274547897
14,-195.9827501040646
15,-195.9828271536693
16,-195.98518445144106
17,-195.98771584979016
18,-195.98904458167297
19,-195.98978388581295
20,-195.99054179103135
21,-195.99126806529728
22,-195.99145131294978
23,-195.99173973221926
24,-195.99281539703802
25,-195.99457164973413
26,-195.9945801723868
27,-195.99458457439445
28,-195.99489162886385
29,-195.99498319369687
30,-195.9949866321691
31,-195.99499947908672
32,-195.99504494464276
33,-195.9950530810138
34,-195.99505665150357
35,-195.9950893690235
36,-195.99510079660473
37,-195.9951509613737
38,-195.99519182127932
39,-195.99520062534063
40,-195.99520310486068
41,-195.99523801111332
42,-195.99528507847148
43,-195.9953153060216
44,-195.9953274546824
45,-195.99533513550665
46,-195.99538255914626
47,-195.9953840221174
48,-195.99542478324267
49,-195.99543244141384
50,-195.99543350232412
51,-195.99544188574836
