N,E [H]
1,-14.488736706563035
2,-14.517981699007995
3,-14.531801254003547
4,-14.532456250571833
5,-14.533015771551169
6,-14.533161929838164
7,-14.533185758934355
8,-14.53321902455099
9,-14.533254471722008
10,-14.533256982346842
11,-14.533260836289472
12,-14.533273759380409
13,-14.533275817164808
14,-14.533277272533955
15,-14.533277858670235
16,-14.533279082632129
17,-14.533279696018015
18,-14.533282336779628
19,-14.53328714880229
20,-14.533290827275085
21,-14.533293222357596
