t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.84,(0.023533008078581125-0.019139566962977132j),(2.3576262061560582e-05-4.121903165687253e-06j),(0.005825805376599108-0.005004844739575648j),(-3.7963255420957678e-06+2.7877637404952976e-07j),(-9.221375170862508e-07+1.1129070781292018e-06j),(-2.3902231178287263e-06+2.5838861262737454e-05j),(0.0001298591264612261+0.00016155167960967432j),(-0.03139205890867188-0.019162510792412647j),(-4.060382615467776e-05+0.00011137597781063488j),(0.0013856208250515565+0.001384333225581181j),(-2.3031111585190134e-05-2.4652327341374147e-05j),(1.4615025126159752e-05-4.890811354566418e-06j),(0.004715332286330701+0.0020733427768623723j),(0.005442601685747274-0.004331170836465163j),(5.091672072604694e-05-0.0001453258231116471j),(4.6859502049122637e-07-3.5807664410758837e-07j),(0.0022243715463286804+0.0006270787055047891j),(1.5539711522463847e-05-1.4209746646728242e-05j),(-2.2126121297588248e-09-6.95749136553561e-10j),(0.0001147093910142586-3.936499108148787e-05j),(-9.757752332453373e-11-3.1664828450156806e-11j),(-0.011985205040740986+0.0035928115673617656j),(2.7346793741012415e-09-1.1177914332173987e-09j),(-0.010838253953290477+0.01640447273293939j),(2.9406733461418163e-06+2.0178616358258352e-05j),(-1.7102256216353174e-05+1.4875327646685759e-05j)
1.85,(0.009952412493211908-0.029220860512174488j),(1.294239102392535e-05-1.7326551178674347e-05j),(0.0031725094599197763-0.005939336689406103j),(-4.171624228876025e-06+1.0803263567164615e-06j),(-4.1375999309718543e-07+1.2057403179741239e-06j),(-1.0865128697701966e-06+2.7753401200126865e-05j),(0.00019894073197100073+0.00013144978306565462j),(-0.035953868616899046-0.0021867870387084695j),(2.5156578053820144e-05+9.542822240926029e-05j),(0.0023269533938838323+0.0003079294501213538j),(-3.6846697398871134e-05-4.88987319476658e-05j),(8.487273236006986e-06-9.49749851045914e-06j),(0.005068215386887233-0.002149524222938337j),(0.0012130780003745318-0.007648079428829214j),(-2.0674717791465702e-05-0.00011949436059316753j),(3.6394364143873055e-07-4.4792684646569793e-07j),(0.0017670660038430624-0.0008457226693067411j),(8.671809777239731e-06-2.4285572337380545e-05j),(-2.086853772291271e-09+4.5354479058580756e-10j),(6.105678682200242e-05-7.976003638413844e-05j),(-9.909428888569204e-11+1.2285204845147461e-11j),(-0.008289172650132126+0.007839187552210535j),(1.1269161221461726e-09-2.504434745322024e-09j),(-0.0039040163376376207+0.018946301546273577j),(4.5598826721819105e-06+1.6406381630949486e-05j),(-1.764629517035025e-05+2.7949365746851533e-05j)
1.86,(-0.007317387505038388-0.03018036406454951j),(-2.659070321136219e-06-1.9522373793810612e-05j),(0.0008598759106737482-0.005876659448653586j),(-4.497890930169391e-06+1.382180899632141e-06j),(2.4178886153095042e-08+1.1069652197103266e-06j),(-1.0446733268003692e-06+2.9737740395570723e-05j),(0.0002763775711500315+6.629838092059275e-05j),(-0.03228636860290042+0.014467674265143008j),(6.244986315585323e-05+5.26951236603134e-05j),(0.002475992703610513-0.0014325582005922943j),(-6.725871819545802e-05-8.063268723595634e-05j),(2.174049687495909e-06-1.0200229626927664e-05j),(0.002189063897362009-0.005659681962861044j),(-0.0052938662452413215-0.007399648201541891j),(-5.2904068018341915e-05-6.303146557782145e-05j),(2.3646922120724268e-07-5.210336448093206e-07j),(0.0005404219318718592-0.001491395514279408j),(-6.331756455957736e-06-3.4511325908905686e-05j),(-1.4823460861866383e-09+1.3690939964506215e-09j),(5.188497875901021e-06-8.250360058446278e-05j),(-8.211190252715762e-11+5.174040681276343e-11j),(-0.0036159691387013856+0.009772192911439286j),(-9.633214288472956e-10-2.4068887391968026e-09j),(0.003296950097450785+0.018722059093394167j),(5.238794840063306e-06+1.3047300255718867e-05j),(-1.16463175899847e-05+4.478727308961142e-05j)
1.87,(-0.02229146338942935-0.021286605283297268j),(-1.4632268855954249e-05-1.0837481397648774e-05j),(-0.0009017969154170084-0.005157748911074178j),(-4.3336243707180175e-06+1.1113408087707884e-06j),(3.358041109980436e-07+8.800984153303025e-07j),(-1.9980989565884664e-06+3.197870474680239e-05j),(0.0003336777694615266-4.63663707446114e-05j),(-0.021824891425705577+0.027314779075151986j),(6.698291398594342e-05+5.69080833448934e-06j),(0.0014166908014459016-0.003482273047747256j),(-0.00013016564759594623-0.00010478098774726366j),(-2.567813135588746e-06-8.036574330825644e-06j),(-0.002511888771420489-0.0063273549515484315j),(-0.01096175469427003-0.001818290303071755j),(-4.888075903743255e-05-9.933965752021935e-06j),(1.0782199688117611e-07-5.558213117833787e-07j),(-0.0006486666464567689-0.0011178449460069843j),(-3.7354021957918944e-05-3.860650355363697e-05j),(-5.102234522695968e-10+1.868544735084641e-09j),(-3.415931171415602e-05-5.82252321998492e-05j),(-5.108297935953871e-11+7.931257759967492e-11j),(0.0009787756173193717+0.009532113534537368j),(-2.3312922622869326e-09-8.590385026442788e-10j),(0.009722220436762238+0.015953540734464124j),(5.312716843689619e-06+1.0268058409084908e-05j),(5.880289569123865e-06+6.418211756698333e-05j)
1.8800000000000001,(-0.02950865078172712-0.005929713580289255j),(-1.7049069684755486e-05+3.003900827309327e-06j),(-0.0020494202566216464-0.004101504334936421j),(-3.539924879159302e-06+7.919176150452718e-07j),(5.079419748098053e-07+6.007365925720555e-07j),(-3.1727203175349797e-06+3.471054843713041e-05j),(0.0003286621053473251-0.00018547411562847468j),(-0.007199743010288765+0.033996716847876945j),(4.773687569945075e-05-2.8064683244042914e-05j),(-0.001205441906943578-0.005475165479441175j),(-0.00023162229290671344-8.766446047164903e-05j),(-4.9960389317074826e-06-4.591909500105386e-06j),(-0.006587635291542793-0.0036334326326252823j),(-0.011156071514614209+0.008428050022589274j),(-2.4713614158567087e-05+2.0556502106047032e-05j),(1.1857921815866576e-08-5.450163454914489e-07j),(-0.0010886650986147034-0.00014997355045042718j),(-8.771849252745501e-05-1.657946109634019e-05j),(5.938900476926228e-10+1.7541165949854538e-09j),(-4.968066170089762e-05-2.3835587946265707e-05j),(-1.2258931632372988e-11+9.075159174739775e-11j),(0.004664727568564913+0.007498845319701271j),(-2.1870325081084694e-09+1.1699077248025233e-09j),(0.014557119739669252+0.011170074002337417j),(4.984119134573634e-06+8.010554321975e-06j),(4.0189034706737515e-05+8.047670273597608e-05j)
1.8900000000000001,(-0.02709432401847726+0.009961311595132432j),(-9.56754780573121e-06+1.4115248504598072e-05j),(-0.002634239545302274-0.002980462916922964j),(-2.602924086115616e-06+5.706707259181595e-07j),(5.645679518099283e-07+3.3097048401665655e-07j),(-3.260653643734174e-06+3.813630475909605e-05j),(0.0002458635267292522-0.0003061132407235203j),(0.008443509960792319+0.033532964251820715j),(1.9666852811651278e-05-4.1930043266040476e-05j),(-0.005031449793498614-0.007013170138019242j),(-0.00034871134809140263+5.179314746154662e-06j),(-5.363224585090311e-06-1.281473284197221e-06j),(-0.00807353220452383+0.0013524334027954403j),(-0.0030260127248236974+0.018872508058420806j),(3.937320832662998e-06+2.4718924105637918e-05j),(-5.1814229779102996e-08-5.036894564097796e-07j),(-0.000623583488187139+0.0006630008925345358j),(-0.00013832861767056667+5.923945461297764e-05j),(1.4112676255713263e-09+1.0063869805068004e-09j),(-4.523025365111187e-05+5.957880450767693e-06j),(2.6669001068374783e-11+8.473587576209544e-11j),(0.006899339831992233+0.004311676959279066j),(-5.336626525445896e-10+2.518361685548411e-09j),(0.017259759419196732+0.005140294682241739j),(4.446489933356153e-06+6.25263859373002e-06j),(9.360189568789356e-05+8.128766376293003e-05j)
1.9000000000000001,(-0.017231175491393486+0.021194646999247186j),(2.5846488481563377e-06+1.7197120343520595e-05j),(-0.002823913766351649-0.001990225261593201j),(-1.8436192700305993e-06+4.5416927740934823e-07j),(5.379679192307062e-07+1.1030130721316958e-07j),(-1.0554913015944884e-06+4.363115548858248e-05j),(0.00010099311084039562-0.00036728535768431133j),(0.02200102998332842+0.02635524835302739j),(-4.581394778528131e-06-3.945518468007465e-05j),(-0.007221657997741066-0.006607710425204308j),(-0.0004348212713689061+0.00019159419296507828j),(-4.450179734358452e-06+1.08740305626837e-06j),(-0.005923340002310895+0.006506954437780165j),(0.009673608178064508+0.021963278541438366j),(2.1976660541412418e-05+7.853089152169109e-06j),(-1.0050641076131098e-07-4.439403366138841e-07j),(0.00018269332516452968+0.0007314685843751791j),(-0.00014326870208257095+0.000197426898864054j),(1.6023310483853806e-09-5.92259936604059e-11j),(-3.046837185174284e-05+2.3885998148542988e-05j),(5.819150799153384e-11+6.356565688321862e-11j),(0.0074751257910557435+0.0007481881561384393j),(1.7188149320437555e-09+2.265831507515864e-09j),(0.017638256491099413-0.001239838222970949j),(3.846157839178857e-06+4.9619853426732435e-06j),(0.0001602886643395502+5.281582320724254e-05j)
1.9100000000000001,(-0.004102313755126909+0.025296531625137553j),(1.2369066251149504e-05+1.3063094497958241e-05j),(-0.0028102382357757605-0.001213829146117356j),(-1.3121521402187252e-06+4.0910772626830557e-07j),(4.6209406935533823e-07-4.2120441777565354e-08j),(6.231639930906863e-06+5.3099410571365555e-05j),(-6.252620304074966e-05-0.00034509303217250184j),(0.030858061996284953+0.014033639389075996j),(-1.879074369325464e-05-2.9302534481748646e-05j),(-0.00735237194073407-0.0021513459238985933j),(-0.00043379819048691985+0.00046533928047195946j),(-3.1167665782471626e-06+2.3102543606906467e-06j),(-0.0005548056246690797+0.009306733588768233j),(0.020588935993189065+0.011670577677296881j),(1.7994507120491356e-05-1.6304499609658994e-05j),(-1.5029820359204208e-07-3.7482420694954747e-07j),(0.0006595023295687238+0.0001700157786940973j),(-4.7185581004649966e-05+0.0003655139865978692j),(1.1279985464295154e-09-9.777965743735453e-10j),(-1.5099451463318277e-05+2.997792671083492e-05j),(7.723304167248e-11+3.1610469986180094e-11j),(0.006442980438831374-0.0024327910718133687j),(3.093491223066318e-09+3.0871789596178397e-10j),(0.015798577932117742-0.007163721378725431j),(3.2646888083925908e-06+4.000393780891823e-06j),(0.00022522601054573462-1.992561463094313e-05j)
1.92,(0.008125528399703263+0.02247324646906773j),(1.6632775016571023e-05+6.917776129317435e-06j),(-0.0027367780519209363-0.0006261908249306687j),(-9.327894446438494e-07+4.0254772773040766e-07j),(3.6729480957579503e-07-1.2321515502903866e-07j),(2.6075992722366168e-05+6.844709918632429e-05j),(-0.00018188947760034926-0.00024316216542891246j),(0.03318082946114867-0.0007945905054686959j),(-2.350532020265847e-05-1.901982289609814e-05j),(-0.0052962217935733835+0.002852003152795671j),(-0.000283174424992428+0.0007884422005091779j),(-1.949436586240154e-06+2.613714173547171e-06j),(0.0057417578657828735+0.007822672858976974j),(0.02146321599734238-0.006306641461782693j),(-6.21741619919623e-06-2.650466104219537e-05j),(-1.956854563986694e-07-2.9955825408079814e-07j),(0.0004274926798737949-0.0004821201637976464j),(0.00017589679153857452+0.00048566450898411486j),(2.3725237121126073e-10-1.3868041941210308e-09j),(-4.4653792646912846e-06+2.852268773035721e-05j),(8.070093784324639e-11-4.109369057425686e-12j),(0.004256432138346566-0.004599224114579551j),(2.7120921736371924e-09-2.367953133130938e-09j),(0.01215132843009366-0.011930878920808597j),(2.7544145930993296e-06+3.314197480256526e-06j),(0.00026095109613816675-0.00014765266740882798j)
1.93,(0.016459038146374443+0.014778383426253056j),(1.6595803859654944e-05+1.731705034386746e-06j),(-0.0026473228443383793-0.00013126752090275226j),(-6.520011129617111e-07+3.934667044386008e-07j),(2.7220986626323403e-07-1.501383466276056e-07j),(7.22236358124709e-05+8.837366892478048e-05j),(-0.0002110935205049603-0.00010701599683052339j),(0.02855357109578532-0.014855979917554663j),(-2.282416595079298e-05-1.0882532360369199e-05j),(-0.0004013107918172717+0.005203811350751255j),(6.224666187242434e-05+0.0010915422684826346j),(-1.0888897746543772e-06+2.42248656182582e-06j),(0.009734107198730246+0.002250605663173563j),(0.008088655297913545-0.019542191874376467j),(-3.09347542666197e-05-9.988438760207396e-06j),(-2.256710216076042e-07-2.2467263222495896e-07j),(-0.00019730171823408808-0.0005571083117568586j),(0.0004952725857082256+0.0004738006959075984j),(-6.631838996038111e-10-1.1588280458760789e-09j),(1.7629990912160325e-06+2.39154522900228e-05j),(6.899423479479357e-11-3.677471440094506e-11j),(0.0015886482192120207-0.005424542307134796j),(3.9111107624332674e-10-4.1693736900664004e-09j),(0.007262985008924442-0.015069556500324998j),(2.3261899681376897e-06+2.8387692824122602e-06j),(0.00022718222253843184-0.0003208115229413565j)
1.94,(0.019700093610478912+0.005183498024225861j),(1.4256107466615394e-05-2.203847242639459e-06j),(-0.0025418417660112917+0.0003544953753511039j),(-4.4757505919763683e-07+3.746990501462734e-07j),(1.8646503311885416e-07-1.4290023660349731e-07j),(0.00016640784370732444+0.00011191426986246217j),(-0.0001637950016768991+1.5628580365067778e-06j),(0.018122849189954236-0.025159388962330234j),(-2.004460440232894e-05-4.850920483294018e-06j),(0.004410871891357585+0.0026614732150493383j),(0.0006313290491368731+0.001290831528243418j),(-5.051147410275716e-07+2.0409259368345632e-06j),(0.009012532125252475-0.004987665349104131j),(-0.010331692533573827-0.01745073077072906j),(-3.319029857093474e-05+2.514074606173089e-05j),(-2.42584738546749e-07-1.5202505086850895e-07j),(-0.0005021041939695134-0.00011722663821171569j),(0.0008277796750095941+0.0002777258058342946j),(-1.197792606008842e-09-4.632380678023294e-10j),(5.213579672791498e-06+1.874608967272126e-05j),(4.507623200937102e-11-6.066434514035135e-11j),(-0.0008689541939812797-0.004950523871713394j),(-2.972879352376451e-09-3.7824223973489715e-09j),(0.001763262365525103-0.016342692033222868j),(1.9732165689921127e-06+2.5045550485245143e-06j),(8.644887929618646e-05-0.0005032615110823022j)
1.95,(0.018350253876864696-0.003644881062799145j),(1.1001253505378202e-05-5.0825656497356384e-06j),(-0.0023286104562535146+0.0008744660241525577j),(-3.0769322446952007e-07+3.415869323378599e-07j),(1.18402629966488e-07-1.1951356379035747e-07j),(0.00034899315612129994+0.00013828188099731002j),(-8.397162352645262e-05+5.423791168202382e-05j),(0.004045278597634903-0.029452349843937523j),(-1.674214593998247e-05-5.228894102919384e-07j),(0.004610196090026947-0.0031008946810054242j),(0.0014513443726458315+0.0012678733247146786j),(-1.3817013330489613e-07+1.634438583203828e-06j),(0.0032561485520135438-0.010314813377030501j),(-0.019679162967920674-0.00222393085634919j),(-2.0447896000475497e-06+5.6953207948437294e-05j),(-2.453894913741819e-07-8.188308145107396e-08j),(-0.0003469612688022331+0.00028354483013838874j),(0.0010618062210880836-0.00010483452301847992j),(-1.2039833438095392e-09+3.7154646159197306e-10j),(7.00797641178949e-06+1.4074534745874657e-05j),(1.4471574500247683e-11-7.16379681265819e-11j),(-0.002580774644483184-0.003593078048756233j),(-5.523975356484423e-09-1.0758665719355085e-09j),(-0.003682770622827139-0.01576444780095661j),(1.7191935509513214e-06+2.283011537746093e-06j),(-0.00018745100228601002-0.0006283395637435708j)
1.96,(0.013924588710145826-0.010148678839821311j),(7.746474313526565e-06-6.961063271303336e-06j),(-0.0019286533170986269+0.0013956257688751703j),(-2.1935643193778723e-07+3.091794144570365e-07j),(7.176048961501098e-08-9.255567229846228e-08j),(0.0006705558322030643+0.00014849356674494446j),(-1.4128267279548569e-05+5.5756338501733384e-05j),(-0.010519321314858075-0.02653592398330426j),(-1.3665134320613563e-05+2.257466920751131e-06j),(-0.000865626353611339-0.006099822835240358j),(0.002541995748564157+0.000809817547454398j),(5.550862323744641e-08+1.2789233758073346e-06j),(-0.00551545647577637-0.01040312158136753j),(-0.014267959097064983+0.01380342300081457j),(5.610441967378765e-05+5.878180566679944e-05j),(-2.3018262494040486e-07-1.8709484024210545e-08j),(-2.197780958098779e-05+0.0003970588037261589j),(0.0011005543838923245-0.0006065412071057456j),(-7.245484019096009e-10+1.029799209399005e-09j),(7.666477707893958e-06+1.0386343268331713e-05j),(-1.699573571937417e-11-6.853742303696887e-11j),(-0.0033524546445814693-0.0018726474155289804j),(-5.535086470816268e-09+3.141991119147441e-09j),(-0.008513522554600084-0.013496946705791555j),(1.5179609787093738e-06+2.15828104609518e-06j),(-0.0005746147564334962-0.0006030271027258206j)
1.97,(0.008035081031116808-0.013801100419788846j),(4.725069868868491e-06-8.229875708305345e-06j),(-0.0013715258600849505+0.001771516489199258j),(-1.6995650347487162e-07+2.8998692595592934e-07j),(4.323815881310139e-08-6.95191201456927e-08j),(0.0011502921966563273+4.838339918194544e-05j),(2.3098741111981776e-05+2.6744621113965412e-05j),(-0.021731716361560717-0.017037372054065605j),(-1.1182576423540268e-05+3.913702609061396e-06j),(-0.006331260167968743-0.0022779304562472753j),(0.0037763918498715642-0.0004998419403273056j),(1.349401219754165e-07+1.0032925254613633e-06j),(-0.01298704665410961-0.0034444648122768165j),(0.0004263490201508735+0.020266633338449202j),(0.0001148717100944534+1.2009787723127473e-05j),(-2.001669224728465e-07+2.903849429442769e-08j),(0.00023094027545029596+0.00027288228053342126j),(0.0009068354042610567-0.0011319332649286002j),(5.282839563388427e-11+1.267685443994474e-09j),(7.707513190958486e-06+7.751834361215964e-06j),(-4.3210713988784294e-11-5.2840363925887666e-11j),(-0.003289132901763886-0.00027815432246844373j),(-2.584473823955999e-09+6.798159862610209e-09j),(-0.012281052725378194-0.009885944318143375j),(1.3846974331726202e-06+2.0965761787468367e-06j),(-0.0009932714240703956-0.0003407206652150625j)
1.98,(0.0020104254515407325-0.014712978555496185j),(1.5160738292821427e-06-9.013637580350827e-06j),(-0.00080432309139642+0.0018997069080367653j),(-1.496098079601187e-07+2.84779411164346e-07j),(2.6083468605598064e-08-5.2894036617945914e-08j),(0.0017197284372609577-0.0003468323541338766j),(2.4991123296935272e-05-5.8974303604241175e-06j),(-0.026546611758191323-0.0037712765358355383j),(-9.25006634001925e-06+5.083606457719296e-06j),(-0.005424160534132985+0.004569711471868412j),(0.004523319555924475-0.0031986335291277765j),(1.6650992658234068e-07+8.061575076556209e-07j),(-0.013342001533775495+0.008817192659105624j),(0.01484877687631228+0.014501145413835877j),(0.00013699071392716739-7.804677039119496e-05j),(-1.637644836746098e-07+5.980605675220658e-08j),(0.0003162021132572839+5.27837514261103e-05j),(0.00048343267148453914-0.001602006785715545j),(8.195128597818943e-10+9.8164211269553e-10j),(7.637752960596688e-06+5.843168569052016e-06j),(-5.964305543801672e-11-2.8268034501005828e-11j),(-0.0026695061349195216+0.000897460235639961j),(2.4486019132876927e-09+7.753007663361285e-09j),(-0.014664701559450273-0.005362770804518167j),(1.310709734573202e-06+2.101001422133382e-06j),(-0.0012922182357554442+0.00020572173687807165j)
