N,E [H]
1,-107.33497518976517
2,-107.33771549917203
3,-107.33800688196573
4,-107.33877765923266
5,-107.34466886251778
6,-107.34478144369538
7,-107.34650228050961
8,-107.3529751628028
9,-107.36065413326074
10,-107.36137025982175
11,-107.36199513720535
12,-107.36230289863704
13,-107.3629985080512
14,-107.36336101784491
15,-107.36336125617613
16,-107.36338401404088
17,-107.36726705561597
18,-107.36803312759731
19,-107.37348689981393
20,-107.37416131530354
21,-107.37423606659033
22,-107.3742480816722
23,-107.3742516788123
24,-107.37560779681343
25,-107.37567450537615
26,-107.3768555180402
27,-107.37706571490963
28,-107.37707009803434
29,-107.3779338846113
30,-107.3779339287283
31,-107.37808515059035
32,-107.37831065189397
33,-107.37924660111297
34,-107.3795024402665
35,-107.38012687045517
36,-107.3822464752074
37,-107.38262760562381
38,-107.38348519949793
39,-107.39296886611811
40,-107.39297975713313
41,-107.39354433927832
42,-107.3938096294471
43,-107.39533384558155
44,-107.3953719013546
45,-107.4003790081465
46,-107.40099912992905
47,-107.40100547810736
48,-107.40383740886712
49,-107.40414335730526
50,-107.40414350023816
51,-107.40427511648646
52,-107.40496667789415
53,-107.40496846008422
54,-107.40505637642568
55,-107.40551558522533
56,-107.4076500723069
57,-107.40931145171753
58,-107.40946362943025
59,-107.41020674977639
60,-107.41022907310861
61,-107.41110996325749
62,-107.4111927747162
63,-107.41347742170571
64,-107.41367002689225
65,-107.41433927151098
66,-107.4189282275502
67,-107.41893486155156
68,-107.42212382879724
69,-107.42269496647344
70,-107.42451184789292
71,-107.42451536696147
72,-107.42453834620127
73,-107.42457925932797
74,-107.42464097059533
75,-107.42466689611571
76,-107.4246892026397
77,-107.43473114536488
78,-107.43473425169591
79,-107.43473496206013
80,-107.43498129820634
81,-107.43560774090284
82,-107.4356610240341
83,-107.43590369259113
84,-107.4362240016803
85,-107.4366568638404
86,-107.43666407178577
87,-107.43671285037053
88,-107.43673618091397
89,-107.4367772707637
90,-107.43683666212297
91,-107.43683720165339
92,-107.4368647276708
93,-107.43691394232421
94,-107.43877548713384
95,-107.43909815426704
96,-107.43990376580243
97,-107.43992422387176
98,-107.43993837022158
99,-107.43996387235889
100,-107.44003777911337
101,-107.44003794208716
