N,E [H]
1,-15.535969163437873
2,-15.53780136100476
3,-15.541083465492452
4,-15.542150597404834
5,-15.54389094491778
6,-15.54471625093963
7,-15.545791555212864
8,-15.546442664508792
9,-15.547038020665333
10,-15.548563839083645
11,-15.548823539821349
12,-15.54966741352355
13,-15.550026525327704
14,-15.550704728062197
15,-15.551258177904868
16,-15.551444458432547
17,-15.55211554089364
18,-15.55231051736725
19,-15.55289464832555
20,-15.553083636622612
21,-15.553534202795314
22,-15.553990737676859
23,-15.55400387932919
24,-15.55420880482969
25,-15.554253158606498
26,-15.554764738065607
27,-15.555248796606316
28,-15.555401183893165
29,-15.555533878744976
30,-15.555867918526111
31,-15.556178970031521
32,-15.55623774282945
33,-15.55643513015536
34,-15.556603380231776
35,-15.556692980978916
36,-15.556749299448933
37,-15.556807283486247
38,-15.556989824506692
39,-15.557175548347187
40,-15.557331908779018
41,-15.557407601014345
42,-15.557452657008945
43,-15.55756563426855
44,-15.557654756338106
45,-15.557819373419045
46,-15.557899538808728
47,-15.558027044021578
48,-15.558151128112023
49,-15.558231661604982
50,-15.55837174806246
51,-15.558470082616092
