N,E [H]
1,-14.624080206711431
2,-14.63722460138691
3,-14.640554238071491
4,-14.641775139003315
5,-14.643149839472501
6,-14.645513848405756
7,-14.64795607065885
8,-14.64815320524884
9,-14.64948143467963
10,-14.649491789097894
11,-14.649507231413185
12,-14.651066462538084
13,-14.651589390811424
14,-14.651782628768615
15,-14.652234614552464
16,-14.652654795393538
17,-14.653004362918995
18,-14.653451130556611
19,-14.653775307938805
20,-14.65386867467515
21,-14.654016789703746
22,-14.654178363541694
23,-14.654178477708594
24,-14.654198033436666
25,-14.65427511270645
26,-14.654326114979202
27,-14.654404703395496
28,-14.654502309949578
29,-14.654514892176579
30,-14.65453321151436
31,-14.654535200030086
32,-14.654546189094292
33,-14.654550065548287
34,-14.654560219236654
35,-14.654572306009577
36,-14.654595283114544
37,-14.654601562894262
38,-14.654613304724233
39,-14.654619785158545
40,-14.654620140070566
41,-14.654623386562623
42,-14.654623554747003
43,-14.654627875993233
44,-14.654631302561778
45,-14.654637034622235
46,-14.654643921240034
47,-14.65465173744842
48,-14.654663571530026
49,-14.654674238015978
50,-14.65467489506687
51,-14.654679176463226
