N,E [H]
1,-14.628399149261408
2,-14.638510592499436
3,-14.647263887866416
4,-14.652384471230588
5,-14.653398879932062
6,-14.654262957703388
7,-14.656346791137624
8,-14.65635847841446
9,-14.656650431350503
10,-14.657539461885658
11,-14.658109765460432
12,-14.658583997565911
13,-14.65858514314923
14,-14.65858885148308
15,-14.658593015011244
16,-14.658645657175724
17,-14.658746098348665
18,-14.658773320290388
19,-14.658864979044642
20,-14.65887596728828
21,-14.658978305280813
22,-14.659194679184019
23,-14.659309671569531
24,-14.65932650297582
25,-14.6593509385045
26,-14.659365645877887
27,-14.65937655493532
28,-14.659407162985236
29,-14.659459283237254
30,-14.65946007488595
31,-14.659477141504793
32,-14.659477917100004
33,-14.659538037358933
34,-14.659597644814726
35,-14.65959924374758
36,-14.659605688644826
37,-14.659616649807191
38,-14.65964463271218
39,-14.65964610756918
40,-14.659652325997929
41,-14.659683247666923
42,-14.65968617349285
43,-14.659688308388068
44,-14.659691561729232
45,-14.659704778190209
46,-14.659705673914921
47,-14.659712007325737
48,-14.659713858353662
49,-14.65971501725625
50,-14.659716332550401
51,-14.659719536268979
