t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010
1.71,(0.014835718478966807+0.0014362330592799597j),(0.025490558556465828-0.06831669135154848j),(0.002991212598894122+0.03355754127130402j),(0.0006649287418093563-0.000690199527872973j),(-0.01456653239485553+0.20857036813055715j),(-0.04680813370176833-0.08356746415514951j),(0.037680638149876544-0.15200668741791756j),(-0.022974387082794687+0.039995885174846584j),(1.533817981186706e-06+6.445870575583896e-06j),(-0.007470109743649235+0.009115717904287403j),(0.0010920163059085634+0.0037923990443461514j)
1.72,(0.014724276226790749+0.0009512423759517009j),(0.02366297676229388-0.06954402853096255j),(0.003777338519138475+0.033251585777504186j),(0.0006370810923304844-0.0007365790142168061j),(-0.008563112494778494+0.20880608483149582j),(-0.05081655573525747-0.08220030160935035j),(0.03420092029431622-0.15285751956012147j),(-0.02143771158708417+0.04136524905313218j),(1.8812083842040865e-06+6.178213150004903e-06j),(-0.007265175569531105+0.009363206425822085j),(0.0013293580536787167+0.0037747492208880483j)
1.73,(0.014587797646040975+0.0004728888138652585j),(0.02176374380097707-0.07070743477774798j),(0.004549796365468468+0.03290513721255059j),(0.0006055879258527523-0.0007823927612011537j),(-0.002548795427840936+0.20874572126572138j),(-0.05480710208303413-0.08057980921961354j),(0.030673612084685657-0.15355193369940823j),(-0.019801343160192893+0.04266283009974124j),(2.205758604899866e-06+5.8883597910955315e-06j),(-0.00704479262895278+0.009600045630235188j),(0.0015710394086166349+0.003739489860301029j)
1.74,(0.014426655095432324+2.676895334152371e-06j),(0.019796601729161496-0.07180074943578768j),(0.005306513082715134+0.03251843692074801j),(0.0005703564380524295-0.0008273022255155511j),(0.0034558977465042606+0.2083856391481927j),(-0.058759441617263264-0.07870236384578626j),(0.02710475438889933-0.154083735961767j),(-0.018069724229334727+0.043879318385358954j),(2.5054548359777163e-06+5.578352628833588e-06j),(-0.006808775653371289+0.00982479482195376j),(0.0018152568521475627+0.003685508027394441j)
1.75,(0.014241398522286014-0.00045779355122709756j),(0.017766205072013905-0.07281754841771589j),(0.006045296318095476+0.03209200178540763j),(0.000531306230402629-0.000870935216846037j),(0.009428280263344815+0.2077236562092121j),(-0.06265132823877402-0.07656567020690837j),(0.023501310649090973-0.15444699422610322j),(-0.016248408305682305+0.045004965442604336j),(2.778311493246702e-06+5.25049835447708e-06j),(-0.0065570039346796475+0.010035932684866519j),(0.002059956108678382+0.0036116967855227868j)
1.76,(0.01403275546252963-0.0009068273913029803j),(0.01567812082322171-0.07375114420491807j),(0.006763834421212457+0.03162662422884703j),(0.000488369310173307-0.0009128858978751532j),(0.015343499652308995+0.2067590461944254j),(-0.06645860087705978-0.0741687608812124j),(0.01987116688161352-0.15463603812423848j),(-0.014344059984367035+0.04602958426603028j),(3.02237121562125e-06+4.907368220564217e-06j),(-0.006289421325206856+0.010231857282323842j),(0.002302832145597603+0.0035169551965857286j)
1.77,(0.01380094268340122-0.001343731944758103j),(0.01353461183354296-0.07459899321887967j),(0.007461454198923581+0.031122086234500922j),(0.0004415496883453641-0.0009528573565893993j),(0.021192599581909798+0.2054908605671078j),(-0.07016914873016895-0.07150907331592282j),(0.016215282791521284-0.15464550579760744j),(-0.012359124492063223+0.04694737922033721j),(3.2360468911426153e-06+4.551215149747001e-06j),(-0.006005706751362807+0.010411373309676468j),(0.002542442316875052+0.0034011783369773257j)
1.78,(0.01354467419262454-0.001768203032998783j),(0.011332772928269869-0.07535736923247972j),(0.008137569068139871+0.030575154557113425j),(0.00039090745813215224-0.0009906168611108653j),(0.026978715915248048+0.20390220612505072j),(-0.07377552135736265-0.06857589119409316j),(0.012529765206900873-0.1544593796258192j),(-0.010290634365474886+0.04775378578432179j),(3.4184633760191214e-06+4.184285871018995e-06j),(-0.005705289148387393+0.010572714134514043j),(0.002778132203046947+0.003264864812117064j)
1.79,(0.013263662548600822-0.0021771270923781386j),(0.009078759612437249-0.07600966257012533j),(0.008786631170501377+0.029984295213208553j),(0.00033641266318423855-0.0010255875400786531j),(0.03266195403552093+0.20197101480366444j),(-0.07723422123045989-0.06536333346071313j),(0.008830599590147132-0.15405433895784768j),(-0.008147508540510745+0.04843215611856164j),(3.5685642716908897e-06+3.8103944238334624e-06j),(-0.00538857876257893+0.010712368015922897j),(0.003006675124450419+0.0031063966856480314j)
1.8,(0.012958033754098375-0.0025676722814651862j),(0.006780294314504158-0.0765416610369039j),(0.009403568065878859+0.029348722278982053j),(0.0002781143278971258-0.0010572261005735411j),(0.03820392989189089+0.19968162523470911j),(-0.08050468270553196-0.06187100191347178j),(0.005134385605996224-0.1534103958807263j),(-0.0059397900914815414+0.048968130710136656j),(3.6857114192042075e-06+3.433224159406566e-06j),(-0.005056320032348859+0.010827138774832108j),(0.003224910941007766+0.0029247892857258108j)
1.81,(0.012628288219630192-0.0029373861874160035j),(0.004446361818616441-0.07694198904770688j),(0.009983947563826985+0.02866832733094924j),(0.00021614568513532597-0.0010850350715559069j),(0.04356927448386819+0.1970249016205486j),(-0.0835505089759212-0.05810386253431256j),(0.0014576821739396596-0.15251107324051902j),(-0.003678240805693747+0.04935007924182095j),(3.769708522333725e-06+3.056275300385723e-06j),(-0.00470956626991532+0.010914200499788002j),(0.003429836756896107+0.002719778062578466j)
1.82,(0.012275300763453945-0.003284195825973731j),(0.002087209264606732-0.07720210762722986j),(0.010523977723584325+0.027943679445945016j),(0.00015072417623236093-0.001108562803865727j),(0.04872563386131084+0.1939982337341503j),(-0.08633947207224105-0.05407224548943339j),(-0.002182992531775667-0.15134340464232038j),(-0.0013743411834495553+0.049569100592082874j),(3.8208011475824545e-06+2.682864940849607e-06j),(-0.004349679661303155+0.010971097546954143j),(0.0036186069205473795+0.0024918185885065463j)
1.83,(0.01190032061157199-0.0036064076414685712j),(-0.0002856538520055688-0.07731631440997247j),(0.011020506854073348+0.027176025201123843j),(8.215145099076175e-05-0.0011274034702225778j),(0.05364366912442472+0.19060553691908547j),(-0.08884351286237603-0.04979184512928658j),(-0.005771161082147518-0.14989793445025543j),(0.0009597095619531381+0.04961902283508503j),(3.839676724181772e-06+2.3161270463081487e-06j),(-0.003978331266343905+0.010995744540111343j),(0.003788533024648347+0.0022420865578830843j)
1.84,(0.011504971397731363-0.0039027075068177883j),(-0.002659455680014241-0.07728174364023843j),(0.01147102351390043+0.026367288673959762j),(1.0813367682069178e-05-0.0011411970652256344j),(0.05829705642376347+0.18685725208952886j),(-0.09103874105148169-0.04528371998857892j),(-0.009290386793418284-0.14816871778747978j),(0.0033109935042206877+0.049496403240684224j),(3.827464544091415e-06+1.959012453702532e-06j),(-0.003597501018675814+0.01098642637065766j),(0.003937083906140589+0.0019724777871535943j)
1.85,(0.011091251163423783-0.004172160723525709j),(-0.005020162012526332-0.07709836617213554j),(0.011873656511355853+0.025520071442246387j),(-6.282000695316666e-05-0.0011496294053536713j),(0.06266248696022855+0.18277034573025902j),(-0.09290543518198471-0.04057429278627157j),(-0.012724273727075013-0.14615332053617958j),(0.005665874004063751+0.04920052827443152j),(3.7857357619994833e-06+1.614288871405201e-06j),(-0.0032094777257438228+0.010941798197608394j),(0.004061885646220509+0.001685608214836075j)
1.86,(0.010661532357885653-0.004414212021683722j),(-0.0073524762869620446-0.0767689894695757j),(0.012227174904413794+0.024637652584096916j),(-0.00013819439770538567-0.0011524321289650623j),(0.06671966698506923+0.17836830989665808j),(-0.09442804263358284-0.035695350425580176j),(-0.016056466689849357-0.14385281933757152j),(0.008009995709197252+0.0487334135975722j),(3.7165033953224397e-06+1.2845408792198532e-06j),(-0.002816859068799576+0.010860885447596093j),(0.004160721570339332+0.0013848139015210097j)
1.87,(0.010218561838098054-0.004628685559970279j),(-0.009639839585054839-0.07629925760627486j),(0.012530988000732341+0.023723988677944105j),(-0.0002146713208960189-0.00114938269629778j),(0.07045131779988255+0.1736811622147119j),(-0.09559517962324487-0.030684043993974792j),(-0.019270651233717608-0.1412718015919029j),(0.0103282845543404+0.048099804067045816j),(3.622222324205109e-06+9.721699283814435e-07j),(-0.002422551602901417+0.010743083814870541j),(0.0042315322482031036+0.0010741510298713625j)
1.8800000000000001,(0.009765460868786751-0.004815784925650891j),(-0.011864430632851378-0.07569765126575308j),(0.01278514535765348+0.02278371380254029j),(-0.0002915280843774875-0.001140304389469397j),(0.07384317575661337+0.16874544588100993j),(-0.0963996312052107-0.025582888763179906j),(-0.022350553655900746-0.1384183654584514j),(0.012604947761216689+0.0473071737354861j),(3.5057892915206794e-06+6.793943415561825e-07j),(-0.002029770756914388+0.010588159261298778j),(0.004272415493772688+0.0007583959046225815j)
1.8900000000000001,(0.009302560565568442-0.0049757956984072356j),(-0.014023028272469226-0.07496822157004465j),(0.01298954059819898+0.021816344662054267j),(-0.0003683429429871536-0.0011252678764233606j),(0.0768995241517735+0.16355675022648652j),(-0.096839801033584-0.020400578848047923j),(-0.02529337049549767-0.13528180192703368j),(0.014836536665835337+0.04635479377962492j),(3.3692882213478256e-06+4.0778283806701104e-07j),(-0.0016402126462031388+0.010395259759153836j),(0.0042846290913255095+0.0004401475638116547j)
1.9000000000000001,(0.00883019998494593-0.0051066307974518685j),(-0.01610426029525455-0.07410596291082311j),(0.0131389739230733+0.020821860266272776j),(-0.0004447488641115615-0.001104262704759273j),(0.07958549598464201+0.15810065102799226j),(-0.09689202347295402-0.015151472053392971j),(-0.0280703279017324-0.13184460846251123j),(0.01701207902981132+0.04523518169132776j),(3.214835862030247e-06+1.586414790325128e-07j),(-0.0012573665153437909+0.010163261159580978j),(0.004268903182998177+0.00012094263924251295j)
1.9100000000000001,(0.008352755123401926-0.0052056651585279555j),(-0.018073679643740934-0.07311259431180887j),(0.013227219123595424+0.019808081658199316j),(-0.000519945968780821-0.0010770324822847008j),(0.08183061636250838+0.15242017585174475j),(-0.09652449518450197-0.009901771597286531j),(-0.03062431154197177-0.12811762901556076j),(0.019101489404296866+0.04395267495306686j),(3.0460250338155007e-06-6.651542131326767e-08j),(-0.0008877126275698133+0.009892674126487451j),(0.004222306769534018-0.00019470420396030467j)
1.92,(0.007874257686586509-0.005271055786388422j),(-0.019901516320540977-0.07199377762943378j),(0.013249528288104804+0.01878245355379571j),(-0.0005931952428767839-0.0010434540617896742j),(0.08357823097589137+0.14655753096583957j),(-0.0957167387682392-0.004711761986062789j),(-0.03290601041113113-0.12411507429397627j),(0.021079180500583994+0.04251362988444019j),(2.8662416261542114e-06-2.6664758728069873e-07j),(-0.0005370251264121245+0.00958475353484219j),(0.004143115499669819-0.0005025529636648602j)
1.93,(0.00739838260161061-0.0053017431198363095j),(-0.021562748365152328-0.0707590994392423j),(0.013202633942176486+0.017752021143873857j),(-0.0006638199894777609-0.0010035384811901708j),(0.08478560836785264+0.14055392471997263j),(-0.09445963378100479+0.0003643505652018639j),(-0.03487399556200131-0.1198544419047345j),(0.022924122733517162+0.04092638627668267j),(2.6786597789219486e-06-4.4119065140115817e-07j),(-0.000210363151804914+0.00924149520530684j),(0.004030824536463415-0.000798648545924362j)
1.94,(0.0069284480170460575-0.005297451031724767j),(-0.023037101853957458-0.06942207103589174j),(0.013084749048621095+0.016723430094095854j),(-0.000731205828858513-0.0009574309635281202j),(0.0854239399339963+0.13444956754544096j),(-0.09275541673646576+0.0052784381326881555j),(-0.0364947201052483-0.11535651635399538j),(0.02461984422149304+0.039201267392666383j),(2.4862418824192484e-06-5.900561544270046e-07j),(8.792915991430927e-05+0.008865635904235798j),(0.003886148557293704-0.0010793207649771226j)
1.95,(0.006467415302925545-0.0052586868289570595j),(-0.02430905090022383-0.06800012843315208j),(0.012895567007484844+0.015702926544973923j),(-0.0007948006984902578-0.0009054109169714017j),(0.08547833992246925+0.1282836719551422j),(-0.09061768110511692+0.009988451083834386j),(-0.037742519209413475-0.11064536904710168j),(0.026154430786460688+0.03735057996690044j),(2.2917385773715994e-06-7.136315453315977e-07j),(0.00035422267600475257+0.008460653343676183j),(0.00371102175386064-0.0013411843432465879j)
1.96,(0.006017889050742638-0.005186741252486562j),(-0.02536781765410385-0.06651463236390605j),(0.012636261656049539+0.014696357111870431j),(-0.0008541148530406668-0.0008478919348138447j),(0.08494784543396106+0.1220944525435748j),(-0.08807137731428098+0.014458418077336326j),(-0.038599610100913555-0.1057483582885791j),(0.02752052595392148+0.035388614205531j),(2.0976887549294466e-06-8.12780181309292e-07j),(0.0005856032673223245+0.008030766181367851j),(0.0035085978321852318-0.0015811389113413268j)
1.97,(0.005582117073451773-0.005083688477316764j),(-0.026207372302634868-0.06499086828014909j),(0.012309487268832561+0.01370916888499789j),(-0.000908720864373867-0.0007854217954752279j),(0.08384541642170398+0.11591912598683785j),(-0.08515281274810846+0.018658446063147205j),(-0.03905609206404056-0.10069612928213637j),(0.028715330952929146+0.0333316437863413j),(1.90641955666819e-06-8.888413277754379e-07j),(0.0007798718083196427+0.00758093402074338j),(0.003283250012609547-0.0017963690080550357j)
1.98,(0.005161990405468263-0.004952386112501267j),(-0.026826433069739176-0.06345804635298938j),(0.011919378557586886+0.012746409429418935j),(-0.0009582536215504395-0.0007186824625012808j),(0.08219793569147293+0.1097939110426312j),(-0.08190965174757775+0.022564720282477704j),(-0.03910994644096186-0.09552261413066504j),(0.029740604716089726+0.03119792585875163j),(1.7200463745881864e-06-9.43630158366381e-07j),(0.0009355441770460275+0.007116857410928087j),(0.003040571029796707-0.001984344080366535j)
1.99,(0.004759043302668289-0.004796475201143783j),(-0.027228466216224007-0.061949301472647815j),(0.011471550671301076+0.011812726785046355j),(-0.001002410330827421-0.0006484900845636818j),(0.08004620890158554+0.10375402855025549j),(-0.07840091561049507+0.026159504267795987j),(-0.03876703663172014-0.0902650318362397j),(0.030602663879561624+0.02900770104381933j),(1.5404728511147473e-06-9.794377549394633e-07j),(0.0010518512551475068+0.006644977846740013j),(0.0027873731327308915-0.002142818483439772j)
2.0,(0.004374476243553099-0.004620341162223212j),(-0.027421519298452244-0.06050155047937767j),(0.010973036563255175+0.010912414599800505j),(-0.001040949895595195-0.000575788752180079j),(0.07744426749941198+0.0978339283687494j),(-0.07469646163025252+0.02943093479446387j),(-0.03804076327750739-0.0849639985589878j),(0.03131215323387075+0.026783103689551786j),(1.369390247639027e-06-9.99016736047908e-07j),(0.0011287262592392883+0.0061724600329183j),(0.002531633378385778-0.0022698503138611583j)
