t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
0.1,(-0.03507822037350423-0.14860017082603152j),(-0.32052323770938634+0.6762502479040997j),(-1.0861868864268933-0.21284395880598064j),(0.7828064738937086+1.6415504137173607j),(0.11546465744298069+0.47043154624908456j),(0.5452892760423282+0.8327140390142349j),(-0.8263055998379876-0.007943927411520769j),(1.3402561594523965-0.07080069234549909j),(1.121431110261146-2.4282523393503253j),(-1.4006964901304138+0.4399856307310954j),(1.4825688844011462+0.6728172575499536j)
0.11,(-0.03857575724010249-0.16265529228509767j),(-0.32608766092666913+0.6786522400682494j),(-1.085849880785728-0.21445657957748815j),(0.7836477851398358+1.6417766065590105j),(0.11737670333337374+0.46552338235068697j),(0.549146037708227+0.8319335906859602j),(-0.8254046988032041-0.01064898298163431j),(1.3393078230531756-0.07153227128595462j),(1.121339438561274-2.4280274624702924j),(-1.401239480951772+0.43925517076331266j),(1.4827348187971972+0.6718602028854445j)
0.12,(-0.0421326098218633-0.17650749864184612j),(-0.3317589152210628+0.6813483371594027j),(-1.0856262536084678-0.21630997531470225j),(0.7845734355697764+1.6419945975253358j),(0.11916329645155141+0.46022227306526414j),(0.5532970187739186+0.8309815807960538j),(-0.8245995379150516-0.013680603756170888j),(1.3382274576400706-0.07231870640002624j),(1.12124796880942-2.4277720303147774j),(-1.4018826998108493+0.43850775299434225j),(1.4828870482256564+0.6707977027821006j)
0.13,(-0.04575774476423182-0.19014537292733308j),(-0.33746901671235285+0.6843142908970158j),(-1.0855429142689694-0.2183999357760304j),(0.785578785815959+1.6422002116619032j),(0.1207957171182468+0.4545645505942232j),(0.5577115308871059+0.8298539189723252j),(-0.8239167024673867-0.01702311702168924j),(1.3370145952635222-0.07315502635649732j),(1.1211585447599497-2.4274861062773287j),(-1.4026260261361836+0.437756086985744j),(1.4830216128699885+0.6696332275417578j)
0.14,(-0.04945887553590214-0.20355739599335176j),(-0.3431564742854909+0.687523291082853j),(-1.0856234632910224-0.2207158495216394j),(0.7866577066387792+1.642390212692948j),(0.12225091334809998+0.4485892429301657j),(0.562355024911222+0.828551600468615j),(-0.8233773688923188-0.020654985676611316j),(1.3356716674539264-0.0740369055764806j),(1.1210727750686817-2.4271702591771716j),(-1.4034664449288214+0.4370122924331717j),(1.483136077928375+0.668372088957725j)
0.15,(-0.053242462428817236-0.2167319465124325j),(-0.3487662895905947+0.6909459656009856j),(-1.0858881923483494-0.2232407039134553j),(0.7878025789266008+1.6425623030213738j),(0.12351150084965792+0.4423380738568882j),(0.5671890909254296+0.8270807061647946j),(-0.8229973047602106-0.024548808231222293j),(1.334204005221633-0.07496066423341828j),(1.1209920332928869-2.4268255632592086j),(-1.4043980467623185+0.43628789916637273j),(1.4832295336137147+0.6670214403147847j)
0.16,(-0.05711371255816905-0.2296573009778426j),(-0.3542499570429482+0.6945503804177926j),(-1.0863540842646064-0.2259510851151635j),(0.7890042936957546+1.6427151237287538j),(0.12456576302537453+0.4358554629493816j),(0.5721714582246215+0.8254524025667662j),(-0.8227868687796769-0.028671318807670564j),(1.3326198390569468-0.07592326825308203j),(1.1209174578912884-2.426453598194019j),(-1.40541202778274+0.43559384714918825j),(1.4833025951536223+0.6655902763891924j)
0.17,(-0.06107657986239841-0.24232163370358645j),(-0.3595654638230016+0.6983020395819604j),(-1.0870348130133818-0.2288171780922087j),(0.7902522520905394+1.6428482545753291j),(0.12540765097161063+0.42918852557383147j),(0.5772559953194202+0.8236829418064631j),(-0.8227510107975858-0.03298338713996775j),(1.3309302989301273-0.07692232931357287j),(1.120849952224062-2.426056449077861j),(-1.40649668970866+0.43494048647955313j),(1.48335740279043+0.6640894334486771j)
0.18,(-0.0651326097996957-0.25471469033706j),(-0.3646806146128011+0.7021656496884687j),(-1.0879397666129857-0.23180585478993643j),(0.7915352771069065+1.6429615122486807j),(0.12603784543594598+0.4223830750499365j),(0.5823960594623058+0.821789111922797j),(-0.8228901532031858-0.03744383586585083j),(1.3291494255678729-0.07795677912925936j),(1.120789973877204-2.4256366229072595j),(-1.407639231788475+0.43433669593613755j),(1.4833973764709232+0.6625312441425466j)
0.19,(-0.06927541485074235-0.26684187617206656j),(-0.36959309631385934+0.7061221900512931j),(-1.089064860809136-0.2349033255720402j),(0.7928496428287749+1.64305061238797j),(0.1264696245858534+0.4154550513983574j),(0.5875717310708782+0.8197581457696753j),(-0.8232073004277413-0.04203763073646106j),(1.3272858855860479-0.07902706240729106j),(1.120737127015263-2.4251956922704268j),(-1.4088388603805901+0.4337830190573042j),(1.4834220475773312+0.6609228208734441j)
0.2,(-0.0735053546927997-0.27870770278337625j),(-0.37429003807315375+0.7101548609108823j),(-1.0904025615248754-0.23808586254670164j),(0.7941909978363206+1.6431148190722384j),(0.1267130780884396+0.4084316042952427j),(0.5927587124221951+0.817596223964645j),(-0.8237012547378859-0.04673871027247776j),(1.3253366086389209-0.08012475277033096j),(1.1206931732290895-2.4247345184749607j),(-1.410089155819388+0.43328089165325545j),(1.4834270115994002+0.6592663147775476j)
0.21,(-0.07782357342238845-0.2903153087481825j),(-0.3787575862081356+0.71424685429415j),(-1.0919446466088363-0.24132758319200756j),(0.7955542060185646+1.6431543142969596j),(0.12677665595328466+0.40134235162213305j),(0.5979314400624675+0.8153147737607925j),(-0.8243688881759873-0.051518251925164425j),(1.323299560977079-0.0812410765393795j),(1.1206599221439004-2.4242541616866182j),(-1.4113820545823828+0.4328321343180003j),(1.4834085793747518+0.6575645309149822j)
0.22,(-0.0822302049999831-0.3016682100031657j),(-0.38298541617116005+0.7183829747349642j),(-1.0936813730834516-0.2446043406473334j),(0.7969342842243926+1.6431692195823429j),(0.12666856243590893+0.39421436853995345j),(0.6030668616375688+0.8129244217108266j),(-0.825206216726562-0.056349397652016436j),(1.3211749382976419-0.08236840966983235j),(1.120638813948237-2.4237558798224668j),(-1.4127100804696713+0.43243795675396735j),(1.4833639499149796+0.6558210888855539j)
0.23,(-0.08672437325001192-0.3127702998444929j),(-0.3869667325494866+0.7225496392741472j),(-1.0956014771449554-0.24789372371334323j),(0.7983264022625554+1.6431595959733352j),(0.12639675603777314+0.38707218748901345j),(0.6081444358930356+0.8104349936670788j),(-0.8262084003162754-0.061207253916760955j),(1.3189651657442611-0.08350027775148057j),(1.1206309193939643-2.4232411285508864j),(-1.414066344603932+0.43209895777200524j),(1.4832912104056468+0.6540404228287484j)
0.24,(-0.09130419186085692-0.3236258489278181j),(-0.39069826906527877+0.7267348774594765j),(-1.0976921741633818-0.25117505685198954j),(0.7997258829016684+1.6431254440396195j),(0.12596894950627838+0.37993779818900714j),(0.6131461326740663+0.8078555147815031j),(-0.827369742813942-0.06606889168935703j),(1.316674897907121-0.08463135600851046j),(1.1206369397962714-2.422711561291569j),(-1.415444545430426+0.4318151252913824j),(1.4831893362062882+0.6522277814237322j)
0.25,(-0.09596676438485399-0.3342395052682821j),(-0.3941802885756043+0.7309283313456842j),(-1.0999391586825664-0.2544294001865136j),(0.8011282018702123+1.6430667038756164j),(0.12539260983476605+0.37283064763901297j),(0.618056432925522+0.8051942095056757j),(-0.8286836920305253-0.07091334644599558j),(1.3143110188229377-0.08575746929950362j),(1.1206572070336722-2.4221690292155174j),(-1.416838968716996+0.4315858363397868j),(1.4830581908504092+0.6503892278893515j)
0.26,(-0.10070818423829275-0.34461629424051243j),(-0.397416583072435+0.7351212554944568j),(-1.1023266044201447-0.2576395495014451j),(0.8025289878565327+1.6429832551004826j),(0.12467495826251793+0.365767640117494j),(0.6228623286919267+0.8024585015907953j),(-0.8301428397191377-0.07572161816909931j),(1.3118826419749596-0.08687559211743698j),(1.120691683548004-2.4216155812450464j),(-1.4182444875540672+0.4314098570533265j),(1.482898526045486+0.6485316399841332j)
0.27,(-0.10552353470141662-0.3547616185786236j),(-0.400414473682647+0.7393065169744358j),(-1.1048371642675539-0.26079003624260233j),(0.8039240225088401+1.6428749168581123j),(0.1238229702747561+0.3587631371822976j),(0.6275533231174663+0.7996550140876837j),(-0.8317389215750406-0.08047667134732281j),(1.3094011102929681-0.08798384858968274j),(1.120739962344429-2.421053464053783j),(-1.4196565623546467+0.43128534267652935j),(1.482711981672966+0.6466627100062846j)
0.28,(-0.11040688891842282-0.3646812583762167j),(-0.4031848106680204+0.7434785953612171j),(-1.107451970290031-0.2638671275170923j),(0.8053092404352099+1.6427414478171358j),(0.12284337560264301+0.3518289576706558j),(0.6321214304459895+0.7967895693467841j),(-0.8334628172356444-0.08516343497555251j),(1.306879996153276-0.08908151247800841j),(1.1208012669914325-2.420485122066666j),(-1.4210712408543236+0.4312098375623429j),(1.4825010857882668+0.6447909447936929j)
0.29,(-0.11535130989746234-0.3743813710863799j),(-0.4057419734252396+0.7476335827373511j),(-1.1101506337266145-0.26685882609331046j),(0.8066807292035825+1.6425825461709205j),(0.12174265822328147+0.34497437769918493j),(0.6365611760210075+0.7938671890181632j),(-0.8353045502805087-0.08976880255490668j),(1.304335101378729-0.09016900717857679j),(1.1208744516208249-2.419913197459944j),(-1.4224851581112696+0.43118027517213453j),(1.4822692546207772+0.6429256657239258j)
0.3,(-0.12034885051064001-0.3838684915216881j),(-0.408103870485893+0.7517691836923435j),(-1.112911244990143-0.26975487040094087j),(0.8080347293417631+1.6423978496375706j),(0.12052705635971458+0.3382061306638859j),(0.640869596285694+0.7908920940515096j),(-0.8372532882313417-0.09428163209273548j),(1.3017844572387045-0.091247905721946j),(1.1209580009277407-2.41934053016118j),(-1.423895536506238+0.43119297807569146j),(1.4820207925738569+0.6410770087142312j)
0.31,(-0.12539483527377818-0.3931505611699912j),(-0.41027999197853215+0.7558815551156461j),(-1.1157171081497343-0.2725484135022497j),(0.8093694636012675+1.6421870338172482j),(0.11920168031030086+0.3315288660561065j),(0.6450453515995499+0.7878675011501317j),(-0.8393012070497441-0.09869201379596461j),(1.299236291408367-0.0923165967156417j),(1.1210515772982768-2.418769123856323j),(-1.4253000333236028+0.43124556524464835j),(1.481756093224319+0.6392500165571692j)
0.32,(-0.13049041255699842-0.4022409416127037j),(-0.4122573345327584+0.7599630880886924j),(-1.1185666676490302-0.27523957357813844j),(0.8106868733614326+1.6419510536909643j),(0.11777087637837713+0.3249467210515893j),(0.64908698047258+0.7847975980648639j),(-0.8414474105865074-0.10299181366559694j),(1.2966717768647786-0.09336654428805388j),(1.1211576072004494-2.4181979168335346j),(-1.4266967132623596+0.43133889635522416j),(1.481467440081544+0.6374360977980494j)
0.33,(-0.1356287651400815-0.4111538976534104j),(-0.41404090965799817+0.7640126907132712j),(-1.1214507618149105-0.2778283273512313j),(0.8119861185663525+1.641691535470198j),(0.11624083653391419+0.31846266406321566j),(0.652994769417852+0.7816879380951623j),(-0.8436851836307071-0.10717623707725848j),(1.29408732671677-0.09439693209290816j),(1.1212760266878186-2.417626514968611j),(-1.4280843484356227+0.4314708413656282j),(1.481155383371776+0.6356339562045354j)
0.34,(-0.14080381907886122-0.4199031941824011j),(-0.41563635606370375+0.7680296972261594j),(-1.1243608167358945-0.2803148563280575j),(0.813266421051763+1.6414098310090843j),(0.11461693557011812+0.3120788088340517j),(0.6567694072374616+0.7785431383465728j),(-0.846008341045321-0.11124108056642505j),(1.2914804738905143-0.09540719281831511j),(1.121406724252614-2.417054653909493j),(-1.429461948970389+0.43163943984001013j),(1.4808206067986098+0.6338428099571553j)
0.35000000000000003,(-0.14601062270876564-0.42850212255500486j),(-0.41704901150880835+0.7720135945491364j),(-1.1272893370546206-0.2826996412562259j),(0.8145272114865391+1.6411070048809695j),(0.11290363666225484+0.30579643933679296j),(0.6604119196940876+0.7753668251723168j),(-0.8484115409660933-0.115182645194644j),(1.2888489977671533-0.09639664852851068j),(1.1215496648629033-2.416482137083771j),(-1.4308287471249717+0.4318430557888377j),(1.480463531399323+0.632061965212731j)
0.36,(-0.1512453466448171-0.43696350059159095j),(-0.41828391280172594+0.7759640222889834j),(-1.130229905967845-0.2849834621244242j),(0.8157681293726936+1.6407838343784116j),(0.11110449136765008+0.2996160097737643j),(0.6639236695109919+0.7721616341732919j),(-0.8508902848015341-0.11899773654953413j),(1.2861909241827967-0.09736451066385614j),(1.12170488996259-2.4159088356986866j),(-1.4321841972890006+0.432080377668897j),(1.4800843155448764+0.6302908161043798j)
0.37,(-0.15650528378163225-0.44529967257756825j),(-0.4193457958003516+0.7798807727374845j),(-1.1331771852264425-0.2871673981624198j),(0.8169890230453791+1.6404408095131788j),(0.10922213962568939+0.29353714457692j),(0.6673063563720191+0.7689292101980713j),(-0.85344091723292-0.12268366474478593j),(1.2835045254285224-0.0983098800408381j),(1.121872517471416-2.4153346887411353j),(-1.433527975983422+0.4323504183832922j),(1.4796828549399144+0.6285288447415134j)
0.38,(-0.16178884929342194-0.4535225092633854j),(-0.42023909541206095+0.7837637908714254j),(-1.1361269151354065-0.2892528278410591j),(0.8181899496728862+1.6400781330162517j),(0.10725830975781815+0.2875586384078437j),(0.670562016921597+0.7656702073429044j),(-0.8560606262142935-0.12623824442016124j),(1.2807883202503763-0.09923174685206851j),(1.122052741784959-2.4147597029776624j),(-1.4348599818604995+0.4326525152814457j),(1.479258782622764+0.6267756212098379j)
0.39,(-0.16709558063399127-0.46164340786453084j),(-0.4209679455937107+0.7876131743525948j),(-1.1390759145538492-0.2912414288722679j),(0.8193711752566446+1.6396957203378217j),(0.10521381846754159+0.2816784561577485j),(0.6736930247647361+0.7623842889517161j),(-0.8587474429724632-0.12965979474149356j),(1.2780410738493724-0.10012899066628468j),(1.1222458337746346-2.414183952954466j),(-1.436180335703813+0.4329863301590982j),(1.478811468965436+0.6250308035713542j)
0.4,(-0.17242613753673972-0.4696732920615328j),(-0.4215361793516384+0.7914291735277831j),(-1.1420220808950003-0.2931351782090511j),(0.8205331746312226+1.6392931996472915j),(0.10308857084042469+0.27589373294747693j),(0.6767020904670303+0.7590701276161076j),(-0.8615002420070039-0.13294713940068784j),(1.2752617978814933-0.10100038042834923j),(1.1224521407876948-2.4136075809973945j),(-1.4374893804282594+0.43335184925830855j),(1.4783400216736242+0.6232941378643578j)
0.41000000000000003,(-0.1777823020146609-0.4776226119999592j),(-0.42194732874166235+0.7952121914287833j),(-1.144964390126209-0.29493635204549307j),(0.8216766314643271+1.638869911833275j),(0.10088156034409235+0.2702007741275009j),(0.679592261554656+0.7557254051753558j),(-0.8643187410902567-0.13609960661572054j),(1.2724497504576893-0.10184457445925016j),(1.1226720866472295-2.413030797211949j),(-1.4387876810800515+0.4337493832674539j),(1.4778432857867057+0.6215654581034388j)
0.42,(-0.18316697836034274-0.48550134429041775j),(-0.4222046248690819+0.7989627837723906j),(-1.1479028967689424-0.29664752581675735j),(0.8228024382568042+1.6384249105035973j),(0.0985908688282292+0.26459505527792165j),(0.6823669225143728+0.7523468127164136j),(-0.8672035012673286-0.13911702913063972j),(1.269604436143879-0.10266012045610076j),(1.1229061716521649-2.412453879483282j),(-1.44007602483672+0.43417956732122936j),(1.4773198436777406+0.6198446862794817j)
0.43,(-0.18858419314596747-0.4933189920085561j),(-0.42231099788867715+0.8026816589604026j),(-1.1508387338987864-0.29827157419908673j),(0.8239116963426382+1.6379569619852954j),(0.09621366652457974+0.2590712222084699j),(0.6850297947935232+0.7489300505739094j),(-0.8701559268560929-0.1419997442155649j),(1.266725605960949-0.10344545549213974j),(1.1231549725772647-2.411877173476197j),(-1.4413554210071113+0.43464336100064854j),(1.4767680150534725+0.618131832359666j)
0.44,(-0.1940390952233116-0.5010845846950615j),(-0.422269077004709+0.806369678079619j),(-1.1537741131454449-0.2998116711098034j),(0.8250057158889524+1.6374645453246166j),(0.09374621204694829+0.2536230909585058j),(0.6875849368000327+0.7454698283301481j),(-0.8731782654471889-0.14474859366668724j),(1.2638132573847543-0.10419890601673108j),(1.1234191426731293-2.411301092635151j),(-1.442627101031389+0.43514204833304315j),(1.476185856954328+0.6164269942874653j)
0.45,(-0.19953795572374577-0.508806678355661j),(-0.4220811904709194+0.810027854901842j),(-1.1567123246927404-0.3012712897073086j),(0.8260860158960089+1.6369458522870202j),(0.09118385239119897+0.24824364779701882j),(0.69003674390241+0.7419598648151099j),(-0.8762736079040223-0.14736492380626925j),(1.2608676343461176-0.10491868785536412j),(1.1236994116661962-2.4107261181842503j),(-1.4438925184810332+0.4356772377920631j),(1.475571163754417+0.6147303579826483j)
0.46,(-0.20508816805823507-0.5164933554611214j),(-0.421749365590531+0.813657355883876j),(-1.1596577372786143-0.30265420239108304j),(0.8271543241972084+1.6363987873571766j),(0.08852102293525574+0.2429250492226278j),(0.6923899484297461+0.7383928881064514j),(-0.8794458883627647-0.1498505854826451j),(1.2578892272308304-0.10560290620965357j),(1.1239965857587404-2.4101527991272538j),(-1.4451533490588406+0.4362508622976765j),(1.474921467161533+0.613042197341278j)
0.47000000000000003,(-0.2106946183170133-0.5241502733244984j),(-0.42127648133004236+0.8172594163863646j),(-1.1626142630561307-0.3039640652323985j),(0.8282125166230407+1.6358217506412867j),(0.085753279319543+0.23765965789133936j),(0.6946498380214625+0.7347623879056207j),(-0.8826973001576219-0.15220859338234927j),(1.2548776705538198-0.10625273881310868j),(1.1243109699390763-2.4095815074990137j),(-1.446411052296458+0.4368642209799665j),(1.4742352830964525+0.6113624743585222j)
0.48,(-0.21634345821637355-0.5317742211564808j),(-0.420668507999384+0.8208345120935173j),(-1.1655774145824875-0.3052005941436369j),(0.8292613412830604+1.6352180135202767j),(0.08288727944425642+0.23244816872967022j),(0.6968198077221983+0.7310732531351176j),(-0.8860153033095762-0.15444238591846485j),(1.2518222388882798-0.10688721685467016j),(1.1246397708514395-2.4090104750695827j),(-1.4476639740675052+0.4375136400029253j),(1.473518211095284+0.6096874291648816j)
0.49,(-0.22204889331222738-0.5393792974449659j),(-0.4199178339754859+0.8243826618534985j),(-1.1685529006081832-0.3063632252224986j),(0.8303003760341878+1.6345862686877204j),(0.07991534362194068+0.22728918705101284j),(0.6988959429419364+0.7273215032318261j),(-0.8894045430966059-0.15654436579105935j),(1.2487130837441083-0.10750211110586892j),(1.1249846071192593-2.408438416836146j),(-1.448912153365968+0.43820273576655167j),(1.472767167417046+0.6080137616306295j)
0.5,(-0.22783034726694906-0.5469804430707953j),(-0.41901537387035076+0.8279031861566316j),(-1.17154827141964-0.30745132754432775j),(0.8313291269431428+1.633924188622963j),(0.07682692544451103+0.22218063989969294j),(0.7008736539841481+0.7235011879162785j),(-0.8928725203584359-0.158505563552458j),(1.2455418098250188-0.10808863881880995j),(1.1253479679165534-2.4078644494456563j),(-1.4501558814363733+0.43893642579110626j),(1.4719773350256553+0.6063388555726039j)
0.51,(-0.2337063020715095-0.5545897634923835j),(-0.4179529652099067+0.8313946083367005j),(-1.1745704502402194-0.30846377108219486j),(0.8323470665387024+1.6332296267988835j),(0.07361193415520662+0.2171210441987033j),(0.7027485404483574+0.7196069665848341j),(-0.8964253984950157-0.160317280325172j),(1.2423002900415776-0.10863876105671345j),(1.1257322384592932-2.407287807774674j),(-1.4513950865398828+0.4397193080344631j),(1.4711441992203906+0.6046603473729737j)
0.52,(-0.23969429804547626-0.5622165287457181j),(-0.4167233684340068+0.8348546545709492j),(-1.177625733230224-0.30939892670689695j),(0.8333536338117016+1.6325006176818961j),(0.07026073464859038+0.21210950674970344j),(0.7045163912301405+0.7156341083096789j),(-0.9000680034665193-0.1619710878018982j),(1.2389806655112037-0.10914518269391481j),(1.1261397000054032-2.406707844929366j),(-1.4526293339542924+0.4405556608921096j),(1.470263547635892+0.6029761259792386j)
0.53,(-0.24581093383701372-0.5698671734443591j),(-0.41532026689642937+0.8382802538800821j),(-1.1807197894868944-0.3102546661869573j),(0.8343482342150322+1.6317353767319491j),(0.06676414747054919+0.20714572423302002j),(0.7061731845211262+0.7115784918388248j),(-0.903803823793345-0.1634588282455194j),(1.2355753455581673-0.10960135241586462j),(1.126572529854762-2.406124032245504j),(-1.4538578259740322+0.4414494431971468j),(1.4693314702421614+0.601284332904229j)
0.54,(-0.2520718664228827-0.5775452967794394j),(-0.41373826686487786+0.8416675381282637j),(-1.1838576610444116-0.31102836218862556j),(0.8353302396636443+1.6309323004025245j),(0.06311344881829375+0.2022299832076465j),(0.7077150878089954+0.7074366055961112j),(-0.9076350105561158-0.16477261448910424j),(1.2320770077135919-0.11000146271912868j),(1.1270328013492013-2.405535959288469j),(-1.4550794019101665+0.4424042942202887j),(1.4683443593445618+0.5995833622261069j)
0.55,(-0.258491811108441-0.5852516625196649j),(-0.4119728975209809+0.8450118420231191j),(-1.187043762873896-0.3117168882758778j),(0.8362989885345448+1.630089966140639j),(0.05930037054035862+0.1973631601112434j),(0.7091384578774818+0.7032055476812034j),(-0.9115623773956795-0.16590482993590702j),(1.2284785977154526-0.11034044991138799j),(1.1275224838725069-2.4049433338532453j),(-1.456292538090394+0.443423533669863j),(1.4672989095838185+0.5978718605883644j)
0.56,(-0.26508454152764266-0.592984199011314j),(-0.4100206109602922+0.8483077031157334j),(-1.1902818828834076-0.3123166189104164j),(0.8372537856667982+1.6292071323868438j),(0.05531710013660225+0.19254672126013817j),(0.710439840806371+0.6988830258695935j),(-0.9155854005131077-0.16684812855936804j),(1.2247733295085772-0.11061399411143874j),(1.1280434428504182-2.404345981964426j),(-1.457495347859048+0.44451016169181057j),(1.4661921179360182+0.5961487271998253j)
0.5700000000000001,(-0.27186288964303884-0.6007379991782382j),(-0.4078787821922908+0.8515488618006523j),(-1.1935751819179465-0.31282342945167013j),(0.8381939023615266+1.6282827385752243j),(0.05115628075820697+0.18778272284932515j),(0.7116159719715016+0.6944673576126004j),(-0.919702218669697-0.16759543490311332j),(1.2209546852446458-0.11081851924919234j),(1.1285974397506278-2.4037438478762096j),(-1.4586855815770958+0.44566685886968577j),(1.4650212837126089+0.5944131138346438j)
0.58,(-0.278838745745777-0.6085053205218615j),(-0.4055457091403808+0.8547282613158813j),(-1.1969261937594513-0.3132326961567941j),(0.8391185763819097+1.6273159051333996j),(0.046811011207678985+0.18307381095246572j),(0.7126637760447643+0.6899574700373694j),(-0.9239096331869684-0.16813994408095476j),(1.2170164152821903-0.11095119306567536j),(1.1291861320827823-2.403136994072401j),(-1.4598606266221388+0.44689598622465637j),(1.4637840085604006+0.5926644248323052j)
0.59,(-0.28602305845560155-0.6162755851211809j),(-0.4030206126418914+0.8578380477428866j),(-1.2003368251268014-0.31353929618066995j),(0.8400270119531843+1.6263059334825243j),(0.042274845938848234+0.17842322152188803j),(0.7135803669941022+0.6853528999468722j),(-0.9282031079466674-0.16847512177689006j),(1.2129525381865955-0.11100992711302961j),(1.1298110733984816-2.4025256012664116j),(-1.4610175073884133+0.4481995852155034j),(1.462478196461565+0.5909023170976258j)
0.6,(-0.2934258347208535-0.624035379632766j),(-0.40030363644807704+0.8608695700065947j),(-1.2038083556758152-0.3137376075759054j),(0.8409183797626449+1.6252523060372859j),(0.03754179505686868+0.1738347803885874j),(0.7143630480835108+0.6806537938199074j),(-0.9325767693907641-0.1685947042451027j),(1.208757340730098-0.1109933767545121j),(1.1304737132912797-2.4019099684012595j),(-1.462152885286789+0.44957937773862133j),(1.4611020537336348+0.5891267001007527j)
0.61,(-0.30105613981847046-0.6317684552907595j),(-0.39739584722411736+0.8638133798753921j),(-1.2073414379992506-0.3138215092928348j),(0.8417918169596437+1.6241546862059073j),(0.0326063243182181+0.16931290326222595j),(0.7150093118730382+0.6758609078111002j),(-0.9370234065214528-0.16849269830996205j),(1.204425377891787-0.11090094116449499j),(1.1311753973966834-2.401290512649569j),(-1.4632630587447713+0.451036766128018j),(1.459654089029505+0.5873377358771641j)
0.62,(-0.3089220973539867-0.6394557279068767j),(-0.3942992345491171+0.8666592319611257j),(-1.2109360976268053-0.31378438117951873j),(0.8426464271555898+1.6230129183901454j),(0.027463355130698128+0.16486259573113285j),(0.7155168402187847+0.670975607750902j),(-0.9415344709011526-0.16816338136602327j),(1.199951472857604-0.1107327633284657j),(1.1319173673921539-2.4006677694135714j),(-1.4643439632064983+0.4525728331553147j),(1.4581331133374322+0.5855358390276689j)
0.63,(-0.3170308892615333-0.6470752778704056j),(-0.3910167109161062+0.8693960837191028j),(-1.2145917330251168-0.3136191039817442j),(0.8434812804239503+1.6218270279852909j),(0.02210826455343426+0.16048945326230413j),(0.715883504272903+0.6659998691455913j),(-0.9461000766525071-0.16760130137802734j),(1.1953307170203424-0.11048973004302681j),(1.1327007609971056-2.400042392325104j),(-1.4653911711327436+0.454188342029746j),(1.4565382399810338+0.5837216767184071j)
0.64,(-0.32538875580383775-0.6546023501482072j),(-0.38755211173203963+0.8720120954480909j),(-1.218307115597762-0.3133180593430245j),(0.8442954133002495+1.6205972213801694j),(0.016536885296875886+0.15619966120140283j),(0.7161073644835985+0.6609362771772728j),(-0.9507090004583841-0.16680127688090107j),(1.1905584699796485-0.11017347191589613j),(1.1335266119729064-2.3994151532456103j),(-1.4663998920009145+0.4558837363981598j),(1.4548688846192899+0.5818961686808497j)
0.65,(-0.3340009955722245-0.6620093542847152j),(-0.3839101953177978+0.8744946302903177j),(-1.2220803896852575-0.3128731298045993j),(0.8450878287820692+1.6193238859571404j),(0.010745505722796228+0.15199999477275894j),(0.7161866705951285+0.655788026703878j),(-0.9553486815618764-0.1657583969797571j),(1.1856303595420203-0.10978636336590664j),(1.1343958501228786-2.39878694226614j),(-1.4673649723050526+0.4576591403450176j),(1.4531247652465415+0.5800604872117983j)
0.66,(-0.3428719654866145-0.669265864401936j),(-0.38009664290818596+0.8768302542314713j),(-1.225909072565059-0.3122756988054348j),(0.8458574963290488+1.6180075900920983j),(0.004730869844292385+0.14789781907936933j),(0.7161198616478033+0.6505589222591649j),(-0.9600052217663008-0.16446802134989388j),(1.1805422817208082-0.10933152262300655j),(1.1353093012922968-2.3981587677073506j),(-1.4682808955558342+0.45951435839239396j),(1.4513059021924914+0.5782160571733858j)
0.67,(-0.3520050807955255-0.6763386191994489j),(-0.37611805865193476+0.8790047361007002j),(-1.2297900544515625-0.31151665068222345j),(0.846603351862885+1.616649083154471j),(-0.0015098226742146503+0.1439010891028979j),(0.7159055659779852+0.6452533780527181j),(-0.9646633854351989-0.16292578023679566j),(1.1752904007362153-0.10881281172825924j),(1.1362676873683903-2.397531756119505j),(-1.4691417822805697+0.4614488754999771j),(1.4494126181222042+0.5763645559930758j)
0.68,(-0.3614028150760717-0.6831915219544061j),(-0.3719819696116999+0.8810030475706129j),(-1.2337195984961036-0.310586370669384j),(0.8473242977673321+1.6152492955072215j),(-0.007978916516980045+0.14001834970367544j),(0.7155426012180891+0.6398764179699488j),(-0.9693065994923367-0.16112757445613257j),(1.1698711490152964-0.1082348365338433j),(1.1372716262803417-2.3969071522824725j),(-1.4699413900232035+0.4634618570650684j),(1.4474455380361058+0.5745079136636629j)
0.6900000000000001,(-0.37106670023396426-0.6897856405215325j),(-0.36769682576406226+0.8828093631572784j),(-1.2376933407869568-0.3094747448990616j),(0.8480192028882019+1.6138093385068464j),(-0.014678300716935141+0.13625873562069973j),(0.7150299742965821+0.6344336755720947j),(-0.9739169534217047-0.15906957539376052j),(1.1642812271919594-0.10760294670305255j),(1.1383216319992868-2.396286319205729j),(-1.4706731133443147+0.46555214892258284j),(1.4454055892699842+0.5726483127432727j)
0.7000000000000001,(-0.3809970191569302-0.696080596998082j),(-0.3632717915523957+0.8844076032940238j),(-1.2417063104038149-0.30817140980731017j),(0.848686909306797+1.6123304872170343j),(-0.021609255976799524+0.13263166866426485j),(0.714367040916049+0.6289312137293912j),(-0.9784757492501139-0.15674826705215567j),(1.1585177017802264-0.10692351882022642j),(1.1394181063817894-2.3956707403540687j),(-1.4713301495391944+0.4677183156805946j),(1.443293947143123+0.5707880874964784j)
