N,E [H]
1,-14.548739101083257
2,-14.552531770537389
3,-14.553122775822796
4,-14.56490237309525
5,-14.568466939730952
6,-14.574676330641186
7,-14.582838455440992
8,-14.582906120873915
9,-14.585065564329035
10,-14.587184896636524
11,-14.59004723632805
12,-14.591573603024884
13,-14.591728914795686
14,-14.591869843118527
15,-14.592247770223947
16,-14.592545876717416
17,-14.592706537774179
18,-14.593098854706355
19,-14.593472471569338
20,-14.593589896085932
21,-14.593679736593757
22,-14.593990043270258
23,-14.594010555241947
24,-14.594071416249333
25,-14.594074186750024
26,-14.594095150692127
27,-14.594100737980682
28,-14.594121337720734
29,-14.594162271364699
30,-14.594191595258458
31,-14.594196159443102
32,-14.59420085206274
33,-14.594232155950289
34,-14.594265804095807
35,-14.594280957849714
36,-14.594290304046392
37,-14.594292193600992
38,-14.594358302953447
39,-14.594359220085845
40,-14.594403321750088
41,-14.594413446639106
42,-14.594428564623087
43,-14.594460282230637
44,-14.59446941964601
45,-14.594481994362063
46,-14.59448459292511
47,-14.594485100940204
48,-14.594488124104114
49,-14.59449422746338
50,-14.59450502162603
51,-14.594508135289328
52,-14.594514421873907
53,-14.59452581792403
54,-14.594528800308472
55,-14.594530748407655
56,-14.594541163659262
57,-14.594553151315711
58,-14.594571973193677
59,-14.59457443701981
60,-14.594575096290098
61,-14.594581532891233
62,-14.59458338562684
63,-14.594587871668915
64,-14.594602072190035
65,-14.594607004467017
66,-14.594615640349817
67,-14.594616176182543
68,-14.5946177401343
69,-14.59462191775353
70,-14.594626213315479
71,-14.594647010582213
72,-14.5946479405838
73,-14.594663574633996
74,-14.594676754983903
75,-14.594678634881634
76,-14.594679228757952
77,-14.594703050366734
78,-14.594708515011886
79,-14.594719850659425
80,-14.594726490925597
81,-14.594728924421926
82,-14.594732365536347
83,-14.594737234572762
84,-14.594738432486098
85,-14.59475376941203
86,-14.594754129197131
87,-14.594769668346405
88,-14.59477366966438
89,-14.594776092142272
90,-14.594777832218735
91,-14.594778091830197
92,-14.594779827936318
93,-14.594779995922266
94,-14.594787953388575
95,-14.594789473052725
96,-14.59479125160983
97,-14.594799167309379
98,-14.594802884256264
99,-14.59480362563093
100,-14.594810256452158
101,-14.59481044846655
