N,E [H]
1,-14.634822466962714
2,-14.636685139949275
3,-14.636892281799971
4,-14.641899131010925
5,-14.646403250937793
6,-14.649674610682872
7,-14.652407113303912
8,-14.652468214408936
9,-14.653824149259968
10,-14.654369597614721
11,-14.655049684593624
12,-14.655905562454665
13,-14.65656914330733
14,-14.656900788256092
15,-14.657301073769533
16,-14.659092134046265
17,-14.659156158187473
18,-14.659283131966411
19,-14.660873643109195
20,-14.660999981802648
21,-14.661009759542855
22,-14.661102628123308
23,-14.661148983978967
24,-14.661169896864335
25,-14.661170188534282
26,-14.661295629382627
27,-14.661305210277892
28,-14.661348395561356
29,-14.662073833024179
30,-14.662075837022757
31,-14.662083253647701
32,-14.662085357345697
33,-14.662098193015154
34,-14.662128213597361
35,-14.662138456384344
36,-14.662146617971363
37,-14.662155033280573
38,-14.662245190892143
39,-14.662245867520811
40,-14.662346451684753
41,-14.662348956700068
42,-14.662354157050482
43,-14.662363466226163
44,-14.662365132481751
45,-14.662371878315318
46,-14.662392639461697
47,-14.662394863038065
48,-14.662424888540967
49,-14.662434694128397
50,-14.662438708817954
51,-14.66244619842168
52,-14.662449978128596
53,-14.6624505638246
54,-14.66245460335915
55,-14.662454659050887
56,-14.662492803962985
57,-14.662493016683483
58,-14.662496485153072
59,-14.662500547269985
60,-14.662502998314457
61,-14.66250529934649
62,-14.662522901709442
63,-14.662526238010905
64,-14.662534307953374
65,-14.662535312830311
66,-14.662536763739183
67,-14.662536905485492
68,-14.662541467278688
69,-14.662542082578923
70,-14.662542552383902
71,-14.662545724105504
72,-14.662546703304297
73,-14.66255542717674
74,-14.66255771620251
75,-14.66255982852263
76,-14.662560977633815
77,-14.662564037740156
78,-14.662564111817542
79,-14.662564192638833
80,-14.6625643060759
81,-14.662567638198386
82,-14.66257064113545
83,-14.66257210994288
84,-14.662574863192058
85,-14.662576787056944
86,-14.662577414854113
87,-14.662580729932493
88,-14.662584764524313
89,-14.662587541773515
90,-14.662588236323028
91,-14.662594526313546
92,-14.662596488173055
93,-14.66259659646312
94,-14.66259843620237
95,-14.662599320099936
96,-14.662611902603688
97,-14.66261787404646
98,-14.662625493876696
99,-14.662628688719956
100,-14.662629916789474
101,-14.66263369774384
