t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
0.05,(0.04628783591669593+0.4776876134001939j),(0.08528371288484873+0.8863723946436229j),(0.13122450165613614+0.6913154768722088j),(-0.9390713744757042+1.6905476587414248j),(0.5886251055607933-0.8436443484906376j),(-0.19491793717935943+0.2339228746100006j),(1.2212849642921808-0.14521988433787075j),(0.5054367954471239+0.3215962993811805j),(0.6605990405808536-0.18656320301784063j),(0.42516477239273154-1.1377912975106301j),(1.0570165687588666-1.039168828585859j),(-1.2557811342213394+0.042456148384268436j),(-0.2199512895702053-0.398343720820556j),(-1.4977114671497906-0.5052629495396281j),(-0.5913313728261208-1.0125338013612009j)
0.055,(0.0515585508852864+0.47510739688518216j),(0.08938222875144244+0.8849434897812781j),(0.136611961927279+0.6889619980741704j),(-0.9405121587447539+1.6891350289319063j),(0.5802090447086246-0.8503496103052767j),(-0.19473452059486765+0.2306961058937143j),(1.219263475665575-0.16205735458873322j),(0.5124997870483601+0.3086207536278772j),(0.656414920019427-0.20208289273556804j),(0.41798237162512025-1.1412366668450324j),(1.0477715519958952-1.049180443805819j),(-1.2560769258731173+0.03167151338840485j),(-0.21937595216809802-0.40082009129727414j),(-1.494884008207077-0.5142336512043074j),(-0.5882505585266028-1.0151349504169398j)
0.06,(0.05695134844125282+0.4724480433818606j),(0.09353435809574343+0.8834918540175161j),(0.14208055814273288+0.6865480978136831j),(-0.9419428476653343+1.687728328786136j),(0.571845752184416-0.8568874906668693j),(-0.19452925169601243+0.227473462570855j),(1.2170309051889205-0.17879292003364539j),(0.5193344753366109+0.2953809173466342j),(0.6519394702909423-0.21737790270297655j),(0.4108720875100112-1.1445998141937812j),(1.0385260644907783-1.0590208414567546j),(-1.2562859135761173+0.020932093665394225j),(-0.21882504431452623-0.4032622054404387j),(-1.4920310063875086-0.5231170045222637j),(-0.5852177875014779-1.0176912574369525j)
0.065,(0.06246695296351694+0.4697049104719006j),(0.09773992276296387+0.882016993385534j),(0.14762958822766312+0.6840718732101001j),(-0.943361537417014+1.6863288437646928j),(0.5635390456444176-0.8632603493723005j),(-0.1943007512082265+0.22425763376815155j),(1.214591585764452-0.19541757481950672j),(0.5259195426196008+0.2818838708933178j),(0.6471876687926054-0.23242330356891736j),(0.40383480135273925-1.1478821615450039j),(1.0292847771385163-1.0686898287780624j),(-1.2564091509122286+0.010243936972079953j),(-0.21829943084851222-0.4056694635619485j),(-1.4891550425338047-0.5319092037918878j),(-0.5822344254298097-1.0202023894135703j)
0.07,(0.06810589880977867+0.46687313395204266j),(0.10199867657711736+0.8805184038343344j),(0.1532582087307412+0.6815313864327486j),(-0.944766338404638+1.6849378563126807j),(0.5552925244108096-0.8694707253752819j),(-0.1940476603793399+0.22105137517724535j),(1.2119502416988273-0.2119225072016053j),(0.5322092105421738+0.26811530995205335j),(0.642176700369553-0.24717381429547777j),(0.3968712738873872-1.1510851614976692j),(1.0200522722753564-1.0781874292821476j),(-1.2564478744843188-0.00038697261627981816j),(-0.2177999314119062-0.4080413102705568j),(-1.4862587457945926-0.5406065749807843j),(-0.5793017781144972-1.0226680589837431j)
0.075,(0.07386852980716879+0.4639481316856846j),(0.106310305341019+0.878995571228725j),(0.15896543482414457+0.6789246647009294j),(-0.9461553752583269+1.6835566458597295j),(0.5471095694717032-0.8755213367863525j),(-0.19376864097957994+0.2178575090546904j),(1.2091119887031294-0.22829909954361793j),(0.5381894021010114+0.2540939415511133j),(0.6369227885801142-0.2616264383768454j),(0.3899821452767859-1.1542102972615866j),(1.0108330436787936-1.0875138827544242j),(-1.256403503916234-0.010954714706012336j),(-0.21732732044938646-0.4103772344718718j),(-1.4833447936244086-0.5492055757257723j),(-0.5764210914822743-1.0250880244290386j)
0.08,(0.07975462054397316+0.4609510767117782j),(0.11067442683628535+0.8774479713493185j),(0.16475014030355695+0.6762497002839181j),(-0.9475267868334778+1.682186488819995j),(0.5389949180990067-0.8814151665813497j),(-0.19346237530157126+0.2146789242219531j),(1.2060816547666409-0.2445268792231966j),(0.5438540152372572+0.23984527243089337j),(0.6314416729964973-0.27578178651247615j),(0.383167935112514-1.1572590826574072j),(1.0016314965675694-1.0966696452533142j),(-1.2562776418527983-0.021453432585030213j),(-0.2168823272084593-0.41267676936835623j),(-1.480415911783698-0.557702795332885j),(-0.5735935515837103-1.0274620896756417j)
0.085,(0.085762636514653+0.4578840628541134j),(0.11509059082333442+0.875875069892533j),(0.17061195742666502+0.6735041400446504j),(-0.9488787262107639+1.6808286585921586j),(0.5309607142015931-0.8871558446705076j),(-0.19312756616033583+0.21151857606541244j),(1.2028637807922118-0.26056297828480446j),(0.5491975657508942+0.22539418969740316j),(0.6257487097928127-0.2896406045881795j),(0.37642904241489833-1.160233062116623j),(0.9924519476016734-1.1056553891102485j),(-1.2560720739598152-0.031877333222831206j),(-0.2164656357394591-0.4149394924593278j),(-1.4774748743388142-0.5660949547773697j),(-0.5708202845932098-1.0297901042943558j)
0.09,(0.09189048454545608+0.4547318392523868j),(0.11955827904138565+0.8742763224705918j),(0.1765588017167283+0.6706824928051989j),(-0.9502093606961339+1.6794844255594272j),(0.5230092302464937-0.8927466238786865j),(-0.19276293689329288+0.20837948653636001j),(1.1994658531493718-0.2764038628345683j),(0.5542151873007453+0.21076496082226592j),(0.6198588717450725-0.3032037736761186j),(0.36976614719512196-1.163133975273028j),(0.9833096686214291-1.1144659700250616j),(-1.255788768924066-0.04222068727049866j),(-0.21607788489554824-0.4171650255409587j),(-1.4745245036620203-0.5743789067036877j),(-0.5681023568090123-1.0320719635006022j)
0.095,(0.0981356766823058+0.4514799069913331j),(0.12407690520846001+0.8726511746115231j),(0.1825890417080689+0.6677821649895441j),(-0.9515168718208133+1.6781550570895338j),(0.5151407915191054-0.898190628831943j),(-0.19236723136025896+0.20526474415099985j),(1.1958954189832554-0.292049010902296j),(0.5589026314044728+0.19598123364271874j),(0.6137867482311898-0.31647231003481063j),(0.36318576086894677-1.165966064818223j),(0.974218708130152-1.1230971918574852j),(-1.2554293010384145-0.05247566334942692j),(-0.2157196558234795-0.41935306429642877j),(-1.4715676704314875-0.5825516354255148j),(-0.5654407746531931-1.0343076081544198j)
0.1,(0.10449533019080115+0.44811451910072486j),(0.12865024462859373+0.8709935814661935j),(0.18869791954723192+0.6648016967497508j),(-0.9527994553413034+1.6768418175347368j),(0.5073556857544619-0.9034909485152769j),(-0.1919378188686392+0.2021741185214643j),(1.1921598929483168-0.307497964180473j),(0.563256267438579+0.18106603636161245j),(0.6075465452309804-0.3294473651091263j),(0.35668911421425004-1.1687315233665616j),(0.9651801634732711-1.1315520015805003j),(-1.2549897701792052-0.06261261874423357j),(-0.2153897806236105-0.4215073465774023j),(-1.4686072936312962-0.5906102569257408j),(-0.5628364846716623-1.0364970247604655j)
0.105,(0.1109661675562167+0.44462268055537296j),(0.13328867931346525+0.8692887691914817j),(0.19488073042654486+0.6617397158637764j),(-0.9540553212393813+1.6755459682318208j),(0.49965416313723354-0.9086506362726319j),(-0.19147206071620224+0.19910695943874773j),(1.1882665572083329-0.3227503280242622j),(0.5672730826384053+0.16604177754741162j),(0.601152085326161-0.34213022553029016j),(0.3502749207560243-1.171431511105668j),(0.956195088842013-1.139833323382891j),(-1.2544721552650646-0.07262244677338432j),(-0.2150877011827834-0.4236300051647992j),(-1.4656464784646688-0.5985517490046829j),(-0.5602910981579077-1.0386403926350214j)
0.11,(0.11754451648350278+0.440992148275126j),(0.13798976329055562+0.8675373470678983j),(0.2011328225841178+0.6585949377354726j),(-0.9552826937221006+1.6742687675020957j),(0.49203643630172733-0.9136727098068956j),(-0.1909696822703713+0.19606797743611198j),(1.1842225614364001-0.3378057714515042j),(0.5709506820981332+0.1509302461341945j),(0.5946168077003503-0.3545223131158805j),(0.3439419036744229-1.1740671775949643j),(0.9472644992582342-1.147944056476988j),(-1.2538804131987178-0.08250362872145764j),(-0.21481410228812597-0.4257201700977252j),(-1.462696049075118-0.6063583037326076j),(-0.5578103966231172-1.0407388321314586j)
0.115,(0.12422630989728524+0.43721143112487093j),(0.14275034736006953+0.8657408106958601j),(0.2074495973038431+0.6553661653945839j),(-0.9564798112217907+1.6730114706513972j),(0.4845026803318868-0.9185601511798996j),(-0.1904304097880678+0.19306172942386426j),(1.1800349228149365-0.3526640271427172j),(0.5742872887707835+0.1357526114216533j),(0.5879537681390686-0.3666251848698293j),(0.3376887958047601-1.1766396617656711j),(0.9383893705744202-1.1558870750986685j),(-1.2532184266363973-0.09225472004597157j),(-0.2145696383943041-0.4277770046911056j),(-1.459762687671717-0.6140206105683589j),(-0.5553954328210229-1.042792601913547j)
0.12,(0.13100708594186555+0.4332697899145325j),(0.1475673391451955+0.8639006155693627j),(0.21382650891539573+0.6520522894967488j),(-0.9576449263960572+1.671775329970087j),(0.47705303276129224-0.923315906812419j),(-0.1898539530638144+0.19009257751544723j),(1.1757105260356813-0.36732489144109687j),(0.5772817434682168+0.12052942307509382j),(0.581175639029738-0.3784405329824224j),(0.3315143396375109-1.1791500919208062j),(0.9295706394736863-1.1636652285073563j),(-1.2524900039878435-0.10187435037738396j),(-0.2143549336235218-0.42979970553568486j),(-1.4568481782577611-0.6215389532879018j),(-0.5530461561115354-1.0448017594350032j)
0.125,(0.13788198798122084+0.42915723739907363j),(0.15243770309210572+0.8620181770759799j),(0.22025906479423304+0.6486522883234989j),(-0.9587763061277819+1.670561594733052j),(0.46968759357316053-0.927942887484173j),(-0.18924000542973501+0.18716468902743885j),(1.1712561232996939-0.3817882243525165j),(0.5799335048611334+0.10528061112543563j),(0.5742947093616821-0.3899701848302993j),(0.32541728731831143-1.1815995857351862j),(0.9208092034697772-1.1712813409860217j),(-1.2516988794163042-0.11136122351909236j),(-0.21417058176552126-0.43178750249802705j),(-1.4539542561716265-0.6289136529067044j),(-0.5507624961230415-1.0467663749097662j)
0.13,(0.1448457645990039+0.4248645382784952j),(0.15735846046995622+0.8600948704968646j),(0.22674282536159482+0.6451652277822595j),(-0.9598722315251222+1.6693715111997056j),(0.46240642520034525-0.9324439683338244j),(-0.18858824375555489+0.18428203647955255j),(1.1666783343173557-0.396053949545527j),(0.582242649479073+0.09002548596921223j),(0.5673228847261262-0.40121610297645327j),(0.31939640064795843-1.1839892502554243j),(0.9121059209070671-1.178738211841181j),(-1.2508487128385346-0.120714117447434j),(-0.21401714627758275-0.4337396587205158j),(-1.4510826080867691-0.636145067679739j),(-0.548544362752404-1.0486865313119973j)
0.135,(0.151892769598543+0.4203832091978361j),(0.16232668937088673+0.858132031006748j),(0.2332734040845033+0.6415902614063494j),(-0.9609309979215123+1.6682063226139863j),(0.4552095525253365-0.9368219888589796j),(-0.1878983284486005+0.18144839759463707j),(1.1619836463083681-0.41012205435135674j),(0.5842098717104152+0.0747827383685706j),(0.5602716873161975-0.41218038517023137j),(0.31345045108240965-1.186320181899933j),(0.9034616109605595-1.1860386154028981j),(-1.2499430899247979-0.12993188431168584j),(-0.2138951602845248-0.43565547062135396j),(-1.448234872011726-0.6432335931014811j),(-0.5463916461649619-1.050562324376079j)
0.14,(0.1590169620028422+0.4157055187471735j),(0.16733952471002073+0.8561309536739397j),(0.23984646747576321+0.6379266303549809j),(-0.9619509148756618+1.6670672692043584j),(0.44809696288026124-0.9410797529161896j),(-0.18716990345379964+0.17866735529867658j),(1.1571784140017543-0.4239925897639117j),(0.585836483802379+0.059570439451271606j),(0.5531522559269246-0.4228652643473343j),(0.3075782197327837-1.1885934664589217j),(0.8948770536358878-1.193185301024782j),(-1.2489855220988644-0.1390134504340646j),(-0.21380512657870396-0.4375342678945639j),(-1.445412637290114-0.6501796619059101j),(-0.5443042167945302-1.0523938625966167j)
0.145,(0.1662119060545811+0.41082448746162237j),(0.17239415822546544+0.8540928934603284j),(0.2464577350939617+0.6341736634132595j),(-0.9629303061715566+1.6659555881838122j),(0.4410686060468828-0.9452200287209483j),(-0.18640259625368139+0.17594229772079065j),(1.1522688596358577-0.4376656704397754j),(0.587124415861023+0.04440604071069021j),(0.545975345955238-0.4332731086298165j),(0.30177849736536-1.1908101790943983j),(0.8863529897693145-1.2001809930839893j),(-1.247979446538012-0.14795781630972654j),(-0.213747517620015-0.43937541350998743j),(-1.4426174446006303-0.6569837440665091j),(-0.5422819253434004-1.0541812672284374j)
0.15,(0.17347077121611498+0.4057338878213356j),(0.17748783847831195+0.852019065221381j),(0.25310297954346844+0.6303307769921846j),(-0.963867509818459+1.6648725137498637j),(0.4341243942566014-0.9492455488476942j),(-0.1855960178683761+0.17327641819323408j),(1.1472610729583432-0.45114147469820914j),(0.5880762158512458+0.02930637400581443j),(0.5387513293999697-0.4434064213260865j),(0.29605008440157893-1.1929713843401684j),(0.8778901210277318-1.2070283909812225j),(-1.2469282261730263-0.15676405660676793j),(-0.2137227755358908-0.441178303713286j),(-1.439850785957053-0.6636463467962643j),(-0.5403246027823397-1.0559246722865903j)
0.155,(0.18078633216947465+0.40042824425150453j),(0.18261787085263498+0.8499106437061434j),(0.2597780264744354+0.626397475128649j),(-0.964760878050907+1.6638192770845543j),(0.42726420219045363-0.953159010229809j),(-0.18474976285561534+0.1706727152513973j),(1.1421610112261966-0.46442024452115166j),(0.5886950495967853+0.01428765156124645j),(0.5314901948618536-0.4532678409309062j),(0.29039179091804157-1.1950781361018354j),(0.8694891099086611-1.213730169140731j),(-1.2458351496882005-0.16543132016622447j),(-0.21373131212130242-0.4429423680259401j),(-1.43711410470824-0.6701680145476664j),(-0.5384320603505918-1.0576242245463467j)
0.16,(0.18815096881636667+0.3949028331223582j),(0.18778161755549297+0.8477687635572397j),(0.2664787545827972+0.6223733494854387j),(-0.9656040564962026+1.6627993444275786j),(0.420487866979113-0.9569630741596185j),(-0.18386340931073206+0.1681339926338059j),(1.1369744992057245-0.47750228555321916j),(0.588984700780219-0.0006345340327975624j),(0.524201547543525-0.4628601411253912j),(0.2848024366465101-1.197131477656801j),(0.8611505797402538-1.2202889770103105j),(-1.2447034315213352-0.17395883000207166j),(-0.21377350883875898-0.44466706924525j),(-1.4344087955381302-0.676549329012709j),(-0.5366040895558761-1.0592800835432001j)
0.165,(0.195556666278173+0.3891536827491638j),(0.1929764976169283+0.8455945193108727j),(0.2732010956102706+0.6182580793512332j),(-0.966366817014844+1.6618273725601573j),(0.41379518820288963-0.9606603662883924j),(-0.18293651886666043+0.16566285928212102j),(1.1317072291725545-0.4903879671017055j),(0.5889495709429643-0.015445209820488082j),(0.5168946092495211-0.4721862307770114j),(0.2792808509739074-1.1991324416542644j),(0.8528751146812902-1.2267074390613029j),(-1.2435362118637383-0.18234588330122486j),(-0.21384971681830786-0.44635190344433534j),(-1.4317362044657422-0.6827909091228898j),(-0.5348404621743889-1.0608924215728657j)
0.17,(0.20299501489595156+0.3831775733922265j),(0.1981999868899669+0.8433889653968241j),(0.27994103434435524+0.614051431640606j),(-0.9670452665527769+1.6609053231775437j),(0.40718592789172997-0.964253476626344j),(-0.18196863669393593+0.16326172934113903j),(1.1263647609116354-0.5030777221365821j),(0.588594679485278-0.030130022480381713j),(0.5095782183862807-0.4812491539395898j),(0.2738258729423174-1.201082050115223j),(0.8446632597211805-1.232988154788597j),(-1.2423365566602256-0.19059185142353885j),(-0.2139602568575345-0.4479963999721351j),(-1.4290976288451753-0.6888934110492098j),(-0.5331409302508017-1.0624614236912813j)
0.17500000000000002,(0.21045721023043562+0.37697203725688966j),(0.2034496180506186+0.8411531161384538j),(0.2866946086183329+0.6097532608940237j),(-0.967640839252714+1.6600326117424753j),(0.4006598105252175-0.9677449595426305j),(-0.18095929150069529+0.16093282215879182j),(1.1209525217172365-0.5155720472904981j),(0.5879256636662566-0.04467523832542114j),(0.5022608299621443-0.49005208985330345j),(0.26843635124898463-1.202981314432472j),(0.8365155206799642-1.2391336987106283j),(-1.2411074576091206-0.1986961799018085j),(-0.21410541942156253-0.4496001214534078j),(-1.4264943173656093-0.6948575282021737j),(-0.5315052260982629-1.0639872877146062j)
0.18,(0.21793405306203412+0.3705353584935346j),(0.20872298059787683+0.8388879457527006j),(0.2934579093112678+0.6053635092778462j),(-0.9681549637068909+1.6592086510172788j),(0.3942165230325722-0.971137333765353j),(-0.17990799553267656+0.15867816228614656j),(1.1154758063929486-0.5278715028587799j),(0.5869487786038363-0.059067743302935405j),(0.49495051558735403-0.4985983529446831j),(0.2631111442463147-1.2048312353706045j),(0.8284323642083105-1.2451466203693782j),(-1.239851832162254-0.20665838844176787j),(-0.21428546464305365-0.4511626637887313j),(-1.423927470051304-0.7006839912317903j),(-0.5299330622983967-1.065470224219222j)
