t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
0.355,(0.39644902455835046+0.039111879267654914j),(0.39370623903952245+0.7457438821184776j),(0.5098427822684783+0.4000449928127845j),(-0.9455273779771202+1.6563208052348424j),(0.2156799412941411-1.0443716273981325j),(-0.11176169125276816+0.12788467215332033j),(0.914531632638648-0.844637364031736j),(0.44205932712374285-0.4155940891073561j),(0.2779792131168791-0.6717169460410709j),(0.10908924816124932-1.245483559513818j),(0.586943495138635-1.3900131568409613j),(-1.1963814080769175-0.3975433153058939j),(-0.24234536170688872-0.47922518567983274j),(-1.3627922256235676-0.826314084086198j),(-0.5112480282734206-1.092906739371495j)
0.36,(0.39723021184518964+0.028732131771123645j),(0.39870789652525046+0.742733641857222j),(0.5148002537214698+0.3930590247244955j),(-0.9440139841879883+1.6568379891006006j),(0.2116932492559228-1.0455728936178719j),(-0.10877317620421534+0.12800113032244356j),(0.9091424244613531-0.8508317295526973j),(0.436942682924452-0.42173010014874013j),(0.27309396658940854-0.6743224564848855j),(0.10540048366164256-1.2461339685100197j),(0.5811656677071448-1.392738970619655j),(-1.1954875118916022-0.40069505300519187j),(-0.24369854630155804-0.47931686335871304j),(-1.3619267671539064-0.8279857640336317j),(-0.5116054413962282-1.0930921743061366j)
0.365,(0.39777583620157997+0.018419875257683155j),(0.4036840434179241+0.7397019316810747j),(0.5196601053038612+0.38604093692505825j),(-0.9424680980804111+1.6573802974928236j),(0.20775140556727-1.0467431884212886j),(-0.10571694579413853+0.1281271184170343j),(0.9037915069396605-0.8568967112774415j),(0.4318307612929138-0.42770105492561034j),(0.26826424205812444-0.6768575071743088j),(0.10174058046979612-1.246764590790987j),(0.5754421528525001-1.3954089367415783j),(-1.1946228397440695-0.40373904345496914j),(-0.24507491474149024-0.4793758031140963j),(-1.3611079623086328-0.829573003279089j),(-0.5120018891305316-1.0932514434843048j)
0.37,(0.398090664362312+0.00818183783792742j),(0.4086344284899196+0.7366482017629612j),(0.5244204436344504+0.3789940013647852j),(-0.9408909373284943+1.6579470405581898j),(0.20385267024359505-1.047883676176348j),(-0.10259130134033631+0.1282570889036403j),(0.8984791402313574-0.8628352886830433j),(0.4267253161871005-0.43351186749967385j),(0.2634882990882261-0.6793238428257274j),(0.09810876383422845-1.2473760232496338j),(0.5697719287892895-1.3980246556434806j),(-1.193787487719437-0.40667762493266885j),(-0.24647357452579646-0.47940286532769916j),(-1.3603351618450614-0.8310779475737167j),(-0.5124363342600483-1.09338524237082j)
0.375,(0.3981794574439353-0.001975627052757223j),(0.413558857336597+0.7335718621693859j),(0.529079428377817+0.37192157761988265j),(-0.9392837140558666+1.6585375257429664j),(0.1999952657499468-1.0489954856099604j),(-0.0993949194985047+0.12838541807076512j),(0.8932054520035526-0.8686505049092541j),(0.4216279967423733-0.4391673655069893j),(0.25876443553079825-0.6817231871237307j),(0.09450426865861922-1.2479688521506724j),(0.5641539345627324-1.4005877027856561j),(-1.1929814776563297-0.4095132098886745j),(-0.24789360282112613-0.479398943657058j),(-1.359607667855587-0.8325027799081651j),(-0.5129077198369721-1.093494279190724j)
0.38,(0.39804697094475844-0.012046540654192306j),(0.41845719237629986+0.7304722828604316j),(0.5336352722443236+0.3648271128924501j),(-0.9376476348356799+1.6591510577930086j),(0.19617737700101084-1.0500797098079793j),(-0.09612685226223691+0.12850640602886831j),(0.8879704374326751-0.8743454667585038j),(0.4165403472714825-0.44467229015796733j),(0.2540909875228112-0.6840572427211106j),(0.09092633950180873-1.2485436531306127j),(0.5585870700486771-1.4030996286519473j),(-1.1922047571468803-0.41224828494630894j),(-0.24933404646166674-0.4793649650355284j),(-1.3589247337676846-0.8338497205125885j),(-0.5134149691819729-1.0935792749292819j)
0.385,(0.39769795474484926-0.022025298881407113j),(0.42332935285035556+0.7273487936897601j),(0.5380862409901148+0.3577141420104808j),(-0.9359839006906086+1.6597869387537594j),(0.19239715136110985-1.0511374062152024j),(-0.09278652696302367+0.12861427671036538j),(0.882773959204475-0.8799233446958994j),(0.4114638072645676-0.4500312962373705j),(0.24946632948712036-0.6863276912388621j),(0.08737423057779808-1.2491009911977622j),(0.5530701959536017-1.4055619587497419j),(-1.191457199536729-0.41488541090183445j),(-0.25079392194914385-0.47930188967228543j),(-1.3582855643439098-0.8351210268566445j),(-0.5139569858841967-1.0936409633319797j)
0.39,(0.3971371531060347-0.03190667232463859j),(0.4281753148230754+0.7242006844046113j),(0.5424306534171183+0.3505862874278613j),(-0.9342937070928499+1.6604444679702506j),(0.18865269864420253-1.0521695966353708j),(-0.08937374627025294+0.1287031778696278j),(0.8776157475140238-0.8853873728492254j),(0.4063997113891572-0.45524895210431304j),(0.24488887413246696-0.6885361932661827j),(0.0838472057557495-1.2496414207322264j),(0.5476021338146133-1.4079761936099744j),(-1.1907386039250234-0.4174272227244534j),(-0.2522722154528213-0.47921071105232366j),(-1.3576893156818983-0.8363189936494941j),(-0.5145326538012654-1.0936800909045263j)
0.395,(0.3963693046719006-0.04168580624933155j),(0.43299511118175427+0.7210272046458038j),(0.5466668813730432+0.34344725922437164j),(-0.9325782439641246+1.6611229420871019j),(0.18494209111388443-1.0531772672311697j),(-0.08588868819121005+0.1287671810829829j),(0.8724954000657136-0.8907408490089441j),(0.4013492894901691-0.460329739692261j),(0.24035707245347745-0.6906843883604729j),(0.08034453855998608-1.2501654854859094j),(0.5421816659994492-1.4103438087871263j),(-1.190048695164419-0.41987642955630794j),(-0.2537678828095011-0.47909245593645716j),(-1.3571350952143668-0.8374459528398026j),(-0.5151408370592775-1.0936974169128522j)
0.4,(0.3953991424677922-0.05135822059613859j),(0.4377888316366708+0.7178275639477352j),(0.550793349751382+0.33630085510568547j),(-0.9308386956756757+1.661821655048521j),(0.18126336348338784-1.0541613685242281j),(-0.0823319060710777+0.12880028174871402j),(0.8674123820732578-0.8959871346281956j),(0.3963136665899102-0.4652780545090327j),(0.2358694137306638-0.6927738950473357j),(0.07686551216999149-1.2506737185825123j),(0.5368075357064754-1.4126662548592253j),(-1.1893871238610785-0.42223581471247973j),(-0.2552798495235231-0.47894818436131925j),(-1.3566219617091113-0.8385042736157385j),(-0.5157803800528072-1.0936937133831102j)
0.405,(0.3942313939008136-0.060919809980919865j),(0.4425566227210875+0.7146009317383812j),(0.5548085364914095+0.3291509604033698j),(-0.9290762410482694+1.6625398980983042j),(0.17761451291558172-1.0551228153951187j),(-0.0787043285929359+0.12879639908706042j),(0.8623660262596902-0.9011296548227965j),(0.3912938628880765-0.4700982056367979j),(0.2314244255304234-0.6948063108205772j),(0.07340941942041068-1.251166642517535j),(0.5314784469646882-1.414944957427845j),(-1.1887534663746722-0.42450823568099016j),(-0.2568070107667657-0.4787789896393629j),(-1.3561489252690095-0.8394963624049739j),(-0.516450107444905-1.093669765101675j)
0.41000000000000003,(0.3928707807598281-0.07036684369474364j),(0.44729868779125054+0.7113464373392966j),(0.5587109725781824+0.32200154807488524j),(-0.9272920533521947+1.663276959779836j),(0.17399349902297145-1.0560624870833581j),(-0.07500725977776201+0.12874937614021728j),(0.8573555328573661-0.9061718983712421j),(0.3862907937617531-0.4747944157320782j),(0.2270206737050391-0.6967832121422061j),(0.06997556280104905-1.2516447691582744j),(0.5261930646337126-1.4171813171181065j),(-1.1881472248183778-0.42669662412280024j),(-0.2583482313786452-0.4785859983588603j),(-1.3557149473320185-0.840424662874685j),(-0.5171488241670978-1.0936263696151434j)
0.41500000000000004,(0.3913220192154581-0.07969596570388549j),(0.4520152870263898+0.7080631699656142j),(0.5624992420425404+0.3148566787035858j),(-0.9254873003072638+1.6640321259360893j),(0.1703982438676993-1.0569812271874066j),(-0.0712423789844308+0.12865297977233578j),(0.8523799696079615-0.911117417714705j),(0.38130526976541446-0.47937082102574724j),(0.22265676239267915-0.6987061544424339j),(0.06656325445687311-1.252108599743826j),(0.5209500144038035-1.4193767095786767j),(-1.187567827058881-0.4288039858718109j),(-0.2599023458661161-0.47837037038390334j),(-1.3553189406711759-0.841291655931551j),(-0.5178753154193885-1.0935643372303343j)
0.42,(0.38958981982008517-0.08890419464982918j),(0.456706737428719+0.704750178726046j),(0.5661719819611054+0.3077205004987191j),(-0.9236631440828114+1.6648046797096243j),(0.16682663196154407-1.0578798436646686j),(-0.06741174090971433+0.12850090066952297j),(0.8474382717624733-0.9159698289570348j),(0.3763379966309238-0.48383147132303045j),(0.2183313340173973-0.7005766721196748j),(0.06317181618801021-1.2525586248850826j),(0.5157478827958455-1.4215324854817695j),(-1.1870146267163748-0.4308334009348627j),(-0.261468158403671-0.47813329885440314j),(-1.3549597693946-0.8420998597217553j),(-0.5186283466702556-1.0934844910142887j)
0.425,(0.38767888750784985-0.09798892384926605j),(0.4613734128234356+0.7014064726228822j),(0.5697278824562819+0.30059724929542603j),(-0.9218207412976952+1.6655939015425907j),(0.16327651026592105-1.058759108831492j),(-0.06351777558828194+0.12828675333984188j),(0.84252924208122-0.92073281186476j),(0.3713895752675338-0.488180330003505j),(0.21404306928913272-0.7023962785405459j),(0.05980057944974865-1.2529953245647358j),(0.5105852171613523-1.4236499705231442j),(-1.1864869031645595-0.4327880234917359j),(-0.2630444428333408-0.47787601018609044j),(-1.3546362489454895-0.8428518296309844j),(-0.5194066636566544-1.09338766679427j)
0.43,(0.38559392159465183-0.10694792129409508j),(0.4660157438587208+0.698031020551992j),(0.5731656866962568+0.2934912485547413j),(-0.9199612430202961+1.6663990691767252j),(0.15974568819188245-1.0596197593631687j),(-0.059563288392700406+0.1280040761133115j),(0.8376515508338402-0.9254101098670855j),(0.36646050176188605-0.49242127402110025j),(0.20979068720370997-0.704166466039867j),(0.05644888535253728-1.2534191681372746j),(0.505460525682467-1.4257304654221088j),(-1.1859838615306435-0.4346710818951505j),(-0.2646299426646943-0.47759976407051524j),(-1.354347146102123-0.8435501582844289j),(-0.5202089923840163-1.0932747131577627j)
0.435,(0.38333961577815-0.11577932965142329j),(0.4706342180057397+0.6946227513028226j),(0.5764841908949992+0.28640690936359264j),(-0.9180857947685176+1.6672194576533537j),(0.156231937600117-1.0604624962939342j),(-0.055551460033433836+0.12764633114190668j),(0.8328037357992939-0.9300055300558934j),(0.3615511673780114-0.4965580939040969j),(0.20557294504283913-0.7058887059206607j),(0.05311608466198625-1.2538306143289857j),(0.5003722773719625-1.4277752459215154j),(-1.1855046326953425-0.43648587867076616j),(-0.2662233710748386-0.4773058534750471j),(-1.3540911789778602-0.844197475546783j),(-0.5210340391262485-1.0931464914524742j)
0.44,(0.3809206581377622-0.12448166626356538j),(0.4752293795586407+0.6911805535584005j),(0.5796848892138949+0.2793485702669521j),(-0.916195536509786+1.6680543393133898j),(0.1527329928009501-1.0612879850169683j),(-0.051485846558843695+0.1272069043995583j),(0.8279842022658621-0.9345229431857451j),(0.3566618585573299-0.5005944937551278j),(0.20138863837411566-0.7075644484541523j),(0.04980153779886626-1.2542301112379541j),(0.49531890207324103-1.4297855627877638j),(-1.185048273292879-0.4382357905171823j),(-0.267823410908419-0.47699560464287505j),(-1.3538670170211404-0.8447964485222443j),(-0.5218804904257346-1.0930038757863343j)
0.445,(0.37834173113466546-0.13305382314804348j),(0.47980182963455664+0.6877032758953302j),(0.5828060970017916+0.2723149071058407j),(-0.914291602661051+1.6689029837973353j),(0.14924655055434366-1.062096855284394j),(-0.04737037935518876+0.12667910568215318j),(0.8231912230311464-0.9389662836738777j),(0.35179275691865053-0.5045340912511778j),(0.1972366010510206-0.70919512287977j),(0.046504614839109004-1.2546180963340625j),(0.49029879046033453-1.4317626418108003j),(-1.1846137657109845-0.4399242683059381j),(-0.26942871467761875-0.4766703770930074j),(-1.353673281015484-0.8453497815545141j),(-0.5227470130933342-1.0928477530274936j)
0.45,(0.3756075116117959-0.14149506699758785j),(0.48435222617360346+0.6841897267837953j),(0.5858597250854246+0.26529852241428453j),(-0.9123751220887848+1.6697646580452807j),(0.14577027006989646-1.0628897012072782j),(-0.043209365146625156+0.12605616860753396j),(0.81842293840207-0.943339549600207j),(0.3469439392581716-0.5083804176435832j),(0.1931157052129202-0.7107821374051448j),(0.043224695513807254-1.2549949964589917j),(0.48531029403790416-1.4337076838041174j),(-1.184200018090897-0.44155483708151216j),(-0.2710379045621595-0.4763315636202721j),(-1.3535085430794909-0.8458602162267974j),(-0.5236322542083831-1.092679022804326j)
0.455,(0.3727226707938488-0.1498050391801365j),(0.4888812839388811+0.6806386745875577j),(0.5888444495141876+0.25829207467638676j),(-0.9104472181089824+1.670638626296904j),(0.1423017730068437-1.0636670812556326j),(-0.03900748599520634+0.1253312506154994j),(0.8136773561948768-0.9476468027073262j),(0.3421153775494803-0.5121369177580326j),(0.18902486128506632-0.7123268792061104j),(0.039961169209214165-1.2553612278262203j),(0.4803517251412406-1.4356218646047543j),(-1.183805864327362-0.44313109606132317j),(-0.2726495724093007-0.4759805902953165j),(-1.3533713266668421-0.846330531361803j),(-0.5245348411186932-1.0924985975054267j)
0.46,(0.36969187428727845-0.157983755738835j),(0.4933897745164735+0.677048847563958j),(0.5917589264236499+0.25128846504314106j),(-0.9085090084871621+1.671524150091472j),(0.13883864347405728-1.0644295182584111j),(-0.03476979930088317+0.12449743296780404j),(0.8089523517351314-0.9518921684005057j),(0.33730693894355324-0.5158069499945659j),(0.1849630179785962-0.713830714426703j),(0.03671343496674423-1.2557171960210245j),(0.4754213569362641-1.4375063350732966j),(-1.183430064068633-0.4446567186357295j),(-0.2742622797338403-0.4756189164646072j),(-1.353260106566299-0.8467635430217431j),(-0.5254533814405525-1.092307402279613j)
0.465,(0.3665197820802983-0.16603160739203676j),(0.49787852631544793+0.6734189338639154j),(0.5946017920355574+0.2442808373324313j),(-0.906561605438365+1.6724204882678393j),(0.13537857253968175-1.0651774207622373j),(-0.030501737801503795+0.12354772074815847j),(0.8042456678577197-0.9560798357476938j),(0.33251838576875603-0.5193937863275755j),(0.18092916229053266-0.715294988179162j),(0.0334809014829725-1.2560632960004794j),(0.4705174234195244-1.4393622210938763j),(-1.1830713027164712-0.44613545236802893j),(-0.27587455771811414-0.47524803475043054j),(-1.353173308901703-0.8471621045083335j),(-0.5263864630587255-1.0921063750359254j)
0.47000000000000003,(0.36321104854288083-0.17394935953330315j),(0.5023484245678558+0.6697475815319275j),(0.5973716626578318+0.2372625780290317j),(-0.9046061156271546+1.673326896964449j),(0.13192221616368574-1.0659100269737716j),(-0.026209109572813763+0.12247504286222914j),(0.7995549149068479-0.9602140574795166j),(0.3277493755308434-0.522900612305805j),(0.17692231950378376-0.7167210245439296j),(0.030262987109634987-1.2563999120934568j),(0.46563811941820044-1.441190623574172j),(-1.1827281914261447-0.4475711189944591j),(-0.2774849072119964-0.47486947105089206j),(-1.3531093111319763-0.8475291063627939j),(-0.5273326541264524-1.0918964664436248j)
0.47500000000000003,(0.3597703224267577-0.181738152231403j),(0.5068004113287321+0.6660333985060709j),(0.6000671346845711+0.2302273162846067j),(-0.9026436401676182+1.6742426296193325j),(0.12847068482703664-1.0666274191302885j),(-0.02189809802845588+0.12127225203763853j),(0.7948775707360444-0.964299149989277j),(0.32299946091295917-0.5263305270523503j),(0.172941553187143-0.7181101265696503j),(0.027059119853628688-1.2567274180006272j),(0.4607816005901013-1.4429926184454094j),(-1.1823992671064296-0.44896761442419764j),(-0.27909179873289924-0.4744847845399169j),(-1.3530664420511207-0.8478674763658474j),(-0.5282905030654494-1.0916786399321952j)
0.48,(0.35620224686541974-0.189399500230313j),(0.5112354854760952+0.6622749526180007j),(0.6026867845960491+0.2231689239177112j),(-0.9006752746233653+1.675166936970109j),(0.1250245480571295-1.0673301054481699j),(-0.017575261919970428+0.119932124823965j),(0.7902109807081574-0.9683394933329565j),(0.31826808977563664-0.5296865432646589j),(0.16898596519528963-0.7194635762731718j),(0.02386873737701134-1.2570461767944585j),(0.455945983423665-1.4447692566623591j),(-1.1820829924196097-0.4503289087393615j),(-0.280693672465773-0.47409556766724953j),(-1.3530429817882192-0.8481801795377208j),(-0.5292585385659095-1.0914538716913422j)
0.485,(0.3525114593741167-0.19693529294921763j),(0.5156547027109482+0.6584707715929505j),(0.6052291689587161+0.21608151541379012j),(-0.8987021090075284+1.6760990670539866j),(0.12158436712119304-1.068018587568082j),(-0.01324753533679486+0.11844736159274283j),(0.7855523576953571-0.9723395312292129j),(0.3135546051567975-0.5329715872145305j),(0.16505469566878792-0.7207826346395445j),(0.020691286997001623-1.2573565409192176j),(0.4511293452379589-1.4465215642033402j),(-1.1817777557814757-0.45165904619500735j),(-0.2822889382631062-0.47370344615845394j),(-1.3530371618074348-0.8484702181381449j),(-0.5302352695865015-1.0912231506709942j)
0.49,(0.3487025918498575-0.20434779448250928j),(0.5200591755572768+0.6546193430497322j),(0.6076928244251983+0.20895944792517895j),(-0.8967252277827632+1.6770382652077607j),(0.1181506950262899-1.0686933605549749j),(-0.008922227706264121+0.11681058653746229j),(0.7808987820791335-0.9763037710593827j),(0.3088582452717534-0.5361884987481164j),(0.16114692303408784-0.7220685416220214j),(0.017526225685979224-1.2576588521909677j),(0.4463297241826806-1.4482505420702165j),(-1.1814818713613264-0.452962145219132j),(-0.28387597564492556-0.4733100790149136j),(-1.353047164908011-0.8487406316663533j),(-0.53121918535437-1.0909874785813005j)
0.495,(0.3447802705714103-0.21163964359978793j),(0.5244500733620513+0.650719114500737j),(0.6100762677342981+0.2017973212711033j),(-0.8947457098612481+1.6779837740678156j),(0.11472407651931645-1.0693549128980822j),(-0.004607023793610429+0.11501434767356958j),(0.7762472017502985-0.9802367838674795j),(0.30417814351320455-0.5393400312859193j),(0.1572618640035248-0.7233225161420584j),(0.014373020071484277-1.2579534417975713j),(0.4415451192381561-1.4499571662883994j),(-1.1811935790819679-0.4542423984126714j),(-0.28545313379879583-0.47291715851383126j),(-1.3530711252242715-0.8489944968610841j),(-0.5322087553651362-1.0907478698926338j)
0.5,(0.3407491161993022-0.2188138537458612j),(0.5288286222952254+0.6467684933519342j),(0.6123779957109937+0.19458997793767924j),(-0.8927646286046844+1.678934833570124j),(0.11130504808700287-1.0700037265109221j),(-0.0003099837019633622+0.11305111683846683j),(0.7715944321089845-0.9841432043601945j),(0.2995133284512407-0.5424288518227948j),(0.15339877357531959-0.7245457560893142j),(0.011231146436218087-1.258240630298688j),(0.4367734902153423-1.4516423879068467j),(-1.180911044619714-0.45550407254950176j),(-0.28701873157981994-0.4725264102082293j),(-1.3531071282256204-0.8492349277005786j),(-0.5332024293828974-1.0905053518355876j)
0.505,(0.3366137437758195-0.22587381304074466j),(0.5331961053497367+0.6427658469028718j),(0.6145964852664398+0.187332503077913j),(-0.8907830518242964+1.6798906809502459j),(0.1078941379559131-1.0706402767312968j),(0.0039604571276500855+0.11091328969151211j),(0.7669371560646451-0.9880277309068968j),(0.2948627238333402-0.5454575409279494j),(0.1495569450335784-0.7257394383216502j),(0.008100090718042852-1.2585207276257755j),(0.43201275775582404-1.4533071329980627j),(-1.1806323594043857-0.45675150857643837j),(-0.28857105751063894-0.47213959292694935j),(-1.3531532107165427-0.8494650754025819j),(-0.5341986374402268-1.0902609644009786j)
0.51,(0.33237876272500744-0.2328232842796618j),(0.5375538623415062+0.6387095023466763j),(0.6167301933979672+0.18002022451170113j),(-0.8888020417808311+1.68085055074333j),(0.1044918660924449-1.0712650323212922j),(0.0081954879163057+0.10859318571401946j),(0.7622705707240068-0.9918958041948286j),(0.2902251485843712-0.5484285927449418j),(0.1457357099482929-0.7269047186651307j),(0.0049793485099816626-1.25879403308209j),(0.4272608033318167-1.4549523026580973j),(-1.1803555406193122-0.457989121613237j),(-0.2901083697814321-0.4717584987746527j),(-1.3532073608366029-0.8496881284243427j),(-0.535195789838174-1.0900157603398446j)
0.515,(0.32804877685267064-0.23966640493304353j),(0.5419032899094391+0.6345977467700533j),(0.6187775571890823+0.17264871272583052j),(-0.8868226551845586+1.681813674784114j),(0.10109874420282983-1.0718784554672782j),(0.012385922547181849+0.10608304820925882j),(0.7575872171410808-0.9957524890305837j),(0.28559931680659045-0.5513444149916829j),(0.14193443817534032-0.7280427319140226j),(0.0018684250602182262-1.2590608353426844j),(0.4225154692461649-1.4565787730065483j),(-1.1800785312013298-0.4592214009525927j),(-0.29162889624991684-0.4713849531318199j),(-1.3532675180604465-0.8499073124626131j),(-0.5361922771462643-1.0897708051634463j)
0.52,(0.32362838434637253-0.24640768714652844j),(0.5462458415154241+0.6304288271532864j),(0.6207369938094682+0.1652137808739783j),(-0.884845943195272+1.6827792822069223j),(0.0977152757331332-1.0724810017799087j),(0.01652219956555956+0.10337504430245609j),(0.7528854039792392-0.9995979209597422j),(0.2809838377796442-0.5542073289604346j),(0.13815253785648318-0.7291545918307956j),(-0.0012331647279025248-1.259321412454411j),(0.4177745586323427-1.4581873951865587j),(-1.179799199840782-0.46045291006013994j),(-0.2931308344413486-0.4710208146547511j),(-1.3533315731977993-0.8501258904536493j),(-0.5371864702024997-1.0895271771432657j)
0.525,(0.3191196191220507-0.2530510603385579j),(0.5505830274443339+0.6262009503702382j),(0.6226069005149839+0.15771148477671204j),(-0.882872951422287+1.683746599445669j),(0.09434195586925413-1.0730731202941217j),(0.02059438217882259+0.10046126494079308j),(0.7481639939680299-1.0034318916913407j),(0.2763772159605674-0.5570195695178115j),(0.1343894554193695-0.7302413911461224j),(-0.0043258962958752645-1.2595760318359188j),(0.41303583545445355-1.459778995364819j),(-1.1795153409815207-0.4616882865744535j),(-0.29461235154852106-0.4706679752755657j),(-1.3533973683934672-0.8503471625732109j),(-0.5381767201133582-1.0892859673110076j)
0.53,(0.314512087769918-0.259593812541559j),(0.5549164148040246+0.6219122831883496j),(0.6243856546476644+0.15013812292148945j),(-0.8809047199244423+1.6847148502338554j),(0.0909792715369255-1.0736552534691395j),(0.024592585334702714+0.0973343426094816j),(0.7434218937066389-1.0072541916943107j),(0.27177785098378465-0.5597832851047796j),(0.1306446755775327-0.7313042015588782j),(-0.007410235430033274-1.259824950277655j),(0.4082970245072304-1.4613543747315654j),(-1.1792246748209048-0.4629322423070475j),(-0.29607158443176596-0.4703283602022028j),(-1.3534626971273367-0.8505744662365609j),(-0.5391613582537934-1.0890482794585983j)
0.535,(0.30980714281561833-0.26603425464068126j),(0.559247627525336+0.6175609522686403j),(0.6260716136357208+0.14249023646265857j),(-0.8789422832100996+1.685683255604571j),(0.08762770140171405-1.074227837188468j),(0.02851782856639722+0.09400661969448074j),(0.7386580536638901-1.011064610197479j),(0.2671840376611093-0.5625005377366568j),(0.1269177213303917-0.7323440737361411j),(-0.010486638261549164-1.2600684139418656j),(0.4035558114160357-1.4629143095005814j),(-1.1789248473098006-0.46418956324237587j),(-0.2975066396189534-0.4700039279184207j),(-1.3535253042143747-0.8508111760984665j),(-0.5401386962672359-1.0888152301381864j)
0.54,(0.30500841803367434-0.2723713998860495j),(0.5635783463620923+0.6131450441657087j),(0.6276631149935405+0.1347646092214578j),(-0.8769866702371436+1.6866510338904948j),(0.08428771586902026-1.0747913007598968j),(0.032358858178919855+0.09048243433240889j),(0.7338714681782458-1.014862935189567j),(0.262593965981744-0.5651733030031131j),(0.12320815396325088-0.733362037313192j),(-0.013555551266434818-1.2603066583625933j),(0.3988098426368617-1.4644595509091967j),(-1.1786134301525824-0.46546510953783243j),(-0.29891559330549133-0.46969667018379724j),(-1.3535828858046284-0.8510607040531977j),(-0.5411070260655918-1.0885879486621424j)
0.545,(0.3001195486012374-0.2786043513173281j),(0.5679103088911008+0.6086626053277315j),(0.6291584763216871+0.12695826768601573j),(-0.8750389044129815+1.6876174007238922j),(0.0809597770840784-1.0753460669155002j),(0.03609770499350026+0.08675815292528682j),(0.7290611754578058-1.0186489534191923j),(0.2580057211122806-0.5678034700681698j),(0.11951557304729996-0.7343591008935145j),(-0.016617411265541004-1.2605399084456792j),(0.3940567254563295-1.4659908252182872j),(-1.1782879208071317-0.46676381552375024j),(-0.300296491354326-0.4694086120337297j),(-1.3536330893832254-0.8513264992345292j),(-0.5420646198292437-1.0883675771030594j)
0.55,(0.2951441710980876-0.2847323017637201j),(0.5722453095121529+0.6041116420964645j),(0.6305559953068997+0.1190684810113514j),(-0.8731000035945439+1.6885815690366184j),(0.07764433893195649-1.075892551811636j),(0.03971712360226961+0.08283139679106921j),(0.7242262575803082-1.022422450394866j),(0.2534172833966997-0.5703928416702009j),(0.11583961643961424-0.735336252048795j),(-0.019672645424557933-1.2607683784687627j),(0.38929402799169044-1.467508833712275j),(-1.1779457424848379-0.4680906897034025j),(-0.30164734929594184-0.4691418117794348j),(-1.3536735137703737-0.8516120480157385j),(-0.5430097300070499-1.0881552702937523j)
0.555,(0.29008592350663387-0.29075453384396804j),(0.5765851994480236+0.5994901207072414j),(0.6318539497220942+0.11109276101937396j),(-0.871170980088284+1.6895427490601156j),(0.07434184703755645-1.0764311650289464j),(0.04320059236826058+0.07870104216364464j),(0.7193658404931292-1.026183210384996j),(0.24882652835637153-0.5729431341219312j),(0.11217996028315425-0.7362944573189227j),(-0.022721671254014753-1.2609922720812805j),(0.3845192791908246-1.4690142526991299j),(-1.1775842441505975-0.4694508147530022j),(-0.3029661523283613-0.46889836100794885j),(-1.3537017091213615-0.8519208740096071j),(-0.5439405893163454-1.0879521958272573j)
0.56,(0.28494844521191376-0.29667041996635357j),(0.5809318867444717+0.5947959672889751j),(0.6330505974263622+0.10302886219888313j),(-0.8692528406501779+1.690500148325415j),(0.0710527387656139-1.076962309572357j),(0.046532313425407354+0.07436722019283555j),(0.7144790940132829-1.0299310164178839j),(0.2442312266900551-0.5754559773104382j),(0.10853631900676619-0.7372346622119896j),(-0.02576489660927961-1.2612117823044673j),(0.3797299688322421-1.4705077335103673j),(-1.1772007005228144-0.4708493475217014j),(-0.3042508600322299-0.46868039651689614j),(-1.3537151769265576-0.8522565380684202j),(-0.544855410742941-1.0877595340568338j)
0.5650000000000001,(0.27973537700159357-0.30247942232869723j),(0.5852873362702395+0.5900270678641568j),(0.6341441763649716+0.09487478170556854j),(-0.8673465864857248+1.6914529716631357j),(0.06777744322069827-1.0774863818710785j),(0.04969721267854567+0.06983131694439834j),(0.7095652318274214-1.0336656502817272j),(0.2396290442738988-0.577932914697151j),(0.10490844532518173-0.7381577912042904j),(-0.028802719690560086-1.2614270915313563j),(0.3749254009622229-1.4719898064441317j),(-1.1767923120734012-0.4722915190315926j),(-0.3055001233438573-0.4684912370719263j),(-1.3537113700114112-0.8526226382839663j),(-0.5457523875411237-1.0875784780959628j)
0.5700000000000001,(0.2744503610659684-0.308181092918359j),(0.589653569717054+0.5851812683488566j),(0.6351329045693662+0.0866287593620105j),(-0.8654532132499467+1.692400421203485j),(0.06451638124721275-1.078003771778604j),(0.05268093980341275+0.0650959734000233j),(0.7046235114918348-1.0373868925246184j),(0.23501754216144-0.5803754033178503j),(0.10129613023901765-0.7390647477403225j),(-0.031835529042902544-1.2616383715267783j),(0.37010900590433166-1.4734605568434138j),(-1.176356205027777-0.4737826344777078j),(-0.30671302894824043-0.46833309271673296j),(-1.3536876925364516-0.853022809987538j),(-0.5466296932336564-1.0874102338183473j)
