t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
0.15,(0.23779709667176066-0.22889626320425954j),(-0.005738306616701633-0.0039403283786581655j),(-0.025863813371427336+0.059407561396104924j),(4.261985473341003e-07-1.3863982130082723e-07j),(-0.013076268174307617-0.007307930763636459j),(-0.12522688388924896-0.3012960943423183j),(0.00042723939630394354+0.0004352527166056291j),(0.0331152060540825-0.03978703499359896j),(0.008120323121021155-0.0588858341431376j),(-0.0002624676613225906+0.0026509569580024897j),(0.00014840659283426008-0.00019061066308669836j),(-9.964358934302716e-05-4.786951433914854e-05j),(-0.032330764868360166-0.032907744506713965j),(-1.5691609765831817e-05-1.6795992019587184e-06j),(0.0004608838303509561-0.00024242570080690198j)
0.155,(0.22870079244865466-0.23177828313404758j),(-0.005920597734698361-0.0034528128789075062j),(-0.022526075399294593+0.05982834148464952j),(4.116739202126952e-07-1.7909427493613972e-07j),(-0.014890014770030874-0.007166941953678174j),(-0.14100018650672588-0.30979862327155683j),(0.000472459841949258+0.000449622748979323j),(0.0355116517701823-0.04157267910531516j),(0.007139443471907727-0.06462697374236477j),(-7.244306874178684e-05+0.002940911264298113j),(0.00014811041236876247-0.00021506508659369574j),(-0.00011021978682823391-3.5810275926651574e-05j),(-0.03736853980001908-0.032984677093105j),(-1.6681294966512334e-05+3.443344794469493e-07j),(0.0004716639603766804-0.00031991769228961454j)
0.16,(0.2193530567804553-0.23407709767308893j),(-0.006046393854940123-0.002947711120003234j),(-0.019123689449996952+0.059929262887299134j),(3.919713696322177e-07-2.1719363580084623e-07j),(-0.016837495223021123-0.006844023598462166j),(-0.15732807554181386-0.31734270811671395j),(0.0005207361838957837+0.0004614387551235364j),(0.03795815415302855-0.04347510260582961j),(0.005739951302260177-0.07072288668178092j),(0.00016382320536826483+0.003234437863656936j),(0.00014550646331524988-0.00024094517052958262j),(-0.00011935466991938328-2.1682405761781027e-05j),(-0.04270906177346519-0.03256960955569946j),(-1.74104749129835e-05+2.6059909288617063e-06j),(0.0004726457595014379-0.0004046002230911288j)
0.165,(0.20980442440620506-0.23579890063632464j),(-0.006115472737460371-0.0024326389658162013j),(-0.015694039508706806+0.059715757841269465j),(3.6759746671965576e-07-2.5227495411632536e-07j),(-0.018909600357566968-0.006313187076797964j),(-0.17413529201855416-0.32387708960430645j),(0.0005719884318847856+0.0004703974920956081j),(0.040452921320910155-0.04550216350714373j),(0.0038696506967579804-0.07716777873495509j),(0.0004498451360941578+0.003526579716348764j),(0.00014035634341787414-0.00026809276689137706j),(-0.00012669879532217993-5.6754816022298865e-06j),(-0.04831422112924463-0.0316114931063553j),(-1.783637541668006e-05+5.070381347887796e-06j),(0.00046224546205531595-0.0004954659691622545j)
0.17,(0.20010347730404907-0.23695382575742768j),(-0.00612875427448723-0.0019156312409701103j),(-0.012275801412127724+0.05919787160659557j),(3.392024323612149e-07-2.837222938548716e-07j),(-0.0210945253668858-0.0055477619919886735j),(-0.19134185306706394-0.3293583550633045j),(0.0006260962615637779+0.00047621106653631876j),(0.042995107187569735-0.04766005171707345j),(0.001475716393956726-0.08395267131625735j),(0.0007889080910151408+0.0038117379290110204j),(0.00013243099009103117-0.00029631724047006995j),(-0.0001319006758944043+1.1958449601612352e-05j),(-0.054138703519254386-0.030061065080357805j),(-1.791748886367679e-05+7.693960082490555e-06j),(0.0004388567028780578-0.0005912515025526545j)
0.17500000000000002,(0.19029684469123503-0.2375559466888032j),(-0.006088300490443512-0.0014051417308415153j),(-0.008908942848494507+0.058390262466131916j),(3.0758013720231835e-07-3.1096673273969554e-07j),(-0.02337776981312378-0.004520396171830977j),(-0.2088630519235363-0.3337509384251318j),(0.0006828990144865227+0.0004786069346698913j),(0.04558481146220361-0.04995328903924921j),(-0.0014953062137118642-0.09106540148085877j),(0.0011840688302031197+0.004083671754648745j),(0.00012151068041936084-0.0003253954688506253j),(-0.00013460678064591272+3.0904871706659466e-05j),(-0.060129989906742246-0.027870848936419616j),(-1.7613574214688482e-05+1.0424624622998432e-05j),(0.0004008505173190641-0.0006904372914108452j)
0.18,(0.1804298627234145-0.23762399905929396j),(-0.0059972020315371835-0.0009100147736830363j),(-0.005634502585996683+0.05731160638505374j),(2.736626307187112e-07-3.3348085080814477e-07j),(-0.025741932777081828-0.003203112581405205j),(-0.2266082774267275-0.3370271204545686j),(0.0007421956862075756+0.00047731048777548883j),(0.048221369451900586-0.0523866777857145j),(-0.0050990148339910045-0.09848847270171418j),(0.0016381445631254155+0.00433551458204999j),(0.00010738044072245725-0.00035506978515802926j),(-0.000134459033958924+5.079180949948933e-05j),(-0.06622814449123512-0.02499442534746894j),(-1.688511466249803e-05+1.3202272554894878e-05j),(0.00034657273053604373-0.0007912719871634244j)
0.185,(0.17058290729054665-0.23722016948112112j),(-0.005853792819653263-0.00043681682703962084j),(-0.0024781280717396407+0.05595379650045067j),(2.3813943774583944e-07-3.5065541592871735e-07j),(-0.02814976015131295-0.001564669459198705j),(-0.24442087125788303-0.3391679685472004j),(0.000803764641548107+0.00047105621999792474j),(0.05081735607629615-0.055074027595002385j),(-0.009491461397114733-0.10608670406490131j),(0.002152932349402863+0.004558834653841398j),(8.955716614536896e-05-0.00038489999095505826j),(-0.0001310393212162835+7.140016424343155e-05j),(-0.07234859636039781-0.021346724326503974j),(-1.567648830711855e-05+1.5981989326296353e-05j),(0.00027436245022394553-0.0008925486303097803j)
0.19,(0.16081742228745605-0.23638959670254273j),(-0.005661139476999231+1.0466630783657936e-05j),(0.0005423364426849347+0.05433136398249122j),(2.0165539131678935e-07-3.6258503994753576e-07j),(-0.030549373126109836+0.0004412104504338656j),(-0.2621851085949434-0.3401648380001841j),(0.000867393866889467+0.00045893152388983694j),(0.053347562244390585-0.05808603743461736j),(-0.01483225149872868-0.11378424134734652j),(0.002729099128884447+0.004739432338977043j),(6.764236249908092e-05-0.00041436856510604917j),(-0.00012425455695671018+9.217838808925948e-05j),(-0.07839084689752868-0.016867341041204693j),(-1.3987244759097913e-05+1.8681498570590577e-05j),(0.00018328529921094402-0.0009907554545387609j)
0.195,(0.1511686290025932-0.2351555581918334j),(-0.005426098752508708+0.00042801421806888305j),(0.0034065460401169843+0.052478473237798945j),(1.6493457568968957e-07-3.696497904475538e-07j),(-0.03289017159401978+0.0028559007974985106j),(-0.27982823184923694-0.3400166126963279j),(0.000932814573024068+0.00044061109915678444j),(0.05583722022905589-0.06143178624281935j),(-0.02122691282122173-0.1215578739319623j),(0.0033658017390477747+0.004862704319308822j),(4.14470935113656e-05-0.0004429975470974046j),(-0.00011418565024614216+0.0001124285423267385j),(-0.08425791518243576-0.011531574018504142j),(-1.1847296475411336e-05+2.1204905602097065e-05j),(7.304571973018803e-05-0.0010815611058404267j)
0.2,(0.1416672564141893-0.23354387702554286j),(-0.00515520684440725+0.0008125621141401871j),(0.0060968496318295675+0.0504277032465202j),(1.286295523762133e-07-3.7223029118905483e-07j),(-0.035119181319907544+0.005710117525038668j),(-0.2972789828373397-0.33872914931267095j),(0.0009996877744564855+0.0004157963282088765j),(0.05830000342839422-0.06512285021052189j),(-0.028768062090416907-0.12936121638218148j),(0.004060322319250544+0.004915290334396568j),(1.085455237774603e-05-0.0004703008700221703j),(-0.00010096233256716737+0.000131516246547215j),(-0.08985278699537347-0.005326616329643902j),(-9.291998579009764e-06+2.346642505392919e-05j),(-5.615775058270291e-05-0.001160965007591498j)
0.20500000000000002,(0.13233954119025643-0.23158292188849597j),(-0.004854679400212351+0.0011614040593637448j),(0.008598289957528841+0.048210047562324165j),(9.33213601415782e-08-3.707077221096518e-07j),(-0.03718105394095534+0.009023918869135207j),(-0.31446760278107544-0.33631527732048355j),(0.0010676042894034593+0.00038421527616077283j),(0.06073802636573788-0.06917330278129212j),(-0.03753540507557142-0.13712470844195732j),(0.004808068310730544+0.004885073181508037j),(-2.417993823850394e-05-0.0004957843605800352j),(-8.476315781902349e-05+0.00014887067864361613j),(-0.09507841481704252+0.0017484444098259458j),(-6.362148858819867e-06+2.539038087799419e-05j),(-0.00020363247868963863-0.0012252973605553542j)
0.21,(0.12320722768858758-0.22930360707379277j),(-0.004530411516733446+0.0014723913551477805j),(0.010898603585354074+0.04585491431240288j),(5.951951500454688e-08-3.654638193242873e-07j),(-0.039018066966662865+0.012806705358906396j),(-0.33132583230751533-0.3327947989852668j),(0.001136084739793893+0.0003456226908316836j),(0.06314184468964928-0.07359971465135078j),(-0.04759573658937655-0.1447556150357633j),(0.005602572456605647+0.004761178715618919j),(-6.362892620635958e-05-0.0005189457390773312j),(-6.581550231759811e-05+0.00016398457481045005j),(-0.09983771782858988+0.009682626040046778j),(-3.1039877697440492e-06+2.6911206344993162e-05j),(-0.0003681917361500573-0.0012712191428820342j)
0.215,(0.11428756795675626-0.22673939248280833j),(-0.0041879777400718994+0.0017439328639425682j),(0.012988220911877665+0.04339012619747116j),(2.7662010237425674e-08-3.568808751252331e-07j),(-0.040570123778847264+0.01705721981650803j),(-0.3477869114489788-0.32819448936675294j),(0.0012045795512688547+0.0002998000027453688j),(0.06549045517392109-0.07842115376957227j),(-0.05900294048795788-0.15213802626859352j),(0.006435492801873831+0.004533975849412831j),(-0.00010739282992704621-0.0005392746194270336j),(-4.4395564795428265e-05+0.00017641422954380604j),(-0.10403358191160902+0.01845305185685158j),(4.308015673396039e-07+2.7973444044421084e-05j),(-0.0005481546991209295-0.0012957221101082368j)
0.22,(0.10559332173211708-0.2239262836251929j),(-0.0038326320656210206+0.001974995009240426j),(0.014860266162105115+0.04084192049176669j),(-1.8846836339337066e-09-3.4534173798209097e-07j),(-0.04177475363164314+0.021763547357133234j),(-0.3637855796430324-0.32254809631890513j),(0.001272468953181576+0.0002465553251301391j),(0.06775129571757602-0.08365918533748459j),(-0.07179798967087507-0.15913285742596228j),(0.007296612693413149+0.004195076553281321j),(-0.0001552999383340377-0.0005562525091487607j),(-2.0828366401701078e-05+0.000185779495641354j),(-0.1075688596481396+0.02802495061176468j),(4.185093365577227e-06+2.853174588456677e-05j),(-0.0007413464483567519-0.0012961287951573195j)
0.225,(0.09713275644180533-0.2209028316188718j),(-0.0034693079380660524+0.002165101775575716j),(0.016510557389474996+0.03823494904304996j),(-2.88256188301355e-08-3.312298125417919e-07j),(-0.042567111651502565+0.026903115389012605j),(-0.3792580757324906-0.3158963404899175j),(0.001339062978597452+0.00018572345391885557j),(0.06988024534486692-0.0893378718092693j),(-0.08600894608112189-0.1655778489739042j),(0.00817384077998175+0.003737335855323866j),(-0.00020710641089305746-0.0005693528093687738j),(4.512249297746617e-06+0.000191763784202345j),(-0.11034637032066764+0.03835165651200199j),(8.096319172139261e-06+2.85508730925129e-05j),(-0.0009450979692095523-0.0012700925083392997j)
0.23,(0.08890964720273713-0.21771013319004553j),(-0.0031026182513841766+0.002314334708524851j),(0.01793760647585904+0.035592278272604284j),(-5.293737031823916e-08-3.1492905962859665e-07j),(-0.04287997883719506+0.03244269361341418j),(-0.39414213796541564-0.3082869153222152j),(0.0014036014642940429+0.00011716586774892937j),(0.07182162420527687-0.09548377289176163j),(-0.10165096070512637-0.17128756655897442j),(0.009053211012217875+0.0031548518413478735j),(-0.0002624962776020783-0.0005780408148199774j),(3.120361632042836e-05+0.00019411406462761083j),(-0.11226889991212549+0.04937460922047091j),(1.2096467868220421e-05+2.800569621413602e-05j),(-0.001156246151628887-0.0012155973373508542j)
0.23500000000000001,(0.08092327682160942-0.2143918306731897j),(-0.0027368553488445156+0.0024233329147062893j),(0.019142619131562066+0.032935389175235835j),(-7.406803581175942e-08-2.968239962440954e-07j),(-0.04264376205980762+0.03833839402464342j),(-0.4083770039951174-0.29977448705245446j),(0.0014652540507610716+4.077072796232229e-05j),(0.07350819357351904-0.1021259455444504j),(-0.11872627357275055-0.17605340100824834j),(0.009918882642639846+0.00244296565486868j),(-0.00032108143899132205-0.0005817737138419191j),(5.877424626720776e-05+0.00019264086461956434j),(-0.11323920110589189+0.061023353855770214j),(1.6112085669039656e-05+2.6881195114106545e-05j),(-0.001371133790161841-0.0011309581472753192j)
0.24,(0.0731684357949-0.210994112011055j),(-0.002375991023008125+0.0024932930617805374j),(0.020129494895321988+0.030284177319273593j),(-9.21372357706669e-08-2.77299695567208e-07j),(-0.0417864940627447+0.044535670910043186j),(-0.42190341088015315-0.29042069471152243j),(0.0015231201822004257-4.354712139445331e-05j),(0.07486115584953676-0.10929594397947803j),(-0.13722421375729066-0.17964356832932177j),(0.010753140225646081+0.0015982614971095563j),(-0.00038240166612326005-0.0005800005883807898j),(8.670382832229854e-05+0.00018721827018219932j),(-0.1131599932857918+0.0732155409921903j),(2.0064276123840233e-05+2.5172458975888737e-05j),(-0.00158560958395303-0.0010148205805826907j)
0.245,(0.06563542230886733-0.20756571075466723j),(-0.0020236765157279936+0.002525969378450144j),(0.02090482713430987+0.027656952846569344j),(-1.0713611340138755e-07-2.567417869541836e-07j),(-0.0402338334617282+0.05096932084999385j),(-0.4346635950843285-0.2802941501245372j),(0.0015762291065261568-0.00013584615357033626j),(0.07579015455850352-0.1170278196616406j),(-0.15712119937547733-0.18180310971031086j),(0.0115363936175151+0.0006185666270016898j),(-0.0004459246005926135-0.0005721624139894234j),(0.00011442322925326508+0.00017778392562109042j),(-0.11193396253609655+0.08585692665971306j),(2.386870011588971e-05+2.288468630174073e-05j),(-0.0017950281367446002-0.0008661610571296222j)
0.25,(0.058310042239550844-0.20415790606332743j),(-0.0016832425181490598+0.0025236736544597127j),(0.02147790304412984+0.025070440472497728j),(-1.1912733465680242e-07-2.3553645593860108e-07j),(-0.03790906474479752+0.057563482717913124j),(-0.4466012924766961-0.26947043791084785j),(0.00162353987536448-0.00023615815910971302j),(0.07619327435082295-0.12535812130838775j),(-0.1783807375874751-0.18225389151985216j),(0.012247177976405493-0.0004970486388157875j),(-0.0005110457545263517-0.0005576920598272968j),(0.0001413144934110216+0.0001643390335433932j),(-0.10946376164152388+0.0988413723440118j),(2.7435575862479884e-05+2.003318491271451e-05j),(-0.001994249956876225-0.0006842867741594303j)
0.255,(0.051173609152770694-0.2008245227046116j),(-0.0013576991707081867+0.0024892752405958857j),(0.021860703648819185+0.022539779485956188j),(-1.2824508823624836e-07-2.140704442313687e-07j),(-0.03473309827230947+0.06423163768025625j),(-0.4576617383315567-0.25803211548403465j),(0.0016639413440537748-0.0003444882458524211j),(0.07595704100212877-0.13432589488982283j),(-0.20095342459688267-0.18069460530710263j),(0.012862153762355952-0.0017482709259958248j),(-0.0005770885105836945-0.0005360142886605303j),(0.00016671084272983284+0.00014694835485784427j),(-0.10565201008723774+0.11205084498645135j),(3.0669678914926834e-05+1.664337194865594e-05j),(-0.002177641457285106-0.00046883570630208715j)
0.26,(0.04420294430412791-0.19762193105437098j),(-0.0010497360631341887+0.002426201048687358j),(0.02206790380084824+0.02007852374936503j),(-1.3469508558551753e-07-1.927310497207249e-07j),(-0.03062447027693837+0.07087660919651576j),(-0.46779166732845845-0.2460687130519087j),(0.001696252171644584-0.00046081483893374684j),(0.07495642141328497-0.14397268362870264j),(-0.22477694565073292-0.17680076780173948j),(0.013356106737285251-0.003133543802483431j),(-0.0006433041219561098-0.0005065457568618869j),(0.0001898966767273133+0.000125740208774761j),(-0.10040129405884846+0.12535541698408803j),(3.347034215857091e-05+1.2750773868204722e-05j),(-0.002339074955505977-0.00021977660557422778j)
0.265,(0.037370376639004305-0.19460904709673188j),(-0.0007617222344478035+0.0023384355516048675j),(0.0221168721811205+0.01769864169866736j),(-1.3875456089685783e-07-1.7190612647223668e-07j),(-0.025499342863675972+0.07739056301922179j),(-0.4769393135521973-0.23367673361651203j),(0.0017192208208996152-0.000585089680784427j),(0.0730548236103856-0.15434252800043763j),(-0.24977607503949295-0.1702247209139604j),(0.013701947964992262-0.004650067778515696j),(-0.0007088717123673159-0.0004686950144107733j),(0.00021010757250442815+0.00010090647280604193j),(-0.09361416644241274+0.13861326618966965j),(3.573145581277673e-05+8.401026448794413e-06j),(-0.0024719286736711+6.259099862085621e-05j)
0.27,(0.03065100212837763-0.19183770530298078j),(-0.0004957690995655535+0.002230181101257937j),(0.02202580030301818+0.015411723852773136j),(-1.4073570770880884e-07-1.5196101776761612e-07j),(-0.019283063344066258+0.08366807920601399j),(-0.48506636304294753-0.2209424969486209j),(0.0017318140801474455-0.0007171506753675596j),(0.07013216520504446-0.165469076851916j),(-0.27586641468583273-0.16065318662203654j),(0.013873858557024485-0.006294113492068426j),(-0.0007729960354306553-0.0004219812232363529j),(0.00022658886190793237+7.268741724017544e-05j),(-0.08520860556545366+0.15168265947978962j),(3.73495951178785e-05+3.646768620257865e-06j),(-0.002569675095181154+0.0003776604759161714j)
0.275,(0.024038059394706074-0.18929930852549248j),(-0.0002533326894909708+0.0021038686017905528j),(0.02180424894178551+0.01323080070401084j),(-1.4076610104454684e-07-1.3302692869431277e-07j),(-0.011994159187655068+0.08962260066823156j),(-0.4922161127941922-0.20787124244058885j),(0.0017341909168537431-0.0008560541093039025j),(0.06617375780222881-0.17728031516103282j),(-0.30283637251787215-0.14803691492070947j),(0.013860541050713847-0.008051854109127338j),(-0.0008350848207472826-0.0003667309604705086j),(0.00023899485530832457+4.15218950475648e-05j),(-0.07521914966913379+0.16444134561434823j),(3.8284493920974895e-05-1.437373384042964e-06j),(-0.0026286498890380574+0.000722064471308708j)
0.28,(0.017472977063253646-0.18700378562709818j),(-3.439764785556762e-05+0.001962587262655572j),(0.02146756244631268+0.011158072581372145j),(-1.3904713770673923e-07-1.1514946581157827e-07j),(-0.003665800759812411+0.09505978363798617j),(-0.4984129278409806-0.19453845030369368j),(0.0017250515137850425-0.0010007035885651815j),(0.061009553586494-0.18968835903066197j),(-0.3302483576699323-0.13209552935754737j),(0.013639536310835611-0.009891745218706702j),(-0.0008938169764978696-0.000303144858861178j),(0.0002470015189169276+8.242931715821892e-06j),(-0.06368080531196804+0.17667437960374813j),(3.850715225692317e-05-6.7210672699677755e-06j),(-0.0026435969788681972+0.0010883466382845726j)
0.28500000000000003,(0.010893897635486992-0.18496458171574104j),(0.00016129603633728107+0.0018094466147689958j),(0.021031449060687435+0.00919380872936832j),(-1.357928136004181e-07-9.837335370579885e-08j),(0.0056592005387164634+0.09978517020974674j),(-0.5036751378400738-0.18102731923486254j),(0.0017030032195067741-0.001149983514211368j),(0.05445544754689849-0.2025999542397151j),(-0.35764368130126933-0.11255328385911145j),(0.013189980143044518-0.011780919437433994j),(-0.000947860086707828-0.000231445160267938j),(0.0002503394256018782-2.6319803798479806e-05j),(-0.050633626144122715+0.18816820024239894j),(3.799656142497093e-05-1.2075843634985362e-05j),(-0.002609818760925233+0.0014688242207686801j)
0.29,(0.004243562318357846-0.18319173041982897j),(0.00033412733858012057+0.0016473318480169918j),(0.020510487323869262+0.007337725896349703j),(-1.312039407932052e-07-8.273460069644976e-08j),(0.015921912075260888+0.10361974089753338j),(-0.5080233079545216-0.16741385057066643j),(0.0016668342398981988-0.001302715833572052j),(0.046340514985794744-0.21590953254311168j),(-0.3845597264320448-0.08919057727727397j),(0.012495383039281974-0.01368656107049868j),(-0.0009959806258281376-0.00015195788053613j),(0.0002488302374776199-6.13770013707429e-05j),(-0.03613233896272215+0.19872450530804547j),(3.6744211559199235e-05-1.738097530932362e-05j),(-0.0025236737321530154+0.0018558799352187674j)
0.295,(-0.0025306889756972345-0.18169185388823478j),(0.0004845941988614233+0.0014789038112558812j),(0.019918126069689405+0.005588988334505602j),(-1.254681475153117e-07-6.826049883609468e-08j),(0.02704727998522526+0.10639991463491762j),(-0.5114802388536631-0.15376684828731965j),(0.0016155136381524064-0.001457660040246449j),(0.03650701151882883-0.2294992116717799j),(-0.41052994794332687-0.061843953389217166j),(0.011543630177776026-0.015575906111652327j),(-0.0010370439587353503-6.51128094968562e-05j),(0.0002423867059049024-9.617970970834751e-05j),(-0.020246343711848025+0.2081602515617682j),(3.4754091628522505e-05-2.2523477355969742e-05j),(-0.002382576490185583+0.0022419619706254097j)
0.3,(-0.009476917628756458-0.1804681627902961j),(0.0006133135216655787+0.0013065990123121536j),(0.019266684426850866+0.0039462077998644336j),(-1.1875987815953857e-07-5.49696239103865e-08j),(0.03894412917208834+0.10797754877502211j),(-0.5140709667131268-0.14014791900068052j),(0.0015481913347763184-0.001613513174103391j),(0.02481037307494096-0.24323879533265552j),(-0.4350838725770889-0.0304061008974347j),(0.010326981423041393-0.01741624224320844j),(-0.0010700143407315857+2.8556489033014986e-05j),(0.00023101267149078223-0.0001300193363506492j),(-0.003059713482540319+0.2163076547479827j),(3.2042689436688616e-05-2.739810707066993e-05j),(-0.002184997733347167+0.0026195839885119975j)
0.305,(-0.016638586317413058-0.17952045631581537j),(0.0007210211759729004+0.0011326296179824584j),(0.018567351818928397+0.0024074435522936366j),(-1.1124039328127627e-07-4.2871835438066923e-08j),(0.05150516330740368+0.1082199390905208j),(-0.5158227632148298-0.126611471966251j),(0.001464198107590685-0.0017689098212813302j),(0.01111921589636515-0.25698577320868266j),(-0.45774709893621+0.005174146570269211j),(0.008842071325879448-0.0191749088360426j),(-0.001093954917544534+0.0001284126772508528j),(0.00021480306408862244-0.0001622276476689803j),(0.015328805487203237+0.22301418959443986j),(2.8638991622278877e-05-3.1907363981929555e-05j),(-0.0019304642606521871+0.002981325122934749j)
0.31,(-0.02405455901277527-0.17884512217505985j),(0.0008085719952596237+0.0009589834540336061j),(0.017830187964368506+0.0009702023554996868j),(-1.0305776959850491e-07-3.196827667096628e-08j),(0.06460696483079963+0.10700981977363898j),(-0.5167651355469783-0.11320471907917673j),(0.0013630455917300875-0.0019224221141883407j),(-0.0046846634613706695-0.27058532095881355j),(-0.47804129748447544+0.04489181046077953j),(0.007089909123378228-0.020819296949592375j),(-0.0011080277253274545+0.0002337146433682624j),(0.00019394390279809265-0.00019217676886664953j),(0.03480579381242714+0.22814258981222607j),(2.4584483658708e-05-3.596148985101315e-05j),(-0.0016195589718052544+0.003319829980482712j)
0.315,(-0.03175910098046626-0.1784351365987617j),(0.0008769397774979065+0.0007874240052025705j),(0.01706412287648946-0.0003685615229718879j),(-9.434689999179421e-08-2.2251374594003995e-08j),(0.07810999494997908+0.10424536343615308j),(-0.516929826404068-0.09996767487424704j),(0.0012444262796429365-0.0020725597315021166j),(-0.022706288129444724-0.2838703002180086j),(-0.495484210546576+0.0886857672956706j),(0.005075878738912425-0.02231684933185737j),(-0.0011114936906591766+0.00034361750161108573j),(0.000168712295965169-0.00021927918397894204j),(0.05524315896121802+0.23157084809576295j),(1.9933149854224123e-05-3.947846867194442e-05j),(-0.0012539208672011693+0.0036278086402777563j)
0.32,(-0.03978187878062421-0.1782800643381178j),(0.0009272172851558281+0.0006194904151964854j),(0.01627695686348127-0.001612446311736536j),(-8.522949350430349e-08-1.3704839925188096e-08j),(0.09185859364071981+0.09984018110939094j),(-0.5163508139868834-0.08693315652589487j),(0.0011082135210914732-0.0022177698981699725j),(-0.04303750092574131-0.29666125859723624j),(-0.5095896523081083+0.136438748671206j),(0.002809738782143382-0.02363506041939922j),(-0.0011037126305440995+0.0004571725922194014j),(0.0001394764411821342-0.00024298773587311958j),(0.07649813525470457+0.23319221612280755j),(1.4751473351908812e-05-4.238402667150617e-05j),(-0.0008362450479249242+0.003898036653974582j)
0.325,(-0.04814796026790226-0.1783660586647899j),(0.0009606162451973907+0.00045649748669264706j),(0.015475360528405716-0.002765602735570645j),(-7.58140753417816e-08-6.303667115615588e-09j),(0.10568097964687422+0.09372332224423155j),(-0.515064312002498-0.07412678384819696j),(0.0009544615231517682-0.002356437385408844j),(-0.06575696435485091-0.30876642968347323j),(-0.5198675088155749+0.1879773412583385j),(0.00030562254901911334-0.024741476337341573j),(-0.0010841432524121921+0.0005733274814475244j),(0.00010669562528757762-0.00026279562624842033j),(0.09841328386705785+0.2329152045544522j),(9.118436129677037e-06-4.46116323092404e-05j),(-0.0003702827157516992+0.004123355045760712j)
0.33,(-0.056877814591468456-0.17867586137090466j),(0.000978467349082519+0.0002995356813385139j),(0.014664874769196319-0.0038327340154115826j),(-6.619598687256717e-08-1.4134349472319953e-11j),(0.11938925048036934+0.08583927471110525j),(-0.5131087696642747-0.06156697929487365j),(0.0007834053502137233-0.002486884510705285j),(-0.09093016060806998-0.3199817330397043j),(-0.5258237379763842+0.24307198680271j),(-0.002417961978225712-0.025603694899370106j),(-0.001052343154118993+0.0006909259615640057j),(7.092022436639512e-05-0.00027823641563605884j),(0.12081649282549083+0.23066358303512463j),(3.1255190002772316e-06-4.61024962774482e-05j),(0.00013915882685313187+0.004296670312356499j)
0.335,(-0.06598731219500593-0.17918880276905344j),(0.0009822202527670577+0.00014947111975170506j),(0.013849910778658362-0.004819095868357652j),(-5.64573856275882e-08+5.20619645596715e-09j),(0.13277938242120715+0.07614796479999358j),(-0.5105248716918651-0.04926496795928892j),(0.0005954609239810691-0.0026073711378154724j),(-0.11860939156340124-0.3300907742049224j),(-0.5269603695588501+0.3014369821246521j),(-0.005338132131069786-0.0261893656077325j),(-0.0010079688239456098+0.0008087080508516339j),(3.2791703749788945e-05-0.000288884023399226j),(0.14352097701025884+0.22637638019258788j),(-3.123298388708826e-06-4.6805571501189895e-05j),(0.0006862161767340106+0.004410954423015121j)
0.34,(-0.07548772481671272-0.1798808016922925j),(0.0009734435767027765+6.9455815200035464e-06j),(0.013033750044468882-0.005730496507668128j),(-4.666724530036251e-08+9.408479650339236e-09j),(0.14563123051746396+0.06462475722042943j),(-0.5073555383112103-0.03722477757445078j),(0.0003912250234713668-0.0027160946767652025j),(-0.14883377878555337-0.3388648446941285j),(-0.5227755051921925+0.362730479119185j),(-0.0084276305547051-0.026466189653238482j),(-0.000950775640598721+0.0009253099936074327j),(-6.957381984731587e-06-0.0002943527277330897j),(0.16632527815465925+0.22000788363794033j),(-9.511537554865839e-06-4.667755313828488e-05j),(0.001263969830045182+0.004459244819522578j)
0.34500000000000003,(-0.08538572548930179-0.18072436549414292j),(0.0009538249058373657-0.000127623494798649j),(0.012218544349176663-0.006573296642763252j),(-3.688135574699739e-08+1.2652585850191696e-08j),(0.15770852858529114+0.05126045510149686j),(-0.5036459252545402-0.02544323851301042j),(0.00017147528501600747-0.0028111900838498926j),(-0.18162926352594133-0.3460629219983319j),(-0.5127633183665372+0.42655448475601887j),(-0.011654825208037026-0.026401919915259784j),(-0.000880617873210574+0.0010392642601426629j),(-4.7503389013351164e-05-0.0002942971656647933j),(0.1890132648450315+0.2115276399656158j),(-1.591022118094517e-05-4.568287857931173e-05j),(0.0018644441822507065+0.004434644416197699j)
0.35000000000000003,(-0.0956671524467333-0.18172232015480436j),(0.0009249342477248598-0.00025391679159380713j),(0.011406774536025403-0.007353258966728421j),(-2.7142498571479705e-08+1.500299145289802e-08j),(0.16881860049653968+0.03600777797169445j),(-0.49942305454552727-0.013920439142550452j),(-6.347991969710403e-05-0.0028913886006006013j),(-0.21708546393373845-0.3515587490271391j),(-0.4964819768341292+0.49271045754067644j),(-0.01499798441212555-0.02596466847580734j),(-0.0007972205185523965+0.001149471111582083j),(-8.808555109147886e-05-0.00028835622261377976j),(0.21141430610509748+0.20090126557623372j),(-2.2200763035959515e-05-4.378171042728052e-05j),(0.0024811544003030513+0.004329974194970894j)
