t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
0.355,(-0.10632455955530595-0.18294898880927413j),(0.0008874154596820519-0.0003713895575896033j),(0.010604049654467193-0.008071951432286216j),(-1.7497221982477405e-08+1.648775651256699e-08j),(0.178858999929954+0.018761750065856515j),(-0.4946713504916471-0.002699882679497237j),(-0.00031453680027009967-0.002956435863843685j),(-0.25544950214961987-0.3553608137080925j),(-0.47356507529381925+0.5613658919732006j),(-0.018454474520507608-0.025127664018521834j),(-0.0006999929869473045+0.001255657337253194j),(-0.00012828078298548888-0.0002763316994954739j),(0.2334764631021276+0.18806734829679927j),(-2.831732363597891e-05-4.094820691548844e-05j),(0.0031108243835926627+0.004139737347172765j)
0.36,(-0.11746998876666279-0.18433503909576668j),(0.0008422935510448414-0.00047993969844702046j),(0.009810622114377924-0.008733168740670887j),(-8.004801252089486e-09+1.711454958298382e-08j),(0.18745935345829537-0.0002869831138518214j),(-0.48945917835185765+0.008190506175629424j),(-0.0005796581870840795-0.003003027286837425j),(-0.29661549562076195-0.3567972452413654j),(-0.4433403648295037+0.6314219986415781j),(-0.02195169798627984-0.023871932931216037j),(-0.0005895280377007136+0.0013554947352029622j),(-0.0001671381693227618-0.0002586010472596126j),(0.25490031120884876+0.17306140548129798j),(-3.4118429149876315e-05-3.7253160071135096e-05j),(0.003737893939800072+0.0038634975952885923j)
0.365,(-0.12921493671428713-0.18579802117843378j),(0.0007906136732495495-0.0005795480876474613j),(0.009026256999001805-0.009340768881937427j),(1.2770790899772403e-09+1.6895883995875595e-08j),(0.1942644211692224-0.020912297380085654j),(-0.4838570008283265+0.018729264384254353j),(-0.0008564748062544365-0.0030279782662577153j),(-0.3404072417068102-0.3551866755958613j),(-0.4052269268355717+0.7016976773301834j),(-0.025414893299969012-0.022184960009559027j),(-0.00046662608251238027+0.0014466749874830604j),(-0.0002037426144548916-0.0002356067155998691j),(0.27538503657061963+0.15594231190576718j),(-3.9468955990055587e-05-3.2777410701568696e-05j),(0.0043468007059217495+0.003502159599765939j)
0.37,(-0.14166094685043593-0.1872563750154842j),(0.0007333700086515635-0.0006702334809508142j),(0.008250793738822176-0.009898308297511472j),(1.0293038809543842e-08+1.5849368981034512e-08j),(0.19896095996349816-0.042877325053451584j),(-0.47792882310644397+0.028898539735356922j),(-0.0011425589727969215-0.003028523960281834j),(-0.38660970551365337-0.3498990783955904j),(-0.358768797139079+0.7710444012464022j),(-0.02877360221312379-0.020060649892622788j),(-0.00033219578859879865+0.0015271152292811957j),(-0.00023727600688033324-0.00020781908818345846j),(0.29465381475645724+0.1367843441405925j),(-4.424913954701414e-05-2.7604995728958205e-05j),(0.004923137756049428+0.003057705098544321j)
0.375,(-0.15489960944613967-0.1886294303591839j),(0.0006715057705253369-0.0007520525163954529j),(0.0074841461115615375-0.01040904188018928j),(1.8990001967959186e-08+1.3997709666317838e-08j),(0.20127772355499007-0.06593445496250763j),(-0.47173219285482315+0.038684090845470906j),(-0.0014354245906276406-0.0030023192885884446j),(-0.43496901989342307-0.3403557689196697j),(-0.3036349659997477+0.8383462170206308j),(-0.031961669738314685-0.017499327062882222j),(-0.00018725407869320243+0.001594958048921109j),(-0.0002670172192444028-0.00017573648265113766j),(0.3124538107590362+0.11567718055050784j),(-4.83545741893429e-05-2.182314819029339e-05j),(0.0054536536013701006+0.0025331929070552053j)
0.38,(-0.16901256159120245-0.1898374067558558j),(0.0006059132030643895-0.0008250997142982351j),(0.0067263022421815265-0.010875922974137742j),(2.731719692209988e-08+1.1368707077647912e-08j),(0.20098546247067-0.08982533244376309j),(-0.46531820022529974+0.04807528715868446j),(-0.0017325271525630538-0.002947438932357594j),(-0.4851924854444937-0.32602940410232256j),(-0.23961937810996642+0.902519744706276j),(-0.034917244149134094-0.01450773584621515j),(-3.292613104556455e-05+0.0016485714878625747j),(-0.00029234210833927664-0.00013988515061720547j),(0.32855617899468936+0.09272590129459544j),(-5.169621326372629e-05-1.5522297237384826e-05j),(0.005926252190166015+0.0019327589182220124j)
0.385,(-0.1840714871942017-0.19080141354587998j),(0.0005374335813813083-0.0008895074772545039j),(0.005977324602882936-0.01130160337489437j),(3.5226156324370285e-08+7.995258139012171e-09j),(0.19789692405061426-0.11428085934167861j),(-0.4587314778529322+0.057065108946640186j),(-0.0020312637403199782-0.0028623773342707146j),(-0.5369485705114825-0.3064439825328793j),(-0.16664093259479068+0.9625141777797552j),(-0.03758277698019626-0.01109904041190232j),(0.00012955462057740287+0.0016865490407014007j),(-0.0003127235151039923-0.00010081927766950277j),(0.34275606330340724+0.06805098832628595j),(-5.420036909494219e-05-8.796068136863883e-06j),(0.006329992907814678+0.001261616102460116j)
0.39,(-0.2001381169824885-0.1914434498636935j),(0.00046685721150774615-0.0009454460901380867j),(0.005237350013105704-0.01168843332936731j),(4.26707171227026e-08+3.915355672463119e-09j),(0.19186685244800342-0.1390211940086663j),(-0.45201020085600174+0.06565014730853504j),(-0.002328973024515583-0.0027460486985106222j),(-0.5898669111852494-0.2811748444557767j),(-0.08474348301194201+1.0173112831404962j),(-0.03990502302713729-0.007292824772627389j),(0.00029884648689224827+0.0017077096551694278j),(-0.00032773126462444784-5.9120983369412175e-05j),(0.35487259694883855+0.04178832539335839j),(-5.5808712985862026e-05-1.7412822701827279e-06j),(0.006655090576788855+0.0005260545076768435j)
0.395,(-0.21726422850218738-0.19168640463779055j),(0.0003949234303944227-0.0009931237201012953j),(0.004506589639528918-0.01203846153583533j),(4.960702056055671e-08-8.279116018816613e-10j),(0.18279198862912255-0.16375575130508932j),(-0.44518608683601213+0.07383060417112035j),(-0.0026229352646673938-0.0025977869907615183j),(-0.6435383113028972-0.24984867177055808j),(0.005904162648190825+1.065925401110937j),(-0.04183504034661514-0.0031150927844769277j),(0.00047349952309878136+0.0017110977321345307j),(-0.0003370321661334018-1.5400321251858226e-05j),(0.36474890261828957+0.014089198037939954j),(-5.647827521745068e-05+5.542042866385689e-06j),(0.006892915456656566-0.00026655874072852286j)
0.4,(-0.23549164611819645-0.19145405659072234j),(0.00032232060591112386-0.0010327864165749277j),(0.003785328996070817-0.01235343514394783j),(5.5993512176920336e-08-6.186359065839506e-09j),(0.17061107037336107-0.18818320259926258j),(-0.43828439587768997+0.08161029228870197j),(-0.002910372309193292-0.0024173459382089866j),(-0.6975147424477719-0.21214348803187358j),(0.10500824196255332+1.107403445436527j),(-0.043328190256309664+0.0014017318530595638j),(0.000651955528880072+0.0016959831256006183j),(-0.0003403900130104741+2.970472117469258e-05j),(0.3722520924227247-0.014879706403493564j),(-5.618144504876659e-05+1.2950693661747599e-05j),(0.007035993244081092-0.0011077794398647546j)
0.405,(-0.25485224101418724-0.19067107423909718j),(0.0002496861368467022-0.0010647181112682647j),(0.003073927943888787-0.012634799754724837j),(6.179094180630894e-08-1.2106706203162668e-08j),(0.15530483227321282-0.21199147576745195j),(-0.4313239305489845+0.08899663524314005j),(-0.0031884475954115123-0.002204899029539998j),(-0.7513093439494615-0.1677886584494799j),(0.21215003807542343+1.1408249032857252j),(-0.04434413733492254+0.006218805597089674j),(0.0008325480484024509+0.0016618611427076319j),(-0.0003376655827821446+7.55282224282317e-05j),(0.3772732678967664-0.044936298800118124j),(-5.490597071696161e-05+2.0378260389988407e-05j),(0.007078005072820968-0.0019880863093486587j)
0.41000000000000003,(-0.27536793119260494-0.18926301589358047j),(0.00017760645290907675-0.0010892406181690728j),(0.0023728206913793577-0.012883699420557001j),(6.696236357876578e-08-1.8530576599538337e-08j),(0.13689600573427602-0.2348577551938749j),(-0.4243170359010677+0.09600066744384916j),(-0.0034542661495406447-0.001961039514942906j),(-0.8043964228837975-0.11656488988824035j),(0.32678587969841355+1.165301835250001j),(-0.044846849422177315+0.011290865061318062j),(0.00101350237031551+0.0016084525437315466j),(-0.0003288166371217549+0.00012137632705320919j),(0.37972751999869464-0.07588308822676149j),(-5.2654959437281156e-05+2.77151372103728e-05j),(0.007013787513729987-0.0028968809913051006j)
0.41500000000000004,(-0.2970506814746682-0.18715632965889462j),(0.00010661701472523247-0.001106713633543603j),(0.0016825157941782135-0.013100976645205606j),(7.147313591986185e-08-2.539449794258862e-08j),(0.11544931897525322-0.2564484817707001j),(-0.4172695994683342+0.10263703412779825j),(-0.003704874586699637-0.0016867804061074486j),(-0.8562114540728547-0.05830423086812475j),(0.44824714111046926+1.1799788753438358j),(-0.044804597618819386+0.01656622701604651j),(0.0011929355277521018+0.0015357035420843711j),(-0.00031389792184950596+0.00016652724562053257j),(0.37955392911044766-0.10750718196390285j),(-4.944687740306409e-05+3.484852216734462e-05j),(0.0068393325747572046-0.0038224880503669872j)
0.42,(-0.31990250350036875-0.18427835343381915j),(3.720231384122239e-05-0.0011175347359365915j),(0.0010035961551601927-0.013287172383802557j),(7.529092155069585e-08-3.262990202187042e-08j),(0.09107149702795184-0.27641935289804753j),(-0.41018105126840143+0.10892399135951067j),(-0.003937261110907784-0.001383554476224753j),(-0.9061510800849484+0.007109928435789392j),(0.5757402421578669+1.1840332310047197j),(-0.04418995628661607+0.021986788388173733j),(0.0013688562983283365+0.0014437858043141487j),(-0.0002930611669324614+0.00021023125472756734j),(0.3767155650376215-0.13958028549767276j),(-4.531554978574288e-05+4.1662417190526776e-05j),(0.00655178770094693-0.0047521549736752565j)
0.425,(-0.3439154557284728-0.18055731491119056j),(-3.0204127277836095e-05-0.0011221393861712585j),(0.0003367190244392606-0.013442526042850397j),(7.83856874878945e-08-4.016312472887584e-08j),(0.06391126173728261-0.29441532248398883j),(-0.40304436380210945+0.11488340603106434j),(-0.004148355515084747-0.0010532142599873195j),(-0.9535731112346403+0.07974285619332022j),(0.7083466482542228+1.176674683093154j),(-0.04297980304835646+0.02748802626119581j),(0.0015391652041435932+0.0013330964501049535j),(-0.0002665550864845433+0.0002517106969981384j),(0.3711994870094699-0.1718587025198544j),(-4.0310160734843274e-05+4.8037628094721715e-05j),(0.0061494557744387265-0.005672052170878936j)
0.43,(-0.3690716434365193-0.1759223315779026j),(-9.521975524775833e-05-0.0011210009273493094j),(-0.00031738400063144843-0.013566975480222284j),(8.072970504361199e-08-4.791540605703173e-08j),(0.03415933176126165-0.31007060094454686j),(-0.3958460520535209+0.1205407558620914j),(-0.004335029181050534-0.000698032053589042j),(-0.9977965255827321+0.15960847891917768j),(0.8450228703804809+1.1571455858926516j),(-0.04115531878785157+0.0329989978752057j),(0.001701654511780504+0.0012042580522768948j),(-0.00023472537876653628+0.00029015998108252784j),(0.363016743678905-0.20408333492788205j),(-3.449525337798472e-05+5.385176457991084e-05j),(0.005631795114467416-0.006567272974135065j)
0.435,(-0.39534321872082107-0.17030341071490585j),(-0.00015751298576529237-0.001114630584850934j),(-0.0009579069754596554-0.013660157005162009j),(8.229754982553045e-08-5.5802890101699816e-08j),(0.0020484225710091786-0.3230086552036955j),(-0.38856617348992145+0.12592512939977837j),(-0.004494095079525509-0.0003206999147251973j),(-1.0381014689362689+0.24666938147296474j),(0.9846004650849197+1.1247208671097333j),(-0.03870198764993425+0.03844234062689339j),(0.0018540082323049635+0.0010581186367861158j),(-0.00019801472618608454+0.0003247455816574752j),(0.3522023731224964-0.23597968282484133j),(-2.7950729820880035e-05+5.897924023125468e-05j),(0.004999419477363081-0.0074218336381087335j)
0.44,(-0.42269481124700153-0.16362662239839607j),(-0.0002168038949821826-0.0011035708745850644j),(-0.0015839770078503947-0.013721370116794819j),(8.306564704483746e-08-6.37374342558827e-08j),(-0.032152135169067265-0.3328397334214265j),(-0.3811810717096167+0.13106914661414668j),(-0.0046222656413967035+7.575170858862041e-05j),(-1.0737239657127833+0.34084937283108274j),(1.1257964472768105+1.0786892700829456j),(-0.035608472035350225+0.04373468358896222j),(0.001993800374227033+0.0008957075062649925j),(-0.000156954686425377+0.0003546045092252399j),(0.33881021005482387-0.2672586185656438j),(-2.077050049123283e-05+6.329083402960776e-05j),(0.004253932324550567-0.008218680064542645j)
0.445,(-0.4512305775715185-0.15550658698431924j),(-0.0002728875936353226-0.0010879827909577504j),(-0.0021949041682784534-0.013748120128940085j),(8.299836242789525e-08-7.167348836806359e-08j),(-0.06838433735513011-0.33906067107590016j),(-0.3738253512474452+0.13599923539206696j),(-0.004714153084984985+0.000492129594853966j),(-1.1034455108429075+0.44266136499150555j),(1.267652321819028+1.0173950328573222j),(-0.03181571045808893+0.048807751845090785j),(0.002118532364725683+0.0007160211793201463j),(-0.00011177385202211303+0.0003789013354872787j),(0.32262992586833844-0.2976694980923124j),(-1.2996272056175809e-05+6.665190745895956e-05j),(0.0033910858356405245-0.008940796005921719j)
0.45,(-0.4810013549790089-0.14559102354876527j),(-0.00032553567465091343-0.001068109124164143j),(-0.0027892602100924894-0.013740338988352297j),(8.211057507241309e-08-7.954596078040597e-08j),(-0.1062550717836425-0.34136786134600106j),(-0.36657448226386946+0.14073027454822837j),(-0.0047667956402366995+0.000925559307164805j),(-1.1258759674531966+0.5519649739348816j),(1.4084347956033725+0.9400839140150822j),(-0.027337509980562023+0.05357508259396135j),(0.002226198831123023+0.000520242602668666j),(-6.316678244638181e-05+0.00039728278023461525j),(0.30364353278329204-0.32696648766852443j),(-4.743726096525179e-06+6.901110594894704e-05j),(0.002419523695361546-0.00957318682449252j)
0.455,(-0.5119547530545043-0.1336877528944013j),(-0.00037451813966842397-0.0010443990345153336j),(-0.0033653081874378916-0.013699529208759j),(8.044211843150135e-08-8.726777597761098e-08j),(-0.14517090732241716-0.3396099638774264j),(-0.35941045039856473+0.14527685060221265j),(-0.004779279362178623+0.0013703010078249351j),(-1.1398515579930668+0.6680658929046033j),(1.5460551541651097+0.8468558533028626j),(-0.022236584227026096+0.05794309202561547j),(0.0023151711964204008+0.0003112123815526332j),(-1.2110400839140245e-05+0.0004095856196164856j),(0.28202845177107533-0.3548989958875017j),(3.825719894682767e-06+7.035411668350148e-05j),(0.001355121988041913-0.010102609212187877j)
0.46,(-0.5440152442168336-0.11961317920519104j),(-0.00041963545729187626-0.0010172937259815761j),(-0.003921367025898731-0.013627234021325934j),(7.803505335391254e-08-9.475868864040342e-08j),(-0.1845646818908778-0.3336813093016729j),(-0.3523157216510593+0.1496531149141438j),(-0.004751055516593541+0.0018209185120969472j),(-1.14431839400642+0.7902072371823416j),(1.6785368048103568+0.737948649293486j),(-0.016577380795956366+0.06182786733944427j),(0.002384082180852094+9.168364345663016e-05j),(4.047002630199327e-05+0.0004157076806450008j),(0.257966074027273-0.3812360605544529j),(1.256001938493293e-05+7.067603187492235e-05j),(0.00021361683866795694-0.01051757616964168j)
0.465,(-0.5770841637186228-0.10319229004639488j),(-0.0004607185630898456-0.0009872264461922853j),(-0.004455811522497773-0.013525037374657038j),(7.49336680840413e-08-1.0194528364553172e-07j),(-0.22389550246005913-0.3235218992360367j),(-0.34527324238073426+0.15387278368468785j),(-0.0046819405800202505+0.002272279288202226j),(-1.1383324761316453+0.9175695440880474j),(1.804015276616082+0.6137379593859598j),(-0.010426081260046627+0.06515516674418846j),(0.0024318258018853098-0.00013567796189226003j),(9.370088912273903e-05+0.0004156078411951468j),(0.2316417609716635-0.4057663486865737j),(2.1316496802231464e-05+6.99813487638773e-05j),(-0.0009893955871159476-0.010808357006188866j)
0.47000000000000003,(-0.6110397096462956-0.08425865636456978j),(-0.0004976288595954603-0.0009546224864360386j),(-0.004967072345696466-0.013394563934794436j),(7.11844782619244e-08-1.08760976065768e-07j),(-0.26264874505260694-0.3091174062836134j),(-0.3382664393068236+0.15794913795505303j),(-0.004572116239753557+0.0027195544573209523j),(-1.1210596941016178+1.0492707729799498j),(1.920738220430105+0.47473729980547674j),(-0.0038506011662092707+0.06786041945793825j),(0.0024575573742201817-0.000368294262524454j),(0.0001467602344121561+0.0004093060300047845j),(0.2032448442482194-0.42829815651304637j),(2.9961847535105723e-05+6.82839696194022e-05j),(-0.002238459083007378-0.010966977339865435j)
0.47500000000000003,(-0.6457369429200721-0.06265443248756934j),(-0.0005302582163064017-0.0009198991816605748j),(-0.00545363603539494-0.013237479085218455j),(6.683622692324074e-08-1.1514601116990806e-07j),(-0.30033605474277775-0.29049917403329834j),(-0.33127921950841405+0.1618950236069897j),(-0.004422129393844278+0.0031582187935920982j),(-1.0917758267436988+1.184366305254557j),(2.0270654088710947+0.32159804560341476j),(0.0030794099644246772+0.06988872570813345j),(0.002460693509789773-0.0006036745642278662j),(0.00019887776560264175+0.0003968832266746496j),(0.17296862572510718-0.4486594094750399j),(3.837213793260424e-05+6.560720173890105e-05j),(-0.003518257402045864-0.010987219097408437j)
0.48,(-0.6810077872939699-0.038230356124544035j),(-0.0005585289696849044-0.0008834659104727948j),(-0.005914045002932017-0.013055488926847615j),(6.193988449931143e-08-1.2104746442277132e-07j),(-0.3364953456564392-0.2677442170597863j),(-0.32429597042444547+0.1657228513627904j),(-0.004232892151099244+0.0035840507241134286j),(-1.0498665419797366+1.3218489443466552j),(2.1214687363285725+0.1551094306573385j),(0.010292568636505559+0.07119485673156342j),(0.002440912117760076-0.0008394156505479089j),(0.0002493348427699317+0.00037848146166835297j),(0.14101037749468762-0.4666976622257102j),(4.6432805304296784e-05+6.198375744814615e-05j),(-0.004813614256612876-0.01086462051425598j)
0.485,(-0.7166610293558051-0.010845748365940211j),(-0.0005823939231577565-0.0008457240951387603j),(-0.006346897531085213-0.01285034027803862j),(5.654864881709951e-08-1.2641924148520098e-07j),(-0.37069080097107077-0.240975220923571j),(-0.31730155985371017+0.16944459678528986j),(-0.004005681831081287+0.003993132328941513j),(-0.9948273968260651+1.4606489157293143j),(2.2025322189629124-0.023801452329007322j),(0.017715757380465318+0.0717432547743671j),(0.0023981524045300112-0.0010732017827875008j),(0.0002974644826331018+0.00035430381631237993j),(0.10757134187351433-0.4822800986302004j),(5.403865792027446e-05+5.74557541012778e-05j),(-0.006109493318431877-0.010596476134547218j)
0.49,(-0.752482318527189+0.01963148631649861j),(-0.0006018363471162987-0.0008070672015836962j),(-0.006750847774070721-0.012623820674586379j),(5.071794509921034e-08-1.3122207821406376e-07j),(-0.40251287291576177-0.2103605421709463j),(-0.31028133595485363+0.17307180027786487j),(-0.0037421409641092574+0.004381849341091704j),(-0.9262638373935053+1.5996338669138783j),(2.268951994705338-0.21406965182568793j),(0.025274124752517092+0.07150803309203294j),(0.0023326148737314273-0.0013028047000070517j),(0.00034265135855456475+0.0003246144227960912j),(0.07285673140233612-0.4952935317656396j),(6.109387501114947e-05+5.207471408080466e-05j),(-0.007390998218568246-0.010181836811122369j)
0.495,(-0.7882341670635316+0.05332486006973225j),(-0.0006168699789164248-0.0007678807393919881j),(-0.00712460575754342-0.012377758369723994j),(4.4505425963891353e-08-1.3542354066225007e-07j),(-0.431578282771213-0.1761142083340054j),(-0.3032211272463741+0.17661556708443438j),(-0.0034442772912580137+0.004746891146538149j),(-0.8438911988873643+1.737608867449972j),(2.319536323257923-0.41449235747658486j),(0.032891085334655484+0.07047297594939894j),(0.0022447613262291024-0.0015260836190244742j),(0.00038433180054007305+0.000289738464171722j),(0.03707572884609528-0.5056444039211444j),(6.75120067680552e-05+4.590156479760347e-05j),(-0.008643372547429327-0.0096215097055227j)
0.5,(-0.823655950054039+0.09034930165942412j),(-0.0006275390228785819-0.000728542261807184j),(-0.007466937378596882-0.012114022334122756j),(3.7970971425032124e-08-1.389980250786741e-07j),(-0.45753002086973626-0.13849591793064087j),(-0.29610724260662274+0.18008656728945957j),(-0.0031144637643584243+0.0050852507842137976j),(-0.747534705607436+1.8733164089254988j),(2.3532055860935923-0.6237289000993946j),(0.04048831973465648+0.06863153862065273j),(0.002135314860120742-0.0017409852344151791j),(0.00042199379523871674+0.0002500621743543828j),(0.00044148719392794744-0.5132587865978179j),(7.321597434264637e-05+3.900663869091924e-05j),(-0.00985199985476441-0.008918058287990539j)
0.505,(-0.8584639054217158+0.13081115646994085j),(-0.0006339181502877708-0.0006894213657319937j),(-0.007776664405763363-0.011834522255892155j),(3.1176688892164314e-08-1.4192675790827358e-07j),(-0.48003734659525443-0.09781104046454481j),(-0.28892647127380355+0.18349503581794366j),(-0.002755438545997368+0.005394224946010384j),(-0.6371294709479999+2.005436404966642j),(2.3689922864561246-0.8403007516856285j),(0.047985774586077515+0.06598684738933144j),(0.0020052598707369826-0.0019455437185120768j),(0.00045517698594292524+0.00020603283812205877j),(-0.036828870340835596-0.5180823805087498j),(7.813806984709884e-05+3.1469673228365105e-05j),(-0.011002403649664757-0.008075802337469257j)
0.51,(-0.8923511339233624+0.1748081865043527j),(-0.0006361124993935441-0.0006508796917282884j),(-0.008052664479013805-0.011541208540579873j),(2.4186913170461833e-08-1.4419779579200995e-07j),(-0.4987957883833012-0.05441061642520911j),(-0.2816660828459733+0.1868507724354321j),(-0.0023703050095177348+0.0056714139767784395j),(-0.512720497397823+2.132586191237863j),(2.3660410493601463-1.0625915254006117j),(0.0553016625482574+0.06255169954832178j),(0.001855842050641387-0.002137880721405576j),(0.00048347267258846646+0.00015815879111561026j),(-0.074514250320671-0.5200805155790171j),(8.221995635410967e-05+2.337981090592242e-05j),(-0.012080247400563557-0.007100817941603293j)
0.515,(-0.9249875991495775+0.22242957038443317j),(-0.0006342576754100086-0.0006132709240171012j),(-0.00829387110975784-0.011236072311171786j),(1.7068206460740578e-08-1.4580602556686832e-07j),(-0.5135271437210216-0.00869135728792464j),(-0.27431382728104164+0.19016314174801247j),(-0.001962531739018422+0.005914721874327294j),(-0.37446267654015786+2.2533205254419033j),(2.3436086215911374-1.2888469755834873j),(0.06235246230631629+0.058348563399859985j),(0.0016885683896304474-0.0023162053709435857j),(0.0005065238117544468+0.0001070094198387722j),(-0.11238958908386043-0.5192381509456832j),(8.54126678968972e-05+1.4835599247940721e-05j),(-0.013071334535235981-0.006000937496738129j)
0.52,(-0.9560201275247571+0.27375590335065925j),(-0.0006285197505158241-0.0005769407904786273j),(-0.008499273680843779-0.010921145408091963j),(9.889358359458659e-09-1.4675316426585741e-07j),(-0.5239794791471712+0.03890435448621804j),(-0.2668579348967713+0.19344107320231452j),(-0.0015359525293543413+0.006122356289425068j),(-0.22262078905274352+2.366131587319783j),(2.301063871705426-1.51717499774721j),(0.06905291857115586+0.05340957825553189j),(0.0015052071747335839-0.0024788142727315133j),(0.0005240250166633114+5.3215161658154214e-05j),(-0.15022585274449168-0.5155598749577985j),(8.767660946920098e-05+5.944990807137679e-06j),(-0.01396160844079913-0.00478574970792031j)
0.525,(-0.9850724083070934+0.3288591972622109j),(-0.0006190952638542033-0.0005422270626522231j),(-0.008667917446558631-0.010598500389202674j),(2.721385858716293e-09-1.4704775911800975e-07j),(-0.5299271302521171+0.08788846545032863j),(-0.2592871163707775+0.19669306108551005j),(-0.0010947663861364141+0.0062928285257986775j),(-0.05756950470780642+2.4694489786508j),(2.2378877900301957-1.74554562857855j),(0.07531604207945908+0.04777655443627285j),(0.0013077879902131482-0.002624091510132267j),(0.0005357225571808439-2.5324951967581875e-06j),(-0.18779003719245857-0.5090699051764003j),(8.89815570252818e-05-3.174656835400747e-06j),(-0.014737152463712062-0.0034665995888974333j)
0.53,(-1.0117449935885765+0.387802880596972j),(-0.000606211221532912-0.0005094595557364077j),(-0.008798903532628084-0.010270250529804376j),(-4.3624666537440845e-09-1.4670518754838134e-07j),(-0.531170701677837+0.13772725117171764j),(-0.2515905627405287+0.19992716452531312j),(-0.000643537525731569+0.006424953540133829j),(0.12020661762794171+2.561639723252533j),(2.153673488663477-1.9717910459380943j),(0.08105310959369036+0.041500973272367854j),(0.001098601717564417-0.002750508644266252j),(0.000541414359816167-5.948101163360538e-05j),(-0.22484516809346133-0.49981208837451224j),(8.930665747992143e-05-1.2396581070220458e-05j),(-0.015384189909775803-0.0020565884621181543j)
0.535,(-1.035615298294994+0.45064179845152974j),(-0.0005901250966242693-0.0004789601285888611j),(-0.008891388936216516-0.009938549822635716j),(-1.1286727394538063e-08-1.45747657178052e-07j),(-0.5275370671179198+0.18784131623189582j),(-0.24375794540334592+0.20315100748997988j),(-0.00018719537526274733+0.006517849942075025j),(0.3101131299933024+2.641008266980841j),(2.0481262014741537-2.1936055688602423j),(0.08617366390209556+0.034643987103451304j),(0.000880200535515597-0.0028566247140113738j),(0.0005409500077217412-0.00011681679769715258j),(-0.2611503008890056-0.48784990053714533j),(8.864042870842333e-05-2.1584614259499265e-05j),(-0.01588908404413331-0.0005705739587321601j)
0.54,(-1.0562376001859302+0.5174222125411744j),(-0.0005711248291651474-0.00045104268372642565j),(-0.00894458652592699-0.00960559297787355j),(-1.7973697184639007e-08-1.4420420582412514e-07j),(-0.5188793693175655+0.2376055942265749j),(-0.23577941611640324+0.20637177878830876j),(0.0002689654273910977+0.006570939994225564j),(0.511445695332591+2.7057964777298578j),(1.9210632841019601-2.408545657553209j),(0.09058551381870181+0.027276419278507342j),(0.0006553979200278242-0.0029410862360030364j),(0.0005342307406933659-0.00017366521256929066j),(-0.29646052079640395-0.4732664468612971j),(8.698075954661173e-05-3.05931837370466e-05j),(-0.016238338091269518+0.0009748299814097694j)
0.545,(-1.0733124325356418+0.58819866636921j),(-0.0005494838316212506-0.00042593630835014774j),(-0.00895792601802983-0.009271351184705413j),(-2.4347487710910537e-08-1.42114774065445e-07j),(-0.5051032219677336+0.28638899498539727j),(-0.22765056017439833+0.2095635774749498j),(0.0007195831394429818+0.006583490674537336j),(0.7234453707306103+2.7544430572286682j),(1.77257306148052-2.614313259256559j),(0.09420244153886914+0.01947831485591793j),(0.00042710300903647574-0.0030026620427511795j),(0.0005213193502200653-0.0002291723405109502j),(-0.3305359092562766-0.45619898568783707j),(8.43474902514048e-05-3.927764830536315e-05j),(-0.01642130486701512+0.002561536456796215j)
0.55,(-1.0868256504703966+0.662744521328833j),(-0.0005254747520028469-0.0004036594901203293j),(-0.008931116043268463-0.008932960648886535j),(-3.0371299746911384e-08-1.3954184177915368e-07j),(-0.4864599919406892+0.33372952537895983j),(-0.21934687869854497+0.21261269606086142j),(0.0011607955226392696+0.006556069684303055j),(0.9446237651227237+2.7864594249826022j),(1.6041307365981805-2.8094638512772008j),(0.09700829255974112+0.011346687712667277j),(0.0001976419802217777-0.003041670905705402j),(0.0005027687666003371-0.0002828785682511754j),(-0.36321018993865084-0.43690089752698047j),(8.083234457729105e-05-4.755921373600885e-05j),(-0.01644247618396848+0.0041714626701242685j)
0.555,(-1.0960951559384515+0.7403864826517038j),(-0.0004996174039663014-0.0003844567377099833j),(-0.00886312485915584-0.008598471742928401j),(-3.6031887829762185e-08-1.3654196915519766e-07j),(-0.4634224725299725+0.37917889196412435j),(-0.21079032247422894+0.2155083086337083j),(0.0015890977471533566+0.006493543030823738j),(1.1724246471292978+2.8011609311125083j),(1.4177592920573705-2.9920091145998486j),(0.0990247985771552+0.002989489999290846j),(-3.060723201396196e-05-0.0030600044160582814j),(0.0004789639003100672-0.0003343362049668489j),(-0.39436063660097576-0.41552882544210834j),(7.652242916147453e-05-5.538198186041048e-05j),(-0.016307066312491268+0.005786923267714637j)
0.56,(-1.1005211332203717+0.8204237988760017j),(-0.00047240969194618885-0.00036854272050863943j),(-0.008752903531006244-0.00827591623879737j),(-4.1318361804789534e-08-1.3316907524977374e-07j),(-0.43646358538147567+0.42234086105982827j),(-0.20190575436380181+0.218239131578998j),(0.0020013242644125765+0.006400952463662521j),(1.4043871118876097+2.79808917988978j),(1.2154889837378748-3.1601937917387004j),(0.10027850355551617-0.005493063800959288j),(-0.0002554545446944007-0.0030596160939790644j),(0.0004502695966908276-0.0003831282721330552j),(-0.42388254433428096-0.39223851995536146j),(7.150030687272683e-05-6.269613152224814e-05j),(-0.01602050211525571+0.007391685841122221j)
