N,E [H]
1,-14.624080206711438
2,-14.628977704953861
3,-14.632596299409238
4,-14.63610013240454
5,-14.636848428994295
6,-14.63870503452493
7,-14.640458531649282
8,-14.6406182683795
9,-14.641518301094825
10,-14.641717281913772
11,-14.644640461623906
12,-14.64670331920367
13,-14.646886985782004
14,-14.647644454391017
15,-14.649195758989237
16,-14.649243579402803
17,-14.649719074956987
18,-14.650489732337956
19,-14.650489737629504
20,-14.650838899969974
21,-14.651755268713469
22,-14.651913743732546
23,-14.651916587276371
24,-14.651980989890848
25,-14.652013649659933
26,-14.652016849319265
27,-14.652346400172506
28,-14.653310175819836
29,-14.653471203630808
30,-14.653488416984695
31,-14.653502588631374
32,-14.653532688982303
33,-14.653672352361827
34,-14.653761239262138
35,-14.653825391202886
36,-14.65385094046818
37,-14.653867503772616
38,-14.653881193232603
39,-14.653914635310532
40,-14.653944587948654
41,-14.65396677294131
42,-14.653970061739248
43,-14.653988623868695
44,-14.654001033326942
45,-14.654124462221718
46,-14.654128065926795
47,-14.65418598758205
48,-14.654187592656074
49,-14.654225972136198
50,-14.654244651725955
51,-14.654265903724275
