N,E [H]
1,-14.592522760141994
2,-14.607346323279108
3,-14.609980121037669
4,-14.61607943990531
5,-14.616800430543554
6,-14.622037102912504
7,-14.623758451113813
8,-14.625477341882783
9,-14.62777101210274
10,-14.627773302281454
11,-14.628420697131501
12,-14.62863286585803
13,-14.628760974389472
14,-14.629081930609997
15,-14.629360231028109
16,-14.629699716401902
17,-14.629707024626514
18,-14.629766415072657
19,-14.629766508396221
20,-14.629775872774546
21,-14.629900169697827
22,-14.630043381853145
23,-14.630045220195143
24,-14.630112919977657
25,-14.630144717507243
26,-14.630186199875697
27,-14.630351563341685
28,-14.630713342768557
29,-14.630771917113679
30,-14.630780513462517
31,-14.630816877896367
32,-14.630871252627232
33,-14.630984125613638
34,-14.630994045843389
35,-14.63103448646501
36,-14.63104742428244
37,-14.631051236052903
38,-14.631055575232567
39,-14.631059997698898
40,-14.63106287672629
41,-14.631075011778208
42,-14.631080570521771
43,-14.631081625568065
44,-14.63108364728827
45,-14.631100618541032
46,-14.631105027582333
47,-14.63115066719138
48,-14.63116381915994
49,-14.631167063080259
50,-14.63116743383476
51,-14.631201653738158
