t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
0.1,(0.3824059947944472+0.517270292562968j),(0.6943799652880416-0.698961879137558j),(0.03333106010749534-1.3528385659548825j),(0.6478221154408745-0.2114349648991343j),(1.5499119414207863-0.44990256929590305j),(0.9277186243365186-0.019967206365601273j),(-0.40370783152882866+0.7067624029797335j),(0.7096931553530836+1.3334158995407273j),(-0.417917795584935+0.4547022094377396j),(-2.0257039272278075-1.785270490916497j),(-0.6338135641807368+0.7379839822992336j),(-0.25973467966126623-1.5286860993660925j),(1.0558706701467064-0.4723515222453403j),(-0.26015585203918856+0.09251511278007524j),(0.09831426696837985-0.5715054139248217j),(0.5334974807324099-1.7498879136879326j),(1.5639930000543327-1.591738513214602j),(-0.16675895234954471-1.0484384351686828j),(0.1903101356860521+0.49178299290178845j),(1.5781202485308428-0.12148894856682733j),(0.3824059947944472+0.517270292562968j),(0.6943799652880416-0.698961879137558j)
0.11,(0.36872979317860577+0.5179977927984796j),(0.7155423489046799-0.7182190289932778j),(0.035949208782727685-1.3657125893439934j),(0.6333759920660433-0.21878866461847105j),(1.5528882224441731-0.45361442525547696j),(0.9222491738919616-0.043074033301570086j),(-0.38611432817351454+0.679583047813866j),(0.7014047153990187+1.303396355217865j),(-0.43975168533315506+0.5075871867583992j),(-2.146227495516771-1.747250111933973j),(-0.666694410478664+0.760195419438603j),(-0.2703797138549814-1.5642891665263334j),(1.0528177959740606-0.47482887134576657j),(-0.26675719669852427+0.0628211151376873j),(0.08155920205106833-0.5925007813664206j),(0.5346185247300812-1.8104944707535273j),(1.551173295692746-1.633815808545053j),(-0.19519828148707588-1.0996594057219793j),(0.1765034236840376+0.475213814662607j),(1.5891935615318589-0.11529151453088157j),(0.36872979317860577+0.5179977927984796j),(0.7155423489046799-0.7182190289932778j)
0.12,(0.35476143179358616+0.5184911095900044j),(0.7368801927607996-0.7372954499497149j),(0.0378871438338695-1.3783895217878634j),(0.6190525309348662-0.22633808649821846j),(1.555923427322808-0.4576653238669556j),(0.9173987551685966-0.06601493152714652j),(-0.36948957263662696+0.6537647828554993j),(0.6933766109211296+1.2746138376444145j),(-0.45840850945919576+0.5637668883228427j),(-2.2674061260881913-1.6979766911923604j),(-0.7001864239353811+0.783550087912243j),(-0.28201053359761785-1.6002269700258358j),(1.0497685657131073-0.4774579543092376j),(-0.27329787546013057+0.03361511728010531j),(0.06395013179460925-0.6144229645308547j),(0.5348422104619149-1.8733356382956965j),(1.5373642284292048-1.677268977285472j),(-0.22535303324837436-1.1512798962288409j),(0.16323201167079066+0.4583727874092405j),(1.5996581562184695-0.10898448955815432j),(0.35476143179358616+0.5184911095900044j),(0.7368801927607996-0.7372954499497149j)
0.13,(0.34052185585082434+0.5187399275902935j),(0.7583513361462645-0.7561797572852803j),(0.03913743971340408-1.390867569017638j),(0.6048728892213362-0.23405360716841145j),(1.5590113130886485-0.4620522459836492j),(0.9131432267740321-0.0887664125603651j),(-0.35378809617977197+0.6292411665275747j),(0.6855987909583872+1.2470273907703169j),(-0.47332913095206763+0.6229401252549964j),(-2.3877990991862124-1.6369718335103989j),(-0.7342310414666413+0.8080906847610237j),(-0.2946585019474086-1.6364505683592008j),(1.0467225549555081-0.48023092528360733j),(-0.2797751761414563+0.004904967233952396j),(0.04545306311995838-0.63728065004151j),(0.5340614562875025-1.9384683796960478j),(1.522462673854877-1.7220849267918055j),(-0.2573313469333086-1.203221533838949j),(0.15052174448222852+0.44130930384715j),(1.6095069269983746-0.10262616558235223j),(0.34052185585082434+0.5187399275902935j),(0.7583513361462645-0.7561797572852803j)
0.14,(0.3260339259301985+0.5187353227599231j),(0.7799116207488619-0.7748624821515346j),(0.03969556301487799-1.4031440980985128j),(0.5908570500875319-0.24190520801127618j),(1.5621446948532844-0.46677179161226434j),(0.909457163482268-0.11130568671297628j),(-0.3389664351393028+0.605948787506912j),(0.6780618226403275+1.2205975201754222j),(-0.483984915778973+0.6846927949777272j),(-2.505820989018581-1.5639958083809797j),(-0.7687623576448807+0.833857195962481j),(-0.30835320137720296-1.672906676847593j),(1.0436795407603319-0.4831396532772767j),(-0.286186809507837-0.02330120077689169j),(0.02603281635724415-0.6610793827322611j),(0.5321600305897395-2.005946363105133j),(1.5063616490477376-1.7682403903708643j),(-0.29123959088146617-1.2553941761126404j),(0.13839336445299122+0.4240743201296824j),(1.6187383738262129-0.09627481321989267j),(0.3260339259301985+0.5187353227599231j),(0.7799116207488619-0.7748624821515346j)
0.15,(0.31132226813217684+0.5184699304393888j),(0.8015151047329553-0.793336207655573j),(0.039559798435337225-1.4152156116702057j),(0.5770238187823837-0.24986274998294658j),(1.5653154892414447-0.47182020008954095j),(0.9063140160856651-0.13361072059703358j),(-0.3249830426655599+0.5838271341634591j),(0.6707568256039688+1.195286097230744j),(-0.4899048621046756+0.748500127553659j),(-2.6197901705424824-1.47909059529892j),(-0.8037070901728467+0.860886244804612j),(-0.32312206616435896-1.7095376897495327j),(1.0406395033072093-0.48617575424078724j),(-0.2925308038872147-0.05099504331062855j),(0.005653065452157557-0.6858211600809663j),(0.5290120696681271-2.07581901019925j),(1.4889510638297103-1.815700948688809j),(-0.3271809763891355-1.3076952905070607j),(0.12686241789474575+0.4067196712443269j),(1.6273563938174247-0.08998795457376037j),(0.31132226813217684+0.5184699304393888j),(0.8015151047329553-0.793336207655573j)
0.16,(0.2964130915716479+0.5179380939421222j),(0.8231143134164629-0.8115956840239573j),(0.038731156250002015-1.4270777525881697j),(0.563390824620759-0.2578962414517029j),(1.5685147682046354-0.47719336596838474j),(0.9036862732296432-0.155660300862616j),(-0.31179819982069024+0.5628184626326864j),(0.6636754079387797+1.1710562625170395j),(-0.4907031351647261+0.8137366063519353j),(-2.727991191314452-1.3826110272322794j),(-0.8389846509798907+0.8892104228028875j),(-0.3389899959657051-1.7462817666895838j),(1.03760262536694-0.4893306257489322j),(-0.2988054086710919-0.07816809963582046j),(-0.015723602503898138-0.7115040126432647j),(0.5244816415115345-2.148130450788765j),(1.4701186434622169-1.8644200975557823j),(-0.3652540304587248-1.3600094816467565j),(0.11593926295865517+0.3892973863987259j),(1.6353699733026013-0.08382167633482131j),(0.2964130915716479+0.5179380939421222j),(0.8231143134164629-0.8115956840239573j)
0.17,(0.28133397465118376+0.5171359888699107j),(0.8446605256116266-0.8296379183142465j),(0.03721326292867606-1.4387253376480533j),(0.5499745259316968-0.2659760966951499j),(1.571732823243006-0.48288685100032425j),(0.90154562558295-0.177434104743285j),(-0.29937392661818635+0.5428676647501467j),(0.6568096040306214+1.14787232937153j),(-0.48610449258340194+0.8796939241277676j),(-2.828747494114005-1.2752391144879152j),(-0.8745073357347022+0.91885761710524j),(-0.35597895680672526-1.7830729914685628j),(1.0345692893264167-0.492595484517915j),(-0.30500900872709297-0.10481189760326719j),(-0.0381356067718948-0.7381215766600926j),(0.5184223736452115-2.222918387958416j),(1.449751028187521-1.9143383968499024j),(-0.40555094165330585-1.41220820490655j),(0.10562917453162035+0.3718590212014073j),(1.6427927923892502-0.07782999743593295j),(0.28133397465118376+0.5171359888699107j),(0.8446605256116266-0.8296379183142465j)
0.18,(0.2661136224056521+0.5160617186833106j),(0.8661040938046873-0.847462234561147j),(0.03501223639632902-1.450152418468075j),(0.5367902153203591-0.2740733829142365j),(1.574959239983085-0.4888958926853699j),(0.8998631325364763-0.19891277767513257j),(-0.28767389349570716+0.5239221368769293j),(0.650151814615171+1.1256996883223391j),(-0.4759649086136251+0.9456063877437257j),(-2.9204990558343495-1.1579778855191354j),(-0.910180643034472+0.9498503509676324j),(-0.3741075774785221-1.8198416106072601j),(1.0315400715174805-0.4959614069094334j),(-0.3111400515947644-0.13091807229384816j),(-0.06162227038576076-0.7656626666331172j),(0.5106771649253333-2.300212882448883j),(1.4277350489986753-1.965382739642287j),(-0.448155801753881-1.464149705755541j),(0.09593253878025552+0.35445502189146333j),(1.649642756449259-0.07206430273445733j),(0.2661136224056521+0.5160617186833106j),(0.8661040938046873-0.847462234561147j)
0.19,(0.25078159803406486+0.5147153775793617j),(0.8873947954614992-0.8650703008850255j),(0.03213654733203917-1.4613523670765427j),(0.523852022926146-0.2821600538205938j),(1.578182982954524-0.4952154099372775j),(0.8986093914250108-0.2200780179491065j),(-0.27666333363148093+0.5059316504715063j),(0.6436947492939296+1.1045047130748302j),(-0.46028493425412087+1.0106821643163448j),(-3.0018781297142776-1.0321231510745206j),(-0.9459037322756338+0.9822051563880876j),(-0.39339075112371485-1.856514357839183j),(1.028515733623716-0.49941937247969226j),(-0.31719698912384237-0.15647849610129036j),(-0.08622369520564953-0.7941108573869194j),(0.5010780023223744-2.3800350698018544j),(1.4039591714966382-2.017465783942806j),(-0.49314277535023004-1.5156792234296417j),(0.08684512742407825+0.33713413478770066j),(1.6559414705707922-0.06657285112208301j),(0.25078159803406486+0.5147153775793617j),(0.8873947954614992-0.8650703008850255j)
0.2,(0.23536803249027818+0.513099077430095j),(0.9084822118984301-0.8824661209413346j),(0.02859686782128669-1.4723179833104174j),(0.5111729157618526-0.29020916803874003j),(1.5813924902818108-0.5018400064817345j),(0.8977547090373629-0.2409126680604855j),(-0.2663089564435061+0.48884822511512366j),(0.637431371712043+1.084254668632736j),(-0.4392139868380319+1.0741378622748101j),(-3.071775813785002-0.8992142047765024j),(-0.981570026200583+1.0159320002062002j),(-0.4138392535141161-1.8930148691705337j),(1.0254972109757163-0.5029603105288983j),(-0.3231782349463478-0.18148541872841253j),(-0.11198061546151003-0.8234440869040185j),(0.48944590414901223-2.4623958293761454j),(1.3783150907467374-2.0704855914263978j),(-0.5405742395918829-1.566629494370845j),(0.07835843988298126+0.31994287165486507j),(1.6617136738771696-0.06140036327563804j),(0.23536803249027818+0.513099077430095j),(0.9084822118984301-0.8824661209413346j)
0.21,(0.2199033166549623+0.5112169364004245j),(0.9293161303881704-0.8996559881281432j),(0.02440590863261555-1.4830416207795007j),(0.498764691667188-0.298195090741277j),(1.5845757778597147-0.5087639726664068j),(0.8972692749304131-0.2614008121395349j),(-0.2565788625496711+0.47262600457216986j),(0.6313548475472739+1.0649176220680368j),(-0.4130447699479247+1.1352333577536073j),(-3.129392825780247-0.7609671620147843j),(-1.0170679603511423+1.0510337867371653j),(-0.4354593910740616-1.929264191052304j),(1.0224855975939113-0.5065751494988973j),(-0.3290821388560776-0.2059316153935922j),(-0.13893423218015233-0.8536342929429162j),(0.47559101056812414-2.547294430631359j),(1.3506994498939657-2.1243255175138382j),(-0.5904989465780831-1.6168215850959593j),(0.07046010015089076+0.30292503898693235j),(1.6669866507454532-0.056587691147923225j),(0.2199033166549623+0.5112169364004245j),(0.9293161303881704-0.8996559881281432j)
0.22,(0.20441778112438735+0.5090750278653097j),(0.9498469645126372-0.9166484021607573j),(0.019578246382838074-1.4935153278917956j),(0.48663796688560845-0.30609367710909025j),(1.5877205524176876-0.5159812864140095j),(0.8971233358023255-0.28152787858874595j),(-0.24744246041551649+0.4572211363616292j),(0.6254584954141715+1.046462356395088j),(-0.382198212438668+1.1933036498728047j),(-3.1742696022520285-0.619196887400189j),(-1.0522818771921714+1.087505961134028j),(-0.4582526929673074-1.965181381670389j),(1.019482127897998-0.5102548689568267j),(-0.33490697880914494-0.2298105413678041j),(-0.16712603286337352-0.8846470980173461j),(0.4593128402507335-2.6347171889250554j),(1.3210156443180403-2.1788543947710566j),(-0.6429502706062874-1.666066075440545j),(0.0631342946003377+0.28612133644699017j),(1.6717896354187889-0.052171568410711425j),(0.20441778112438735+0.5090750278653097j),(0.9498469645126372-0.9166484021607573j)
0.23,(0.1889413690003957+0.5066812893466266j),(0.9700261872587026-0.9334539489210781j),(0.01413014188328661-1.503731000269515j),(0.47480215675754955-0.31388243638564833j),(1.590814332703513-0.5234856140911665j),(0.8972873699207031-0.3012807468196588j),(-0.23887038487439038+0.44259165522863847j),(0.6197357407473473+1.0288582879548394j),(-0.3472004615382186+1.2477848986533673j),(-3.2062933587933737-0.4757348203550473j),(-1.0870930575994813+1.1253362379815872j),(-0.48221566242096797-2.0006842023968736j),(1.0164881550720113-0.5139905537948148j),(-0.3406509708670896-0.2531164907992897j),(-0.19659760323626743-0.9164415585849256j),(0.44040072841325334-2.7246361702442554j),(1.2891756618607635-2.233927046322873j),(-0.6979446109145592-1.7141646013334166j),(0.05636223688490484+0.26956902702754343j),(1.6761532253958684-0.048184438529257155j),(0.1889413690003957+0.5066812893466266j),(0.9700261872587026-0.9334539489210781j)
0.24,(0.17350330723244803+0.5040453923457616j),(0.9898067709978766-0.9500851458398415j),(0.00807935101766009-1.5136805408110918j),(0.4632654494978215-0.32154067548002147j),(1.593844577835977-0.5312703120950452j),(0.8977322603547571-0.3206478567806729j),(-0.2308344176718147+0.4286973708342357j),(0.6141800726932934+1.0120753876724857j),(-0.3086543528615387+1.29823259414548j),(-3.2256825683058956-0.3323502271563041j),(-1.1213808768938751+1.164504478959417j),(-0.5073396027879649-2.0356898931362033j),(1.0135051261521528-0.5177734501738495j),(-0.3463122969914638-0.2758447576408163j),(-0.22739044083008467-0.948969995096043j),(0.4186344558275001-2.8170079914502244j),(1.2551018988691343-2.28938515754137j),(-0.7554800267244456-1.7609117514879529j),(0.050122646609904585+0.2533016790286616j),(1.6801088174156924-0.04465435505906643j),(0.17350330723244803+0.5040453923457616j),(0.9898067709978766-0.9500851458398415j)
0.25,(0.158131782038443+0.5011785751091862j),(1.009143628309956-0.966556256410271j),(0.0014449295815257097-1.5233560236697006j),(0.4520347734733827-0.32904962127128434j),(1.5967988216967028-0.5393284299747206j),(0.898429465538508-0.3396193198004519j),(-0.22330741016155312+0.4154997599246353j),(0.6087850040118359+0.9960841065149809j),(-0.2672082558943853+1.3443308593167291j),(-3.232951901319615-0.19068149446676297j),(-1.1550240668610352+1.2049827416427052j),(-0.5336105335448729-2.070116021756789j),(1.010534553988071-0.5215950226479549j),(-0.3518891501788878-0.2979917963816024j),(-0.25954578359036024-0.9821779196948003j),(0.3937850704759274-2.911772769295864j),(1.218728882342657-2.3450585225508247j),(-0.8155351843574276-1.8060972950232703j),(0.04439222939560268+0.23734897778998046j),(1.6836880779632435-0.041604947163432396j),(0.158131782038443+0.5011785751091862j),(1.009143628309956-0.966556256410271j)
0.26,(0.14285362371851476+0.49809344147983853j),(1.027994047604689-0.9828830786976014j),(-0.005752966395814616-1.5327498585186816j),(0.44111575880482884-0.3363925209800266j),(1.5996648120596975-0.5476527159030404j),(0.8993511855063987-0.35818702914301737j),(-0.21626320826463616+0.40296186319693456j),(0.6035440339663819+0.9808553054421686j),(-0.2235252036015552+1.385892990666985j),(-3.228862578705596-0.05218228938251693j),(-1.1879020594892478+1.2467355185603002j),(-0.5610092104019044-2.103881394170133j),(1.0075779863142242-0.5254470118265144j),(-0.3573797960125549-0.31955538020976365j),(-0.29310447055535693-1.0160040776324686j),(0.3656158931039183-3.0088532770955574j),(1.1800048213198038-2.400766667231677j),(-0.8780686950489214-1.8495086977410284j),(0.03914614725853279+0.22173660332059938j),(1.6869224581278137-0.03905544227056561j),(0.14285362371851476+0.49809344147983853j),(1.027994047604689-0.9828830786976014j)
0.27,(0.1276940057880099+0.4948037300065586j),(1.0463181176566299-0.9990827138366425j),(-0.013493283236013658-1.5418549516525029j),(0.4305126944677576-0.34355472020141864j),(1.6024306530007495-0.5562356252957609j),(0.9004705220041718-0.3763447685830414j),(-0.20967657979389207+0.391048187044316j),(0.5984506141667624+0.9663601901156689j),(-0.17825481220245407+1.4228542893509972j),(-3.2143640568238596+0.0819148374993908j),(-1.2198963827839806+1.2897201814884065j),(-0.5895112619198128-2.136907008083012j),(1.0046369722527246-0.5293214918713667j),(-0.36278264931466936-0.3405347541979447j),(-0.3281068558312842-1.050380616633919j),(0.3338836848992799-3.1081543717926507j),(1.13889290676828-2.4563208328525112j),(-0.943018916065774-1.8909338645931675j),(0.03435846977803438+0.20648616858197277j),(1.6898427604673965-0.03702073720601688j),(0.1276940057880099+0.4948037300065586j),(1.0463181176566299-0.9990827138366425j)
0.28,(0.11267616281480818+0.49132405836076826j),(1.0640791354798254-1.0151733214404224j),(-0.02175427341352991-1.5506648607202607j),(0.42022848235821497-0.3505237184374414j),(1.6050849489948131-0.5650693333366057j),(0.901761630595924-0.3940883172650816j),(-0.2035231442446527+0.3797246103389367j),(0.5934981173197277+0.952570250601965j),(-0.1320098143837506+1.4552588924600323j),(-3.1905329747381237+0.21061708069876955j),(-1.2508920743008372+1.3338876406925442j),(-0.6190874524821431-2.1691170302013463j),(1.001713026648858-0.5332109270840116j),(-0.3680963642287675-0.36093078111948845j),(-0.36459280144402734-1.0852333953437283j),(0.2983399399666058-3.209562755496129j),(1.095372279547402-2.511526284987837j),(-1.0103042763700258-1.9301640260790827j),(0.0300025981943787+0.19161521219850827j),(1.692478763370844-0.03551150900789651j),(0.11267616281480818+0.49132405836076826j),(1.0640791354798254-1.0151733214404224j)
0.29,(0.09782113068230852+0.48766964880453595j),(1.0812439924072532-1.0311738695265533j),(-0.030513698830086807-1.559173940197249j),(0.41026459000205684-0.3572892022204216j),(1.6076169490045853-0.5741457521089364j),(0.9031998628702408-0.41141554910951655j),(-0.197779305156527+0.368958296393303j),(0.5886798088398056+0.9394572062795711j),(-0.0853482317053332+1.4832426244904027j),(-3.1585145185747687+0.33317379484942683j),(-1.2807790742942018+1.3791832225918195j),(-0.6497040782096-2.2004397739124757j),(0.998807592711457-0.5371082268190102j),(-0.37331993575492134-0.3807460775680432j),(-0.4026017789609984-1.1204824373966826j),(0.25873224742483875-3.3129471335132346j),(1.0494385911770057-2.5661848920806096j),(-1.0798241712721144-1.9669966684122775j),(0.026051656309135418+0.17713723878061136j),(1.694858906346199-0.034534356898084255j),(0.09782113068230852+0.48766964880453595j),(1.0812439924072532-1.0311738695265533j)
0.3,(0.08314751224859845+0.4838560409367538j),(1.0977835337770765-1.0471038869656708j),(-0.039749031794880485-1.5673774750573413j),(0.4006210037266627-0.3638430561812784j),(1.61001668879356-0.5834565529569002j),(0.9047618968992107-0.42832652507077346j),(-0.19242218516060866+0.35871761022960313j),(0.5839888212769967+0.9269929561339431j),(-0.038761451412221946+1.507013878017581j),(-3.1194700910117765+0.4490655396932287j),(-1.3094535578960669+1.4255477623474768j),(-0.6813234985326014-2.230808652413247j),(0.9959220034887607-0.5410067979637205j),(-0.3784528105165581-0.39998513817074777j),(-0.4421731137893789-1.1560425314865708j),(0.21480564834064103-3.418158824671182j),(1.0011040925401782-2.620097898230223j),(-1.1514604486642657-2.0012383928827604j),(0.022478843749420132+0.16306179980893326j),(1.6970100377595165-0.034091967469155514j),(0.08314751224859845+0.4838560409367538j),(1.0977835337770765-1.0471038869656708j)
0.31,(0.06867127057317354+0.4798987981948251j),(1.1136728882343094-1.0629832265434314j),(-0.04943765196190123-1.575271800502148j),(0.39129618417352463-0.3701793526780075j),(1.6122751296668052-0.5929931946022241j),(0.9064258542260092-0.4448235766392088j),(-0.18742956384030876+0.3489720412799206j),(0.57941813152712+0.9151495345973967j),(0.0073321436101549745+1.5268342793022138j),(-3.074533726369715+0.5579832421887487j),(-1.3368191647498164+1.4729189004878966j),(-0.7139048018172197-2.2601630810561844j),(0.9930574427530178-0.544900594252227j),(-0.38349500436505773-0.41865444585268524j),(-0.48334640946858964-1.19182397000255j),(0.1663038920701721-3.5250328685697836j),(0.9503972012158544-2.67306879702885j),(-1.2250794834144865-2.0327075804211425j),(0.019257748753309798+0.14939460809749627j),(1.698957224844008-0.03418329597535436j),(0.06867127057317354+0.4798987981948251j),(1.1136728882343094-1.0629832265434314j)
0.32,(0.05440555107360672+0.475813214599953j),(1.1288917633038853-1.0788318464946864j),(-0.05955703753949462-1.5828544060187353j),(0.38228702601342407-0.3762943208561987j),(1.6143842918560525-0.6027469574289184j),(0.9081714018485771-0.46091137910480234j),(-0.18277981855119235+0.33969213163724676j),(0.5749605408049006+0.9038990730642815j),(0.05258876335876611+1.5430004998381202j),(-3.0247783231192935+0.659801037110543j),(-1.3627880851772434+1.5212325652529022j),(-0.747404598876316-2.2884493024858172j),(0.9902149058910856-0.5487841617320748j),(-0.38844722433475176-0.4367625663245116j),(-0.5261621917702477-1.227733409414092j),(0.1129704759078386-3.633389657787694j),(0.8973615183514282-2.7249061990441246j),(-1.3005348077253034-2.0612367341949405j),(0.016362619088762787+0.13613767917081623j),(1.7007236243163462-0.03480375760746866j),(0.05440555107360672+0.475813214599953j),(1.1288917633038853-1.0788318464946864j)
0.33,(0.04036053319160559+0.4716140280084839j),(1.1434247045546546-1.0946696178222928j),(-0.07008494919878588-1.5901240224623951j),(0.3735888236367197-0.38218629625675843j),(1.6163373808242985-0.6127089842199707j),(0.9099798379244072-0.4765970132659636j),(-0.17845186836471816+0.33084940997657086j),(0.5706086573782982+0.8932137671837549j),(0.09673701037574486+1.5558281339656963j),(-2.97119164500884+0.7545460035179204j),(-1.3872819643004892+1.570424615285515j),(-0.7817779336345022-2.3156211090038212j),(0.9873951614016983-0.5526526797746599j),(-0.39331099245072143-0.4543202252203403j),(-0.5706628136985803-1.2636748247689256j),(0.054549332414968725-3.743037100691961j),(0.8420542898302237-2.775426576207173j),(-1.377670235516271-2.0866743769544485j),(0.013768591003503581+0.12328949339724539j),(1.7023304106819115-0.03594542371128422j),(0.04036053319160559+0.4716140280084839j),(1.1434247045546546-1.0946696178222928j)
0.34,(0.026543311421651786+0.46731514568427224j),(1.1572613163340615-1.110516163875584j),(-0.08099960526593902-1.597080691281145j),(0.3651952444368233-0.3878556523095382j),(1.6181289048693002-0.622870327491221j),(0.9118341602372201-0.49189001446657016j),(-0.174425121321539+0.32241633126593444j),(0.5663548820841808+0.883065850003508j),(0.13957293524979866+1.5656381484507509j),(-2.914661244838685+0.8423674239493759j),(-1.4102325895061707+1.620432611038532j),(-0.8169792959132571-2.3416404385396032j),(0.9845987135817532-0.5565019971113733j),(-0.3980887689658172-0.47134036660160145j),(-0.6168936623033385-1.2995505186818346j),(-0.009214988290157773-3.8537732924279084j),(0.7845443325226088-2.824456762939838j),(-1.456323390225799-2.1088863910387783j),(0.01145187720324238+0.11084517336002965j),(1.703796758278001-0.037597219009994735j),(0.026543311421651786+0.46731514568427224j),(1.1572613163340615-1.110516163875584j)
0.35000000000000003,(0.012957804909754556+0.4629293873616849j),(1.1703964426974465-1.1263907375708642j),(-0.092279846984713-1.6037258154017011j),(0.357098311094547-0.39330471524886157j),(1.6197547825534464-0.6332220034224557j),(0.9137191168300401-0.5068024080745192j),(-0.17067942520092128+0.3143662223880822j),(0.5621913966692379+0.873427571007692j),(0.18095332230665148+1.5727460669101445j),(-2.855966991067478+0.9235075093824967j),(-1.4315823320390695+1.6711976781871871j),(-0.8529637175211148-2.3664778235412833j),(0.9818257669438117-0.5603286624846657j),(-0.4027840727591329-0.4878381918557499j),(-0.6649047064253994-1.3352621323767406j),(-0.07857780738849052-3.96538963832809j),(0.724909472886237-2.8718360968947714j),(-1.5363295199398528-2.127756707038776j),(0.00938991576669191+0.09879667166588604j),(1.7051398722796713-0.0397451169548775j),(0.012957804909754556+0.4629293873616849j),(1.1703964426974465-1.1263907375708642j)
0.36,(-0.00039530571915159275+0.4584682501573588j),(1.1828303077782905-1.142312140336487j),(-0.10390529287404188-1.6100621916712832j),(0.34928839401562584-0.39853766415248276j),(1.6212124386762834-0.64375505223937j),(0.9156212386081882-0.5213487307705019j),(-0.16719502203273953+0.30667323379312905j),(0.558110155024843+0.8642711810610455j),(0.22078803583301346+1.5774537986776502j),(-2.7957796786650904+0.9982748699925265j),(-1.4512843200517596+1.7226664227735513j),(-0.8896879298073953-2.3901126758982048j),(0.9790761928458542-0.5641299496222222j),(-0.40740159685999194-0.5038311783464953j),(-0.7147524210758303-1.3707115930822245j),(-0.15379565206174048-4.07767433618145j),(0.6632335702245445-2.9174180916654477j),(-1.6175254633461482-2.143187271020456j),(0.007561482633497406+0.08713296514151925j),(1.706375063257962-0.042372331308826214j),(-0.00039530571915159275+0.4584682501573588j),(1.1828303077782905-1.142312140336487j)
0.37,(-0.013518616091140767+0.45394169874829293j),(1.1945686154467852-1.1582986854152113j),(-0.11585648147187003-1.6160940250862967j),(0.341754214785409-0.40356041793499314j),(1.6225008877305558-0.6544606047576695j),(0.9175288541355289-0.5355460372908089j),(-0.16395250659630017+0.29931229730041675j),(0.5541028774092588+0.8555689232389707j),(0.2590320812606882+1.5800438572702995j),(-2.734664211830057+1.067021439786052j),(-1.4693023277244435+1.774792855985929j),(-0.9271115587591225-2.4125333954499935j),(0.9763494987340087-0.5679038763691553j),(-0.4119473173605826-0.5193390775042699j),(-0.7665021192462323-1.4058019187313495j),(-0.23512861377653294-4.190416082651727j),(0.5996032187238564-2.9610715491226465j),(-1.6997536161655769-2.155097248293218j),(0.005946770857175471+0.07584025211225764j),(1.707515859413813-0.04545950292814173j),(-0.013518616091140767+0.45394169874829293j),(1.1945686154467852-1.1582986854152113j)
0.38,(-0.026418012496293754+0.44935798320469167j),(1.2056226086896298-1.1743682066199224j),(-0.12811500204115456-1.6218269253301139j),(0.334482861196007-0.4083805112171408j),(1.623620804036707-0.6653299546675822j),(0.9194320872723313-0.5494138925566547j),(-0.16093278916483986+0.2922590901623557j),(0.5501610477739066+0.8472930294901919j),(0.2956778585901558+1.5807756254225087j),(-2.6730859853004754+1.130123114247321j),(-1.4856103726561183+1.827540286511075j),(-0.9651983327171406-2.4337372944702254j),(0.973644800302141-0.5716492179430095j),(-0.41642859433541396-0.5343838923715882j),(-0.8202307158725223-1.4404377877314596j),(-0.3228439051084423-4.303407825872193j),(0.534104239461283-3.0026810389668914j),(-1.7828657413005733-2.1634214519119j),(0.004527440215211521+0.06490215016282841j),(1.708574150292368-0.04898488142460879j),(-0.026418012496293754+0.44935798320469167j),(1.2056226086896298-1.1743682066199224j)
0.39,(-0.03910266535200531+0.44472348578947735j),(1.2160090897228408-1.190538112081304j),(-0.1406636131057071-1.6272678863827623j),(0.32745981408452085-0.41300696104242257j),(1.6245745780270213-0.676354636018446j),(0.9213228387175303-0.5629743494184102j),(-0.15811706276489246+0.28549000549345516j),(0.5462759143311187+0.8394157230448444j),(0.3307479262158817+1.5798832939838252j),(-2.611419300948856+1.187964038181577j),(-1.5001920211324968+1.8808831402727482j),(-1.0039172779152343-2.4537303354425637j),(0.9709607967622301-0.5753655144048825j),(-0.42085426378355806-0.5489898349278735j),(-0.876029941885499-1.4745257685912987j),(-0.4172207818097781-4.416450342027808j),(0.46681808486893966-3.042146696035015j),(-1.866726467109867-2.1681080142013176j),(0.0032866410302957077+0.0542998924251623j),(1.7095603555928611-0.05292450194781527j),(-0.03910266535200531+0.44472348578947735j),(1.2160090897228408-1.190538112081304j)
