t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
1.42,(6.227407724206219e-13-1.6435310736469018e-11j),(-2.852185272338562e-14-8.984653988453464e-14j),(-1.9568353482314784e-21-6.545836885259538e-21j),(0.002794514614641127+0.00016012067798717327j),(-1.8590295193156375e-10+3.0363445798123307e-10j),(3.9198120731167055e-18+4.049999324342631e-18j),(-3.355897935996239e-12-1.8245822997616528e-11j),(1.9478566290511574e-07-1.1455127559408279e-07j),(-7.539941436685178e-07-8.168116571799997e-07j),(5.604045769653985e-08+3.0112006873606285e-09j),(1.0578108512747156e-12-1.636989136738597e-11j)
1.43,(-5.259958848913442e-13-1.8834223583832024e-11j),(-1.1410507166756457e-14-1.0170196769983052e-13j),(-6.128727103769868e-21-9.276620850395528e-21j),(0.002733576989991428-0.00040769066179248544j),(-1.5977788888155126e-10+2.829827274431981e-10j),(2.6739148567154502e-18+5.797603377634384e-18j),(3.762512700914994e-14-2.0530207710253398e-11j),(2.003573355661305e-07-1.4362920690715773e-07j),(-9.401702397019064e-07-7.898173592041029e-07j),(5.5564040900024255e-08-5.59162730956486e-09j),(-2.299819487909837e-14-1.8796510238261728e-11j)
1.44,(-1.8820868201709005e-12-2.1384249332978465e-11j),(8.840251690731199e-15-1.1063869319781635e-13j),(-1.3409181532216007e-20-1.1577359841813144e-20j),(0.0025603795421738408-0.0009438328888482457j),(-1.3657131435246517e-10+2.6332778626364646e-10j),(7.42887874155147e-19+7.186029266251322e-18j),(4.045422283320374e-12-2.2107556287716988e-11j),(2.0277180170864087e-07-1.7524910313317008e-07j),(-1.1370770154214339e-06-7.306035496356249e-07j),(5.381848674613554e-08-1.3756396522526557e-08j),(-1.3070991295610364e-12-2.1380567110765076e-11j)
1.45,(-3.453112005332781e-12-2.4093255173755287e-11j),(3.177326794091018e-14-1.159870732446086e-13j),(-2.4899307342652053e-20-1.2135632104321275e-20j),(0.0022851489850665694-0.001426888248018166j),(-1.1599100452185489e-10+2.4463003701646777e-10j),(-1.7755914188578023e-18+7.973133384689902e-18j),(8.515424038840372e-12-2.2812647802330158e-11j),(2.0154077455642062e-07-2.0915514730047684e-07j),(-1.3401148757548113e-06-6.351223851680491e-07j),(5.0946019441665367e-08-2.1337637584379567e-08j),(-2.8020318172061397e-12-2.4130197494515724e-11j)
1.46,(-5.249321536629413e-12-2.6972552206495218e-11j),(5.6816755858097903e-14-1.1714366471292522e-13j),(-4.1668231783653903e-20-8.81604118707316e-21j),(0.001921994725750472-0.0018382014284978976j),(-9.777343177120618e-11+2.2684856807791e-10j),(-4.70771100389292e-18+7.941812096169631e-18j),(1.3263742765291854e-11-2.250862501227629e-11j),(1.961861061189613e-07-2.450286273070381e-07j),(-1.5437830640060685e-06-4.998485740033905e-07j),(4.709121395930015e-08-2.8221453641310608e-08j),(-4.517919760148238e-12-2.7057039972735056e-11j)
1.47,(-7.284698045632266e-12-3.003690221912519e-11j),(8.329377437660793e-14-1.1358428348645202e-13j),(-6.45148148726213e-20+1.6084250488985403e-21j),(0.0014882458493192885-0.0021625315204003076j),(-8.168204900703146e-11+2.0994263075520045e-10j),(-7.809711468690423e-18+6.920080150593046e-18j),(1.8081116321902937e-11-2.1089285115440395e-11j),(1.8624381537283548e-07-2.8248777118825143e-07j),(-1.7417268400252714e-06-3.2192521994241663e-07j),(4.2396842469714e-08-3.43204485192156e-08j),(-6.468533148223947e-12-3.017627454834242e-11j)
1.48,(-9.57802461861959e-12-3.3304506071775076e-11j),(1.1043136354262356e-13-1.048755355609034e-13j),(-9.358295449530496e-20+2.376868219880518e-20j),(0.001003691022569662-0.002388561782056638j),(-6.750526860003006e-11+1.93872881211987e-10j),(-1.0777699031132623e-17+4.799524087941408e-18j),(2.2738275124751735e-11-1.8479410886637197e-11j),(1.712676796873303e-07-3.2108680444909885e-07j),(-1.9267992486064554e-06-9.930230599054536e-08j),(3.70014597150757e-08-3.956892075745117e-08j),(-8.672359658824406e-12-3.3506642381576073e-11j)
1.49,(-1.2153976001895094e-11-3.679699505261699e-11j),(1.3736906534020265e-13-9.068553982775695e-14j),(-1.2775762816920387e-19+6.404550771309371e-20j),(0.0004897477605519561-0.0025092554491465673j),(-5.505426219499051e-11+1.7860238366158696e-10j),(-1.3260544881564805e-17+1.5522495293734467e-18j),(2.6989738001833645e-11-1.4633661773799616e-11j),(1.50832760641188e-07-3.603139522606412e-07j),(-2.0911340857373143e-06+1.6913159137442788e-07j),(3.1038376679472715e-08-4.391861145108602e-08j),(-1.115370013387505e-11-3.707046849832276e-11j)
1.5,(-1.504425693205368e-11-4.053943866531623e-11j),(1.63166793998526e-13-7.079459908954831e-14j),(-1.6373431237664784e-19+1.3091616588767885e-19j),(-3.1411568961987836e-05-0.0025220496812304234j),(-4.416067910867286e-11+1.6409737753790323e-10j),(-1.4875800509736226e-17-2.753331634413045e-18j),(3.057570947751317e-11-9.53456773160725e-12j),(1.2453932357221767e-07-3.995881944254581e-07j),(-2.2262274030061414e-06+4.834223200431295e-07j),(2.463568734070457e-08-4.7335186867072847e-08j),(-1.3943812541273992e-11-4.089370135713091e-11j)
1.51,(-1.8288815499117534e-11-4.456037500420991e-11j),(1.868122592576436e-13-4.5106561764903746e-14j),(-1.946089082746689e-19+2.352239592782261e-19j),(-0.0005377489700727541-0.0024288836222518657j),(-3.467435816315135e-11+1.5032781527219404e-10j),(-1.522912195678182e-17-7.937533561749031e-18j),(3.322188120481467e-11-3.190141519106103e-12j),(9.201768762179005e-08-4.382546819419609e-07j),(-2.323026073722629e-06+8.424246447201386e-07j),(1.7917040173464275e-08-4.979555674668306e-08j),(-1.7082131917829762e-11-4.500597599377957e-11j)
1.52,(-2.1937161813909236e-11-4.889186362567857e-11j),(2.0722837508605191e-13-1.3661556649198446e-14j),(-2.0777918876844579e-19+3.902119668998801e-19j),(-0.0010082368674189368-0.0022360605222853922j),(-2.6461090024263008e-11+1.372676796942396e-10j),(-1.3938295676482566e-17-1.369517240572148e-17j),(3.46370254319206e-11+4.3684352778127784e-12j),(5.293461032206483e-08-4.755788415005277e-07j),(-2.3720235237760264e-06+1.2436740591325489e-06j),(1.1002875895309693e-08-5.128607083172416e-08j),(-2.0617596555124797e-11-4.9440701280209265e-11j)
1.53,(-2.6049823072417205e-11-5.356955592179336e-11j),(2.2328130284626725e-13+2.334931948192328e-14j),(-1.818870160941383e-19+6.110222103995149e-19j),(-0.0014236925380893908-0.0019539479862456274j),(-1.94004737277045e-11+1.2489509164837125e-10j),(-1.0663539392787314e-17-1.9582566228278018e-17j),(3.450830661896608e-11+1.308867806962768e-11j),(7.001867681462457e-09-5.107393309177411e-07j),(-2.3633646438975892e-06+1.6832512717011838e-06j),(4.011880405285062e-09-5.180159347612894e-08j),(-2.4610111677523638e-11-5.423516693456628e-11j)
1.54,(-3.069996539719196e-11-5.863277465795097e-11j),(2.337899794871686e-13+6.556692512043163e-14j),(-8.247813439827561e-20+9.13128063818902e-19j),(-0.001767542866846698-0.0015965247159796727j),(-1.3383901313796723e-11+1.1319221976862043e-10j),(-5.146246940695605e-18-2.500713352170185e-17j),(3.249422992581794e-11+2.2897936033988028e-11j),(-4.601226471435406e-08-5.428201685443702e-07j),(-2.286964082962577e-06+2.1556347068323997e-06j),(-2.937575664674056e-09-5.1345423268488295e-08j),(-2.913218126903125e-11-5.943066251752078e-11j)
1.55,(-3.597521043033285e-11-6.412459277848419e-11j),(2.3753816521313526e-13+1.1244435656542428e-13j),(1.4395169788554098e-19+1.3087913063173678e-18j),(-0.0020264922663077046-0.0011807865995586678j),(-8.312697568691635e-12+1.0214500596834927e-10j),(2.7413391591918075e-18-2.922226175295929e-17j),(2.8215094919432973e-11+3.3703623994834925e-11j),(-1.0626789638268756e-07-5.708025483830806e-07j),(-2.1326445079877343e-06+2.653536904655563e-06j),(-9.72622232692347e-09-4.992999593593672e-08j),(-3.42707363630779e-11-6.507259897599615e-11j)
1.56,(-4.197967023105057e-11-7.009190214359093e-11j),(2.332902069814648e-13+1.6322456614595455e-13j),(5.777462290996894e-19+1.8000489776931187e-18j),(-0.002191068146105336-0.0007260296444433111j),(-4.096437002974272e-12+9.174272240839436e-11j),(1.2933060682252278e-17-3.1331894418248596e-17j),(2.124073193332223e-11+4.5392496578754536e-11j),(-1.738340363078496e-07-5.93557075750823e-07j),(-1.890303935143802e-06+3.1677218732181375e-06j),(-1.6233099139166242e-08-4.7578279789189435e-08j),(-4.012918368005828e-11-7.121062367673124e-11j)
1.57,(-4.8836217112507313e-11-7.658546604814183e-11j),(2.198118474262404e-13+2.1691556647451304e-13j),(1.3355691234215016e-18+2.3658584820158847e-18j),(-0.00225602062680136-0.0002530319775330166j),(-6.514566314969566e-13+8.197737871051022e-11j),(2.5090502712887403e-17-3.031161758427285e-17j),(1.1075168260529528e-11+5.7829068373755104e-11j),(-2.4866403487511376e-07-6.098374209310638e-07j),(-1.5501238056999519e-06+3.6868023401614348e-06j),(-2.233537456416766e-08-4.432574005243953e-08j),(-4.6829691483575807e-11-7.789872281412767e-11j)
1.58,(-5.6688995011397045e-11-8.365995594619025e-11j),(1.9589750353707436e-13+2.7226379362223433e-13j),(2.5805517231044115e-18+2.9397850326356717e-18j),(-0.00222055640373847+0.00021683817277885157j),(2.1004198631733323e-12+7.28430020245625e-11j),(3.850902041206376e-17-2.5055953245949515e-17j),(-2.8622986245995945e-12+7.085350128548754e-11j),(-3.305653390529941e-07-6.18276693463436e-07j),(-1.1028319966561287e-06+4.197018574683482e-06j),(-2.790894835056718e-08-4.022270940819615e-08j),(-5.451571927829151e-11-8.519531133066241e-11j)
1.59,(-6.570616506053658e-11-9.137398381985312e-11j),(1.6040548214792872e-13+3.2772657420666765e-13j),(4.530255465587253e-18+3.3729774124749557e-18j),(-0.0020883908905298086+0.0006625571076315228j),(4.232934048176875e-12+6.433481712486539e-11j),(5.201076160035858e-17-1.446502752394163e-17j),(-2.1260354949707794e-11+8.427960199376167e-11j),(-4.1916311033468824e-07-6.173881866651772e-07j),(-5.400372742383727e-07+4.682004132371029e-06j),(-3.2829987527933814e-08-3.533695645646177e-08j),(-6.335478370087527e-11-9.31633211014397e-11j)
1.6,(-7.608285935102826e-11-9.979015846470252e-11j),(1.123025728680547e-13+3.8144506070249133e-13j),(7.456100484071635e-18+3.3752784783354727e-18j),(-0.001867608104591659+0.0010643874317199362j),(5.816211877753058e-12+5.6448358728352865e-11j),(6.383250024029438e-17+2.4124826904337205e-18j),(-4.494423971555848e-11+9.789406415100701e-11j),(-5.138575223937187e-07-6.055725234393596e-07j),(1.4534638290391335e-07+5.122548655425982e-06j),(-3.697751167588662e-08-2.9756193045981316e-08j),(-7.354143374520204e-11-1.0187031447674e-10j)
1.61,(-8.804429244065975e-11-1.0897521829538843e-10j),(5.071934321416286e-14+4.312194582709069e-13j),(1.1661648451197972e-17+2.425664120577199e-18j),(-0.00157032424986615+0.0014047881378105825j),(6.9173459322833276e-12+4.9178553263387655e-11j),(7.152444116334897e-17+2.6159829816604984e-17j),(-7.491091118829762e-11+1.1145884970629995e-10j),(-6.137749587265262e-07-5.811336337317455e-07j),(9.585659283590993e-07+5.496373878617373e-06j),(-4.0237089963993186e-08-2.359020945997323e-08j),(-8.530038328550549e-11-1.1138867402099408e-10j)
1.62,(-1.0184894890088926e-10-1.1900032700632694e-10j),(-2.4982766877027034e-14+4.74488850277149e-13j),(1.7416533268150222e-17-3.569119250096104e-19j),(-0.001212158594422502+0.0016692518412404211j),(7.600742730299248e-12+4.2518811802365954e-11j),(7.188880646195401e-17+5.667397722280166e-17j),(-1.1237241486952534e-10+1.2471977563056442e-10j),(-7.177139049805477e-07-5.42306381443968e-07j),(1.9023660327508515e-06+5.777946362203696e-06j),(-4.250563671953443e-08-1.6972279724010548e-08j),(-9.888971658389494e-11-1.2179595233050438e-10j)
1.6300000000000001,(-1.177917258959927e-10-1.2994166350140827e-10j),(-1.1513181548111634e-13+5.083184145035975e-13j),(2.4805944479195608e-17-6.386997287414453e-18j),(-0.0008115239364726292+0.0018470270868455399j),(7.928244597173134e-12+3.6460179129108647e-11j),(6.100516873157221e-17+9.272843411227715e-17j),(-1.5880937232451044e-10+1.3742616622178993e-10j),(-8.24087111155872e-07-4.87298987490052e-07j),(2.9761780977937834e-06+5.938359250899016e-06j),(-4.3697191605548654e-08-1.005944697118845e-08j),(-1.1460404185062518e-10-1.3317551010095985e-10j)
1.6400000000000001,(-1.3620686110553178e-10-1.4188149562909101e-10j),(-2.196529730844739e-13+5.293972732406275e-13j),(3.3430461563820355e-17-1.7821294770546358e-17j),(-0.0003887584926475149+0.0019316845486048713j),(7.959044344126785e-12+3.099058522085463e-11j),(3.441408585317375e-17+1.3140598878081457e-16j),(-2.1603674326910287e-10+1.4936914903990492e-10j),(-9.308626147865321e-07-4.143535983981412e-07j),(4.17514673771999e-06+5.945325482823688e-06j),(-4.374944578422189e-08-3.0312922065327214e-09j),(-1.3277741758954657e-10-1.4561762784119216e-10j)
1.6500000000000001,(-1.5747041665797317e-10-1.5490999939726015e-10j),(-3.3796384035283794e-13+5.340505917523508e-13j),(4.185710402713983e-17-3.776017112703478e-17j),(3.4868919187091424e-05+0.00192148905743899j),(7.749420607314537e-12+2.6094244093109642e-11j),(-1.243836173356149e-17+1.6741187631774402e-16j),(-2.862840129748471e-10+1.6045024261699678e-10j),(-1.0355074834391237e-06-3.218283348212413e-07j),(5.488985635819331e-06+5.7633361018565645e-06j),(-4.263063220111913e-08+3.913178416531116e-09j),(-1.5378581482755408e-10-1.5922134775611918e-10j)
1.6600000000000001,(-1.8200201720117078e-10-1.69128171067708e-10j),(-4.688587758386801e-13+5.18269773566454e-13j),(4.668332256747043e-17-7.033140225758386e-17j),(0.00043823849750094775+0.001819545084091821j),(7.352331420990845e-12+2.1751240422097782e-11j),(-8.335704577766822e-17+1.9231995276004134e-16j),(-3.7229144200661357e-10+1.7079790294563958e-10j),(-1.1349396449741812e-06-2.0830380476466674e-07j),(6.900665279321647e-06+5.3540491508229955e-06j),(-4.0346247605460863e-08+1.0560810347067525e-08j),(-1.7804880349799417e-10-1.7409738690233287e-10j)
1.67,(-2.1026545229526256e-10-1.8465227601832725e-10j),(-6.103845510830939e-13+4.777646450163838e-13j),(4.1044965708418876e-17-1.204182813874049e-16j),(0.0008014926106451044+0.0016336918340415674j),(6.816908057151383e-12+1.7937338526041452e-11j),(-1.7998320296317537e-16+1.9387721723496758e-16j),(-4.774230228341703e-10+1.8095789762266908e-10j),(-1.2254948650321623e-06-7.27162399179243e-08j),(8.384950487773816e-06+4.676986142694134e-06j),(-3.694493364581117e-08+1.669188234481047e-08j),(-2.060300608430963e-10-1.903725579637355e-10j)
1.68,(-2.42767653072786e-10-2.0162034662433127e-10j),(-7.597156430142742e-13+4.0804658904275466e-13j),(1.2410802161291894e-17-1.9257701461324522e-16j),(0.0011071230176253172+0.0013761365269457728j),(6.186957822948204e-12+1.4624579533459166e-11j),(-2.996229223812384e-16+1.5560555700069349e-16j),(-6.060855774531037e-10+1.9172871690352468e-10j),(-1.302912403461343e-06+8.54820833270321e-08j),(9.906794358180752e-06+3.690647514683962e-06j),(-3.252268870504637e-08+2.209012777753363e-08j),(-2.382361906682526e-10-2.0819623357001066e-10j)
1.69,(-2.8005544723453453e-10-2.2020142777029013e-10j),(-9.130226826490343e-13+3.0453158882211384e-13j),(-6.036798739807607e-17-2.8834609091369623e-16j),(0.001340970589399435+0.0010628253236221004j),(5.5030307538092865e-12+1.1780257562026311e-11j),(-4.3212070422409183e-16+5.71168502593502e-17j),(-7.6406833877112e-10+2.037155794716995e-10j),(-1.3623663629665877e-06+2.661329896372613e-07j),(1.1419763877821398e-05+2.3542101804598715e-06j),(-2.7224686589349203e-08+2.6554141462570598e-08j),(-2.75213210762164e-10-2.2774948266163775e-10j)
1.7,(-3.227092204548654e-10-2.4060826814832756e-10j),(-1.0653466270803128e-12+1.6267364444179548e-13j),(-2.1041482596444926e-16-4.006689968127962e-16j),(0.0014930656712003377+0.0007125699731556304j),(4.800758990668701e-12+9.367681366219092e-12j),(-5.557196939468696e-16-1.2418774498561694e-16j),(-9.585339692246597e-10+2.1789485595584491e-10j),(-1.3985424735615668e-06+4.6816618586781434e-07j),(1.2864589500239087e-05+6.296412188506253e-07j),(-2.124394986542462e-08+2.991034896421049e-08j),(-3.175399071875348e-10-2.492575750280749e-10j)
1.71,(-3.713325690859203e-10-2.631141289319132e-10j),(-1.2104916947886715e-12-2.1865267754590464e-14j),(-4.854162141705522e-16-5.035777741999069e-16j),(0.0015582469415494006+0.00034597090794072686j),(4.109229861266237e-12+7.347765659513697e-12j),(-6.320772748219972e-16-4.0909147517037664e-16j),(-1.1984447659546085e-09+2.3579662992491845e-10j),(-1.4057662662584e-06+6.893807721536937e-07j),(1.4167850112021947e-05-1.5155221608514232e-06j),(-1.481606630486761e-08+3.2026532590958035e-08j),(-3.6581706360931246e-10-2.7300656651656914e-10j)
1.72,(-4.265367483191393e-10-2.880744249078023e-10j),(-1.3409348936718232e-12-2.5302077627348414e-13j),(-9.466375186163733e-16-5.348092532501471e-16j),(0.001536504483052942-1.5810544477187403e-05j),(3.4512032705758236e-12+5.6799500525308385e-12j),(-6.010392944631423e-16-8.089107607503284e-16j),(-1.4949973321393457e-09+2.597693933863973e-10j),(-1.378206758652495e-06+9.262270558785593e-07j),(1.5241065279323077e-05-4.104657276366765e-06j),(-8.209762716174868e-09+3.282424191382509e-08j),(-4.206513476193999e-10-2.99364606413986e-10j)
1.73,(-4.889184363055033e-10-3.159536449651149e-10j),(-1.447762189578548e-12-5.341079958207849e-13j),(-1.658733972300381e-15-3.691463202496594e-16j),(0.0014330035799653335-0.00035235867643709383j),(2.843445701228896e-12+4.323154753967511e-12j),(-3.7660319744537223e-16-1.3126290307697797e-15j),(-1.8621487960463081e-09+2.9335674046734315e-10j),(-1.310161956724941e-06+1.173609713123039e-06j),(1.5980418463631052e-05-7.147812783095918e-06j),(-1.7134248517384515e-09+3.2288902198313985e-08j),(-4.826323741224348e-10-3.288084033399169e-10j)
1.74,(-5.590290465311637e-10-3.473576241931082e-10j),(-1.5206378735241253e-12-8.675868395516773e-13j),(-2.6603322192697996e-15+2.1799683581406355e-16j),(0.001257765764195882-0.0006453027561150546j),(2.297185813551058e-12+3.2367343092881435e-12j),(1.5321803811134966e-16-1.867141915506191e-15j),(-2.3172453948610683e-09+3.418287794513014e-10j),(-1.1964319644707752e-06+1.424738114195191e-06j),(1.6267388303834537e-05-1.0636778246399156e-05j),(4.381845020082557e-09+3.047619006946441e-08j),(-5.523011764528051e-10-3.619548895345825e-10j)
1.75,(-6.373335119275823e-10-3.8307059498489073e-10j),(-1.5478122845049744e-12-1.2548209182046301e-12j),(-3.8994191274462955e-15+1.592088072376765e-15j),(0.0010250077895318293-0.0008795146628881633j),(1.8186868675855476e-12+2.381386721915853e-12j),(1.1180220771340632e-15-2.3493616068653433e-15j),(-2.881760124866789e-09+4.129253739971923e-10j),(-1.0327784600797057e-06+1.6710552802045203e-06j),(1.5970598327224203e-05-1.4539588522257531e-05j),(9.8015031061397e-09+2.7513400308937723e-08j),(-6.30108022183803e-10-3.9959747075507124e-10j)
1.76,(-7.241561916377139e-10-4.240954768820387e-10j),(-1.5161707653603492e-12-1.6958432512723708e-12j),(-5.111183771099743e-15+4.290072121439095e-15j),(0.0007521669491045253-0.001044108699424768j),(1.409920983913926e-12+1.7199746739774691e-12j),(2.6409521167612192e-15-2.5303449031616744e-15j),(-3.582137656667044e-09+5.178864631072834e-10j),(-8.164592820834239e-07+1.902281117272097e-06j),(1.4949209984822105e-05-1.879468943982171e-05j),(1.4307542554790088e-08+2.3594897145314826e-08j),(-7.163572600425941e-10-4.4274527324065843e-10j)
1.77,(-8.196113970144266e-10-4.7169451471227e-10j),(-1.4113235581240224e-12-2.1891449154496454e-12j),(-5.612496234166628e-15+9.002743937565125e-15j),(0.00045867025763915887-0.0011331546150012612j),(1.0693204431502987e-12+1.2182187187358237e-12j),(4.788624338512625e-15-2.0347610828291287e-15j),(-4.450729343224753e-09+6.728667925211303e-10j),(-5.468139278785942e-07+2.10660696900041e-06j),(1.3058169246006813e-05-2.3305116432298598e-05j),(1.771717675702933e-08+1.897131943827399e-08j),(-8.111367600331384e-10-4.926624422783128e-10j)
1.78,(-9.235161270530776e-10-5.274256070401223e-10j),(-1.21773236972971e-12-2.7315052629608475e-12j),(-3.9941292185852445e-15+1.6436728857180068e-14j),(0.00016453260928429826-0.0011460315259158207j),(7.925728236880633e-13+8.452294173675826e-13j),(7.481509837110842e-15-3.0493130791383975e-16j),(-5.5267754659836705e-09+9.008579449641606e-10j),(-2.258604790184881e-07+2.2710756306476203e-06j),(1.0155561788612698e-05-2.7933177295158452e-05j),(1.9918079206778013e-08+1.393294281354139e-08j),(-9.142296411654432e-10-5.509027767082658e-10j)
1.79,(-1.0352831319320843e-09-5.931674970935725e-10j),(-9.188647674387339e-13-3.317884254376389e-12j),(2.277224954866749e-15+2.6934432709317563e-14j),(-0.00011110824418495509-0.0010873764039184496j),(5.734209172899398e-13+5.738561388055909e-13j),(1.034904437141406e-14+3.4113540588371395e-15j),(-6.85735134533442e-09+1.234267853350497e-09j),(1.411519021342268e-07+2.382172270572338e-06j),(6.112225227006943e-06-3.249627284110719e-05j),(2.0878172146398295e-08+8.788402735125288e-09j),(-1.0250065565945447e-09-6.193328193891394e-10j)
1.8,(-1.1537936319258645e-09-6.711245246709828e-10j),(-4.973627397373531e-13-3.941398623024895e-12j),(1.7258819671893102e-14+3.9673184590529703e-14j),(-0.0003513975832396458-0.0009666146946650804j),(4.044260786940905e-13+3.8084377565628863e-13j),(1.2514743642866611e-14+1.0014590326169896e-14j),(-8.498133060970765e-09+1.718333179159237e-09j),(5.453061513368613e-07+2.426635982962608e-06j),(8.236004404117621e-07-3.67646179865385e-05j),(2.0648417230009326e-08+3.840727784544025e-09j),(-1.1422980677383033e-09-7.001340692482661e-10j)
1.81,(-1.2772511970737101e-09-7.637990830399104e-10j),(6.479283573449495e-14-4.593403973329033e-12j),(4.6696030262709394e-14+5.1223702193111816e-14j),(-0.0005429849607227941-0.0007970996646317781j),(2.776556701861109e-13+2.4680354352973413e-13j),(1.230449154420183e-14+2.0392177816243493e-14j),(-1.0513751236859672e-08+2.415555963998613e-09j),(9.737789682384917e-07+2.392478398240984e-06j),(-5.776425535654132e-06-4.046171845614314e-05j),(1.935781778721775e-08-6.368146100332518e-10j),(-1.2642488719907642e-09-7.957724657196203e-10j)
1.82,(-1.4030217353614247e-09-8.739176801563345e-10j),(7.86143830610589e-13-5.263704592641027e-12j),(9.746486729559664e-14+5.327570304349042e-14j),(-0.000676945351325729-0.0005949272818394244j),(1.8526170520221098e-13+1.560185106181898e-13j),(6.8917050700483605e-15+3.505637953362754e-14j),(-1.297738221257222e-08+3.411351214722651e-09j),(1.4098880617149041e-06+2.270165459520325e-06j),(-1.3700221113552e-05-4.3268488342121786e-05j),(1.7200807101156017e-08-4.422320874135535e-09j),(-1.388159139848197e-09-9.089211187697356e-10j)
1.83,(-1.5274694717030146e-09-1.0042951621000452e-09j),(1.6856668229279007e-12-5.940911945910482e-12j),(1.7545426293257738e-13+2.952926722556592e-14j),(-0.0007493086602602254-0.0003775299836225992j),(1.1992810445610086e-13+9.611661056126431e-14j),(-8.065466030857484e-15+5.3462603170059995e-14j),(-1.5969072236262935e-08+4.821049237334894e-09j),(1.8335054134555592e-06+2.0538832122217304e-06j),(-2.289052510536613e-05-4.483183302022732e-05j),(1.441822916931139e-08-7.3617241106058225e-09j),(-1.5103231825272857e-09-1.0423210165707619e-09j)
1.84,(-1.6458052772651556e-09-1.1576220245176848e-09j),(2.782759435179771e-12-6.612971873823424e-12j),(2.806457474511416e-13-4.7754919992390044e-14j),(-0.0007611424029371461-0.00016218048434386926j),(7.517684867944837e-14+5.765193719309019e-14j),(-3.866649007689184e-14+7.285703889086457e-14j),(-1.9572105403856794e-08+6.798291964863399e-09j),(2.2218962153231738e-06+1.7427721229788204e-06j),(-3.3205194049658454e-05-4.4778344434294864e-05j),(1.1274043902032316e-08-9.378131821766687e-09j),(-1.625882144609756e-09-1.1985649465034794e-09j)
1.85,(-1.7519714566680433e-09-1.3361627945542169e-09j),(4.097321783284946e-12-7.26787985669508e-12j),(3.978598295205507e-13-2.2008634015833628e-13j),(-0.0007181778552850849+3.544874879779378e-05j),(4.5536885257637743e-14+3.3638043216403695e-14j),(-9.264400151063392e-14+8.64851457617405e-14j),(-2.3866523878891413e-08+9.544667137576802e-09j),(2.551006353821924e-06+1.3419827104352693e-06j),(-4.44041289197621e-05-4.273344287295474e-05j),(8.030534823227061e-09-1.047294335916984e-08j),(-1.7287151056823235e-09-1.3797930885551644e-09j)
1.86,(-1.8385953632853762e-09-1.5413602482929648e-09j),(5.649946418153599e-12-7.894603754755579e-12j),(4.818121694740435e-13-5.409240669871261e-13j),(-0.0006300194481355773+0.00020252679858214222j),(2.659186291919164e-14+1.9074593612006227e-14j),(-1.7845054620072322e-13+8.101207819626147e-14j),(-2.891871945110926e-08+1.3320106738187672e-08j),(2.7971689468666353e-06+8.633851786439533e-07j),(-5.614018341289269e-05-3.834584558930519e-05j),(4.9250305258091204e-09-1.071878847550016e-08j),(-1.8114011025128662e-09-1.5872957057043272e-09j)
1.87,(-1.897051611021638e-09-1.7733516157261506e-09j),(7.462217983134413e-12-8.484234456262017e-12j),(4.363327195983783e-13-1.064532329967333e-12j),(-0.0005090242829720303+0.0003299825796272866j),(1.493181470364365e-14+1.0501833355795617e-14j),(-3.028916653783496e-13+3.3098807935713686e-14j),(-3.476588997141589e-08+1.8453110002801464e-08j),(2.9391360349035843e-06+3.2576479225329175e-07j),(-6.79559811217298e-05-3.1316661257663815e-05j),(2.150910646955483e-09-1.0245469371980426e-08j),(-1.865291750669411e-09-1.8210299142184911e-09j)
1.8800000000000001,(-1.9176771258656286e-09-2.0304193128646006e-09j),(9.557106135764437e-12-9.03138679239754e-12j),(9.062232471395076e-14-1.8180565953857837e-12j),(-0.00036897671391472554+0.00041301228092020066j),(8.038624840401216e-15+5.607458582721911e-15j),(-4.663304426172477e-13-9.470462588887777e-14j),(-4.1394168131274755e-08+2.5349225884053627e-08j),(2.9602722626839137e-06-2.4564054887537885e-07j),(-7.928850693671044e-05-2.1431736667027403e-05j),(-1.550158347566913e-10-9.221039290464356e-09j),(-1.8807382830908448e-09-2.0790740214139508e-09j)
1.8900000000000001,(-1.8901821972896998e-09-2.3084196345906853e-09j),(1.1959411538765541e-11-9.535875304122386e-12j),(-8.189573648965451e-13-2.748026787102642e-12j),(-0.00022370610044451339+0.0004511362581205514j),(4.135242784460943e-15+2.8995607379910584e-15j),(-6.541297394764966e-13-3.5817562341952366e-13j),(-4.8709481187788105e-08+3.449546526382416e-08j),(2.8506838763345285e-06-8.20349907077211e-07j),(-8.948304176189522e-05-8.595179155032011e-06j),(-1.9176763290347265e-09-7.830738323836453e-09j),(-1.8475153058579165e-09-2.3570638196859913e-09j)
1.9000000000000001,(-1.804291175579632e-09-2.6002564377804128e-09j),(1.4696194621868073e-11-1.0004690602710184e-11j),(-2.644481398272809e-12-3.634092758604846e-12j),(-8.580011626324236e-05+0.0004478195754304838j),(2.0247990975939883e-15+1.4492033611803636e-15j),(-8.22638038032144e-13-8.344828561169266e-13j),(-5.650079837442522e-08+4.64574779265335e-08j),(2.6090115926503456e-06-1.364602606880563e-06j),(-9.781745211428832e-05+7.138671751072497e-06j),(-3.121498821462118e-09-6.256630880305421e-09j),(-1.7554735600382495e-09-2.6476786574359398e-09j)
