N,E [H]
1,-107.10636643186129
2,-107.11021612575772
3,-107.11196237346775
4,-107.1121257878611
5,-107.11261731268777
6,-107.11262710412954
7,-107.11315006952377
8,-107.11373126406532
9,-107.11485865359603
10,-107.11547620903373
11,-107.11565482715841
12,-107.1186852126578
13,-107.11929513673206
14,-107.11929514055157
15,-107.11929558667454
16,-107.11947009271687
17,-107.11950966472496
18,-107.12049361885083
19,-107.1210821342958
20,-107.12489359215198
21,-107.12595865875466
22,-107.12639548839205
23,-107.12675995701723
24,-107.12679028464633
25,-107.12881203318591
26,-107.1353627653325
27,-107.13537831301623
28,-107.13539326803999
29,-107.13570800269413
30,-107.13570865704214
31,-107.13574869783506
32,-107.1365924508116
33,-107.13704475888599
34,-107.13768924913748
35,-107.13874373389238
36,-107.13875327022069
37,-107.13918958376877
38,-107.1391928242403
39,-107.13991582595644
40,-107.13991830586053
41,-107.14005061976793
42,-107.14007653047702
43,-107.14011217093386
44,-107.14012043240392
45,-107.14022042381562
46,-107.14035066495813
47,-107.14043831436466
48,-107.14050731853281
49,-107.14057694941125
50,-107.14058005808027
51,-107.14066223509933
52,-107.14066494233067
53,-107.14066498450781
54,-107.14067910242764
55,-107.1406805615334
56,-107.14081825438161
57,-107.14104954936654
58,-107.14110556402899
59,-107.14149178386009
60,-107.14149377051861
61,-107.14149493370569
62,-107.14149657886827
63,-107.14194891319454
64,-107.14194900286914
65,-107.14195776352243
66,-107.1422036655754
67,-107.14220515444927
68,-107.14282719941205
69,-107.14282866830222
70,-107.14312075780761
71,-107.14314067082691
72,-107.14317071338928
73,-107.14366249972092
74,-107.14380128567898
75,-107.14387038942169
76,-107.14387054482157
77,-107.14394909802753
78,-107.14394909895636
79,-107.14397266621218
80,-107.14443199669773
81,-107.14461197468299
82,-107.14575970725257
83,-107.14576397467019
84,-107.14601586632944
85,-107.14612583746201
86,-107.14620867546182
87,-107.14624893191571
88,-107.1462656879551
89,-107.14626909377847
90,-107.14627133249539
91,-107.14630901615914
92,-107.14636023168839
93,-107.14638344406131
94,-107.150473579448
95,-107.15048092173888
96,-107.15060203034565
97,-107.15159766471348
98,-107.15161310857592
99,-107.15161329572156
100,-107.15163359568841
101,-107.15172714423221
