N,E [H]
1,-14.488736706563039
2,-14.504254683170673
3,-14.509902917674301
4,-14.514305992965896
5,-14.51583268077858
6,-14.52078739777616
7,-14.525858746465607
8,-14.52900924095602
9,-14.531672060526788
10,-14.531729545367545
11,-14.532809036532797
12,-14.534073974310212
13,-14.534889338551109
14,-14.535703380981557
15,-14.537391934913295
16,-14.537786057034392
17,-14.537993467857811
18,-14.538522149883876
19,-14.538522238222432
20,-14.538650249926299
21,-14.539019206506648
22,-14.539137019838934
23,-14.539140508309094
24,-14.539157761446978
25,-14.539179379099517
26,-14.539197050804283
27,-14.539318488136564
28,-14.540216763081464
29,-14.540280839726691
30,-14.540306092913355
31,-14.540369886312416
32,-14.540406921492291
33,-14.54068326357393
34,-14.540693720341066
35,-14.540722965705983
36,-14.540741665245147
37,-14.54076014658259
38,-14.540763946538762
39,-14.540770672153775
40,-14.540775267089861
41,-14.540795372799586
42,-14.54080116865075
43,-14.540802910677234
44,-14.540807582672592
45,-14.540849893570883
46,-14.540865746717516
47,-14.540964812457032
48,-14.540976824426208
49,-14.540987842102739
50,-14.541004048726737
51,-14.541046623132802
