N,E [H]
1,-14.637135095262504
2,-14.645028677680559
3,-14.649596251739549
4,-14.65320812743317
5,-14.655182125145966
6,-14.658234056811722
7,-14.659217469542757
8,-14.659529481824231
9,-14.660715513634239
10,-14.66071865189933
11,-14.661522965351852
12,-14.662460779086771
13,-14.662767298025292
14,-14.662860302426463
15,-14.663346637100329
16,-14.66350899962016
17,-14.66361878676073
18,-14.663780493314086
19,-14.663828249997968
20,-14.663913759788684
21,-14.66393546068817
22,-14.663986776455063
23,-14.664054881609673
24,-14.664113578916178
25,-14.664147497144478
26,-14.664192113964061
27,-14.664220015897108
28,-14.6642584023344
29,-14.66427778025739
30,-14.664286105705104
31,-14.664293088394691
32,-14.664302961424585
33,-14.664309668656452
34,-14.664363470187446
35,-14.664385260072688
36,-14.664409497168618
37,-14.6644470613142
38,-14.664470517461382
39,-14.664477814267686
40,-14.664496735687331
41,-14.664501975329292
42,-14.664522074159857
43,-14.66453216972873
44,-14.664538583223182
45,-14.664541642349555
46,-14.664547536594046
47,-14.664555159034519
48,-14.66455630532238
49,-14.66456116508057
50,-14.664571557743127
51,-14.664585825807752
