t,S_00,S_01
0.0,0.019607843137254905,0.9803921568627446
0.01,0.022865605834186634,0.9783442426973757
0.02,0.026811716694649972,0.9752807089246606
0.03,0.03137931744640866,0.969529541258536
0.04,0.03653035090888388,0.9648808100933671
0.05,0.04223356922734736,0.9604658802783652
0.06,0.04839847560240519,0.9536705291614749
0.07,0.05496508827783487,0.9466092578742316
0.08,0.06191609861517907,0.9407409283712594
0.09,0.06916929773389985,0.9339275894867597
0.1,0.0765974174662004,0.9255918402456951
0.11,0.08421774280972595,0.9180427284590014
0.12,0.09198876116565441,0.9112454213537445
0.13,0.09978200318315723,0.9035198754243324
0.14,0.10750294343459554,0.8950034633203456
0.15,0.11520889507562396,0.8874138428545473
0.16,0.12285340452223727,0.8805780388228932
0.17,0.13030400287723165,0.8732558612292978
0.18,0.1374789449336234,0.8654029850223496
0.19,0.14445121989012952,0.8582953176970781
0.2,0.15121771281907964,0.8521617484493158
0.21,0.1576672887710332,0.8461025731334539
0.22,0.16370221724694262,0.839643270118986
0.23,0.16936699353933818,0.8334916473518752
0.24,0.1747420173825315,0.8284074347986639
0.25,0.17976581367664812,0.8239714083768631
0.26,0.1843299312512658,0.8194554578106042
0.27,0.18841178447387566,0.8148376215332275
0.28,0.19211038340335473,0.8108897354232705
0.29,0.19547638340275927,0.8079432762335825
0.3,0.19843419288954947,0.8054726976318836
0.31,0.20089921111393047,0.8028917917016112
0.32,0.2028983527986808,0.8003482565940088
0.33,0.20455110620065867,0.7985928451268083
0.34,0.20588972938468234,0.7977416634149771
0.35000000000000003,0.20683053347364164,0.7972086914059873
0.36,0.2073163413940056,0.796489897332842
0.37,0.20741135053190018,0.7958623918976108
0.38,0.2072405331774144,0.7960652225156459
0.39,0.20681494938129832,0.797034210225521
0.4,0.2060490411395108,0.7981142968758991
0.41000000000000003,0.20491873084369064,0.7988900138105546
0.42,0.20351850549980294,0.7998052666751228
0.43,0.20196392680273126,0.8015543798049491
0.44,0.20023824615866004,0.8038632071209485
0.45,0.19826560513206365,0.8060029540292388
0.46,0.19606212725203712,0.8077186957608504
0.47000000000000003,0.19374212945184768,0.8096896124080489
0.48,0.19139380165873757,0.8124246915168705
0.49,0.18897022039960323,0.8154119758971115
0.5,0.18642323062982807,0.8178931461063463
0.51,0.18381009643591864,0.8199207530512225
0.52,0.18124585918948385,0.822401199123031
0.53,0.17877060168007575,0.8254570659952518
0.54,0.17632178306644647,0.8283112714460779
0.55,0.17389415338781364,0.8303653641174191
