N,E [H]
1,-14.631766025983111
2,-14.637640685312558
3,-14.640816923131245
4,-14.644497588838158
5,-14.645254906270656
6,-14.647045747203922
7,-14.648699796964756
8,-14.649253300745219
9,-14.650742440293708
10,-14.6509470089523
11,-14.653056145233846
12,-14.654263971036741
13,-14.654342311260809
14,-14.65475037200352
15,-14.655874156056072
16,-14.656070507799937
17,-14.65616349627721
18,-14.656878231554845
19,-14.65687823958094
20,-14.657057578320869
21,-14.657719294865803
22,-14.657724321650422
23,-14.657728977794495
24,-14.657897804910235
25,-14.658001948101871
26,-14.658022134710858
27,-14.658326389116453
28,-14.658942556393866
29,-14.659125818811907
30,-14.659135475951752
31,-14.659147164204501
32,-14.659259893572715
33,-14.659494409025996
34,-14.659495411304299
35,-14.659528065894214
36,-14.659538486865808
37,-14.659568077996658
38,-14.659573383127857
39,-14.65964021145227
40,-14.659645200043366
41,-14.659678277902847
42,-14.659685247283791
43,-14.659709312968097
44,-14.659714608078644
45,-14.659805170423445
46,-14.659808703630064
47,-14.659834440711672
48,-14.6598347412519
49,-14.659841476754611
50,-14.659847537945753
51,-14.659857681031621
