N,E [H]
1,-14.634002746588319
2,-14.642310892239554
3,-14.650752687928978
4,-14.651194694167849
5,-14.651336509793772
6,-14.651387560514937
7,-14.651404279199701
8,-14.651407770573458
9,-14.651421768541239
10,-14.651424206889466
11,-14.651425959078567
12,-14.651430356530726
13,-14.651432021003068
14,-14.651433355240929
15,-14.651433566804288
16,-14.651434176854234
17,-14.651434541521635
18,-14.651435987197855
19,-14.65143929380318
20,-14.651446022019046
21,-14.65145040642218
