N,E [H]
1,-15.401210523251972
2,-15.429051032212051
3,-15.430004466426796
4,-15.4312700313144
5,-15.433481703442164
6,-15.434624967708064
7,-15.435393874208332
8,-15.436120925752586
9,-15.437177180093217
10,-15.446577893333833
11,-15.44732486696565
12,-15.44782229545657
13,-15.44921707204657
14,-15.454435424792766
15,-15.454652056082415
16,-15.455284635214499
17,-15.455309517656215
18,-15.45615519093005
19,-15.456545329621756
20,-15.456756510755476
21,-15.456978782840109
22,-15.45698716504866
23,-15.45702133151505
24,-15.457145826423156
25,-15.457155490972308
26,-15.45718429944943
27,-15.457530035776983
28,-15.457719058511694
29,-15.457793879175815
30,-15.458695258666065
31,-15.458872250833132
32,-15.4589109234655
33,-15.459279231652726
34,-15.459631296132402
35,-15.460786970066467
36,-15.461859037223867
37,-15.462193186717506
38,-15.462244499136549
39,-15.465533576277913
40,-15.465537424657839
41,-15.465993093044158
42,-15.46614899931048
43,-15.466420539840968
44,-15.467016695534594
45,-15.467430132336037
46,-15.467720071504045
47,-15.467966761868489
48,-15.467994123794957
49,-15.468387074615073
50,-15.468847982074898
51,-15.46959567185873
52,-15.469790677221175
53,-15.469913425425334
54,-15.470398065931391
55,-15.470547916042772
56,-15.470691739662177
57,-15.470707665894595
58,-15.4707199509364
59,-15.470745682573863
60,-15.472232079646425
61,-15.472665467938338
62,-15.472889573701817
63,-15.47296668849972
64,-15.473481596675022
65,-15.473491846293925
66,-15.4735611857016
67,-15.473680212524275
68,-15.473777056854678
69,-15.47394651919705
70,-15.473952943628383
71,-15.473981857152616
72,-15.474024909670698
73,-15.474937394047895
74,-15.474942877223496
75,-15.475371049388103
76,-15.475413031672485
77,-15.475621711079366
78,-15.475644644270742
79,-15.476000494909377
80,-15.476027191534575
81,-15.476058441128073
82,-15.47613619914018
83,-15.47632935422358
84,-15.476341519548638
85,-15.477065604720684
86,-15.47709731466634
87,-15.4771477414659
88,-15.477156980906688
89,-15.477218711134773
90,-15.477317359051836
91,-15.477334896131469
92,-15.477472226985617
93,-15.477486113035845
94,-15.477495093652541
95,-15.477647940725825
96,-15.478044222206035
97,-15.478537711989418
98,-15.478574308801178
99,-15.4785746433694
100,-15.478609192888573
101,-15.478634786539878
