N,E [H]
1,-72.80964935637977
2,-72.81341518743415
3,-72.81492281481309
4,-72.81496969284835
5,-72.81617843826292
6,-72.81620343826107
7,-72.81651109297192
8,-72.81702765677596
9,-72.81724845729443
10,-72.81725048462324
11,-72.81725308905726
12,-72.81740504383627
13,-72.81751577399682
14,-72.81752077069183
15,-72.81754505846597
16,-72.81764911976441
17,-72.81765126380971
18,-72.81766556154098
19,-72.81768822372584
20,-72.81807481417042
21,-72.81809515717914
22,-72.81810935188845
23,-72.8181297979347
24,-72.81814404184529
25,-72.81816691163195
26,-72.81823252756517
27,-72.81823329186427
28,-72.81824132354252
29,-72.81824430548075
30,-72.8182444101037
31,-72.81824684686106
32,-72.81839236860456
33,-72.81845481152054
34,-72.81848251079671
35,-72.81850841825172
36,-72.81854993727627
37,-72.81864406791782
38,-72.81866735957644
39,-72.81867644645527
40,-72.81867669721021
41,-72.81871472578324
42,-72.81877662824526
43,-72.81882708545902
44,-72.8188306509391
45,-72.81883989425762
46,-72.8189679952753
47,-72.81896840494836
48,-72.81897110271638
49,-72.81898188994813
50,-72.81902105237447
51,-72.81902694043723
