N,E [H]
1,-107.42162436498387
2,-107.42715490561265
3,-107.42723529577297
4,-107.42777874314015
5,-107.42794355751501
6,-107.428051996628
7,-107.42993060051658
8,-107.43042747806896
9,-107.43962053740016
10,-107.44360186303761
11,-107.44401462354398
12,-107.44433617577059
13,-107.44497369575276
14,-107.4450258974457
15,-107.44503138189744
16,-107.44534853339135
17,-107.44596558876314
18,-107.44751499203817
19,-107.46148196162166
20,-107.46173776789556
21,-107.46291491294814
22,-107.46308848345048
23,-107.46857489380595
24,-107.46919821093661
25,-107.47025945339007
26,-107.4716323365223
27,-107.47175442274583
28,-107.47178802092643
29,-107.47229597615818
30,-107.4722961768912
31,-107.4722961931883
32,-107.47249510528756
33,-107.47860886856712
34,-107.48084387119353
35,-107.48084755652579
36,-107.48142186037596
37,-107.48166890869165
38,-107.48245540040617
39,-107.48495195755383
40,-107.48496126613377
41,-107.48504214178153
42,-107.48504829924413
43,-107.48518497312585
44,-107.48527074577007
45,-107.48636655862695
46,-107.4869713990046
47,-107.48698722416725
48,-107.48719049184156
49,-107.48734933074516
50,-107.48736576618624
51,-107.48798337243147
52,-107.48812082036713
53,-107.48817955325116
54,-107.48823151638675
55,-107.48823359573139
56,-107.48862398166594
57,-107.49157435010493
58,-107.49194299508179
59,-107.4922179701385
60,-107.49223543708727
61,-107.49228828933778
62,-107.49236802806614
63,-107.49257502913181
64,-107.49257635560588
65,-107.49286419355835
66,-107.49294617548234
67,-107.49317629182927
68,-107.49394285437022
69,-107.49405272342575
70,-107.4943827451553
71,-107.4945887625248
72,-107.49464839164524
73,-107.49485450084757
74,-107.49503358135479
75,-107.4950388899198
76,-107.49504355973052
77,-107.49782263777529
78,-107.49783023084825
79,-107.49783845418231
80,-107.49860581214703
81,-107.49861987222681
82,-107.4987488256531
83,-107.49891959440934
84,-107.49924964084525
85,-107.49939347547738
86,-107.49942319812587
87,-107.49958606636372
88,-107.49965545712915
89,-107.49969469794229
90,-107.50069934688186
91,-107.50072032605976
92,-107.50082591310652
93,-107.50095588001109
94,-107.50591484853992
95,-107.5063724917149
96,-107.50637250324027
97,-107.50637535489183
98,-107.50644622257556
99,-107.50654974164927
100,-107.50675588653958
101,-107.5067784871834
