N,E [H]
1,-14.548739101083257
2,-14.562435434538202
3,-14.575861759103837
4,-14.586023203265041
5,-14.58719123370181
6,-14.587474122424238
7,-14.589162274624424
8,-14.58916379890901
9,-14.58917519395992
10,-14.589701878109077
11,-14.59012677234463
12,-14.590910251280047
13,-14.590938090409164
14,-14.590972500735617
15,-14.591097256444456
16,-14.591335398425132
17,-14.592458593362235
18,-14.59251824497225
19,-14.592645339376768
20,-14.5927028507205
21,-14.593207014796032
22,-14.593464452520225
23,-14.593466114230859
24,-14.593570214300001
25,-14.593574929198017
26,-14.593590979279744
27,-14.593593970634386
28,-14.593595018681485
29,-14.593595143765233
30,-14.593603567534213
31,-14.593621107733465
32,-14.593621164519341
33,-14.593700989352925
34,-14.593802471042073
35,-14.59385100647917
36,-14.59386090867302
37,-14.593875654403453
38,-14.59393854015826
39,-14.593970219608053
40,-14.594007707015098
41,-14.594220484752041
42,-14.59422053150149
43,-14.594221317836952
44,-14.594221317953128
45,-14.594298256261478
46,-14.594322657286343
47,-14.59434429149837
48,-14.594346822629653
49,-14.594347235331156
50,-14.594352341918347
51,-14.594355395655626
