N,E [H]
1,-14.63849393112593
2,-14.645488345754993
3,-14.647723725471263
4,-14.652466208938153
5,-14.65730499694892
6,-14.658484754619737
7,-14.659658891640959
8,-14.66038116833095
9,-14.661855364709714
10,-14.662865186279786
11,-14.663189253872558
12,-14.663671659241333
13,-14.663893318878998
14,-14.664179863585247
15,-14.66437806921466
16,-14.664654442881265
17,-14.664789186939121
18,-14.664993343088025
19,-14.665101479254012
20,-14.665243262226358
21,-14.66530252837861
22,-14.66541449186428
23,-14.665438792140336
24,-14.665526582065253
25,-14.665549961014548
26,-14.665589180548022
27,-14.665625735643072
28,-14.665675402285743
29,-14.665683131298238
30,-14.66574081772376
31,-14.665783078125695
32,-14.665800439806935
33,-14.665822306824603
34,-14.665827507233164
35,-14.665840457228576
36,-14.665840911261277
37,-14.665851293890583
38,-14.665855882844788
39,-14.665867266719502
40,-14.665871113857362
41,-14.665889319430073
42,-14.665899465950229
43,-14.665915598875136
44,-14.665928624925824
45,-14.665949544600114
46,-14.66596439114342
47,-14.665970653550065
48,-14.665982685643112
49,-14.66599000406297
50,-14.665990273791712
51,-14.665998772653168
