t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00
1.02,(0.6218270661356408+0.45657675263004627j),(0.007718842148238323+0.1424670450295563j),(-0.02031418604867383+0.20931105768219158j),(0.7097014364550187+0.12590609859319637j),(0.16975549579922275+0.25465944974216514j),(-0.17008247308372837-0.08547627205920451j),(0.07659819043394497+0.24012225673456042j),(1.0936330319027854+0.06899353320587333j),(-0.03794926853307757+0.17088301886417392j),(-0.12039471636999664-0.08487684942649172j),(1.0051211330865502+0.28460173500755903j),(0.06157921698223378+0.189871461160338j),(-0.8274837989056798-0.3145423572618052j),(-0.018899567023942056+0.00959248297484185j),(-0.08965942962505037+0.14019618484432328j)
1.03,(0.611249911608858+0.4473386565434212j),(0.00522167363645264+0.1273759653264722j),(-0.02370522532605712+0.19338924819520215j),(0.7063221767428413+0.12251234648836948j),(0.1645747345848601+0.2418717163386624j),(-0.16889854250480887-0.10310469826678004j),(0.07215516171653098+0.22570991239821486j),(1.0914846878442659+0.06994030846993726j),(-0.04068294398944129+0.1548654336745398j),(-0.11903454493681387-0.10190313580398987j),(0.9968521205240332+0.2826766034243989j),(0.05802940693423409+0.17554315638840923j),(-0.834691004824995-0.3225102026450925j),(-0.01893533589045556-0.005699695408059809j),(-0.09168167090279022+0.12348452487296925j)
1.04,(0.6009147997067683+0.4382241201768521j),(0.002994671148575813+0.11235881345668616j),(-0.026850446592688815+0.1775597824018849j),(0.7030459848979987+0.11913572389469612j),(0.1596405660061333+0.22917239772268694j),(-0.16749953565925718-0.12069428626394677j),(0.06796328784944042+0.21139069139852865j),(1.0893187104533086+0.0708470195252238j),(-0.04316284979378978+0.1389309588983149j),(-0.11743269750535403-0.11888751233201397j),(0.9886986614678318+0.2806884900601127j),(0.054743177188089735+0.1612947225934119j),(-0.8421809373730916-0.33019248425043646j),(-0.01868999001466293-0.020933571514363057j),(-0.09345860182616776+0.10685176583803362j)
1.05,(0.5908250001344719+0.4292454484910896j),(0.001039311824860117+0.09743215115057603j),(-0.029746516513800073+0.1618373903848909j),(0.6998746648885917+0.11578700826771006j),(0.15495533996871821+0.21657667582137377j),(-0.16588867324837514-0.1382290850601187j),(0.06402547288628573+0.1971795032335983j),(1.0871396183442714+0.07171076898232134j),(-0.04538637936187261+0.12309504122000232j),(-0.11559257914798766-0.13581333607962282j),(0.9806708638630677+0.2786440953112306j),(0.051722568788863076+0.147142214068487j),(-0.8499437006692666-0.3375686786886869j),(-0.01816503280030882-0.036091227078037j),(-0.09498783404755186+0.09031332483971308j)
1.06,(0.5809826429645412+0.4204147317985948j),(-0.0006436343177502208+0.0826123867723825j),(-0.03239077027560762+0.1462366425207224j),(0.6968093993642743+0.11247696365953747j),(0.1505206291850242+0.20409948615495677j),(-0.16406964344272554-0.15569315896362687j),(0.06034389330102244+0.18309104945149735j),(1.0849520258984984+0.072529066676877j),(-0.04735158961925384+0.10737298517851519j),(-0.11351813694753672-0.15266400085357873j),(0.9727779740468627+0.2765507874585379j),(0.048968890474683904+0.1331014983005993j),(-0.8579676374354219-0.3446189459067242j),(-0.017362660723652685-0.05115486132782328j),(-0.09626760010670041+0.07388450107303328j)
1.07,(0.5713887780408496+0.41174378344497886j),(-0.002054096167248329+0.06791575003475664j),(-0.034781207823000815+0.13077193491926814j),(0.6938507626636731+0.10921628336408319j),(0.14633724705851445+0.19175548843301943j),(-0.1620465815117785-0.17307060089076232j),(0.056920008656750426+0.16913980280447113j),(1.0827606030982744+0.07329983273673854j),(-0.049057196875608784+0.09177993567039272j),(-0.11121384054356176-0.16942295515467576j),(0.9650283500320818+0.27441650811327045j),(0.04648272887438893+0.11918823017793412j),(-0.8662393465659454-0.3513243018198448j),(-0.01628574946140786-0.06610682144068536j),(-0.09729675061404963+0.05758046022693414j)
1.08,(0.5620434369056067+0.4032440811556014j),(-0.0031926900795573865+0.053358264084095j),(-0.03691648711446984+0.11545747170920502j),(0.690998739155076+0.10601553341348252j),(0.14240526831018527+0.17955903593115008j),(-0.15982404687514815-0.1903455485795156j),(0.053754575001927665+0.155339984106097j),(1.08057003531903+0.07402139595199986j),(-0.050502569558718576+0.07633085735022463j),(-0.10868465995597601-0.186073723019554j),(0.9574294446148948+0.27224967626526775j),(0.04426396174919239+0.10541782392669484j),(-0.8747437231548236-0.35766679216959296j),(-0.014937836660344117-0.08092963557728584j),(-0.09807474816465465+0.041416215607935083j)
1.09,(0.5529456964874844+0.39492671188665107j),(-0.00406070530566157+0.03895571462959321j),(-0.03879591445151212+0.10030724383399836j),(0.688252746508795+0.10288509727584116j),(0.13872405222151502+0.1675241433435339j),(-0.15740699793878551-0.20750220434051064j),(0.05084766093238022+0.14170553646083778j),(1.0783849836816386+0.07469248765398769j),(-0.05168771788804538+0.06104051059237977j),(-0.10593604096520774-0.20259992835163265j),(0.9499877978699133+0.2700590921849005j),(0.04231177420652937+0.09180542245909375j),(-0.8834640222054895-0.3636296647796215j),(-0.013323101480139187-0.09560604889418205j),(-0.0986016581063392+0.025406605642432682j)
1.1,(0.5440937438704521+0.38680231998272463j),(-0.0046600863886868404+0.02472361586347824j),(-0.04041943196756763+0.08533500410765313j),(0.6856116634512563+0.09983512207281957j),(0.1352922683702713+0.15566445287917247j),(-0.15480076510036292-0.22452485895413132j),(0.04819866624614695+0.1282500966185994j),(1.0762100465270272+0.07531223138511924j),(-0.052613280598471486+0.04592342375641481j),(-0.1029738783407076-0.21898532331301293j),(0.9427090384634413+0.267853842309341j),(0.04062467779826365+0.07836586389338249j),(-0.8923819468003029-0.36919753710591885j),(-0.011446341057596345-0.11011906287198114j),(-0.0988781363240718+0.00956626748185347j)
1.11,(0.535484941540897+0.378881058422759j),(-0.0049934126580004675+0.010677172997646776j),(-0.041787602388304125+0.07055423836467466j),(0.6830738615093043+0.09687546660398115j),(0.13210792473319077+0.14399319844629588j),(-0.15201102231606553-0.24139792028514817j),(0.04580634310420808+0.11498696329284609j),(1.074049722524615+0.07588012870774688j),(-0.05328050885270209+0.030993861578180522j),(-0.099804487211788-0.23521382130280638j),(0.935597893106394+0.26564320611341374j),(0.03920053239858522+0.06511364508917776j),(-0.9014777609843392-0.37435655577078614j),(-0.009312944052229797-0.12445197823391976j),(-0.09890541423528929-0.006090393493812768j)
1.12,(0.5271158925833492+0.3711725429312252j),(-0.005063874966056423-0.0031687586775320416j),(-0.04290159119945233+0.05597813262418391j),(0.6806372402185664+0.09401565143357812j),(0.12916839802346836+0.13252316784949597j),(-0.14904375761636632-0.2581059471325984j),(0.04366881959463207+0.10192906236826138j),(1.0719083758665593+0.07639604155522287j),(-0.05369124750474676+0.01626578958927369j),(-0.09643457286714426-0.2512695349850433j),(0.9286582033835978+0.26343656583068886j),(0.03803657074003676+0.052062882126006654j),(-0.9107304270349842-0.37909454464942743j),(-0.006928861440525685-0.13858844165475678j),(-0.09868528121653854-0.02154923840588932j)
1.1300000000000001,(0.5189825053616611+0.36368580873958306j),(-0.004875249829194765-0.016799718223588105j),(-0.043763146379260036+0.041619536273248894j),(0.6782992652421721+0.09126481126502368j),(0.12647046612204738+0.12126666300557201j),(-0.1459052429418908-0.2746336887620139j),(0.0417836255816782+0.08908890901168133j),(1.0697902039337446+0.0768601715716175j),(-0.05384791389587647+0.0017528345488915156j),(-0.09287119925299066-0.2671368197502627j),(0.9218929491348115+0.26124331975596105j),(0.03712942546996132+0.0392272677389234j),(-0.9201177661619513-0.3834011380588308j),(-0.004300574729320118-0.1525124963753592j),(-0.09822006469949851-0.0367964338975817j)
1.1400000000000001,(0.511080057282387+0.3564292698018274j),(-0.004431871145590733-0.03020168689990267j),(-0.04437457586916077+0.027490921358827344j),(0.6760570088257514+0.08863164979903264j),(0.12401034245073381+0.11023545826550762j),(-0.1426020036434723-0.29096613047859404j),(0.040147720705816264+0.07647856678696202j),(1.0676992077492984+0.07727303691732161j),(-0.05375347437790559-0.012531759045750523j),(-0.08912175641604914-0.2828003228987959j),(0.9153042775234548+0.2590727997294285j),(0.036475158574844416+0.026620025811298336j),(-0.9296166410328971-0.387267895692253j),(-0.0014350617584149585-0.16620863674422867j),(-0.09751260818371867-0.0518184954256858j)
1.1500000000000001,(0.5034032572903464+0.3494106802951645j),(-0.0037385996719967204-0.04336113926512354j),(-0.0447387229679175+0.013604338160912999j),(0.6739071920015958+0.08612439724354592j),(0.12178371212298275+0.09944075700991152j),(-0.13914078795467924-0.3070885454934995j),(0.03875752438619976+0.06410960395953542j),(1.065639165463474+0.0776354470361945j),(-0.05341141876633054-0.02657517622156365j),(-0.08519392710852255-0.29824503872096886j),(0.908893536909992+0.2569341932786711j),(0.036069293006933525+0.014253863110536155j),(-0.9392031578723483-0.39068839615594225j),(0.0016602397402418153-0.1796618666042973j),(-0.09656624741427683-0.06660233472429491j)
1.16,(0.49594630679325674+0.3426370982701806j),(-0.002800790446036467-0.05626509728639291j),(-0.04485893984111674-2.8632698798823283e-05j),(0.6718462279492319+0.08375077061725304j),(0.11978576969556631+0.08889314676223459j),(-0.1355285367025428-0.32298655321171593j),(0.0376089476643903+0.0519930472586396j),(1.063613609042184+0.07794847588635408j),(-0.05282573292788845-0.04036508233226202j),(-0.08109565273981457-0.31345636952103073j),(0.902661314646113+0.25483647077920685j),(0.03590684633637275+0.002140918536601413j),(-0.948852885262649-0.39365830629920445j),(0.004977470663571371-0.1928577613330111j),(-0.09538478496549381-0.08113531125882693j)
1.17,(0.4887029587535054+0.3361148513521138j),(-0.0016242583430302812-0.06890118712104108j),(-0.044739059339589125-0.013396931278572477j),(0.669870265921521+0.08151793696390423j),(0.11801125833189252+0.07860255313675166j),(-0.1317723534752548-0.3386461839303248j),(0.036697426717416465+0.04013933344358614j),(1.0616258042622397+0.07821343413186876j),(-0.052000869703942264-0.05388967708629853j),(-0.07683509882641701-0.32842019248938115j),(0.8966074779211153+0.2527883178895243j),(0.035982366242929824-0.009707289765182599j),(-0.9585410862124853-0.39617542397982813j),(0.008508390979421918-0.20578253322798967j),(-0.09397246345773945-0.09540528740334603j)
1.18,(0.48166657472138186+0.3298495044340455j),(-0.0002152419562700561-0.08125769814866066j),(-0.04438336531755332-0.026490072057050503j),(0.6679752351547928+0.0794324795717128j),(0.11645451017605665+0.06857819300537812j),(-0.1278794754167141-0.3540539497827704j),(0.03601795785971313+0.02855825909395947j),(1.0596787340511655+0.07843184077749654j),(-0.05094171836351285-0.06713775140209186j),(-0.0724206200594015-0.34312293217423867j),(0.8907312168209938+0.2507980734230553j),(0.03628996765410871-0.02127991899764905j),(-0.9682429595775928-0.3982396924631905j),(0.012244421933286776-0.21842309981188637j),(-0.09233393761449236-0.10940068698657052j)
1.19,(0.4748301796163066+0.323845829342186j),(0.00141963401193837-0.09332364374718174j),(-0.04379656163471347-0.0392981999066403j),(0.6661568881984316+0.07750036727102073j),(0.1151094877262325+0.058828527327620804j),(-0.12385724476945667-0.3691969216009535j),(0.03556513384711652+0.017258929111267023j),(1.057775085149683+0.07860539470444775j),(-0.04965357276876429-0.08009874661141526j),(-0.0678607250805185-0.35755163814268176j),(0.8850310888015435+0.24887367273796715j),(0.0368233713308068-0.03256685750914856j),(-0.9779338865435263-0.3998531852978214j),(0.016176689863529083-0.23076715451149038j),(-0.0904742453427156-0.12311055676322782j)
1.2,(0.4681865140917477+0.31810777649141825j),(0.003273397663486324-0.10508882322644489j),(-0.042983740017077825-0.05181214774399634j),(0.6644108431236572+0.07572692686403124j),(0.11396982598711584+0.04936121414020928j),(-0.11971308124208843-0.38406281119659125j),(0.035333181291743704+0.006249704480251059j),(1.0559172380216626+0.07873594653324013j),(-0.04814209842247593-0.09276281545347194j),(-0.06316404103499214-0.37169406725610155j),(0.8795050638272216+0.24702259665593063j),(0.03757594369738856-0.04355878122546145j),(-0.9875896776316039-0.40102006122001377j),(0.020296071465591734-0.24280323905092754j),(-0.0883987779930183-0.1365246302790533j)
1.21,(0.461728084346506+0.31263844858457646j),(0.005338769939233335-0.11654388425888226j),(-0.04195034693993258-0.0640234952370424j),(0.6627326241028242+0.07411681872278644j),(0.11302887517409521+0.04018306224613228j),(-0.11545445523698797-0.3986400583909421j),(0.03531599899402287-0.004461850109305422j),(1.0541072598902845+0.07882547120152554j),(-0.04641329855275416-0.10512088422834469j),(-0.05833927795327662-0.3855387698213205j),(0.8741505694857231+0.24525182586272484j),(0.03854073770976865-0.054247210087877j),(-0.9971868155806641-0.40174648938801655j),(0.02459324033794433-0.25452081679072447j),(-0.08611324992879799-0.1496333935117711j)
1.22,(0.45544720927076354+0.3074400764405533j),(0.007608205594156162-0.1276803850814395j),(-0.04070214968428259-0.07592462789011663j),(0.6611176998890649+0.07267401557563555j),(0.11227974373686168+0.031299986175981134j),(-0.11108886194057105-0.41291792195291005j),(0.03550719699706659-0.014869018135988524j),(1.0523469007407371+0.0788760416017141j),(-0.04447347937620237-0.11716471541108404j),(-0.05339519300642412-0.39907517872115106j),(0.8689645354525013+0.2435678006960113j),(0.03971053455249521-0.06462456381922249j),(-1.006702689496729-0.4020405460021625j),(0.02905871463001465-0.26591034614723447j),(-0.08362366750738882-0.16242815158918963j)
1.23,(0.44933606484045935+0.30251399706346666j),(0.010073934931847004-0.13849085568809275j),(-0.03924520170622396-0.08750879577939485j),(0.659561519771162+0.0714017844881608j),(0.11171534146742985+0.02271696301687417j),(-0.10662379625318097-0.42688657344536013j),(0.03590013616867671-0.024965981937894767j),(1.050637592099176+0.07888980357673091j),(-0.04232921466814515-0.12888696996881663j),(-0.04834055468087381-0.41229370048251024j),(0.8639434367482766+0.2419763861879325j),(0.041077885953614855-0.0746842163006041j),(-1.0161158158504013-0.40191208409953305j),(0.033682905595069285-0.2769633531442487j),(-0.0809362975528343-0.17490109581172247j)
1.24,(0.4433867256987888+0.2978606340872472j),(0.012728006115725676-0.14896885719045255j),(-0.03758580744811828-0.09877017117145033j),(0.6580595466295691+0.07030267203182074j),(0.11132842245713677+0.014437991715181338j),(-0.10206672851958681-0.4405371928340191j),(0.036487968117236924-0.03474787152212011j),(1.048980448374741+0.07886895252364765j),(-0.03998730975830079-0.14028126857511344j),(-0.0431841069283896-0.425185807111896j),(0.8590833353046142+0.24048284220132551j),(0.042635156904080866-0.08442054781487726j),(-1.0254060422307765-0.40137257898960615j),(0.03845616682938142-0.28767250208406997j),(-0.0780576353806983-0.18704537014297504j)
1.25,(0.4375912038893651+0.2934794807468439j),(0.015562327870782001-0.15910903849704428j),(-0.0357304867119148-0.1097039042303107j),(0.656607286775868+0.06937849262235976j),(0.11111162766918227+0.006466055458374165j),(-0.09742508101448699-0.45386206458834943j),(0.03726367524933249-0.04421081078350333j),(1.0473762705358252+0.07881571180547567j),(-0.03745476506329826-0.1513422508805976j),(-0.03793453336494862-0.43774412742241064j),(0.854379919426705+0.2390917984771653j),(0.04437456856653639-0.09382899439969547j),(-1.0345547302206048-0.40043495239250704j),(0.04336884395391861-0.2980316632820716j),(-0.07499437242146081-0.19885513628124096j)
1.26,(0.43194148473209276+0.28936908553869245j),(0.01856871238423138-0.16890718945165487j),(-0.033685938709133924-0.12030617600423042j),(0.6552003163188262+0.06863032000020647j),(0.11105752689771077-0.0011969122715754484j),(-0.09270620514016714-0.4668546729046714j),(0.03822011077895223-0.05335196042672893j),(1.0458255518830024+0.07873231312220845j),(-0.03473873926415318-0.16206563197836116j),(-0.03260042161746175-0.44996253649842693j),(0.849828540817557+0.23780723439620938j),(0.0462882411564888-0.10290609355443209j),(-1.0435449143200195-0.39911337882993875j),(0.04841132446746497-0.3080359767894146j),(-0.07175336348129267-0.21032563638941015j)
1.27,(0.42642955986018133+0.28552704073928525j),(0.021738918206444052-0.17836028957894712j),(-0.03145900589925754-0.13057424788391483j),(0.6538343038647157+0.06805848181652611j),(0.11115865989132012-0.008550057405628192j),(-0.08791735930485789-0.47950979461336746j),(0.03935003850047626-0.06216955690244762j),(1.0443284856783686+0.0786209789442073j),(-0.031846512237464805-0.17244825519885582j),(-0.02719022794765708-0.461836241897555j),(0.8454242489029692+0.2366324632485883j),(0.04836823657733409-0.11164952556203436j),(-1.052361434489992-0.3974230781822768j),(0.05357408747214373-0.3176819110350405j),(-0.06834159367774223-0.22145325254315076j)
1.28,(0.4210474574648928+0.2819499739518793j),(0.02506469294541457-0.1874665516121601j),(-0.029056637728686437-0.1405065067400894j),(0.6525050294266243+0.0676625572811707j),(0.11140757642819514-0.015593630224637707j),(-0.08306568746924063-0.4918235882981416j),(0.04064617214032628-0.07066294669813529j),(1.0428849743937434+0.07848390706510402j),(-0.028785447853574463-0.18248814038274477j),(-0.021712242316256573-0.4733618651779261j),(0.8411618222711071+0.23557012080017184j),(0.050606600589653924-0.12005814971922732j),(-1.060991040583169-0.3953800985519382j),(0.058847752945546034-0.3269673153513487j),(-0.06476614509305637-0.23223556195908002j)
1.29,(0.4157872698233393+0.27863354284802067j),(0.02853781553957722-0.19622545902333238j),(-0.026485854385877104-0.1501025049806402j),(0.6512083994860602+0.06744137782232144j),(0.1117968751417487-0.022329005041659973j),(-0.07815819837342951-0.5037936781588541j),(0.042101214105233424-0.07883261536776401j),(1.04149464034742+0.07832325728817556j),(-0.025562956762841045-0.19218452681246515j),(-0.016174554085447653-0.4845375173639516j),(0.8370357971134986+0.23462215794294858j),(0.05299540429504746-0.12813203481626456j),(-1.0694224676487365-0.39300109365846575j),(0.06422313021002739-0.3358914654082125j),(-0.06103416319905244-0.24267138708721683j)
1.3,(0.4106411782135566+0.27557243326316855j),(0.03215013788578662-0.20463779684064712j),(-0.023753710694371856-0.15936299481611305j),(0.6499404582190513+0.06739303070199881j),(0.11231924090962002-0.028758694202382175j),(-0.07320174548579801-0.5154192311919334j),(0.043707893448718615-0.08668021074040863j),(1.040156837510033+0.07814114022023556j),(-0.022186459301878014-0.20153791003405086j),(-0.010585018591199646-0.49536286702630916j),(0.8330404926251458+0.23378983721748256j),(0.05552678471590047-0.13587248326994072j),(-1.0776464818095945-0.3903030989373965j),(0.06969126523111989-0.3444551006663041j),(-0.05715282312383688-0.2527608396958483j)
1.31,(0.4056014753497057+0.27276036079487753j),(0.03589362559268828-0.21270567511910318j),(-0.020867260273586073-0.16828995608665595j),(0.6486973949669873+0.06751486552663803j),(0.11296748063499544-0.03488635604193943j),(-0.06820300774622953-0.526701026343918j),(0.04545900288179641-0.09420855981567287j),(1.0388706642738186+0.0779396081108361j),(-0.01866334866417808-0.21055007186958252j),(-0.004951224846830704-0.5058391997512475j),(0.8291700333895599+0.23307373299795325j),(0.05819298425538748-0.14328204838966582j),(-1.0856558970866974-0.38730331033221205j),(0.07524348636519522-0.35266045307121424j),(-0.05312929585109381-0.26250535814187065j)
1.32,(0.4006605854980133+0.2701900760383989j),(0.03976039762542843-0.22043254452800987j),(-0.017833520106647342-0.17688661708249048j),(0.6474755480984801+0.06780350358744446j),(0.11373455726729981-0.04071679650891916j),(-0.06316847120770364-0.537641514412968j),(0.04734743465935376-0.10142167893191795j),(1.0376349769952264+0.07772064764233451j),(-0.01500095449298891-0.2192241030062843j),(0.0007195353367947088-0.5159694679082661j),(0.8254183688392759+0.2324737351336753j),(0.060986388827095415-0.15036454434440857j),(-1.0934455641625498-0.38401886947149844j),(0.08087144817300576-0.360511266341763j),(-0.048970714465762594-0.2719077371047292j)
1.33,(0.395811082460358+0.2678533735788494j),(0.0437427646065639-0.227823203629462j),(-0.014659435664417086-0.18515746788213458j),(0.6462714054713556+0.06825484996108026j),(0.1146136219291251-0.04625596424520591j),(-0.05810441170960356-0.5482448676274377j),(0.04936621518037343-0.10832477688001022j),(1.0364484041377442+0.07748617454831155j),(-0.01120650706747081-0.22756441764898036j),(0.006420296512842108-0.5257583297903703j),(0.8217792899432191+0.23198905584478663j),(0.0638995644513428-0.1571250484961773j),(-1.1010123326139845-0.3804666585314387j),(0.08656717292165941-0.36801280535556996j),(-0.04468414058415538-0.2809721491655877j)
1.34,(0.39104570563655716+0.26574110484192504j),(0.04783326554087314-0.23488379754314823j),(-0.011351846744137393-0.1931082658358278j),(0.6450816017624609+0.06886410829725494j),(0.1155980440375335-0.051510938991634336j),(-0.053016878741941754-0.558517018015687j),(0.0515085381484025-0.11492425072866871j),(1.035309360859246+0.07723802991405902j),(-0.007287102264931924-0.23557675983599735j),(0.012144446733257172-0.5352121773927722j),(0.8182464433286032+0.231618239673561j),(0.06692529212585702-0.16356989587101323j),(-1.1083549885891357-0.37666310761954397j),(0.09232308941363021-0.37517185529807534j),(-0.040276531130337356-0.28970415773290353j)
1.35,(0.38635737439777773+0.2638431948870976j),(0.0520247027391047-0.24162180782136886j),(-0.00791745418902275-0.20074603293347631j),(0.6439029129862641+0.06962579821586998j),(0.11668143933025622-0.05648991327227154j),(-0.047911680680328375-0.5684656838919391j),(0.053767796148590515-0.121227674225282j),(1.034216063905548+0.07697797799340884j),(-0.0032496674912276934-0.24326820114181902j),(0.017885752351235743-0.5443391523084427j),(0.8148133430963225+0.23135917629625052j),(0.07005660079215026-0.16970666564855066j),(-1.1154741702463347-0.3726240170033231j),(0.09813206880774235-0.381996710412976j),(-0.03575470564235552-0.29811072094816654j)
1.36,(0.3817392010214262+0.2621486632088567j),(0.05631017472786884-0.24804603349053828j),(-0.004362787660717594-0.20807904491416912j),(0.6427322485703484+0.07053377523240272j),(0.11785769573042634-0.06120216739260648j),(-0.04279437158579476-0.5781003840128911j),(0.056137610509356624-0.12724377873592513j),(1.033166546688684+0.07670770536102299j),(0.0008990712227097322-0.25064712961966984j),(0.023638380199625712-0.5531491494459094j),(0.8114733806345319+0.2312091160033056j),(0.07328679823574898-0.17554415966325035j),(-1.1223722635104365-0.36836439597175363j),(0.10398745713334735-0.38849715236739296j),(-0.03112531431022543-0.30620018634766893j)
1.37,(0.3771845024517849+0.2606456485932693j),(0.06068310694997331-0.2541665633481507j),(-0.0006941746391532105-0.2151168120949637j),(0.6415666413960709+0.07158125312614264j),(0.11912099700690937-0.06565803786712784j),(-0.03767023977078077-0.5874324392020357j),(0.05861185933031253-0.13298242678786912j),(1.0321586744442726+0.07642882120833817j),(0.005152620758527525-0.25772322997030883j),(0.029396916877452425-0.5616538085092556j),(0.8082198327748089+0.23116468765820353j),(0.07660949977827117-0.18109237302158737j),(-1.1290532808369012-0.3638983195811432j),(0.10988310424428663-0.3946844184188892j),(-0.02639480696126092-0.3139822762039673j)
1.3800000000000001,(0.3726868111600099+0.2593214380592462j),(0.06513728008135683-0.25999473973369397j),(0.0030822891765807355-0.22187005201715027j),(0.6404032362452581+0.07276082866167674j),(0.12046584421057797-0.06986887946799804j),(-0.032544298332412167-0.5964749614859554j),(0.0611847035733972-0.13845457837480252j),(1.0311901593769845+0.07614285858450756j),(0.009504750885566954-0.2645074550561492j),(0.035156384910284486-0.5698664934153876j),(0.8050458686685024+0.23122191894695934j),(0.0800186546419396-0.18636245704702775j),(-1.1355227257122547-0.3592388040212073j),(0.11581338901238065-0.4005711597387672j),(-0.021569403216419352-0.321468063620159j)
1.3900000000000001,(0.3682398853814378+0.25816249989660195j),(0.06966685581696008-0.26554311411497517j),(0.006960767897529577-0.2283506541255959j),(0.6392392771183366+0.0740645085696605j),(0.12188707488955042-0.07384702115726183j),(-0.027421277846770852-0.6052428310318708j),(0.06385061113109461-0.1436722502771059j),(1.0302585757163143+0.0758512763807891j),(0.013949522484600256-0.27101198900894957j),(0.0409122555919534-0.5778022600524072j),(0.8019445557871929+0.2313762587318392j),(0.08350856989204591-0.1913666748659954j),(-1.1417874455714527-0.35439770085984446j),(0.12177324061942346-0.40617139040232125j),(-0.01665506404321275-0.3286699395971903j)
1.4000000000000001,(0.36383771900708767+0.2571545207963227j),(0.07426640000774673-0.27082539494478775j),(0.010935711744308935-0.23457163680822427j),(0.6380720939054161+0.0754837386884383j),(0.1233798801080096-0.07760571622899538j),(-0.02230562140376656-0.6137526614114455j),(0.06660437880383688-0.14864846873488027j),(1.029361374616561+0.07555546185766185j),(0.018481313844164318-0.2772502023015217j),(0.04666045836351847-0.5854778129989502j),(0.7989088654702422+0.23162260132404175j),(0.08707393188958738-0.1961183500409521j),(-1.1478554756907053-0.34938561000050167j),(0.12775815586999742-0.41150042769791034j),(-0.011657464926129457-0.3356015714352829j)
1.41,(0.3594745513995208+0.25628244705232883j),(0.07893090306379925-0.2758563883442426j),(0.015001881469371117-0.24054709722566603j),(0.6368990888993626+0.07700943516354877j),(0.12493981931328679-0.08115908704402669j),(-0.01720148214237792-0.6220227539357812j),(0.06944115213788352-0.15339721588838112j),(1.0284958988450992+0.07525673351833936j),(0.023094844870925217-0.28323659926627165j),(0.0523973866383324-0.5929114520219241j),(0.7959316784538858+0.23195531249144302j),(0.0907098252141228-0.2006318087392976j),(-1.1537358764327457-0.344211810824747j),(0.13376421251271228-0.41657482452956507j),(-0.006581970864485874-0.34227785296167856j)
1.42,(0.35514487739066236+0.25553052979820645j),(0.0836557975729869-0.2806519322563795j),(0.019154370771124044-0.24629215445345629j),(0.6357177236387569+0.0786320175976538j),(0.1265628331140145-0.08452206478767674j),(-0.012112723421667953-0.6300730420051148j),(0.07235644309468788-0.15793337046774397j),(1.0276593972117598+0.07495634414002297j),(0.027785199077108042-0.28898675864349094j),(0.05811990003742112-0.6001230093444183j),(0.7930057908199925+0.23236825701922612j),(0.09441174904510703-0.20492231599758887j),(-1.1594385659952096-0.3388842107014673j),(0.1397880786224949-0.42141229478987663j),(-0.001433613390571839-0.348714847195173j)
1.43,(0.3508434577007375+0.2548823742265484j),(0.0884369731200534-0.28522882478541256j),(0.02338862658839607-0.2518228865391375j),(0.6345255065589082+0.08034144403905863j),(0.12824525404794826-0.0877103247200343j),(-0.007042921735525124-0.6379250265893487j),(0.07534614554253784-0.1622726432704858j),(1.0268490386996072+0.0746554837849555j),(0.03254784323305711-0.2945172678281971j),(0.06382532305489855-0.6071337788230001j),(0.7901239207982718+0.2328548276437012j),(0.0981756310177905-0.2090060066985835j),(-1.1649741505564912-0.3334093098262043j),(0.1458270181591627-0.42603163265954325j),(0.0037829302214558557-0.35492972216083885j)
1.44,(0.34656532999317985+0.25432099272224734j),(0.09327078832600888-0.28960474749231335j),(0.0277004671857357-0.25715626214302423j),(0.6333199819109759+0.08212724769286087j),(0.12998381543121698-0.09074021741855556j),(-0.0019953724500786077-0.645601704098877j),(0.07840654858059348-0.1664315080107037j),(1.0260619262637234+0.07435528262681564j),(0.03737864460059985-0.2998456515546542j),(0.06951144022662128-0.613966438291654j),(0.7872787168432851+0.23340797518322717j),(0.10199783859645045-0.21289981192333282j),(-1.1703537534411776-0.3277921812095747j),(0.15187889287570897-0.43045262684645413j),(0.009063355412339411-0.36094068065405827j)
1.45,(0.3423058207504077+0.25382886182380776j),(0.09815408016133713-0.2937981844561342j),(0.03208609796380656-0.2623100674834637j),(0.6320987203830385+0.08397857523497798j),(0.13177565839103578-0.09362869653451605j),(0.0030269015862277888-0.653127488017068j),(0.08153434772383522-0.1704271281580237j),(1.0252951102700867+0.07405681344393115j),(0.04227388569210254-0.30499029581168596j),(0.07517648792472494-0.6206449664169748j),(0.784462767387075+0.23402023969522978j),(0.1058751880325137-0.21662138137192744j),(-1.1755888446516727-0.32203646455983487j),(0.1579421608017721-0.43469597081069766j),(0.01440374634677907-0.3667668848203078j)
