t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014
1.2,(0.003527250966209286+0.014468829356189932j),(0.10199652873587572+1.6170493479545922j),(-0.06344803695080313+0.2711946219439646j),(0.016763700770822808+0.007156019613443556j),(-0.6423978369185412+0.26780752958467463j),(0.2582835963332658+0.5667873910696182j),(0.8663544527906135-1.0562396587374905j),(-2.9137214881644897e-05+0.0002557787095419455j),(0.2708486000291569+0.5899146341866407j),(-0.7988122413257497-0.3812678837550817j),(-0.0005269566471263842+0.001397737777911137j),(0.707977711531395+0.2265908071870823j),(9.796666058099548e-05-7.776025484212471e-05j),(0.5929158225744875-1.4935243986847688j),(-0.947991155171563+0.16156195181263516j)
1.21,(0.007783884974118193+0.013719869710719392j),(0.4261551879059255+1.5214169254707237j),(-0.010733256240932562+0.24226777468876157j),(0.018618865914922608+0.0019464566867851312j),(-0.5685514662151963+0.4181184251083787j),(0.328230695367577+0.46384763478168006j),(0.6029855028096629-1.1970086161362739j),(5.171080814981961e-05+0.00025602474449428023j),(0.3678919829404432+0.5239972497622596j),(-0.7839614584015918-0.18972177435080856j),(-9.939009805871434e-05+0.0015751916730367386j),(0.7306017273948657+0.041959610997619703j),(9.87071626070641e-05-5.707543959424069e-05j),(0.21769614136708892-1.4864887324195613j),(-0.8340476628826567+0.3370134095895658j)
1.22,(0.01183164650638522+0.01172544858882035j),(0.714943689728048+1.359084545622901j),(0.025683634013420692+0.20172928643456153j),(0.018865181759227946-0.0036524875557620825j),(-0.45869151999735963+0.5463337650453658j),(0.3740116375079168+0.3591341842053229j),(0.3208900765416291-1.2682758483779195j),(0.0001283356139634051+0.00023179800106573487j),(0.44898360999309417+0.44154776381271765j),(-0.7349292620400132-0.020357305543604765j),(0.00037836942066554594+0.0016220013735270197j),(0.7047064464209298-0.14048847401508774j),(9.675644355082512e-05-3.8628849787704e-05j),(-0.12505449779235822-1.3968918331789086j),(-0.686680604204812+0.4768374336927604j)
1.23,(0.015305391594647982+0.008563353839563968j),(0.9545692759775503+1.1413674921706491j),(0.04327219560853237+0.1557258704807591j),(0.017460050673536967-0.009150514157311808j),(-0.3197161226781141+0.6437394123827729j),(0.3976032808502583+0.25701269340870986j),(0.03889320586941725-1.269572698900054j),(0.00019378701990960687+0.00018612629655185637j),(0.5113933999997213+0.3465297993433287j),(-0.6593191646283648+0.12251325573619967j),(0.0008661749006956988+0.0015267378825088353j),(0.6330153217702272-0.30794391886962535j),(9.273819710539499e-05-2.2493984407394067e-05j),(-0.41906534377107507-1.2387732260855024j),(-0.5158573199661142+0.5745676900032524j)
1.24,(0.01787317337982787+0.004418305118634846j),(1.1346787726669934+0.8823332749487699j),(0.04154853774649504+0.11086343613544569j),(0.014506253548797749-0.014073696696032572j),(-0.1606210433511921+0.7038207848468934j),(0.4015948839827083+0.16105903203506622j),(-0.22527442365514516-1.2055380761745935j),(0.00024264310737021674+0.00012380110550245176j),(0.5533842207863703+0.24329752100719018j),(-0.5648179640412265+0.23653015533838379j),(0.0013223381545447188+0.0012902900422724695j),(0.5216160683562008-0.4489595177139542j),(8.720565644826356e-05-8.647409627653727e-06j),(-0.6527297767343361-1.028841301442219j),(-0.33271111566869405+0.6264553822733886j)
1.25,(0.01926717433557484-0.0004324888688924701j),(1.2488511926246106+0.5977784019582906j),(0.02211008679430558+0.07356340619249178j),(0.010236514961410838-0.01800543896261785j),(0.008216300855281813+0.7227535979429942j),(0.3889662828997636+0.07402162363719025j),(-0.4563424865471139-1.0852611783765096j),(0.00027135923713322353+5.0733043521186306e-05j),(0.5742429578373001+0.1363456457382901j),(-0.4587749451781486+0.32108758959842765j),(0.0017073317852453237+0.00092552673529426j),(0.3793877391585781-0.5543156078082253j),(8.063605500017095e-05+3.007345704335807e-06j),(-0.81933003244875-0.7850945728148493j),(-0.14880986482366193+0.6316350333847698j)
1.26,(0.019308508672369593-0.005642407420968362j),(1.2947874728104445+0.30415080486255325j),(-0.011526964717593053+0.0494499750441396j),(0.004987573979303749-0.02061930836246365j),(0.17585078373689056+0.6996561495559973j),(0.3628856387112028-0.0021637418860024626j),(-0.6425667286493311-0.9212837017987939j),(0.0002783810584123856-2.671291731454433e-05j),(0.5742479731748441+0.03007135927390417j),(-0.3478793536187099+0.3770669592403201j),(0.001987085094560869+0.00045590344863039153j),(0.21722558321867658-0.617658736830343j),(7.342997699972836e-05+1.2618327438702166e-05j),(-0.9168944853750529-0.5255330042795717j),(0.024579279802326603+0.5920916474860924j)
1.27,(0.01792367935043319-0.010824643527313512j),(1.2742131314659866+0.01750070914279722j),(-0.05425963069365397+0.04282233931801685j),(-0.0008327698426712192-0.021701546593978816j),(0.3316072703152853+0.6365954304094594j),(0.32653491357089376-0.06631942606213403j),(-0.7764310137707209-0.7283764652678005j),(0.000264049927280211-0.00010232866974400726j),(0.5545832910435212-0.07143834829877127j),(-0.2379356591799043+0.40653385734483694j),(0.002135604430873292-8.676011007207593e-05j),(0.04714226060373536-0.6358803593849568j),(6.591438136175854e-05+2.0366657242873496e-05j),(-0.9477542452718938-0.2670375431398688j),(0.1771737834625305+0.5124444743371092j)
1.28,(0.015151418839347588-0.015584620787779765j),(1.1925265888964518-0.24746935371719184j),(-0.09986138162610397+0.0562529245448473j),(-0.006781939687862581-0.02116234529428266j),(0.4658709413465695+0.5383582445978901j),(0.28296769646124453-0.11794334537019127j),(-0.8549551156764196-0.5222111359270118j),(0.0002303470478393977-0.0001705673984945214j),(0.5172106714292287-0.16458387240263023j),(-0.13373091534880918+0.4124256889585852j),(0.002136747652645061-0.0006650513530951144j),(-0.11867314966553891-0.6092237075340957j),(5.834819112745837e-05+2.645121179360646e-05j),(-0.917876202747303-0.02447246954495874j),(0.30026475996258206+0.39957547601718635j)
1.29,(0.011139612365530077-0.019552534187849132j),(1.058237347371546-0.47820339902617287j),(-0.14153282366455341+0.09033617617495153j),(-0.012418691704134286-0.019036149032782154j),(0.5707716815861269+0.4120114087326903j),(0.2349998118503872-0.15710864804248018j),(-0.8796090445254334-0.3180349279653251j),(0.0001805308940079016-0.0002269105009473731j),(0.464710490765254-0.24638975322929887j),(-0.03898329890162671+0.3982495923751712j),(0.0019850834504193593-0.0012389895716705005j),(-0.26876542935765135-0.5411248597729801j),(5.0929494539787823e-05+3.107642815662996e-05j),(-0.8360486309968272+0.18996071245417548j),(0.3871797512834301+0.2621401614655439j)
1.3,(0.006133034306568756-0.022413000655767682j),(0.8822513817964859-0.6648928445302154j),(-0.17249485044729382+0.14360466697651258j),(-0.01733603672838864-0.015472225135358255j),(0.6406987396184664+0.26630437775682325j),(0.18513500873767236-0.184354968717407j),(-0.855865377993733-0.1294773767288731j),(0.00011872309161771403-0.00026808714351624107j),(0.4001043733721348-0.31459288591733475j),(0.04363999903617499+0.36781213112570826j),(0.0016858626131057994-0.0017690196911217362j),(-0.393212683399641-0.4378251430737946j),(4.380354751914347e-05+3.4443069266240966e-05j),(-0.7130090111789108+0.36711013172847345j),(0.4336067009119218+0.1099952883836021j)
1.31,(0.0004533398985674753-0.02392940793163634j),(0.6770610623968566-0.8008564452716254j),(-0.1865721350369045+0.2126219171532836j),(-0.021188730866237168-0.010717399095794026j),(0.6726167140304438+0.11096219862007882j),(0.1355192300172706-0.20057958621495284j),(-0.792447882629041+0.03242687061550181j),(4.9491287182903615e-05-0.00029215467517484744j),(0.3266719546283107-0.36768408668645686j),(0.11245383610791732+0.32498523904456456j),(0.0012542037630504004-0.0022187404074945605j),(-0.4842631302411311-0.30779091871014036j),(3.707098040555655e-05+3.674159833810443e-05j),(-0.5605703319937327+0.5010151642866081j),(0.4377538248674906-0.04641881504345925j)
1.32,(-0.005526528578774038-0.023961097690861348j),(0.4559079486395995-0.8827008134074358j),(-0.17872042919291703+0.29222487264688185j),(-0.0237138325538342-0.005093236729905833j),(0.6661679749260582-0.04405818104718267j),(0.08792141594935253-0.2069342482867287j),(-0.7003726255321734+0.159935309051638j),(-2.2532918489428585e-05-0.00029846015825572326j),(0.24777368910249675-0.4049061683688878j),(0.16664933027862594+0.27351770946597487j),(0.000713648409486967-0.002557184456674069j),(-0.5367751263774827-0.1610126795565836j),(3.079571194573893e-05+3.814777618435579e-05j),(-0.39081273380311465+0.5888372086999826j),(0.4003605160241799-0.19669270460396676j)
1.33,(-0.011411045006365014-0.02247236086047963j),(0.23197219989663423-0.9102729142987528j),(-0.14546328124892216+0.37589521518044977j),(-0.024743654780816873+0.001029927530434154j),(0.623568229270887-0.18928559744731818j),(0.043735778951080224-0.20473246808905413j),(-0.5918745213294403+0.24897904257513317j),(-9.29747583541287e-05-0.000287510586060759j),(0.1666895060716505-0.4262133797216408j),(0.20616681499181294+0.21689297714436173j),(9.427189682388701e-05-0.002760536289454967j),(-0.5484459292119722-0.008244155956432297j),(2.501226286602827e-05+3.8820078736953356e-05j),(-0.2153791753461396+0.6306214657690103j),(0.32456905018465027-0.3310299084303849j)
1.34,(-0.01681141926394514-0.019533028096871814j),(0.017633111830905785-0.8864291714060066j),(-0.08521045754516796+0.45622900675259026j),(-0.0242111539780747+0.007259864094483603j),(0.5493194144344495-0.3163762567246831j),(0.003999689385613889-0.19536963918863848j),(-0.47931021392101825+0.2992266498353271j),(-0.00015796173067055374-0.0002607817804319436j),(0.08647991273181557-0.4322000359946191j),(0.23155996076378962+0.15822912368894151j),(-0.0005694587406339436-0.0028132378385795362j),(-0.5198324794992872+0.13976360040754582j),(1.973228941702264e-05+3.8898537615074514e-05j),(-0.044896521258880634+0.6289323765375567j),(0.21567187383791664-0.44076767490342j)
1.35,(-0.021373192575266778-0.015311133079056847j),(-0.1761633854822944-0.8166527634609793j),(0.0015602421675264544+0.5254690301085896j),(-0.022148357300481397+0.01320827297947485j),(0.44977343644573003-0.4186368998319952j),(-0.030577524908356066-0.1802568343152805j),(-0.3741225830242383+0.313848653720839j),(-0.00021428993555790008-0.00022049454218757452j),(0.009874062129158229-0.4240061479328854j),(0.24386032802321245+0.1002163710494684j),(-0.0012409011640006754-0.0027084885043627033j),(-0.45417917909747546+0.27298120213101995j),(1.4950249227320204e-05+3.850465117715368e-05j),(0.11146602344911566+0.5884044769729967j),(0.08075611967580548-0.5188130234244799j)
1.36,(-0.024800118793085427-0.010058665631946628j),(-0.3404035258751346-0.708553347553438j),(0.11227050078233444+0.5760624280890153j),(-0.018678822965043935+0.018514024772106733j),(0.33258383159611776-0.4913992378293779j),(-0.05957912348257964-0.1607675945738381j),(-0.28593990277058134+0.29901645168027j),(-0.00025951569946949316-0.00016938264899409516j),(-0.060813073954458646-0.4032077916640612j),(0.24444816439005532+0.04508577870528713j),(-0.0018833764129000052-0.0024481890473049372j),(-0.357073809327992+0.38272868685061556j),(1.0648192682809561e-05+3.774206666188719e-05j),(0.24629861385942187+0.5152440548899145j),(-0.07173258213477823-0.5599729788294443j)
1.37,(-0.02687272190847605-0.00409202947961272j),(-0.4683586730891655-0.5712951020415131j),(0.24234457251770525+0.6012017206670519j),(-0.01400538563622843+0.02286267123831302j),(0.20610176613034167-0.5322251937770263j),(-0.08284122551148482-0.13819791534340925j),(-0.22187050273899872+0.26320018779252885j),(-0.0002919822326277926-0.00011047189429503528j),(-0.12373372856049626-0.37169999775870505j),(0.23493603066001703-0.005394669145559958j),(-0.00246210551895778-0.0020424113460983037j),(-0.2359791764927857+0.46217605121392075j),(6.7996979196334435e-06+3.669776319958308e-05j),(0.3541194065674614+0.4167245778148802j),(-0.2324680425312707-0.5611781127885036j)
1.3800000000000001,(-0.02746057446119705+0.002231034377912667j),(-0.5557832572128965-0.4149855432925903j),(0.38545114856701806+0.5953209408903699j),(-0.008394535787325342+0.026001593577709207j),(0.07876022521157833-0.5409395565771433j),(-0.10041261729915668-0.11373775581034988j),(-0.18603743805995485+0.2163225433031027j),(-0.000310794286551457-4.688387544403902e-05j),(-0.17753085769313975-0.3315796073576527j),(0.21706732026963943-0.04990496105506266j),(-0.0029458628782961104-0.001508495568594229j),(-0.09967186420910223+0.5066945791907546j),(3.373030792775896e-06+3.54435493809232e-05j),(0.4314249306560934+0.3006975230061749j),(-0.3917523579655774-0.5215882187006398j)
1.3900000000000001,(-0.026527889795481614+0.008536153542660362j),(-0.6009674317012831-0.250064396197083j),(0.533856111277218+0.5545129024453317j),(-0.0021587423291985165+0.027750496821551684j),(-0.04150882530375801-0.5195048224078147j),(-0.11251562553692446-0.08845199715767514j),(-0.1793624458866764+0.16884554290306836j),(-0.00031575490636671385+1.8327812189158514e-05j),(-0.22133676891345794-0.2850338049214449j),(0.19263021195095056-0.08754375193545806j),(-0.0033082978033319734-0.000869879209600139j),(0.04236602241806309+0.514053180258248j),(3.336231022609012e-07+3.403770283608612e-05j),(0.47663951042046904+0.17514077506457454j),(-0.5400197433622083-0.4425855028658183j)
1.4000000000000001,(-0.024132534553601467+0.014456816811761856j),(-0.604655483686313-0.08672197186731015j),(0.6788629587948525+0.4768480197588227j),(0.004362066762758255+0.02800730450730607j),(-0.14778597498235044-0.4717573759681434j),(-0.11950936511364507-0.06326955587736699j),(-0.19960086988706277+0.13085625231639264j),(-0.0003072775719789248+8.230574967563199e-05j),(-0.2547498414852599-0.234238731148586j),(0.16338756231364698-0.11778953572803896j),(-0.0035289069334501783-0.00015476087227152285j),(0.18056281521357156+0.4844604301108223j),(-2.3540353831930405e-06+3.252663778407277e-05j),(0.48998296923146734+0.047759901995807846j),(-0.6683158803788712-0.32766489861848513j)
1.41,(-0.020419018848796967+0.019657045926318988j),(-0.5698443565980759+0.0656285260806244j),(0.811317796965335+0.36257871182048745j),(0.010818840797495793+0.026749768407765082j),(-0.2345765830161377-0.40303162447756735j),(-0.12185629980919777-0.038978880778350405j),(-0.24161394607192585+0.1112118206145449j),(-0.0002862855112290207+0.00014248171902044463j),(-0.2777932447094972-0.18127162364482452j),(0.1310214420944441-0.14045649887522962j),(-0.003593667395967262+0.0006053107358722311j),(0.3058477121789924+0.42046008204989416j),(-4.724991657091459e-06+3.0946523977180944e-05j),(0.47327457138657636-0.07435000162193417j),(-0.7687362212318432-0.18222888484503652j)
1.42,(-0.015606354714866546+0.023850900792777616j),(-0.5014804106954666+0.19880318013643572j),(0.9221516798596525+0.21421684985625886j),(0.016870743207499376+0.024033268201451973j),(-0.29810189072310006-0.3197034423820873j),(-0.12009250652608812-0.0162283038700163j),(-0.2978521947026187+0.11680069070364817j),(-0.0002541078122953814+0.0001966376979691678j),(-0.29085998659744977-0.12803905484442696j),(0.09709069728511352-0.15564804951833666j),(-0.003495358849292323+0.001376848478098954j),(0.41018401633634355+0.3266937848147774j),(-6.812820947270534e-06+2.9324806547688235e-05j),(0.4296899068640655-0.18497704406685514j),(-0.8348061140779965-0.013296711174520581j)
1.43,(-0.00997191771419076+0.02681779489030746j),(-0.4060765459843295+0.30620672144944977j),(1.0029287907635482+0.036477410167509106j),(0.02220088021568004+0.01998536081747999j),(-0.336456112076281-0.22868798919293734j),(-0.11480160603372615+0.004470111761469005j),(-0.35900963075658743+0.15196859680459168j),(-0.0002123795687688017+0.00024293967584872704j),(-0.2946489854763785-0.07622262777187545j),(0.06299969536750032-0.16370999770890873j),(-0.0032336138227128234+0.002125783494067173j),(0.4870174460271453+0.20955127499723064j),(-8.648933552139507e-06+2.7681597089594356e-05j),(0.36348605427403846-0.27899771238312465j),(-0.8617856889948188+0.17085799110404046j)
1.44,(-0.0038326740927600855+0.02841297040160608j),(-0.2912776144768772+0.3830924875709123j),(1.046365276982162-0.16389973677134384j),(0.026529963817545542+0.01479768606043868j),(-0.3496299967153378-0.13693121751378193j),(-0.10659211797381071+0.022733911244583863j),(-0.41479089214798276+0.2181368439746179j),(-0.00016295062754832415+0.00027994986927174973j),(-0.2900964509401554-0.027241226430367124j),(0.02997727391845259-0.1651848743761104j),(-0.002814740416095181+0.0028187260905268895j),(0.5316217893444749+0.07674005173241401j),(-1.0262120133747747e-05+2.60309108740333e-05j),(0.2797118365467665-0.35251571065736315j),(-0.8468910426646683+0.36111477949805626j)
1.45,(0.0024749509603006524+0.028572855779008234j),(-0.16539132066206402+0.42671432592783287j),(1.0467991977734694-0.3784505702711697j),(0.029627684310231044+0.008715826206919231j),(-0.3394038232290717-0.050924537887404614j),(-0.09607821629433419+0.03830190830675484j),(-0.45474958610508254+0.3136387809974447j),(-0.00010780593087418171+0.00030662285285318054j),(-0.2783061157800902+0.017769478459068642j),(-0.0009365073198169815-0.16076866454520752j),(-0.0022513641346437845+0.003424110650321472j),(0.54132802115464-0.06320609520215414j),(-1.1678280412914384e-05+2.4381762647011802e-05j),(0.18391230572515718-0.40293805540564287j),(-0.7894237233764956+0.5479538109260984j)
1.46,(0.008615251134468982+0.02731536444306768j),(-0.03691172424125275+0.43637271579428927j),(1.000580278777679-0.597388287631127j),(0.03132165164401531+0.0020276602939082195j),(-0.30912734933133257+0.023726344995932874j),(-0.08386321966456318+0.051024630949255675j),(-0.46913413170901686+0.4337746155278494j),(-4.899818608386187e-05+0.00032229105386372625j),(-0.26048173864567475+0.05796270424706807j),(-0.028896835686157696-0.1512700477639296j),(-0.0015619292886924073+0.003913215895901655j),(0.5156320484941237-0.20144664621912275j),(-1.2920277653104977e-05+2.2739119308947406e-05j),(0.08183925664353303-0.42899227165952697j),(-0.6908043179654602+0.7219147816841468j)
1.47,(0.014272304044030888+0.024735454121162185j),(0.0859452603943055+0.41335737774525105j),(0.9063617001429296-0.8100883864141j),(0.03150388309130104-0.004949301611534751j),(-0.2634037545600495+0.08265488734598182j),(-0.07052564257056367+0.06085391584914269j),(-0.4496922294070597+0.5710809556222693j),(1.140750034306955e-05+0.00032664402285112086j),(-0.23786443339265295+0.09277260605638912j),(-0.05325502218839777-0.13757264246291123j),(-0.0007700941259229815+0.0042610631623280605j),(0.4561797317772573-0.3293565698067879j),(-1.4007881423949348e-05+2.110472585984574e-05j),(-0.020823858073353657-0.4306897201883171j),(-0.5545104807565959+0.8740527035548246j)
1.48,(0.019166908998138978+0.020996501041805796j),(0.19567414386063214+0.3607921003335928j),(0.7652765076878947-1.0056361845786876j),(0.030134875913272574-0.01188119366882166j),(-0.2077005046475238+0.12298933481786736j),(-0.056607555046637635+0.06783196386726094j),(-0.3903831214615041+0.7158003792186955j),(7.137833764474628e-05+0.00031970514064049306j),(-0.2116772720360164+0.12189464155206256j),(-0.0735548093524006-0.12060038722995359j),(9.595524568028295e-05+0.004447202426909315j),(0.3666328193679502-0.4390245794119698j),(-1.4957768624403966e-05+1.9477821137132207e-05j),(-0.11871515467049953-0.40924041670702876j),(-0.3859201727508833+0.996373026305316j)
1.49,(0.02307057872430824+0.016318233898050514j),(0.2858603557580445+0.2833920971643585j),(0.5809844329011375-1.173409599369313j),(0.027245335593532982-0.018431344060173507j),(-0.14791520420050758+0.14349732939862075j),(-0.04260491956429274+0.07208005711093585j),(-0.2879495713159812+0.8565220830804421j),(0.0001289499504418487+0.0003018085939163649j),(-0.1830790360984343+0.1452568229260935j),(-0.0895248418573685-0.10128590208194614j),(0.0010042571586678232+0.004456400096015394j),(0.25242557118882586-0.5237016190828819j),(-1.578355877716195e-05+1.7855760734816257e-05j),(-0.2070190168947521-0.3669250550357016j),(-0.19206451494950938+1.0822257432073108j)
1.5,(0.025815996437681392+0.010962101732633012j),(0.3514936982232718+0.18714946357568304j),(0.3595848192436949-1.3036639868117477j),(0.022935623428556002-0.02427380113981953j),(-0.08992585086369015+0.14461581414672744j),(-0.028959684812766798+0.07378689580500267j),(-0.1423144989292488+0.98095011420383j),(0.00018225651265148138+0.00027357830957874574j),(-0.15312755607240644+0.16298470405546855j),(-0.10106759952320753-0.08054179722507432j),(0.001919888376468807+0.004279240615365018j),(0.12042873175718513-0.5781779651085863j),(-1.6495862491103572e-05+1.62345645202019e-05j),(-0.2816563472948614-0.30693085131962783j),(0.018697171341319263+1.126638940643591j)
1.51,(0.027303548334683396+0.005214996054309671j),(0.38920142970544547+0.07896004623065467j),(0.10939452754728124-1.3880938464760217j),(0.01737300370604256-0.029106592445748997j),(-0.03915281403573554+0.12836459910948542j),(-0.016053644209694757+0.07319675807246762j),(0.04322687140109996+1.0767603749845498j),(0.0002295572548514356+0.00023590972780163094j),(-0.12275374910388279+0.17536215576802425j),(-0.10824544252942224-0.059235060327374786j),(0.002805842965511944+0.00391265280583751j),(-0.02146309017521704-0.5990707319105832j),(-1.710233764361073e-05+1.4609409781347142e-05j),(-0.3394358623562259-0.2331578188700978j),(0.2370710274508703+1.1265789059727618j)
1.52,(0.027503785719817427-0.0006277092524503277j),(0.3973909368664456-0.033787870375932186j),(-0.1594020242338522-1.4203370433536766j),(0.01078672840290638-0.03266449633082076j),(-0.0001608335937622954+0.09815361761066685j),(-0.004203868576061635+0.07059743113040104j),(0.2620354070866836+1.1324896810094287j),(0.00026926204877549806+0.00018995444385359018j),(-0.09274602943926252+0.18279071403530225j),(-0.111263839518337-0.038164433555196206j),(0.0036239887748771523+0.0033603656978210303j),(-0.1647969899848273-0.5850075245602516j),(-1.760774420396076e-05+1.2975087837013772e-05j),(-0.3781620499152707-0.15000292038603608j),(0.4532719905075875+1.0811200620767372j)
1.53,(0.026455848021594015-0.006278867312175165j),(0.3762961818920122-0.14364396672357485j),(-0.43521692186314753-1.3963947201329157j),(0.003460978096956659-0.0347310815516125j),(0.02367525930439049+0.05849574767119203j),(0.00634015994516858+0.06630801931122952j),(0.5043813450868344+1.1384056647230394j),(0.00029995830721682844+0.0001371068523341981j),(-0.06374469115153508+0.18574967779136525j),(-0.11045215108222753-0.018041117771393486j),(0.004336119013744302+0.0026332879135211743j),(-0.30105674950207645-0.5366970962567134j),(-1.80139996518596e-05+1.1326442152926735e-05j),(-0.3966968422952522-0.06213026176599015j),(0.6574986820050555+0.9915162823927623j)
1.54,(0.024262069090522705-0.01147511815124426j),(0.32792534844315974-0.24352483524240226j),(-0.7056183006387482-1.3149420521064275j),(-0.004274322408212292-0.03514974277949033j),(0.03041912553646034+0.014642504849138382j),(0.015397644187336176+0.06066682440851014j),(0.7579167783097254+1.0873043986897377j),(0.00032044104395568293+7.899127732748926e-05j),(-0.03624541438175408+0.18475903579636166j),(-0.10624241872977627+0.0005269487144610729j),(0.00490511765948077+0.001749794019800435j),(-0.42216161907525473-0.4568825006825353j),(-1.8320240784288142e-05+9.658803904020905e-06j),(-0.3949732811689203+0.02576403424181717j),(0.8404199486622567+0.8611670416133805j)
1.55,(0.021079195186368083-0.01599049460823459j),(0.2559114945815957-0.3271183331971492j),(-0.9579596525907578-1.1775050900815298j),(-0.012054824633700688-0.033833441622538596j),(0.019719346538965506-0.027831654578705484j),(0.022855870395647515+0.054019383789721265j),(1.0083466466195752+0.9751783160383924j),(0.000329747618788933+1.7447537691684347e-05j),(-0.010610507126888317+0.18034726152471292j),(-0.09914633838683716+0.01704710236349781j),(0.005296260809569367+0.0007358902944164006j),(-0.5209411286304102-0.35017816977617044j),(-1.8522899391350996e-05+7.968439868194087e-06j),(-0.3739602471071003+0.10918311876082196j),(0.9936474614684995+0.6954740639812335j)
1.56,(0.01710673581187562-0.01964736466616314j),(0.16527393143043242-0.38924322793988037j),(-1.1800466001542669-0.9884897271136962j),(-0.019495164038959283-0.030772740467313167j),(-0.007155997359584181-0.06347227666989519j),(0.028667761555396416+0.046706948405112185j),(1.2402636509027969+0.8017106439328332j),(0.0003271978739429433-4.5488047278004186e-05j),(0.012914106997104935+0.17302496721584018j),(-0.08973105780950161+0.031149810739907954j),(0.005478664477353324-0.00037478701894140646j),(-0.5915606423182934-0.22279849294828077j),(-1.8615806314912716e-05+6.253024807888086e-06j),(-0.33557968892146306+0.18404715459114718j),(1.1101710451673634+0.5015933200198663j)
1.57,(0.012573179509177504-0.022324128758128843j),(0.06210079636383143-0.4261435281559509j),(-1.3608079574273158-0.755052485090808j),(-0.02620438804412168-0.026041712558749305j),(-0.04740214834839808-0.08738479130909835j),(0.03284768377830313+0.039055655931621934j),(1.4381058229703272+0.570553196020406j),(0.00031243946204061727-0.00010760910797061435j),(0.03417757634928729+0.16326573209786308j),(-0.07859431974156154+0.04259223629160587j),(0.005426886168841747-0.001541195355567513j),(-0.6298723341922057-0.08219068584630135j),(-1.8590342809092402e-05+4.512147207005251e-06j),(-0.2825791510678275+0.24688786032131338j),(1.1847323095143227+0.28808967124354795j)
1.58,(0.007720875747015472-0.023959264125778344j),(-0.04683045638546291-0.43570001511734785j),(-1.4909323535957384-0.4868119788686722j),(-0.03180324134813004-0.019801182850314698j),(-0.09687412766260456-0.09564202923033706j),(0.03546554291258534+0.03136668936362903j),(1.5871805204625218+0.28935782068216254j),(0.0002854973151293517-0.00016657663876752513j),(0.053100829028541595+0.15149455456789956j),(-0.06633966438166895+0.05125727356781866j),(0.005122668829454592-0.002715405751186923j),(-0.6336701517987566+0.06340887739823386j),(-1.8435661810786714e-05+2.7478527047818478e-06j),(-0.21836475872333563+0.29501038313268124j),(1.2141136136285275+0.06450915360471657j)
1.59,(0.00279046552790468-0.02455145777950006j),(-0.15447438342073683-0.41754583442362697j),(-1.563432244514758-0.19541009702668605j),(-0.03594298365994857-0.012298699528953131j),(-0.15038734360894782-0.08563195524223209j),(0.0366392985052913+0.023907783595207607j),(1.6746934196779657-0.030453306896593868j),(0.0002468248345279491-0.0002199709578235136j),(0.06965344349608725+0.13808363980773508j),(-0.05355259555039627+0.05714801681217761j),(0.004556789844090041-0.003843502830726013j),(-0.6028320091437861+0.2054712102889149j),(-1.8139006371009555e-05+9.652232614842596e-07j),(-0.14680211579823155+0.32661404316452064j),(1.1973238045951555-0.15911076917175043j)
1.6,(-0.0019941714528115867-0.024155770068946248j),(-0.2539578170817497-0.37307718930676226j),(-1.5740999037190764+0.10605972681555331j),(-0.038325241896818546-0.0038646281929807817j),(-0.20210689245693125-0.05631918515988061j),(0.036526156390132465+0.016906408122820155j),(1.6907185596975096-0.37418068982771935j),(0.00019735296285331696-0.0002653613559247199j),(0.08383242960254216+0.12335494046719467j),(-0.040778608930081756+0.06037786430723076j),(0.003730949561398469-0.0048669520266597386j),(-0.5393375769270664+0.3356966375169407j),(-1.76861555959271e-05-8.270178850910038e-07j),(-0.07199444642245842+0.34086503778038446j),(1.1356665297691229-0.37276870356007663j)
1.61,(-0.00643946301272566-0.022876011815757463j),(-0.3390124544783918-0.3053544713765035j),(-1.5218207196681885+0.4037325613728876j),(-0.038722223760163356+0.005096249857953591j),(-0.24600041306183631-0.008397059816259898j),(0.03531277830632588+0.010544822787742988j),(1.6290382124383938-0.7245917389146024j),(0.00013853207662665892-0.0003003959293519663j),(0.09564496646645153+0.10758857784300974j),(-0.028503844846346015+0.06115659529862974j),(0.002659601080720461-0.005724523812234184j),(-0.44715602641057833+0.4465308044370858j),(-1.706202994440607e-05-2.615894680265644e-06j),(0.001950982984983085+0.3379157386065017j),(1.03268033031266-0.5670358524320567j)
1.62,(-0.010393210084024518-0.020853692972572987j),(-0.40437313989665624-0.21889829623129708j),(-1.4087181396478656+0.6837225067750694j),(-0.03699629086895316+0.014118146333540114j),(-0.27632755154300565+0.05568392521808646j),(0.033204891378795634+0.004957282156279694j),(1.4877909664284474-1.0628795699918412j),(7.235966002386356e-05-0.0003229129886681639j),(0.10509617122829124+0.09103507051830435j),(-0.01713935029157807+0.05977303061694668j),(0.0013715724394639708-0.0063548451184807595j),(-0.33200705681412734+0.5316430444851925j),(-1.6251488502558318e-05-4.383592352914274e-06j),(0.07115511511979376+0.3188684313505725j),(0.893950646257361-0.7335695143872024j)
