t,S_00,S_01
0.0,0.49999999999999917,0.49999999999999917
0.01,0.5000095744945854,0.5000095744945854
0.02,0.5000110289516759,0.5000110289516759
0.03,0.4999959906661654,0.4999959906661654
0.04,0.500046091890934,0.5000460918909339
0.05,0.5001819867671484,0.5001819867671484
0.06,0.5002409873025621,0.5002409873025621
0.07,0.5001469215096057,0.5001469215096057
0.08,0.5000095776999057,0.5000095776999058
0.09,0.4999977883653824,0.4999977883653823
0.1,0.5000845307491808,0.5000845307491807
0.11,0.5001791655002518,0.5001791655002518
0.12,0.5001651120741787,0.5001651120741787
0.13,0.5000471064168435,0.5000471064168436
0.14,0.49997946109374036,0.49997946109374025
0.15,0.5000027382819927,0.5000027382819927
0.16,0.5000859548312713,0.5000859548312714
0.17,0.500148363880046,0.500148363880046
0.18,0.5001110209259452,0.5001110209259452
0.19,0.5000049086758324,0.5000049086758324
0.2,0.49997018652174696,0.499970186521747
0.21,0.49998185924441574,0.4999818592444157
0.22,0.5000466592211984,0.5000466592211983
0.23,0.5001092901263808,0.500109290126381
0.24,0.5001004670838006,0.5001004670838006
0.25,0.5000176485080484,0.5000176485080484
0.26,0.4999684312221512,0.4999684312221511
0.27,0.4999549284457548,0.49995492844575473
0.28,0.49997694747294036,0.49997694747294036
0.29,0.5000349904880474,0.5000349904880474
0.3,0.5000828525837694,0.5000828525837693
0.31,0.5000746464688425,0.5000746464688424
0.32,0.5000093500924861,0.5000093500924861
0.33,0.49996558403723423,0.4999655840372342
0.34,0.49995287161929286,0.4999528716192928
0.35000000000000003,0.49995145328359536,0.4999514532835953
0.36,0.4999777169090519,0.49997771690905185
0.37,0.5000202206672686,0.5000202206672685
0.38,0.500052199107401,0.500052199107401
0.39,0.500048607065879,0.500048607065879
0.4,0.5000052530728821,0.500005253072882
0.41000000000000003,0.49995804119286835,0.49995804119286835
0.42,0.49995733146033766,0.4999573314603376
0.43,0.499964256011969,0.4999642560119689
0.44,0.49997507272248587,0.4999750727224858
0.45,0.4999900348581285,0.49999003485812843
0.46,0.5000064566612683,0.5000064566612682
0.47000000000000003,0.5000177149296909,0.5000177149296909
0.48,0.5000151248534798,0.5000151248534797
0.49,0.49999228383743743,0.4999922838374373
0.5,0.49995152438880786,0.49995152438880774
0.51,0.49991216450186554,0.4999121645018654
0.52,0.4999346337812356,0.4999346337812355
0.53,0.5000708403930981,0.500070840393098
0.54,0.5002243331309952,0.5002243331309951
0.55,0.5003301173859748,0.5003301173859747
0.56,0.5003614784323297,0.5003614784323296
0.5700000000000001,0.5003195305726245,0.5003195305726245
0.58,0.5002229517798663,0.5002229517798662
0.59,0.5000984546905448,0.5000984546905449
0.6,0.49997266069297636,0.49997266069297636
0.61,0.4998661597460958,0.4998661597460957
0.62,0.49979065445455234,0.4997906544545524
0.63,0.49975020281667204,0.4997502028166722
0.64,0.4997690555769472,0.49976905557694695
0.65,0.4999356773594177,0.4999356773594176
0.66,0.5000931965582016,0.5000931965582014
0.67,0.5001396968824479,0.5001396968824476
0.68,0.5000650137645082,0.5000650137645081
0.6900000000000001,0.4999208349747044,0.49992083497470435
0.7000000000000001,0.49978358204034534,0.4997835820403451
0.71,0.4997136072982855,0.49971360729828534
0.72,0.499715662795672,0.4997156627956718
0.73,0.49976694089905993,0.49976694089905976
0.74,0.49997666974682886,0.49997666974682864
0.75,0.5001278297397381,0.5001278297397379
0.76,0.5001088027597442,0.5001088027597441
0.77,0.49995500621924954,0.4999550062192493
0.78,0.49978620399441986,0.4997862039944197
0.79,0.4997118740925958,0.4997118740925957
0.8,0.499720708050374,0.4997207080503738
0.81,0.4998917208019308,0.49989172080193056
0.8200000000000001,0.500088221609026,0.5000882216090258
0.8300000000000001,0.5001079533939808,0.5001079533939806
0.84,0.4999556101823983,0.49995561018239815
0.85,0.4997791141115441,0.4997791141115438
0.86,0.499716990172006,0.49971699017200566
0.87,0.4998130617718668,0.4998130617718666
0.88,0.5001444869981676,0.5001444869981674
0.89,0.5003562741293004,0.5003562741293
0.9,0.5002773560091273,0.5002773560091268
0.91,0.5000125872800999,0.5000125872800996
0.92,0.49981203703888455,0.4998120370388842
0.93,0.4997903437676726,0.49979034376767234
0.9400000000000001,0.49999313742235163,0.4999931374223513
0.9500000000000001,0.5002364833835365,0.5002364833835363
0.96,0.5002635079986999,0.5002635079986997
0.97,0.5000683466556057,0.5000683466556055
0.98,0.499862548674892,0.49986254867489177
0.99,0.4998258984873146,0.49982589848731435
1.0,0.49998360068613995,0.49998360068613984
1.01,0.5001672737374616,0.5001672737374615
1.02,0.5001732165751489,0.5001732165751488
1.03,0.5000015965589901,0.5000015965589898
1.04,0.49984529531009625,0.49984529531009614
1.05,0.49985884432379574,0.49985884432379546
1.06,0.5000030258631678,0.5000030258631676
1.07,0.5001241316922764,0.5001241316922762
1.08,0.5000858244798125,0.5000858244798122
1.09,0.4999260851201993,0.49992608512019904
1.1,0.499834332846691,0.4998343328466908
1.11,0.4998770029098473,0.4998770029098472
1.12,0.499996405432815,0.49999640543281487
1.1300000000000001,0.5000762371685108,0.5000762371685106
1.1400000000000001,0.500023265705515,0.5000232657055149
1.1500000000000001,0.4998855479544355,0.4998855479544352
1.16,0.49983415245678436,0.4998341524567842
1.17,0.4998616544829106,0.4998616544829103
1.18,0.49995219666363716,0.4999521966636368
1.19,0.5000263911203372,0.5000263911203371
1.2,0.5000019810290123,0.500001981029012
1.21,0.4998917283365304,0.49989172833653023
1.22,0.4998337609572969,0.4998337609572969
1.23,0.49982804264215774,0.4998280426421577
1.24,0.49987422435950957,0.4998742243595094
1.25,0.49995182709816166,0.49995182709816166
1.26,0.4999919824697344,0.4999919824697343
1.27,0.49994918473883126,0.49994918473883115
1.28,0.49985759337506586,0.49985759337506575
1.29,0.4998291910996802,0.49982919109968016
1.3,0.4998159526062036,0.4998159526062036
1.31,0.49983899406056104,0.49983899406056104
1.32,0.4998948375654965,0.49989483756549646
1.33,0.4999454996972285,0.4999454996972284
1.34,0.49995002220021995,0.49995002220021983
1.35,0.49989702303987177,0.4998970230398717
1.36,0.4998343076819414,0.4998343076819413
1.37,0.4998254834432623,0.4998254834432622
1.3800000000000001,0.49981855211813964,0.4998185521181396
1.3900000000000001,0.4998273025889575,0.49982730258895747
