t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
0.27,(0.14487721032203116+0.08947181812601813j),(0.005842063232070673-0.004959744684444966j),(0.0005216786798789917+8.10643158420813e-05j),(0.0004516141637490571-2.8290706525030797e-05j),(-0.0006231758731720372-0.000384837901619161j),(0.14278029784827845+0.08988072791858996j)
0.28,(0.15469123259012107+0.01442272624959221j),(0.0036660545392800496-0.007754115437283807j),(0.00048794703145507023-0.00018414591063036284j),(0.000380827686093492-0.00027242854420938883j),(-0.0008499264707214584-2.3851666454823375e-05j),(0.15298690476520196+0.01574271422694534j)
0.29,(0.1324651877860646-0.05097342428435151j),(0.000161327055383206-0.009525168564379734j),(0.0003311924184928766-0.00039355983882166326j),(0.0001861896015606154-0.0004458470395316484j),(-0.0008632723206976663+0.0004634912980967537j),(0.13153058666978817-0.04901641067856943j)
0.3,(0.0878753031984767-0.09561026811971936j),(-0.004161940109707841-0.00964712891749615j),(9.762920938334615e-05-0.0004971689258902064j),(-7.652194880944412e-05-0.0004914134727655198j),(-0.0005971901478853249+0.0009491566805271785j),(0.08791976651727045-0.09343439437660231j)
0.31,(0.03326968337188472-0.1142629327674084j),(-0.008503864055647906-0.007759765008513016j),(-0.00015067193667034579-0.0004752988814437184j),(-0.0003292407315275092-0.00039057485771178075j),(-6.292101962701341e-05+0.0012736211543517171j),(0.03428757639360619-0.11233590363218166j)
0.32,(-0.019153900611894557-0.10756777087347368j),(-0.011916662663153343-0.0038987143902127j),(-0.0003528222437565162-0.00034055344128077565j),(-0.0004957064776377048-0.00016900988724620627j),(0.0006382614160227481+0.0012922753549978576j),(-0.017380643866342194-0.10630219766306492j)
0.33,(-0.05963713889656167-0.08089567998420018j),(-0.013502437663869164+0.0014506782675952103j),(-0.0004637770380148427-0.0001315362552437592j),(-0.0005244132373066989+0.00011133360172784823j),(0.001329687688346915+0.0009251869141241321j),(-0.05748874115361387-0.08055869583242757j)
0.34,(-0.08228789969706504-0.04253614758492174j),(-0.012625804865569055+0.0073980920868932844j),(-0.0004633830154325298+9.889296391001198e-05j),(-0.00040357785711005043+0.0003707623909715599j),(0.0018005116409294621+0.00019449180486006236j),(-0.08022157897143202-0.043193233240597546j)
0.35000000000000003,(-0.08553696035886846-0.001655192385067693j),(-0.009092954654770934+0.012792266743912423j),(-0.0003585005822285023+0.00029723066914732034j),(-0.00016415027155301855+0.0005349775705866867j),(0.0018641188116111879-0.0007640555300762535j),(-0.08398702213066649-0.003159503414912834j)
0.36,(-0.07171805445814097+0.03355549785173777j),(-0.0032518388487614916+0.016441378873196737j),(-0.00017874134678302472+0.000421406133362736j),(0.0001293878471067545+0.0005559994920302831j),(0.0014178845210274435-0.0017222551197471837j),(-0.07100361681692736+0.03152765696776601j)
0.37,(-0.04600509101632972+0.057237420201955026j),(0.004017191198809526+0.017367397948331552j),(3.228999392972535e-05+0.0004488590219615747j),(0.0003972623938305769+0.00042516611030042893j),(0.00048659013103811803-0.0024109507280417894j),(-0.04626503212444121+0.05511437531564607j)
0.38,(-0.015010051707607207+0.06657464059954211j),(0.01142885570895102+0.015040532930236482j),(0.0002277036127450762+0.00037945302745272464j),(0.0005662799877306692+0.00017505831362971027j),(-0.0007650673151375048-0.0025902465713586362j),(-0.016177954238604436+0.06479716764688732j)
0.39,(0.014650697002920996+0.06183933304479948j),(0.017520898100634265+0.00954017082401j),(0.00036745658691627865+0.00023334985349223358j),(0.0005893416208443322-0.00012963773924175374j),(-0.0020577774963620107-0.0021204098564519985j),(0.01282790575723614+0.06076865810553362j)
0.4,(0.0375642880497082+0.04587673172381044j),(0.020941821856908082+0.0016009141483753955j),(0.000425920776259164+4.497831022205738e-05j),(0.0004576122630721349-0.0004094540598484522j),(-0.003057572364547974-0.0010138651307105948j),(0.03546955741855715+0.04572182423078199j)
0.41000000000000003,(0.05032896803139759+0.0232102168242322j),(0.02074114324538449-0.007475689606969491j),(0.0003957282752626578-0.0001451761054059308j),(0.00020253570878117866-0.0005908762577247473j),(-0.00345741798383225+0.0005478172385309022j),(0.04839334553179562+0.023988618299654478j)
0.42,(0.05188406088284344-0.001018063082834933j),(0.016600783789755866-0.016035637375293427j),(0.00028763208404667973-0.00029908856823888724j),(-0.00011243473124079913-0.0006251442536035227j),(-0.003060744320941854+0.0022397062230749467j),(0.050497526257282245+0.0005208975363258749j)
0.43,(0.04337797605069213-0.022063180360445342j),(0.008954132573454624-0.0223770194001599j),(0.0001269016332998291-0.0003883629170320325j),(-0.0004079957799584765-0.0005005216039889038j),(-0.0018451548228519117+0.003658939683797172j),(0.04281126030260129-0.02008691637915024j)
0.44,(0.02766448009744346-0.03638161812086958j),(-0.0010383378773714206-0.025087165348443862j),(-5.2651814022149e-05-0.00039887736893214277j),(-0.0006088401516473692-0.00024521676879963466j),(1.106050638779131e-05+0.004416364788466312j),(0.02801726508173465-0.034372781347681534j)
0.45,(0.008565734511027923-0.042115551819445596j),(-0.011663163512684042-0.023347665211752928j),(-0.00021567975917518645-0.0003323729755690647j),(-0.0006623318159621927+7.949993386110104e-05j),(0.0021497087681282023+0.004234191212772544j),(0.009750727888504233-0.04047681435885855j)
0.46,(-0.009940259900537575-0.039216891386997285j),(-0.02095180139055612-0.01714082993503955j),(-0.00033197887074693975-0.0002050097442511995j),(-0.0005515830869516501+0.00039413794996195634j),(0.004099287792637147+0.0030258943380760545j),(-0.00817527153270007-0.03826800564350454j)
0.47000000000000003,(-0.024458796070772688-0.029236167104400086j),(-0.027049749359022178-0.007310229707767178j),(-0.00038171196962754-4.344086337594984e-05j),(-0.0002999487444680052+0.0006202007953999966j),(0.005375146043676969+0.0009379932940485891j),(-0.022476414949926627-0.029151830694949126j)
0.48,(-0.03272605751828088-0.01485328545624017j),(-0.028587193264685992+0.00454607948203792j),(-0.00035839610738175646+0.0001206957105805961j),(3.405907057731718e-05+0.0006992692718342749j),(0.00559210663198649-0.0016592815300598377j),(-0.03092401041925327-0.015631608475946246j)
0.49,(-0.033892844864989245+0.0007389162266150496j),(-0.024976843451350837+0.016337944864981704j),(-0.00026932671723521573+0.00025679907136172745j),(0.00037027030258651874+0.0006075290082205539j),(0.00456454259668167-0.004234222135886113j),(-0.0326235065852437-0.0007281743363414616j)
0.5,(-0.028524201940641283+0.014475139552561366j),(-0.016575885248679596+0.02585820837349362j),(-0.0001335498166274497+0.00034078151873361765j),(0.0006257271848005409+0.000362343199996857j),(0.002369775190858076-0.006198617814686135j),(-0.028025086915006804+0.012626223841094712j)
0.51,(-0.01834461848873175+0.023967667665014153j),(-0.004671989458328333+0.031202212493823975j),(2.2120877278035384e-05+0.00035910749809604754j),(0.000734659101614902+1.9218472051080236e-05j),(-0.0006422280242160705-0.007035236375112526j),(-0.018693512495453736+0.02211212932142054j)
0.52,(-0.0057988481939482035+0.027877948123757844j),(0.00871303976578258+0.031151351862995228j),(0.000168263983148727+0.0003107904908949422j),(0.0006649729109955138-0.00034037386055461416j),(-0.0038993290909176796-0.00642090096296002j),(-0.006902105033915251+0.026382140116023443j)
0.53,(0.006476224117431322+0.02606025986632676j),(0.02117331684283285+0.02544331111393489j),(0.00027826149783500203+0.0002071014549631994j),(0.0004273209761624551-0.0006277991061040137j),(-0.006711514915603528-0.004317920687080114j),(0.004860463551666648+0.025208040878654466j)
0.54,(0.01616570804766295+0.019471814595802116j),(0.030361073821686287+0.01486985593132174j),(0.00033303133542317986+6.912077595652626e-05j),(7.432909828513148e-05-0.0007685746854536488j),(-0.008410403128892307-0.0010111912506353374j),(0.014374679969142008+0.019409258964014846j)
0.55,(0.02168431596448278+0.009885337054088675j),(0.03443931727166723+0.0011746115334420153j),(0.0003242884731309454-7.638757657054727e-05j),(-0.0003103192608393207-0.0007213228566063474j),(-0.008496911416499175+0.0029212790396392673j),(0.020079453451961375+0.010594806540543681j)
0.56,(0.022410711060717334-0.0005269796943658929j),(0.032455977364863206-0.013238873725734282j),(0.0002557975118767207-0.00020203293269196407j),(-0.0006309414034820196-0.0004897395183788069j),(-0.006765883482840791+0.0067035635387637784j),(0.02130306254849936+0.0007814898831498398j)
0.5700000000000001,(0.018717935483059653-0.009650381400761002j),(0.024562772118660245-0.025740022761927227j),(0.00014241874786908166-0.0002848878675033084j),(-0.0008030317569830505-0.00012425915266703935j),(-0.0033796270578330383+0.009508086806141916j),(0.018305730530977497-0.008030984545989982j)
0.58,(0.011809056235450015-0.015835439871859574j),(0.012028438680349512-0.03396666334293941j),(7.125220339287259e-06-0.0003107037167447489j),(-0.0007752482524122665+0.00028774441013751823j),(0.0011296346381484352+0.010626270420982246j),(0.01214033596271976-0.01424482282771765j)
0.59,(0.0034034944554805296-0.018181568540609393j),(-0.002965072552878969-0.036287584386197363j),(-0.0001234770514664882-0.0002764834438409587j),(-0.0005447195018036958+0.0006417470611502932j),(0.00593481399015921+0.009630292462825724j),(0.004371356389965127-0.016938370385635095j)
0.6,(-0.004654151436313775-0.016648916781895735j),(-0.01771265027880649-0.03213958104357895j),(-0.00022430903756112843-0.0001909180315491943j),(-0.00016125682316000075+0.0008418154952219004j),(0.010057800540106408+0.006491313264302099j),(-0.003283198383394176-0.01598447381210397j)
0.61,(-0.010779425967563308-0.011987720123765498j),(-0.029490921841226647-0.022166737174069764j),(-0.00027669617491419624-7.257482958261454e-05j),(0.00028165555468535614+0.0008263574265212341j),(0.012558617247640406+0.0016260346777570399j),(-0.009310755872634333-0.012000534942907027j)
0.62,(-0.013949602390099233-0.005511393048577756j),(-0.036084192919839705-0.008127946568902245j),(-0.00027202568762361697+5.3868489723021744e-05j),(0.0006681372379749123+0.0005872614197647388j),(0.012734719883398634-0.004144587788750526j),(-0.01269184397677398-0.00615188067048766j)
0.63,(-0.013864377406911344+0.0012296519577304208j),(-0.03622534824409606+0.007418943358274358j),(-0.00021341563287291+0.00016264960448464757j),(0.0008892860123165254+0.00017665370467635896j),(0.010290887044711658-0.009724040765075706j),(-0.013062428178797183+0.00014132542530223715j)
0.64,(-0.010940827414831563+0.006798211587466818j),(-0.029860605655087413+0.021599730099478655j),(-0.00011500383023434224+0.0002322250984566902j),(0.0008737033114725592-0.00030203677816972136j),(0.005442008637982943-0.013938560972817267j),(-0.010725578544054528+0.005525982312294099j)
0.65,(-0.006154429594792829+0.01016767494338693j),(-0.018178489648506654+0.03178112926264138j),(1.073909607722878e-06+0.0002497630102217587j),(0.0006109301777649464-0.0007182117638932468j),(-0.001078821637388934-0.015770896371482598j),(-0.006520253384187012+0.008996408803442076j)
0.66,(-0.0007710767924395921+0.010904882127626386j),(-0.0033905080228234276+0.03609105005145949j),(0.00010945760400373218+0.00021384199312565765j),(0.00016029393499859853-0.0009486450294534187j),(-0.008117755115527408-0.014585515612030402j),(-0.0015854734604436019+0.010075308783947176j)
0.67,(0.003962749093476798+0.009205285358911835j),(0.011698920127091738+0.03379444128480271j),(0.00018711658619583816+0.00013470112202566785j),(-0.00035934586555987145-0.0009139351367835054j),(-0.014293758270298666-0.01029800703779729j),(0.0029206782275205388+0.008862382707199025j)
0.68,(0.007098197157342266+0.005782593443443497j),(0.02424873696374052+0.025442967459300202j),(0.00021847299720472+3.188685924798662e-05j),(-0.0007986182745237965-0.0006064496986447574j),(-0.018258216765315652-0.0034486756700033696j),(0.006080691055473575+0.005949216244326562j)
0.6900000000000001,(0.008168310598634676+0.0016489339857808222j),(0.0319512745956783+0.01276212831108627j),(0.00019890236492572802-7.026966587197819e-05j),(-0.0010194304659175402-0.00010015767659698072j),(-0.01897419082756894+0.004844598940449998j),(0.007397873615891112+0.002230004212489513j)
0.7000000000000001,(0.007241705633408047-0.0021542382857326105j),(0.03349497132514067-0.0017050607006966999j),(0.00013571940182252915-0.00014836931810485615j),(-0.0009385969159524791+0.0004633396281516461j),(-0.015959676553120177+0.013056694844978345j),(0.006861186035814431-0.0013394370324942768j)
0.71,(0.004842919390291178-0.004805648716231407j),(0.02881999828545516-0.015126479464580352j),(4.6307057271011686e-05-0.00018552124439527305j),(-0.0005599018388165126+0.0009117868961192487j),(-0.009441457693468183+0.019526308070308605j),(0.004888590704929866-0.003972578937458494j)
0.72,(0.0017700321459730335-0.005874295273275727j),(0.019108664783874418-0.024968344908281724j),(-4.6260880832000716e-05-0.00017538699568788558j),(1.7464909076000032e-05+0.0010939308832415388j),(-0.0003783728846406681+0.022782077788225018j),(0.0021731515713952843-0.005217617480993088j)
0.73,(-0.00113568645997148-0.005374337893711381j),(0.006510391943134004-0.029514697476848976j),(-0.00011908263687688181-0.00012360083149515492j),(0.0006205408612160562+0.0009311919660821385j),(0.009663932681130154+0.0218615717319486j),(-0.0005210656068467741-0.005022263822548855j)
0.74,(-0.003204698057844097-0.003701376068781727j),(-0.006338397061742923-0.028202712723682303j),(-0.0001552918020278097-4.609740051827861e-05j),(0.0010517756644740663+0.0004520308620887387j),(0.01877571110282806+0.01655638762491151j),(-0.0025567649410432767-0.0036911299720165324j)
0.75,(-0.0040841182293898624-0.0014784204045245196j),(-0.016891146480474534-0.021699293405218412j),(-0.00014834611057827228+3.53004449813493e-05j),(0.001153248456629089-0.00020554598306690282j),(0.025062535141668365+0.007524519047885186j),(-0.0035644245092191964-0.0017576527050144764j)
0.76,(-0.0037814188999801615+0.0006380510748635737j),(-0.02323293205413164-0.01170376627897364j),(-0.00010351029400119782+9.890269980625816e-05j),(0.000865773884276757-0.0008292680527597912j),(0.027035205576551726-0.0037672919829157495j),(-0.003495555136383455+0.00018647613467478712j)
0.77,(-0.0026063527390309425+0.0021349386093832395j),(-0.024462644581842205-0.000525673136910299j),(-3.6036521614266786e-05+0.0001291149492630411j),(0.0002609481451721265-0.001198985758912506j),(0.02395030619438613-0.015275107701455898j),(-0.0025840322872876663+0.0016537221336174737j)
0.78,(-0.0010392592776528342+0.002755496848498177j),(-0.020829061239345806+0.00945867176133724j),(3.348839009628073e-05+0.00012060859549414778j),(-0.0004698522308257928-0.0011647832619168016j),(0.01602445966893832-0.024750632875627378j),(-0.0012373388696450241+0.0023715838164828367j)
0.79,(0.0004279388902683023+0.002524834252200921j),(-0.013596104963395847+0.016337205058542362j),(8.529464460354503e-05+7.943612172566101e-05j),(-0.0010720391497210872-0.0007095293775145433j),(0.004464676671986028-0.030188303891039187j),(0.00010287032342081638+0.002317809379504964j)
0.8,(0.0014289300622504072+0.0016924512060330727j),(-0.004679698753562503+0.019054774246282605j),(0.00010622406764000179+2.0718037473390097e-05j),(-0.0013154312428521914+3.0197521591352014e-05j),(-0.008707882381960972-0.030256968525385047j),(0.001087131740497451+0.0016804947260153982j)
0.81,(0.0018016440210551978+0.000620429558222835j),(0.0038443688986532203+0.01757711842652709j),(9.335774283179565e-05-3.63948385818426e-05j),(-0.0010837750179988263+0.0007990874461157533j),(-0.021020102849897755-0.024621252701141596j),(0.001536989389414016+0.0007656625571832017j)
0.8200000000000001,(0.0015940094031026432-0.00034137936478834905j),(0.010232659109604695+0.012798813659008028j),(5.4319948185837585e-05-7.487028117281483e-05j),(-0.000431359411025117+0.0013084377572258412j),(-0.030030830346929546-0.014073493063260865j),(0.0014606432275419638-0.00011235113448737056j)
0.8300000000000001,(0.001006915366445944-0.0009535577702085311j),(0.013443477271265939+0.006234414002790631j),(4.186853628178767e-06-8.503394609663845e-05j),(0.0004205093547182227+0.0013450543872232034j),(-0.033839144480262415-0.00043329127198926676j),(0.0010113048790740928-0.0007221998516776804j)
0.84,(0.0003025800678210258-0.001133311277702734j),(0.01329789624033084-0.00041178219268728656j),(-3.991109924852527e-05-6.716098841269395e-05j),(0.0011540818906366932+0.0008629701502274895j),(-0.03150664041531015+0.013779075057053995j),(0.00041098451567885236-0.0009641447634440022j)
0.85,(-0.00028697888266720334-0.000943797317708848j),(0.010409544091160352-0.005676004202353098j),(-6.459196866832976e-05-3.059885631476765e-05j),(0.0014728595808359381+1.808691614239616e-05j),(-0.023294494417800075+0.025837037219701212j),(-0.00013042436092795622-0.000869053586865203j)
0.86,(-0.0006226079657303293-0.0005408931073502319j),(0.005923818013283462-0.0086532688899167j),(-6.4392444297452e-05+1.0157619170771062e-05j),(0.0012236316568910006-0.0008760199405701689j),(-0.010652161849230849+0.03336876042835664j),(-0.0004746340460946383-0.0005579101461707037j)
0.87,(-0.0006776992616174385-0.00010303043712145872j),(0.0011566358187498986-0.009131050989957767j),(-4.289165254151233e-05+4.091266067853299e-05j),(0.000472089405405059-0.0014623402773776975j),(0.004051530797688661+0.034862295639340055j),(-0.0005787198060124483-0.00018286325819035182j)
0.88,(-0.0005177417268215506+0.0002296072634922334j),(-0.0027578066686926193-0.007525854598743486j),(-1.0539810131419147e-05+5.268838806050319e-05j),(-0.0005055825421168193-0.001484402072685188j),(0.01800447037331598+0.029999031756364754j),(-0.0004834088123107714+0.00012727094543419729j)
0.89,(-0.000255478247434189+0.0003887395593996074j),(-0.005116481984154636-0.004666496289513529j),(1.9806109505477013e-05+4.4334249808875625e-05j),(-0.0013208787746830583-0.0009015386006593733j),(0.02853381134339706+0.01973528887019802j),(-0.00027789902745851074+0.00030044140747756534j)
0.9,(-2.2901260257425016e-06+0.00037978133312817445j),(-0.005740985196266935-0.001506165372503186j),(3.780210632465005e-05+2.2014566932240035e-05j),(-0.0016279102933783565+7.74054677348926e-05j),(0.03366642295057092+0.006107432098482994j),(-5.842972787072981e-05+0.0003278993754157234j)
0.91,(0.0001669846701988092+0.000259084566468973j),(-0.004914589200951713+0.001144975969427197j),(3.9087182647960043e-05-3.975225053535744e-06j),(-0.0012731263302141358+0.0010646233125321683j),(0.03253942186788781-0.008199522630727775j),(0.00010409442278766829+0.0002485246149971691j)
0.92,(0.0002273858544021648+0.00010069681463219639j),(-0.003208464512567237+0.0027957747093644387j),(2.6094460949244944e-05-2.3593075273641652e-05j),(-0.0003737823625490633+0.0016467401849717433j),(0.025567130058853325-0.020423459118721024j),(0.00017901680860211812+0.00012209516765949533j)
0.93,(0.00019668846200038566-3.3162714478381784e-05j),(-0.0012671646991523917+0.003326705492857595j),(6.1561126927454e-06-3.079491141661679e-05j),(0.0007154390549476423+0.001560511296607327j),(0.014326933604333902-0.028306968597703368j),(0.0001732081880990854+3.5903299604306697e-06j)
0.9400000000000001,(0.00011604252999354968-0.00010878487633227863j),(0.00037733531753013274+0.0029294975305031545j),(-1.2039783077075864e-05-2.5225916576265044e-05j),(0.001541578076960583+0.0008148258467673753j),(0.0011930146999119262-0.030557083540386356j),(0.00011675066543448875-7.303661889422272e-05j)
0.9500000000000001,(2.872525394463326e-05-0.0001228015159781897j),(0.001416043749675153+0.0019759222709092713j),(-2.2013952610506327e-05-1.1435994408007467e-05j),(0.0017440115829690551-0.0002989284329450386j),(-0.011194242628432848-0.02708093588061621j),(4.542800365021504e-05-9.891723822600391e-05j)
0.96,(-3.4980574720365896e-05-9.308068018451198e-05j),(0.0017836573272833+0.000870216413490911j),(-2.1636108799897583e-05+3.7259338511353333e-06j),(0.0012149765522777333-0.0013198141083095845j),(-0.020498328995972113-0.018949355635711877j),(-1.2942627941475899e-05-8.457509662948155e-05j)
0.97,(-6.341003164361106e-05-4.537482780401323e-05j),(0.0016059191966069464-6.779470263890564e-05j),(-1.3177611399437049e-05+1.4206693222480595e-05j),(0.0001568099010080124-0.0018101754720977476j),(-0.025164464989665708-0.008105720885448317j),(-4.48514226823884e-05-4.9624971535706524e-05j)
