t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
0.31,(0.1609573897256784-0.3576971443383951j),(-0.07991004587790905+0.047891841354199986j),(0.47264182360605894-0.35265607834890084j),(0.5164863755876133-0.16245538752012179j),(0.24492245931851758+0.23318541589504144j),(0.1609573897256784-0.3576971443383951j)
0.32,(0.16949404816233998-0.3630485770735035j),(-0.08094474716203054+0.03788709847578213j),(0.48024290442858625-0.35322146463547743j),(0.5203744140612864-0.1603395537540848j),(0.2387145592493016+0.23075846688138654j),(0.16949404816233998-0.3630485770735035j)
0.33,(0.17806601989039805-0.36796163796799186j),(-0.08174133943658611+0.028149578855366085j),(0.4877144830663939-0.3534884737615414j),(0.5241530676500459-0.15797056547233698j),(0.2325848370198704+0.22849799776483112j),(0.17806601989039805-0.36796163796799186j)
0.34,(0.18666084365034522-0.3724454335291793j),(-0.08230628925848309+0.01867402362135881j),(0.49505290701584914-0.3534682140662177j),(0.5278195294022373-0.15535744527735923j),(0.2265279352430095+0.226393927050677j),(0.18666084365034522-0.3724454335291793j)
0.35000000000000003,(0.19526700629840138-0.3765106599948679j),(-0.0826457235917586+0.009454192725005152j),(0.502255603157606-0.35317268634424814j),(0.5313716035119628-0.15250997035990818j),(0.2205387432659729+0.2244352019861835j),(0.19526700629840138-0.3765106599948679j)
0.36,(0.20387396595921345-0.38016953788715635j),(-0.08276543151144773+0.0004828986128294268j),(0.5093210538424804-0.3526147131542533j),(0.5348076738854691-0.14943862124527818j),(0.21461242975579348+0.22260982420757486j),(0.20387396595921345-0.38016953788715635j)
0.37,(0.21247216842746275-0.38343573771240297j),(-0.08267087154672263-0.008247957021485567j),(0.5162487642083857-0.3518078656744695j),(0.5381266678788325-0.14615452922472588j),(0.2087444744975668+0.22090488066975636j),(0.21247216842746275-0.38343573771240297j)
0.38,(0.22105305686005844-0.3863242975126746j),(-0.08236718195556803-0.0167473440256741j),(0.5230392215752925-0.35076638880473343j),(0.5413280160191679-0.14266942282686448j),(0.2029306992305749+0.21930657981487844j),(0.22105305686005844-0.3863242975126746j)
0.39,(0.2296090748907779-0.38885153313572135j),(-0.08185919172271003-0.025025062496985835j),(0.5296938478739821-0.3495051251714278j),(0.5444116085562334-0.13899557365145587j),(0.1971672971830662+0.21780029289710087j),(0.2296090748907779-0.38885153313572135j)
0.4,(0.2381336634194573-0.39103494216768175j),(-0.08115143060996455-0.033091699600446146j),(0.5362149461458414-0.34803943864087866j),(0.5473777497080909-0.13514574185406691j),(0.19145086194358382+0.21637060068862898j),(0.2381336634194573-0.39103494216768175j)
0.41000000000000003,(0.246621251172234-0.3928931024820663j),(-0.08024813709882028-0.0409585844124422j),(0.5426056422043709-0.3463851378890303j),(0.5502271104641299-0.13113312153575085j),(0.1857784149229304+0.21500134527119083j),(0.246621251172234-0.3928931024820663j)
0.42,(0.25506723945201965-0.39444556651567453j),(-0.07915326352330168-0.04863774073106322j),(0.5488698225746618-0.34455840051375364j),(0.5529606807923833-0.12697128625832874j),(0.1801474319779868+0.21367568709387066j),(0.25506723945201965-0.39444556651567453j)
0.43,(0.26346798152142803-0.3957127523502649j),(-0.07787047808860681-0.05614183762990785j),(0.5550120698259156-0.3425756981133274j),(0.5555797220671306-0.12267413487387115j),(0.17455586873531545+0.21237616701921935j),(0.26346798152142803-0.3957127523502649j)
0.44,(0.2718207571334396-0.3967158326807619j),(-0.07640316379744967-0.06348413755593309j),(0.5610375963860397-0.3404537226927098j),(0.5580857204889724-0.11825583782732639j),(0.16900218469987102+0.211084773349853j),(0.2718207571334396-0.3967158326807619j)
0.45,(0.28012374283447894-0.39747662272032713j),(-0.07475441452948499-0.07067844188845415j),(0.5669521778788977-0.3382093147000012j),(0.5604803422147621-0.11373078406443976j),(0.16348536606924788+0.20978301361773424j),(0.28012374283447894-0.39747662272032713j)
0.46,(0.2883759784559464-0.39801746803601207j),(-0.07292702872571212-0.07773903378283205j),(0.5727620869568782-0.3358593929405441j),(0.5627653908508736-0.10911352865347469j),(0.15800494692325648+0.208451990928064j),(0.2883759784559464-0.39801746803601207j)
0.47000000000000003,(0.29657733073146963-0.3983611332715932j),(-0.07092350122558808-0.08468061838031786j),(0.5784740285173063-0.33342088656649005j),(0.5649427678922012-0.10441874120898727j),(0.15256102889791043+0.20707248466184824j),(0.29657733073146963-0.3983611332715932j)
0.48,(0.30472845451091657-0.39853069259617313j),(-0.06874601386891767-0.09151826046396638j),(0.5840950770942858-0.3309106692961466j),(0.5670144366128337-0.09966115518901954j),(0.14715429879615213+0.20562503515583272j),(0.30472845451091657-0.39853069259617313j)
0.49,(0.3128307522652963-0.39854942265189297j),(-0.06639642554454059-0.09826731972217381j),(0.5896326171111796-0.3283454959803918j),(0.5689823898342222-0.0948555181234854j),(0.14178604423758082+0.20409003212325852j),(0.3128307522652963-0.39854942265189297j)
0.5,(0.32088633250777965-0.3984406986748499j),(-0.06387626230290058-0.1049433840275653j),(0.5950942865664627-0.32574194160298475j),(0.5708486219143818-0.09001654282102622j),(0.13645816672612+0.20244780628906098j),(0.32088633250777965-0.3984406986748499j)
0.51,(0.3288979677180895-0.39822789436751116j),(-0.06118670820085891-0.11156220102178166j),(0.6004879246101844-0.32311634277754103j),(0.5726151052185626-0.08515885959394133j),(0.13117319212804424+0.20067872391241595j),(0.3288979677180895-0.39822789436751116j)
0.52,(0.33686905230768066-0.3979342860062659j),(-0.05832859747535555-0.11813960857508844j),(0.6058215233525692-0.3204847417858754j),(0.5742837712490448-0.0802969695356336j),(0.1259342779252624+0.19876328353258993j),(0.33686905230768066-0.3979342860062659j)
0.53,(0.34480356110386423-0.3975829611768392j),(-0.055302408587338064-0.12469146468538812j),(0.6111031841328545-0.31786283318978936j),(0.5758564965301768-0.07544519888200192j),(0.12074521710966357+0.19668221449232848j),(0.34480356110386423-0.3975829611768392j)
0.54,(0.3527060087647932-0.3971967324451543j),(-0.05210826071030463-0.13123357737196184j),(0.6163410783674241-0.3152659130405342j),(0.5773350932652926-0.0706176544870112j),(0.11561043807580998+0.1944165764376875j),(0.3527060087647932-0.3971967324451543j)
0.55,(0.3605814104664213-0.39679805619340547j),(-0.04874591306424794-0.1377816353909807j),(0.6215434129934017-0.31270883070636063j),(0.5787213047053293-0.06582818044291486j),(0.11053500028077871+0.19194785921451735j),(0.3605814104664213-0.39679805619340547j)
0.56,(0.36843524412940076-0.3964089567815773j),(-0.045214767585562254-0.14435114034287927j),(0.6267184004285149-0.3102059433380312j),(0.58001680509535-0.06109031587698504j),(0.10552458501799705+0.1892580822331008j),(0.36843524412940076-0.3964089567815773j)
0.5700000000000001,(0.37627341438044015-0.3960509561339463j),(-0.04151387526363043-0.1509573410394694j),(0.6318742328812782-0.30777107299415013j),(0.5812232039952229-0.05641725395881248j),(0.10058548102336744+0.18632989258433602j),(0.37627341438044015-0.3960509561339463j)
0.58,(0.3841022183706796-0.39574500879831725j),(-0.03764194645407168-0.15761517085816232j),(0.6370190607681232-0.305417466451947j),(0.5823420547048126-0.05182180215503938j),(0.09572456426767437+0.18314666087914191j),(0.3841022183706796-0.39574500879831725j)
0.59,(0.3919283135046628-0.3955114424825899j),(-0.033597365481704215-0.16433918876254502j),(0.6421609749265124-0.30315775773407133j),(0.5833748664626224-0.04731634377156404j),(0.09094927165576902+0.17969257397098215j),(0.3919283135046628-0.3955114424825899j)
0.6,(0.39975868706873935-0.3953699040381704j),(-0.02937820960593403-0.1711435248944239j),(0.6473079922555582-0.3010039333874421j),(0.5843231200302996-0.042912800826667576j),(0.08626756805590434+0.1759527234903423j),(0.39975868706873935-0.3953699040381704j)
0.61,(0.4076006276881894-0.3953393108319237j),(-0.02498227260132487-0.17804183116547512j),(0.6524680443683033-0.29896730055573395j),(0.5851882862242483-0.03862259830205078j),(0.08168790644411984+0.1719131892570821j),(0.4076006276881894-0.3953393108319237j)
0.62,(0.4154616984887415-0.3954378074268807j),(-0.02040709279656615-0.18504723774537202j),(0.6576489688025225-0.2970584578922945j),(0.5859718469102837-0.03445662982237341j),(0.0772191807784166+0.16756111655702652j),(0.4154616984887415-0.3954378074268807j)
0.63,(0.42334971179098024-0.39568272747574995j),(-0.0156499856321224-0.19217231570515714j),(0.662858502309465-0.2952872693648422j),(0.5866753179383651-0.03042522481755236j),(0.07287067155079595+0.16288478631100733j),(0.42334971179098024-0.39568272747574995j)
0.64,(0.4312727051256873-0.3960905607193807j),(-0.010708080382489849-0.19942904643170917j),(0.6681042757221125-0.29366284100701157j),(0.5873002734625534-0.026538117225804153j),(0.06865198401084799+0.1578736773071406j),(0.4312727051256873-0.3960905607193807j)
0.65,(0.43923891832459044-0.39667692497371787j),(-0.0055783607634230115-0.206828797979305j),(0.6733938098959014-0.292193500674552j),(0.5878483710670552-0.022804415799246212j),(0.06457297933712706+0.1525185196216617j),(0.43923891832459044-0.39667692497371787j)
0.66,(0.44725677141427594-0.3974565429825334j),(-0.00025770888826740293-0.2143823084855723j),(0.6787345122150533-0.2908867808657311j),(0.5883213771031597-0.019232576077859494j),(0.060643699374681816+0.1468113386922087j),(0.44725677141427594-0.3974565429825334j)
0.67,(0.45533484302101146-0.398443224008538j),(0.005257048143361391-0.22209967673403658j),(0.6841336731662537-0.2897494046662852j),(0.588721191634594-0.0158303741017794j),(0.05687428582208723+0.14074548950633148j),(0.45533484302101146-0.398443224008538j)
0.68,(0.4634818489807028-0.39964985003172326j),(0.01096908972908218-0.22999035941411938j),(0.6895984624979031-0.28878727487918393j),(0.5890498723908354-0.012604881936263728j),(0.053274895347835326+0.13431568074776976j),(0.4634818489807028-0.39964985003172326j)
0.6900000000000001,(0.4717066208408104-0.40108836642047085j),(0.01688155247653012-0.2380631750547011j),(0.6951359245070948-0.28800546639872404j),(0.589309657139589-0.0095624450882697j),(0.04985561251445575+0.1275179889724804j),(0.4717066208408104-0.40108836642047085j)
